Orthogroup	V_vinifera.proteins	A_vesiculosa.proteins
OG0008231	VIT_202s0025g02110.1, VIT_216s0098g01640.2, VIT_216s0098g01640.1, VIT_212s0055g00380.1	Av_00024019-RA
OG0008232	VIT_209s0054g01590.2, VIT_209s0054g01590.3, VIT_209s0054g01590.1	Av_00018912-RA, Av_00009526-RA
OG0008233	VIT_204s0008g06040.1	Av_00012816-RA, Av_00019512-RA
OG0008234	VIT_211s0037g01400.1	Av_00009815-RA, Av_00023434-RA
OG0008235	VIT_202s0025g02190.1	Av_00022689-RA
OG0008236	VIT_211s0016g04570.1	Av_00004890-RA, Av_00012129-RA, Av_00005868-RA
OG0008237	VIT_203s0038g02560.1	Av_00018318-RA, Av_00007260-RA
OG0008238	VIT_211s0016g01720.1	Av_00004567-RA, Av_00004315-RA
OG0008241	VIT_209s0002g06030.3, VIT_209s0002g06030.2, VIT_209s0002g06030.1	Av_00022450-RA, Av_00010729-RA
OG0008242	VIT_204s0008g04550.1	Av_00018243-RA
OG0008243	VIT_209s0002g06970.1	Av_00018932-RA
OG0008244	VIT_216s0050g00480.1	Av_00012932-RA
OG0008245	VIT_216s0039g01590.1, VIT_216s0039g01590.2	Av_00018229-RA
OG0008246	VIT_211s0016g02300.1	Av_00008907-RA
OG0008247	VIT_202s0025g04480.1	Av_00006091-RA, Av_00010403-RA
OG0008249	VIT_209s0070g00080.4, VIT_209s0070g00080.3, VIT_209s0070g00080.1, VIT_209s0070g00080.2	Av_00010049-RA
OG0008250	VIT_209s0002g00980.1, VIT_209s0002g00980.3	Av_00024137-RA, Av_00007145-RA
OG0008251	VIT_215s0021g01910.1, VIT_215s0021g01910.3, VIT_215s0021g01910.2	Av_00000095-RA
OG0008252	VIT_211s0016g00800.1	Av_00004502-RA
OG0008253	VIT_211s0016g00900.3, VIT_211s0016g00900.1, VIT_211s0016g00900.4, VIT_211s0016g00900.2	Av_00019886-RA
OG0008254	VIT_218s0164g00180.1, VIT_211s0016g02960.2, VIT_211s0016g02960.1	Av_00016030-RA, Av_00004232-RA
OG0008256	VIT_202s0087g00840.1	Av_00015877-RA, Av_00020801-RA
OG0008257	VIT_211s0016g02340.1	Av_00015835-RA, Av_00020062-RA
OG0008259	VIT_200s0181g00140.1, VIT_200s0181g00130.1	Av_00005639-RA
OG0008260	VIT_211s0103g00580.1	Av_00011051-RA, Av_00009843-RA
OG0008261	VIT_211s0016g05470.1	Av_00012144-RA
OG0008262	VIT_211s0016g02290.1, VIT_211s0016g02290.2	Av_00015838-RA
OG0008263	VIT_204s0008g03880.1	Av_00018338-RA
OG0008264	VIT_218s0086g00220.1, VIT_218s0086g00220.2	Av_00000007-RA
OG0008266	VIT_208s0032g00080.4, VIT_208s0032g00080.3, VIT_208s0032g00080.6, VIT_208s0032g00080.5, VIT_208s0032g00080.1, VIT_208s0032g00080.2	Av_00014797-RA, Av_00019934-RA
OG0008267	VIT_219s0014g02610.1, VIT_219s0014g02610.2	Av_00016430-RA
OG0008269	VIT_212s0028g03780.1	Av_00013930-RA, Av_00016927-RA
OG0008270	VIT_209s0002g06330.1, VIT_209s0002g06330.2	Av_00006675-RA
OG0008271	VIT_219s0085g00490.1	Av_00008232-RA
OG0008272	VIT_210s0116g00840.1	Av_00014128-RA
OG0008273	VIT_210s0003g04670.1, VIT_210s0003g04670.2, VIT_210s0003g04670.3	Av_00023105-RA, Av_00002779-RA, Av_00005184-RA
OG0008274	VIT_208s0217g00090.2, VIT_208s0217g00090.1	Av_00017281-RA
OG0008275	VIT_208s0007g08130.1, VIT_208s0007g08130.2	Av_00019487-RA, Av_00022126-RA
OG0008276	VIT_206s0061g01380.1	Av_00017309-RA, Av_00017363-RA
OG0008277	VIT_219s0014g03280.1	Av_00021019-RA, Av_00007863-RA
OG0008279	VIT_202s0025g01350.1, VIT_202s0025g01350.2	Av_00006604-RA
OG0008280	VIT_206s0004g01540.1, VIT_206s0004g01540.2, VIT_206s0004g01540.3, VIT_206s0004g01540.4	Av_00014919-RA
OG0008281	VIT_219s0085g00030.1	Av_00023252-RA, Av_00001115-RA, Av_00008293-RA
OG0008282	VIT_206s0080g01150.1	Av_00024248-RA
OG0008283	VIT_208s0007g06550.1, VIT_208s0007g06550.4, VIT_208s0007g06550.3, VIT_208s0007g06550.2	Av_00014447-RA, Av_00020975-RA
OG0008284	VIT_202s0012g02070.1	Av_00022720-RA
OG0008286	VIT_213s0106g00790.1	Av_00011903-RA
OG0008287	VIT_200s0125g00200.1	Av_00016152-RA, Av_00006698-RA
OG0008288	VIT_212s0028g03300.1	Av_00020785-RA, Av_00024153-RA
OG0008291	VIT_210s0003g00850.1	Av_00023885-RA
OG0008292	VIT_208s0032g00530.2, VIT_208s0032g00530.1	Av_00023493-RA
OG0008293	VIT_201s0010g00360.1, VIT_201s0010g03830.1	Av_00019554-RA, Av_00005159-RA
OG0008294	VIT_207s0005g00640.1	Av_00021743-RA, Av_00001495-RA
OG0008295	VIT_219s0015g01120.1	Av_00021305-RA, Av_00023802-RA
OG0008296	VIT_208s0040g02810.1	Av_00012549-RA, Av_00002864-RA
OG0008297	VIT_217s0000g04620.1	Av_00019899-RA, Av_00006471-RA
OG0008298	VIT_212s0059g00570.1	Av_00006203-RA, Av_00012749-RA
OG0008301	VIT_206s0009g01060.2, VIT_206s0009g01060.1	Av_00010764-RA
OG0008302	VIT_219s0085g00010.1	Av_00003593-RA, Av_00008292-RA
OG0008303	VIT_212s0059g01120.1	Av_00012738-RA
OG0008304	VIT_214s0030g01930.1	Av_00016761-RA
OG0008305	VIT_210s0003g03510.1	Av_00018483-RA, Av_00018058-RA
OG0008306	VIT_212s0028g02660.1, VIT_212s0028g02660.2	Av_00008448-RA
OG0008307	VIT_206s0004g08220.1	Av_00017588-RA, Av_00006250-RA, Av_00009566-RA
OG0008308	VIT_213s0147g00220.1, VIT_213s0147g00220.5, VIT_213s0147g00220.2, VIT_213s0147g00220.3, VIT_213s0147g00220.4	Av_00013667-RA
OG0008310	VIT_214s0030g01680.1	Av_00009621-RA, Av_00002210-RA
OG0008311	VIT_219s0014g00850.1	Av_00023534-RA, Av_00012030-RA
OG0008313	VIT_204s0023g03160.1	Av_00016313-RA
OG0008314	VIT_210s0003g02880.1, VIT_210s0003g02880.3, VIT_210s0003g02880.2	Av_00007672-RA
OG0008315	VIT_213s0019g03680.3, VIT_213s0019g03680.1, VIT_213s0019g03680.2	Av_00014342-RA
OG0008316	VIT_210s0003g02620.1	Av_00010648-RA, Av_00021935-RA
OG0008317	VIT_202s0012g02780.1, VIT_202s0012g02780.2	Av_00022842-RA, Av_00020171-RA
OG0008319	VIT_206s0061g01300.1	Av_00021271-RA, Av_00017307-RA, Av_00017367-RA
OG0008320	VIT_204s0008g04290.1	Av_00022573-RA, Av_00012790-RA
OG0008321	VIT_208s0007g03250.1, VIT_208s0007g03250.2	Av_00005088-RA
OG0008322	VIT_210s0116g00550.1	Av_00008952-RA
OG0008323	VIT_206s0004g06550.1, VIT_206s0004g06550.2	Av_00021088-RA
OG0008324	VIT_206s0004g03260.1	Av_00012716-RA
OG0008325	VIT_206s0004g01720.2, VIT_206s0004g01720.1	Av_00006519-RA, Av_00016561-RA
OG0008326	VIT_210s0003g00130.1	Av_00007496-RA, Av_00005903-RA
OG0008327	VIT_213s0019g04450.2, VIT_213s0019g04450.1	Av_00008186-RA, Av_00004361-RA
OG0008328	VIT_210s0003g04960.1, VIT_210s0003g04960.2	Av_00018388-RA, Av_00003375-RA
OG0008329	VIT_208s0007g06710.2, VIT_208s0007g06710.1	Av_00021794-RA, Av_00019623-RA, Av_00000675-RA, Av_00020465-RA
OG0008330	VIT_200s0301g00040.1, VIT_213s0073g00040.1	Av_00008729-RA, Av_00007487-RA
OG0008331	VIT_217s0000g07230.3, VIT_217s0000g07230.2, VIT_217s0000g07230.1	Av_00011238-RA
OG0008333	VIT_208s0007g08290.1, VIT_208s0007g08290.2	Av_00021735-RA, Av_00013175-RA
OG0008334	VIT_213s0019g00020.1	Av_00008254-RA, Av_00013623-RA, Av_00007080-RA
OG0008335	VIT_208s0032g01230.1	Av_00019989-RA
OG0008336	VIT_206s0004g07550.1, VIT_213s0067g02181.1	Av_00005675-RA, Av_00017253-RA, Av_00003845-RA
OG0008337	VIT_210s0116g00390.1	Av_00007480-RA, Av_00003683-RA
OG0008338	VIT_206s0009g03210.3, VIT_206s0009g03210.2, VIT_206s0009g03210.1	Av_00001218-RA
OG0008339	VIT_208s0007g02220.1	Av_00023018-RA
OG0008340	VIT_206s0004g02080.1	Av_00006527-RA
OG0008341	VIT_204s0008g07335.1	Av_00002882-RA
OG0008341	VIT_208s0040g01680.1	Av_00015709-RA, Av_00012569-RA
OG0008342	VIT_208s0007g03980.1	Av_00003811-RA
OG0008343	VIT_219s0014g03080.1, VIT_219s0014g03080.2	Av_00022930-RA
OG0008345	VIT_213s0064g01510.3, VIT_213s0064g01510.1	Av_00009081-RA, Av_00015572-RA, Av_00024090-RA
OG0008346	VIT_201s0011g01230.5, VIT_201s0011g01230.1, VIT_201s0011g01230.4, VIT_201s0011g01230.2	Av_00018826-RA
OG0008347	VIT_219s0014g01180.1	Av_00007827-RA
OG0008348	VIT_212s0028g02540.2, VIT_212s0028g02540.1	Av_00006190-RA
OG0008349	VIT_206s0004g03600.1	Av_00010150-RA
OG0008350	VIT_219s0085g00500.1, VIT_219s0085g00500.2, VIT_219s0085g00500.3	Av_00022672-RA
OG0008351	VIT_201s0011g01160.1	Av_00002193-RA
OG0008352	VIT_213s0067g03440.1, VIT_213s0067g03440.2	Av_00008249-RA, Av_00013631-RA
OG0008353	VIT_201s0011g04890.4, VIT_201s0011g04890.3, VIT_201s0011g04890.1, VIT_201s0011g04890.2, VIT_201s0011g04890.5	Av_00003337-RA
OG0008354	VIT_206s0004g02280.1	Av_00006530-RA, Av_00016557-RA
OG0008355	VIT_212s0028g03620.1	Av_00021096-RA, Av_00018962-RA
OG0008356	VIT_200s0259g00150.1	Av_00005587-RA, Av_00005995-RA, Av_00007456-RA
OG0008357	VIT_208s0007g01880.1	Av_00020812-RA
OG0008358	VIT_206s0004g02040.2, VIT_206s0004g02040.4, VIT_206s0004g02040.3, VIT_206s0004g02040.1	Av_00001199-RA, Av_00014397-RA
OG0008359	VIT_208s0056g00810.1, VIT_208s0056g00810.2	Av_00019259-RA, Av_00014086-RA
OG0008360	VIT_208s0007g00220.2, VIT_208s0007g00220.4, VIT_208s0007g00220.3, VIT_208s0007g00220.1	Av_00023789-RA
OG0008361	VIT_207s0031g01910.1	Av_00015337-RA, Av_00000423-RA
OG0008362	VIT_217s0000g00280.1	Av_00014004-RA
OG0008363	VIT_205s0020g04770.1, VIT_205s0020g04770.2, VIT_205s0020g04770.3	Av_00000599-RA
OG0008364	VIT_216s0098g00780.1, VIT_216s0098g00770.1	Av_00013045-RA
OG0008365	VIT_202s0025g03190.1	Av_00011143-RA
OG0008366	VIT_213s0064g00050.1, VIT_213s0064g00050.2, VIT_213s0064g00050.5	Av_00012185-RA
OG0008367	VIT_201s0146g00400.1	Av_00022524-RA, Av_00012224-RA, Av_00003371-RA
OG0008369	VIT_205s0062g01200.2, VIT_205s0062g01200.3, VIT_205s0062g01200.1	Av_00014037-RA
OG0008371	VIT_217s0000g00780.2, VIT_217s0000g00780.1, VIT_214s0068g01510.1	Av_00000922-RA
OG0008372	VIT_204s0008g02450.1	Av_00005730-RA
OG0008373	VIT_204s0044g01730.1	Av_00017577-RA
OG0008374	VIT_207s0031g00990.1, VIT_207s0031g01020.1	Av_00013725-RA, Av_00001833-RA
OG0008375	VIT_214s0060g02220.1, VIT_214s0060g02220.2, VIT_214s0060g02220.3	Av_00006668-RA, Av_00016196-RA
OG0008376	VIT_217s0000g09490.1	Av_00015005-RA
OG0008377	VIT_214s0171g00270.1	Av_00023481-RA, Av_00023738-RA
OG0008378	VIT_208s0007g01500.1, VIT_208s0007g01500.2	Av_00023165-RA
OG0008379	VIT_219s0014g01520.1	Av_00017198-RA
OG0008380	VIT_202s0025g01290.2, VIT_202s0025g01290.1, VIT_202s0025g01290.3	Av_00003396-RA
OG0008381	VIT_212s0035g01880.1	Av_00020138-RA, Av_00011578-RA, Av_00022159-RA
OG0008382	VIT_201s0150g00610.1	Av_00019741-RA, Av_00022712-RA
OG0008383	VIT_216s0115g00190.1	Av_00010768-RA
OG0008384	VIT_207s0141g00530.1, VIT_207s0141g00380.1	Av_00013770-RA, Av_00011244-RA
OG0008386	VIT_207s0095g00760.2, VIT_207s0095g00760.1, VIT_205s0029g01200.1, VIT_205s0029g01200.2	Av_00020303-RA, Av_00003481-RA
OG0008387	VIT_207s0151g00710.1	Av_00003414-RA
OG0008388	VIT_219s0015g00220.1, VIT_219s0015g00180.1	Av_00000146-RA
OG0008390	VIT_205s0020g03660.1, VIT_205s0020g03660.2	Av_00019648-RA
OG0008392	VIT_204s0044g01300.3, VIT_204s0044g01300.2, VIT_204s0044g01300.1	Av_00013693-RA
OG0008393	VIT_215s0048g02200.1, VIT_215s0048g02200.3, VIT_215s0048g02200.5, VIT_215s0048g02200.4, VIT_215s0048g02200.2	Av_00007113-RA
OG0008394	VIT_202s0154g00610.1, VIT_202s0154g00610.2	Av_00006063-RA, Av_00005530-RA
OG0008395	VIT_205s0020g01530.1, VIT_205s0020g01530.2, VIT_207s0005g00150.1	Av_00014218-RA, Av_00011661-RA
OG0008396	VIT_201s0010g03990.1	Av_00012243-RA
OG0008397	VIT_212s0055g00370.1	Av_00008993-RA, Av_00021941-RA
OG0008398	VIT_205s0020g04550.1, VIT_209s0070g00600.1, VIT_200s0120g00005.1, VIT_200s0986g00010.1	Av_00000764-RA
OG0008399	VIT_215s0046g01450.1	Av_00000026-RA
OG0008400	VIT_202s0025g00440.1, VIT_202s0025g00440.3, VIT_202s0025g00440.4, VIT_202s0025g00440.2	Av_00005493-RA, Av_00020827-RA
OG0008401	VIT_212s0035g00320.1, VIT_212s0035g00320.3, VIT_212s0035g00320.4, VIT_212s0035g00320.2	Av_00011631-RA
OG0008403	VIT_218s0001g00120.1, VIT_218s0001g00120.2	Av_00009016-RA
OG0008404	VIT_215s0021g01500.3, VIT_215s0021g01500.2, VIT_215s0021g01500.1	Av_00008691-RA
OG0008404	VIT_215s0021g01460.1	Av_00008692-RA
OG0008405	VIT_218s0164g00040.2, VIT_218s0164g00040.1	Av_00017436-RA, Av_00024307-RA
OG0008406	VIT_204s0023g01850.2, VIT_204s0023g01850.1	Av_00021588-RA
OG0008407	VIT_207s0005g03510.1	Av_00009683-RA, Av_00002292-RA
OG0008408	VIT_202s0012g01500.1, VIT_207s0141g00240.2, VIT_207s0141g00240.1	Av_00009701-RA, Av_00002312-RA
OG0008409	VIT_201s0137g00210.1	Av_00000271-RA, Av_00007751-RA
OG0008410	VIT_207s0005g02210.1, VIT_207s0005g02210.5, VIT_207s0005g02210.6, VIT_207s0005g02210.8, VIT_207s0005g02210.7, VIT_207s0005g02210.4, VIT_207s0005g02210.2, VIT_207s0005g02210.3	Av_00002262-RA
OG0008411	VIT_201s0150g00100.2, VIT_201s0150g00100.1	Av_00022652-RA, Av_00020964-RA, Av_00020963-RA
OG0008412	VIT_203s0038g03610.1	Av_00007252-RA
OG0008413	VIT_202s0025g05010.1, VIT_202s0025g05010.4, VIT_202s0025g05010.3, VIT_202s0025g05010.2	Av_00010392-RA
OG0008414	VIT_218s0122g01380.1, VIT_218s0122g01380.2	Av_00003760-RA, Av_00007411-RA
OG0008415	VIT_205s0077g00280.1, VIT_205s0051g00010.2, VIT_205s0051g00010.3, VIT_205s0051g00010.5, VIT_205s0051g00010.4, VIT_205s0051g00010.1	Av_00018787-RA
OG0008416	VIT_212s0035g00810.2, VIT_212s0035g00810.1	Av_00022480-RA
OG0008417	VIT_205s0020g02380.1, VIT_207s0104g00680.1	Av_00020459-RA, Av_00000641-RA
OG0008419	VIT_204s0023g01820.3, VIT_204s0023g01820.5, VIT_204s0023g01820.4, VIT_204s0023g01820.2, VIT_204s0023g01820.1	Av_00005921-RA, Av_00005652-RA
OG0008421	VIT_204s0044g00100.3, VIT_204s0044g00100.1, VIT_204s0044g00100.2	Av_00022389-RA
OG0008422	VIT_214s0060g02330.1	Av_00006671-RA
OG0008423	VIT_207s0005g06310.5, VIT_207s0005g06310.4, VIT_207s0005g06310.3, VIT_207s0005g06310.2, VIT_207s0005g06310.1	Av_00009652-RA
OG0008424	VIT_217s0000g09220.1, VIT_214s0030g01480.1	Av_00008213-RA, Av_00004377-RA
OG0008425	VIT_210s0116g00280.1	Av_00005629-RA
OG0008426	VIT_218s0001g11590.1, VIT_218s0001g11590.2	Av_00012262-RA
OG0008428	VIT_200s2259g00005.1, VIT_200s2417g00010.1, VIT_200s0407g00070.5, VIT_200s0407g00070.2, VIT_200s0407g00070.3, VIT_200s0407g00070.6, VIT_200s0407g00070.4, VIT_200s0407g00070.1	Av_00015384-RA
OG0008429	VIT_217s0000g09720.1	Av_00011180-RA
OG0008430	VIT_209s0002g01160.2, VIT_209s0002g01160.1, VIT_209s0002g01160.3	Av_00015126-RA, Av_00016618-RA
OG0008431	VIT_212s0035g01710.1	Av_00016456-RA, Av_00017504-RA
OG0008432	VIT_215s0046g01480.1	Av_00000027-RA
OG0008433	VIT_200s0229g00170.2, VIT_200s0229g00170.3, VIT_200s0229g00170.1	Av_00003010-RA
OG0008434	VIT_205s0077g02310.1	Av_00000652-RA, Av_00021748-RA
OG0008435	VIT_218s0072g00530.1, VIT_218s0072g00510.1, VIT_218s0072g00540.1, VIT_218s0072g00490.1	Av_00006159-RA
OG0008436	VIT_207s0031g00060.1	Av_00019923-RA
OG0008437	VIT_214s0128g00380.1	Av_00016178-RA, Av_00020368-RA
OG0008438	VIT_214s0006g03000.1	Av_00017631-RA
OG0008439	VIT_215s0024g00850.2, VIT_215s0024g00850.4, VIT_215s0024g00850.1	Av_00001631-RA
OG0008440	VIT_208s0040g02935.1	Av_00016410-RA
OG0008441	VIT_205s0077g01770.1	Av_00017055-RA
OG0008442	VIT_215s0048g02210.2, VIT_215s0048g02210.5, VIT_215s0048g02210.1, VIT_215s0048g02210.3, VIT_215s0048g02210.4	Av_00008806-RA
OG0008443	VIT_205s0020g02240.1	Av_00021746-RA
OG0008444	VIT_212s0028g01990.1, VIT_212s0028g01990.2	Av_00022677-RA
OG0008445	VIT_215s0046g02170.2, VIT_215s0046g02170.1	Av_00003241-RA
OG0008447	VIT_207s0005g04900.3, VIT_207s0005g04900.5, VIT_207s0005g04900.4, VIT_207s0005g04900.7, VIT_207s0005g04900.2, VIT_207s0005g04900.1, VIT_207s0005g04900.6	Av_00002219-RA
OG0008448	VIT_201s0011g01460.1, VIT_201s0011g01460.2, VIT_201s0011g01460.3	Av_00001521-RA, Av_00013492-RA
OG0008449	VIT_202s0025g03690.1	Av_00010414-RA, Av_00014574-RA
OG0008450	VIT_218s0001g13050.3, VIT_218s0001g13050.2, VIT_218s0001g13050.1	Av_00023475-RA, Av_00024314-RA
OG0008451	VIT_218s0076g00360.2, VIT_218s0076g00360.1, VIT_218s0076g00360.3	Av_00024431-RA
OG0008452	VIT_205s0094g00940.1, VIT_205s0094g00940.2	Av_00010100-RA
OG0008453	VIT_216s0013g00610.1	Av_00000272-RA, Av_00007646-RA
OG0008454	VIT_214s0066g00670.1	Av_00013747-RA
OG0008455	VIT_214s0083g00550.1	Av_00005746-RA
OG0008456	VIT_218s0122g01030.1, VIT_218s0122g01030.2	Av_00004071-RA, Av_00004864-RA, Av_00019425-RA
OG0008457	VIT_214s0083g00770.4, VIT_214s0083g00770.2, VIT_214s0083g00770.3, VIT_214s0083g00770.1	Av_00012190-RA
OG0008458	VIT_201s0011g04130.2, VIT_201s0011g04130.1	Av_00003321-RA
OG0008460	VIT_217s0000g09970.1, VIT_217s0000g09970.2, VIT_217s0000g09970.3	Av_00001680-RA
OG0008461	VIT_201s0010g01770.2, VIT_201s0010g01770.1, VIT_214s0006g03035.1	Av_00013392-RA, Av_00015899-RA
OG0008462	VIT_201s0011g02850.1, VIT_201s0011g02850.2	Av_00002753-RA, Av_00005215-RA
OG0008463	VIT_214s0066g00580.2, VIT_214s0066g00580.1	Av_00024561-RA
OG0008464	VIT_217s0000g04490.1	Av_00015929-RA, Av_00010497-RA
OG0008465	VIT_201s0026g01030.1	Av_00000898-RA, Av_00023915-RA, Av_00005301-RA
OG0008466	VIT_214s0083g00360.3, VIT_214s0083g00360.5, VIT_214s0083g00360.1, VIT_214s0083g00360.2, VIT_214s0083g00360.4, VIT_214s0083g00360.6	Av_00019942-RA
OG0008467	VIT_201s0011g04520.1, VIT_201s0011g04520.3, VIT_201s0011g04520.4, VIT_201s0011g04520.2	Av_00021657-RA, Av_00003329-RA
OG0008468	VIT_217s0000g02280.1	Av_00017587-RA, Av_00006247-RA
OG0008469	VIT_202s0087g00790.4, VIT_202s0087g00790.3, VIT_202s0087g00790.1, VIT_202s0087g00790.2	Av_00019591-RA
OG0008470	VIT_201s0182g00020.1	Av_00005256-RA, Av_00020887-RA, Av_00024379-RA
OG0008471	VIT_201s0011g02100.1, VIT_201s0011g02100.2	Av_00023272-RA
OG0008472	VIT_201s0010g03400.1	Av_00002626-RA, Av_00005370-RA
OG0008473	VIT_201s0011g00580.1	Av_00005242-RA, Av_00002731-RA
OG0008474	VIT_201s0026g01780.1, VIT_201s0026g01780.2	Av_00015506-RA
OG0008475	VIT_218s0001g14850.2, VIT_218s0001g14850.1	Av_00004880-RA
OG0008477	VIT_214s0108g00430.1	Av_00023310-RA, Av_00023057-RA
OG0008478	VIT_201s0011g05590.1	Av_00006329-RA, Av_00007652-RA
OG0008479	VIT_215s0021g00090.1, VIT_215s0021g00090.2	Av_00000108-RA
OG0008480	VIT_201s0011g03640.1	Av_00017014-RA
OG0008481	VIT_216s0013g00630.1, VIT_215s0021g01280.1	Av_00008350-RA, Av_00017971-RA
OG0008482	VIT_216s0013g01940.1	Av_00002045-RA
OG0008484	VIT_215s0046g01630.2, VIT_215s0046g01630.1, VIT_213s0019g04760.2, VIT_213s0019g04760.1	Av_00017417-RA
OG0008485	VIT_214s0066g01310.1	Av_00022287-RA
OG0008487	VIT_202s0012g01220.3, VIT_202s0012g01220.2, VIT_202s0012g01220.1	Av_00025018-RA, Av_00022683-RA, Av_00022863-RA
OG0008488	VIT_214s0066g01200.1, VIT_214s0066g01200.2, VIT_214s0066g01200.3	Av_00015783-RA
OG0008491	VIT_201s0011g06210.1	Av_00007664-RA, Av_00006321-RA
OG0008494	VIT_214s0171g00220.2, VIT_214s0171g00220.1	Av_00011612-RA
OG0008495	VIT_200s0204g00220.1	Av_00020633-RA
OG0008496	VIT_214s0068g01630.3	Av_00011600-RA
OG0008497	VIT_201s0026g01860.1, VIT_217s0000g05880.1, VIT_213s0084g00590.1	Av_00013870-RA, Av_00010523-RA
OG0008498	VIT_208s0040g00570.2, VIT_208s0040g00570.3, VIT_208s0040g00570.4, VIT_208s0040g00570.1	Av_00020147-RA
OG0008499	VIT_201s0011g02490.1, VIT_201s0011g02490.3, VIT_201s0011g02490.2	Av_00005219-RA
OG0008501	VIT_203s0038g00880.1	Av_00019377-RA
OG0008502	VIT_203s0038g02840.4, VIT_203s0038g02840.3, VIT_203s0038g02840.2, VIT_203s0038g02840.1	Av_00004585-RA
OG0008503	VIT_201s0150g00590.1	Av_00009237-RA
OG0008504	VIT_214s0066g02200.2, VIT_214s0066g02200.1	Av_00023617-RA
OG0008505	VIT_202s0109g00080.1, VIT_202s0109g00080.2	Av_00023526-RA, Av_00017511-RA
OG0008506	VIT_207s0005g04530.1	Av_00005485-RA
OG0008507	VIT_215s0024g00790.1	Av_00019280-RA, Av_00019281-RA
OG0008508	VIT_201s0010g01680.1, VIT_201s0010g01680.2, VIT_201s0010g01680.3	Av_00013401-RA
OG0008509	VIT_215s0107g00310.4, VIT_215s0107g00310.2, VIT_215s0107g00310.3, VIT_215s0107g00310.1	Av_00016579-RA
OG0008510	VIT_201s0010g02080.5, VIT_201s0010g02080.2, VIT_201s0010g02080.3, VIT_201s0010g02080.1, VIT_201s0010g02080.4, VIT_201s0010g02080.6	Av_00022740-RA
OG0008511	VIT_217s0000g07700.2, VIT_217s0000g07700.3, VIT_217s0000g07700.1	Av_00011281-RA
OG0008512	VIT_217s0000g08290.1	Av_00011300-RA, Av_00009283-RA
OG0008513	VIT_217s0000g07500.2, VIT_217s0000g07500.4, VIT_217s0000g07500.3, VIT_217s0000g07500.1	Av_00009750-RA
OG0008515	VIT_208s0040g00840.1	Av_00006727-RA, Av_00020591-RA
OG0008516	VIT_214s0068g00520.4, VIT_214s0068g00520.1, VIT_214s0068g00520.2, VIT_214s0068g00520.3	Av_00008999-RA, Av_00021948-RA
OG0008517	VIT_211s0016g00010.1	Av_00022300-RA
OG0008518	VIT_217s0000g04550.1, VIT_217s0000g04550.2	Av_00001756-RA
OG0008519	VIT_201s0011g04230.1, VIT_201s0011g04230.2, VIT_201s0011g04230.3	Av_00006351-RA
OG0008520	VIT_201s0011g02520.2, VIT_201s0011g02520.1, VIT_201s0011g02520.3	Av_00003298-RA
OG0008521	VIT_217s0000g07310.1, VIT_217s0000g07310.2	Av_00009331-RA
OG0008522	VIT_201s0011g01420.2, VIT_201s0011g01420.1	Av_00001522-RA
OG0008523	VIT_201s0026g00650.1	Av_00015488-RA
OG0008524	VIT_201s0026g01490.2, VIT_201s0026g01490.1	Av_00006431-RA, Av_00007536-RA
OG0008525	VIT_203s0038g02530.1, VIT_203s0038g02530.2	Av_00011379-RA
OG0008526	VIT_202s0012g02790.2, VIT_212s0055g01200.1, VIT_202s0012g02790.1	Av_00016486-RA, Av_00016487-RA
OG0008527	VIT_208s0007g06260.4, VIT_208s0007g06260.3, VIT_208s0007g06260.1, VIT_208s0007g06260.2	Av_00013189-RA
OG0008528	VIT_217s0000g07970.2, VIT_217s0000g07970.1	Av_00022678-RA
OG0008529	VIT_217s0000g05800.1	Av_00009303-RA
OG0008531	VIT_200s0616g00020.1	Av_00005431-RA, Av_00002997-RA
OG0008533	VIT_217s0000g06320.1	Av_00001764-RA
OG0008534	VIT_203s0038g04490.1, VIT_209s0070g00580.1	Av_00011160-RA, Av_00004436-RA
OG0008535	VIT_214s0006g02750.4, VIT_214s0006g02750.2, VIT_214s0006g02750.1, VIT_214s0006g02750.3, VIT_214s0006g02750.5, VIT_214s0006g02750.6	Av_00003919-RA
OG0008536	VIT_201s0026g00930.1	Av_00024629-RA
OG0008537	VIT_201s0011g03790.1	Av_00022852-RA
OG0008538	VIT_209s0018g01880.1	Av_00016812-RA, Av_00020087-RA, Av_00016813-RA
OG0008541	VIT_211s0016g04230.2, VIT_211s0016g04230.4, VIT_211s0016g04230.5, VIT_211s0016g04230.3, VIT_211s0016g04230.1	Av_00019448-RA
OG0008544	VIT_216s0050g00150.1, VIT_216s0050g00150.2	Av_00014775-RA, Av_00009178-RA
OG0008545	VIT_208s0007g05780.1	Av_00024929-RA, Av_00022142-RA, Av_00020274-RA, Av_00020276-RA, Av_00020278-RA
OG0008546	VIT_201s0137g00585.1	Av_00002650-RA, Av_00005353-RA
OG0008549	VIT_209s0002g03550.1, VIT_204s0008g04830.1	Av_00005872-RA
OG0008549	VIT_206s0004g06555.1, VIT_209s0002g05390.1	Av_00023510-RA
OG0008551	VIT_205s0124g00410.3, VIT_205s0124g00410.2, VIT_205s0124g00410.1, VIT_205s0124g00410.10, VIT_205s0124g00410.7, VIT_205s0124g00410.8, VIT_205s0124g00410.9, VIT_205s0124g00410.6, VIT_205s0124g00410.4, VIT_205s0124g00410.5, VIT_218s0001g10280.1, VIT_205s0124g00590.1	Av_00002169-RA
OG0008555	VIT_206s0004g02980.1	Av_00016609-RA
