Orthogroup	V_vinifera.proteins	A_vesiculosa.proteins
OG0000134	VIT_218s0001g10930.1, VIT_218s0001g10910.1, VIT_218s0001g10870.1, VIT_218s0001g10870.2, VIT_218s0001g10830.1, VIT_218s0001g10830.2, VIT_218s0001g10830.3, VIT_218s0001g10940.1, VIT_218s0001g10970.1, VIT_218s0001g10950.1, VIT_218s0001g11010.3, VIT_218s0001g11010.1, VIT_218s0001g11010.2, VIT_218s0001g10880.1, VIT_218s0001g10920.1	Av_00001044-RA, Av_00022546-RA, Av_00018234-RA
OG0000135	VIT_204s0008g01360.1	Av_00023049-RA
OG0000135	VIT_209s0054g01060.1	Av_00017571-RA, Av_00013077-RA, Av_00018331-RA
OG0000135	VIT_211s0065g00390.1	Av_00017962-RA, Av_00001097-RA
OG0000136	VIT_204s0023g03860.3, VIT_204s0023g03860.1, VIT_204s0023g03860.2	Av_00023894-RA, Av_00014249-RA, Av_00022366-RA
OG0000137	VIT_205s0077g01690.1, VIT_205s0077g01520.1, VIT_205s0077g01680.1, VIT_207s0005g00930.1	Av_00012426-RA, Av_00009313-RA, Av_00015913-RA, Av_00010531-RA, Av_00010516-RA
OG0000138	VIT_213s0019g01890.1	Av_00005734-RA, Av_00017291-RA
OG0000139	VIT_213s0019g02960.1	Av_00011998-RA, Av_00005008-RA, Av_00005715-RA
OG0000140	VIT_210s0071g00380.1, VIT_210s0071g00560.1, VIT_210s0071g00510.1	Av_00019737-RA
OG0000143	VIT_203s0017g01130.1, VIT_218s0001g05950.1, VIT_218s0001g05990.1, VIT_218s0001g06060.1, VIT_218s0001g06080.1, VIT_218s0001g06120.1, VIT_218s0001g06090.1, VIT_218s0001g05910.1	Av_00008537-RA, Av_00017945-RA, Av_00002008-RA
OG0000144	VIT_212s0035g00310.2	Av_00016294-RA
OG0000145	VIT_206s0061g00620.1, VIT_206s0061g00670.1, VIT_206s0061g00670.2, VIT_206s0061g00640.1, VIT_215s0046g03570.1, VIT_215s0046g03590.1, VIT_215s0046g03580.1, VIT_215s0046g03550.1, VIT_215s0046g03600.3, VIT_215s0046g03600.4, VIT_215s0046g03600.1, VIT_215s0046g03600.2, VIT_215s0046g03600.6, VIT_215s0046g03600.7, VIT_215s0046g03600.5, VIT_215s0046g03650.2, VIT_215s0046g03650.1	Av_00008637-RA, Av_00011445-RA
OG0000146	VIT_213s0019g03090.1, VIT_213s0019g02930.1, VIT_213s0019g03000.1	Av_00013344-RA, Av_00023979-RA, Av_00020548-RA, Av_00020547-RA, Av_00006138-RA
OG0000146	VIT_213s0019g03170.1	Av_00011999-RA
OG0000147	VIT_214s0066g00310.3, VIT_214s0066g00310.4, VIT_214s0066g00310.6, VIT_214s0066g00310.5, VIT_214s0066g00310.2, VIT_214s0066g00310.1	Av_00021851-RA
OG0000147	VIT_206s0004g02700.9, VIT_206s0004g02700.2, VIT_206s0004g02700.1, VIT_206s0004g02700.3, VIT_206s0004g02700.7, VIT_206s0004g02700.8, VIT_206s0004g02700.4, VIT_206s0004g02700.5, VIT_206s0004g02700.6	Av_00012705-RA, Av_00020525-RA
OG0000148	VIT_206s0004g04990.1, VIT_206s0004g04980.1, VIT_206s0004g04970.1	Av_00022736-RA
OG0000148	VIT_206s0004g04960.1, VIT_206s0004g04950.1	Av_00019670-RA, Av_00006146-RA
OG0000148	VIT_208s0007g00510.1, VIT_208s0007g00510.2, VIT_208s0007g00510.3	Av_00020556-RA, Av_00014073-RA
OG0000149	VIT_204s0008g06610.3, VIT_204s0008g06610.2, VIT_204s0008g06610.1	Av_00001613-RA
OG0000149	VIT_215s0021g02240.4, VIT_215s0021g02240.3, VIT_215s0021g02240.2, VIT_215s0021g02240.1	Av_00011501-RA
OG0000149	VIT_213s0047g00371.1, VIT_213s0047g00372.1, VIT_215s0021g02430.1, VIT_213s0047g00380.1, VIT_213s0047g00370.1, VIT_213s0047g00360.1, VIT_213s0047g00390.1, VIT_213s0047g00410.1, VIT_213s0047g00500.1	Av_00016214-RA
OG0000152	VIT_206s0061g00870.1	Av_00023873-RA
OG0000152	VIT_206s0004g04250.1	Av_00022456-RA, Av_00006096-RA, Av_00005508-RA, Av_00013353-RA
OG0000153	VIT_206s0004g03490.1	Av_00013452-RA, Av_00020182-RA, Av_00021340-RA
OG0000153	VIT_200s0259g00180.1, VIT_200s1287g00010.1, VIT_219s0015g00440.2, VIT_219s0015g00440.1	Av_00000144-RA
OG0000154	VIT_214s0066g01080.3, VIT_214s0066g01080.4	Av_00002672-RA
OG0000154	VIT_201s0127g00440.1, VIT_201s0127g00440.4, VIT_201s0127g00440.3, VIT_201s0127g00440.5, VIT_201s0127g00440.2	Av_00021482-RA, Av_00022567-RA, Av_00015465-RA
OG0000155	VIT_207s0104g01420.1	Av_00001520-RA, Av_00013491-RA, Av_00024885-RA, Av_00001519-RA
OG0000156	VIT_208s0007g05030.1, VIT_206s0061g00470.1	Av_00019326-RA, Av_00011725-RA
OG0000157	VIT_219s0014g00320.6, VIT_219s0014g00320.7, VIT_219s0014g00320.2, VIT_219s0014g00320.1, VIT_219s0014g00320.4, VIT_219s0014g00320.3, VIT_219s0014g00320.5	Av_00024921-RA
OG0000157	VIT_209s0002g07340.1	Av_00010056-RA, Av_00007953-RA
OG0000157	VIT_211s0016g05750.2, VIT_211s0016g05750.3, VIT_211s0016g05750.1	Av_00005838-RA, Av_00007384-RA, Av_00003795-RA, Av_00021642-RA
OG0000159	VIT_215s0048g02450.1, VIT_215s0048g02490.2, VIT_215s0048g02490.1, VIT_215s0048g02480.1	Av_00008586-RA
OG0000159	VIT_218s0001g02610.2, VIT_218s0001g02610.3, VIT_218s0001g02610.4, VIT_218s0001g02610.1, VIT_219s0135g00030.1	Av_00009492-RA
OG0000160	VIT_218s0122g00990.3, VIT_218s0122g00990.1, VIT_218s0122g00990.2, VIT_218s0122g00990.5	Av_00007416-RA
OG0000160	VIT_207s0031g02170.4, VIT_207s0031g02170.2, VIT_207s0031g02170.3, VIT_207s0031g02170.1, VIT_207s0031g02170.6, VIT_207s0031g02170.5	Av_00022355-RA, Av_00022827-RA
OG0000161	VIT_200s0346g00040.1	Av_00019011-RA, Av_00019010-RA, Av_00019007-RA
OG0000162	VIT_214s0006g02600.2, VIT_214s0006g02600.1, VIT_214s0006g02600.3, VIT_214s0006g02600.5, VIT_214s0006g02600.4, VIT_214s0006g02600.6	Av_00004972-RA
OG0000162	VIT_201s0011g03980.1, VIT_201s0011g03960.1, VIT_201s0011g03950.1	Av_00007787-RA
OG0000163	VIT_207s0005g04785.1, VIT_216s0013g01295.1	Av_00000797-RA, Av_00003444-RA
OG0000163	VIT_209s0002g01910.5, VIT_209s0002g01910.6, VIT_209s0002g01910.8, VIT_209s0002g01910.7, VIT_209s0002g01910.10, VIT_209s0002g01910.3, VIT_209s0002g01910.2, VIT_209s0002g01910.4, VIT_209s0002g01910.1	Av_00006762-RA, Av_00008041-RA
OG0000163	VIT_214s0081g00160.2	Av_00020340-RA
OG0000164	VIT_219s0014g01840.1, VIT_217s0053g00680.1	Av_00009562-RA, Av_00022631-RA
OG0000164	VIT_208s0007g04360.1, VIT_206s0061g01040.1	Av_00014947-RA
OG0000164	VIT_211s0016g04620.1	Av_00009037-RA, Av_00021627-RA
OG0000164	VIT_205s0020g04190.1, VIT_205s0020g04190.2	Av_00018348-RA, Av_00005134-RA
OG0000165	VIT_219s0014g00900.1, VIT_219s0014g00870.1, VIT_219s0014g00920.1	Av_00019533-RA
OG0000168	VIT_213s0047g00080.1, VIT_213s0047g00050.1, VIT_213s0047g00010.2, VIT_213s0047g00010.4, VIT_213s0047g00010.1, VIT_213s0047g00040.1, VIT_213s0047g00010.3	Av_00001366-RA, Av_00015144-RA, Av_00016734-RA
OG0000169	VIT_200s0214g00040.1, VIT_200s0214g00090.1, VIT_200s0214g00060.1, VIT_200s0214g00130.1, VIT_200s0214g00150.2, VIT_200s0214g00150.3, VIT_200s0214g00150.1, VIT_200s0214g00160.1	Av_00014436-RA, Av_00014435-RA, Av_00014437-RA, Av_00006958-RA
OG0000170	VIT_206s0004g05530.1	Av_00023969-RA
OG0000170	VIT_208s0056g00220.1	Av_00005038-RA, Av_00003834-RA
OG0000170	VIT_202s0025g00480.1	Av_00005502-RA, Av_00024526-RA
OG0000170	VIT_205s0049g00890.1, VIT_205s0049g00890.2, VIT_214s0036g00370.1, VIT_214s0036g00370.2	Av_00015134-RA, Av_00006691-RA, Av_00016145-RA
OG0000171	VIT_211s0016g03350.1, VIT_204s0008g03400.1, VIT_209s0002g03940.1	Av_00010251-RA, Av_00010250-RA, Av_00010069-RA, Av_00004643-RA, Av_00024165-RA, Av_00022584-RA, Av_00004133-RA, Av_00008001-RA, Av_00006803-RA
OG0000171	VIT_215s0021g02110.1, VIT_200s0341g00080.1, VIT_200s0632g00010.1, VIT_200s0341g00070.1, VIT_214s0006g02290.1	Av_00023216-RA, Av_00010986-RA
OG0000172	VIT_208s0040g00060.2, VIT_208s0040g00060.1	Av_00019965-RA, Av_00003826-RA, Av_00005047-RA, Av_00005416-RA, Av_00002975-RA, Av_00010320-RA, Av_00017991-RA
OG0000179	VIT_213s0067g03500.1	Av_00013630-RA, Av_00008250-RA, Av_00008208-RA
OG0000179	VIT_208s0040g02970.1	Av_00012567-RA
OG0000180	VIT_211s0016g00470.1	Av_00007137-RA, Av_00017139-RA, Av_00021970-RA
OG0000180	VIT_205s0077g01930.1, VIT_207s0005g00750.1, VIT_207s0005g00750.3, VIT_207s0005g00750.2	Av_00002186-RA
OG0000181	VIT_218s0001g02730.5, VIT_218s0001g02730.4, VIT_218s0001g02730.10, VIT_218s0001g02730.6, VIT_218s0001g02730.1, VIT_218s0001g02730.2, VIT_218s0001g02730.8, VIT_218s0001g02730.3, VIT_218s0001g02730.9, VIT_218s0001g02730.7	Av_00020506-RA, Av_00008380-RA, Av_00008381-RA
OG0000181	VIT_207s0031g02720.4, VIT_207s0031g02720.2, VIT_207s0031g02720.3, VIT_207s0031g02720.8, VIT_207s0031g02720.9, VIT_207s0031g02720.1, VIT_207s0031g02720.5, VIT_207s0031g02720.7, VIT_207s0031g02720.6	Av_00011783-RA, Av_00006948-RA, Av_00016639-RA, Av_00014853-RA, Av_00011782-RA
OG0000182	VIT_213s0019g04280.1, VIT_208s0040g01890.1, VIT_206s0004g02850.1	Av_00013467-RA, Av_00013640-RA, Av_00023400-RA
OG0000182	VIT_203s0038g02520.1, VIT_203s0038g02520.3, VIT_203s0038g02520.4, VIT_203s0038g02520.2, VIT_206s0004g02850.2, VIT_208s0040g01890.2	Av_00004288-RA, Av_00009862-RA, Av_00011072-RA, Av_00018316-RA, Av_00007261-RA
OG0000184	VIT_205s0049g00920.3, VIT_205s0049g00920.2, VIT_205s0049g00920.4, VIT_205s0049g00920.1, VIT_205s0049g00920.5, VIT_205s0049g00930.1	Av_00002027-RA, Av_00017044-RA
OG0000185	VIT_214s0030g01560.1	Av_00020648-RA, Av_00000618-RA
OG0000185	VIT_205s0094g00780.1	Av_00020843-RA
OG0000186	VIT_201s0150g00090.7, VIT_201s0150g00090.15, VIT_201s0150g00090.3, VIT_201s0150g00090.10, VIT_201s0150g00090.12, VIT_201s0150g00090.1, VIT_201s0150g00090.8, VIT_201s0150g00090.4, VIT_201s0150g00090.13, VIT_201s0150g00090.2, VIT_201s0150g00090.14, VIT_201s0150g00090.5, VIT_201s0150g00090.11, VIT_201s0150g00090.6, VIT_201s0150g00090.9	Av_00002766-RA, Av_00005199-RA, Av_00000877-RA, Av_00022484-RA, Av_00000876-RA
OG0000187	VIT_214s0068g01850.1	Av_00004735-RA
OG0000187	VIT_214s0068g01840.1	Av_00020489-RA
OG0000187	VIT_214s0068g01860.1	Av_00018686-RA
OG0000187	VIT_201s0010g03850.1	Av_00000886-RA
OG0000188	VIT_215s0046g02230.2, VIT_215s0046g02230.3, VIT_215s0046g02230.1	Av_00008619-RA, Av_00014654-RA
OG0000189	VIT_214s0066g01650.2, VIT_214s0066g01650.3, VIT_214s0066g01650.1	Av_00008267-RA
OG0000189	VIT_201s0026g00540.4, VIT_201s0026g00540.3, VIT_201s0026g00540.5, VIT_201s0026g00540.6, VIT_201s0026g00540.2, VIT_201s0026g00540.1	Av_00020740-RA
OG0000189	VIT_217s0000g07910.1, VIT_217s0000g07930.1	Av_00003581-RA, Av_00008268-RA
OG0000191	VIT_208s0007g07690.1	Av_00021883-RA, Av_00021882-RA
OG0000192	VIT_200s0220g00150.1, VIT_200s0220g00140.1	Av_00010659-RA
OG0000192	VIT_205s0094g01300.1, VIT_205s0094g01300.2	Av_00014755-RA
OG0000193	VIT_203s0088g00910.1	Av_00015944-RA
OG0000198	VIT_208s0007g00130.1, VIT_213s0019g01430.1	Av_00013618-RA, Av_00007082-RA
OG0000198	VIT_206s0004g04510.1	Av_00016396-RA, Av_00013419-RA
OG0000199	VIT_205s0020g03910.1	Av_00003513-RA
OG0000199	VIT_203s0063g01370.1	Av_00024249-RA
OG0000199	VIT_211s0016g04190.1	Av_00009032-RA, Av_00003777-RA, Av_00007403-RA, Av_00019446-RA
OG0000201	VIT_200s0220g00130.1	Av_00006563-RA
OG0000201	VIT_205s0094g01260.2, VIT_205s0094g01260.1, VIT_205s0094g01230.1, VIT_205s0094g01120.1, VIT_205s0094g01130.2, VIT_205s0094g01130.4, VIT_205s0094g01130.3, VIT_205s0094g01130.1	Av_00002041-RA
OG0000203	VIT_215s0046g02450.8, VIT_215s0046g02450.9, VIT_215s0046g02450.6, VIT_215s0046g02450.7, VIT_215s0046g02450.2, VIT_215s0046g02450.5, VIT_215s0046g02450.3, VIT_215s0046g02450.4, VIT_215s0046g02450.1	Av_00014660-RA, Av_00008624-RA, Av_00000043-RA
OG0000206	VIT_206s0004g01610.1	Av_00007012-RA, Av_00014917-RA, Av_00008149-RA
OG0000206	VIT_206s0009g01380.1	Av_00018524-RA, Av_00012695-RA, Av_00004740-RA, Av_00016933-RA
OG0000206	VIT_200s0357g00120.1	Av_00023641-RA
OG0000207	VIT_207s0005g03030.1	Av_00001416-RA
OG0000207	VIT_208s0056g01650.1	Av_00012253-RA
OG0000207	VIT_215s0048g00840.1	Av_00000060-RA
OG0000208	VIT_209s0002g00580.1	Av_00015817-RA
OG0000211	VIT_213s0067g02930.1	Av_00003836-RA, Av_00005037-RA, Av_00021376-RA
OG0000211	VIT_217s0053g00990.3, VIT_217s0053g00990.1, VIT_201s0026g02620.1, VIT_201s0026g02620.3, VIT_201s0026g02620.2, VIT_214s0108g01020.1, VIT_214s0108g01020.2	Av_00006413-RA, Av_00007555-RA, Av_00015516-RA, Av_00016968-RA
OG0000212	VIT_216s0050g00220.1	Av_00009181-RA, Av_00022867-RA, Av_00001625-RA, Av_00012930-RA, Av_00009405-RA, Av_00002082-RA
OG0000213	VIT_210s0116g01210.1	Av_00007469-RA, Av_00005967-RA
OG0000213	VIT_214s0060g00330.1, VIT_214s0060g00330.2, VIT_205s0020g00950.3, VIT_205s0020g00950.1, VIT_205s0020g00950.2	Av_00017744-RA, Av_00019827-RA
OG0000214	VIT_202s0012g02830.1, VIT_214s0068g00440.1, VIT_214s0068g00450.1, VIT_214s0068g00460.1, VIT_214s0068g00500.1, VIT_214s0068g00480.1, VIT_214s0068g00490.1, VIT_217s0000g07015.1, VIT_214s0068g00470.1, VIT_217s0000g07030.1, VIT_217s0000g07080.1, VIT_217s0000g07015.2, VIT_217s0000g07015.3, VIT_217s0000g07060.1, VIT_217s0000g07020.1, VIT_217s0000g07070.1, VIT_217s0000g07100.1, VIT_217s0000g07110.1	Av_00001794-RA
OG0000216	VIT_219s0090g01440.2, VIT_219s0090g01440.1	Av_00002521-RA, Av_00003068-RA
OG0000216	VIT_200s1365g00010.1	Av_00025005-RA, Av_00001398-RA
OG0000216	VIT_212s0059g00560.1	Av_00011937-RA, Av_00019820-RA
OG0000217	VIT_212s0055g00600.1	Av_00020112-RA
OG0000217	VIT_212s0055g00640.1	Av_00024943-RA, Av_00022548-RA, Av_00020119-RA, Av_00017471-RA, Av_00017469-RA, Av_00023791-RA, Av_00020115-RA, Av_00024487-RA, Av_00024081-RA, Av_00022549-RA, Av_00020117-RA, Av_00017485-RA, Av_00020111-RA, Av_00022551-RA, Av_00017477-RA, Av_00023250-RA, Av_00017481-RA, Av_00020121-RA, Av_00020110-RA, Av_00001118-RA, Av_00018235-RA
OG0000218	VIT_201s0011g05960.1	Av_00012318-RA
OG0000218	VIT_202s0012g01680.3, VIT_202s0012g01680.1, VIT_202s0012g01680.2	Av_00022649-RA, Av_00022097-RA
OG0000219	VIT_216s0022g02220.1, VIT_216s0050g01740.1, VIT_216s0022g00110.1, VIT_216s0022g00170.1	Av_00012929-RA
OG0000220	VIT_203s0038g01050.1	Av_00018653-RA
OG0000220	VIT_219s0015g01630.1, VIT_219s0015g01660.1, VIT_219s0015g01590.1, VIT_219s0015g01560.1	Av_00003043-RA
OG0000220	VIT_219s0015g01635.1	Av_00000134-RA
OG0000220	VIT_200s0194g00010.1	Av_00000133-RA
OG0000221	VIT_214s0006g01250.1	Av_00006316-RA
OG0000221	VIT_217s0000g02290.2, VIT_217s0000g02290.1	Av_00012451-RA, Av_00009342-RA
OG0000222	VIT_203s0038g04120.1	Av_00005942-RA, Av_00005628-RA
OG0000222	VIT_207s0005g01030.1	Av_00019951-RA, Av_00001491-RA
OG0000222	VIT_214s0030g02140.1	Av_00020751-RA, Av_00023020-RA
OG0000224	VIT_200s0916g00010.2, VIT_200s0916g00010.1, VIT_200s0916g00010.3, VIT_200s0916g00010.4	Av_00008716-RA, Av_00003651-RA
OG0000224	VIT_212s0028g03860.3, VIT_212s0028g03860.2, VIT_212s0028g03860.1	Av_00023780-RA, Av_00008534-RA, Av_00013126-RA, Av_00022314-RA, Av_00020261-RA
OG0000227	VIT_213s0019g01080.1, VIT_213s0019g01080.2, VIT_213s0019g01080.4, VIT_213s0019g01080.3	Av_00022148-RA, Av_00004995-RA, Av_00003894-RA, Av_00005737-RA, Av_00016728-RA, Av_00016727-RA, Av_00022907-RA, Av_00022213-RA
OG0000228	VIT_207s0104g01380.2, VIT_207s0104g01380.4, VIT_207s0104g01380.1, VIT_207s0104g01380.3, VIT_218s0001g04700.1, VIT_214s0108g01510.3, VIT_214s0108g01510.2, VIT_214s0108g01510.1, VIT_214s0108g01510.6, VIT_214s0108g01510.5, VIT_214s0108g01510.4, VIT_214s0108g01510.7, VIT_214s0108g01510.8	Av_00010669-RA
OG0000228	VIT_214s0068g01590.3	Av_00020419-RA, Av_00011597-RA, Av_00018603-RA
OG0000228	VIT_217s0000g00890.2, VIT_217s0000g00890.1	Av_00011221-RA, Av_00009247-RA, Av_00015029-RA
OG0000229	VIT_204s0023g02400.1	Av_00019979-RA, Av_00012518-RA, Av_00017907-RA, Av_00001955-RA
OG0000229	VIT_203s0038g04480.2, VIT_203s0038g04480.1	Av_00011159-RA, Av_00004437-RA
OG0000230	VIT_206s0009g01820.1	Av_00012766-RA
OG0000230	VIT_218s0072g01040.2, VIT_218s0072g01040.4	Av_00022270-RA, Av_00014614-RA, Av_00008578-RA
OG0000231	VIT_201s0026g00280.4, VIT_201s0026g00280.7, VIT_201s0026g00280.5, VIT_201s0026g00280.11, VIT_201s0026g00280.10, VIT_201s0026g00280.2, VIT_201s0026g00280.8, VIT_201s0026g00280.3, VIT_201s0026g00280.9, VIT_201s0026g00280.1, VIT_201s0026g00280.6	Av_00000905-RA, Av_00015481-RA, Av_00020742-RA, Av_00021489-RA
OG0000232	VIT_212s0057g00070.1, VIT_212s0057g00140.1, VIT_212s0057g00120.1, VIT_212s0057g00150.1, VIT_212s0057g00170.1, VIT_212s0057g00090.1, VIT_212s0057g00080.1, VIT_212s0057g00110.1, VIT_212s0057g00180.1, VIT_212s0057g00190.1	Av_00020262-RA, Av_00004826-RA, Av_00002446-RA, Av_00015772-RA, Av_00022924-RA, Av_00018687-RA
OG0000235	VIT_206s0004g01350.4, VIT_206s0004g01350.2, VIT_206s0004g01350.7, VIT_206s0004g01350.3, VIT_206s0004g01350.6, VIT_206s0004g01350.1, VIT_206s0004g01350.5	Av_00001192-RA, Av_00011874-RA, Av_00007016-RA, Av_00006516-RA
OG0000235	VIT_213s0156g00360.2, VIT_213s0156g00360.1, VIT_213s0156g00360.3	Av_00009078-RA
OG0000236	VIT_213s0067g00900.1	Av_00003858-RA, Av_00005021-RA
OG0000236	VIT_206s0004g06670.1	Av_00021788-RA
OG0000236	VIT_213s0067g00890.1	Av_00005695-RA
OG0000237	VIT_206s0009g02650.1	Av_00010141-RA, Av_00023952-RA, Av_00016573-RA
OG0000238	VIT_212s0028g03920.1	Av_00022313-RA
OG0000238	VIT_212s0028g03950.1, VIT_212s0028g04015.1, VIT_212s0028g03990.1, VIT_212s0028g04030.1, VIT_212s0028g04000.1, VIT_212s0059g00100.1, VIT_212s0059g00140.1, VIT_212s0028g04000.2, VIT_212s0059g00050.1, VIT_212s0059g00080.1, VIT_212s0059g00060.1, VIT_212s0028g04010.1, VIT_212s0059g00120.1, VIT_212s0059g00160.1, VIT_212s0028g04040.1, VIT_212s0028g03960.1, VIT_212s0059g00130.1, VIT_212s0028g04020.1, VIT_212s0059g00110.1, VIT_212s0059g00150.1	Av_00002315-RA, Av_00002314-RA, Av_00002308-RA, Av_00008054-RA, Av_00016331-RA, Av_00012514-RA
OG0000240	VIT_213s0074g00500.6, VIT_213s0074g00500.2, VIT_213s0074g00500.1	Av_00011911-RA
OG0000240	VIT_213s0074g00500.3, VIT_213s0074g00500.5, VIT_213s0074g00500.4	Av_00003810-RA
OG0000240	VIT_206s0061g01230.1	Av_00017371-RA, Av_00008477-RA, Av_00017306-RA, Av_00023888-RA
OG0000241	VIT_200s0309g00020.1	Av_00023851-RA
OG0000241	VIT_216s0013g00310.1, VIT_216s0013g00650.1	Av_00006049-RA
OG0000242	VIT_218s0041g00500.1	Av_00014620-RA
OG0000242	VIT_218s0041g00550.1, VIT_218s0041g00560.3, VIT_218s0041g00560.2, VIT_218s0041g00560.1, VIT_218s0041g00640.2, VIT_218s0041g00640.1, VIT_218s0041g00605.1, VIT_218s0041g00580.1, VIT_218s0041g00630.2, VIT_218s0041g00600.2, VIT_218s0041g00600.1, VIT_218s0041g00630.1, VIT_218s0041g00590.1, VIT_218s0041g00590.2, VIT_218s0041g00590.3, VIT_218s0041g00490.2, VIT_218s0041g00490.1, VIT_218s0041g00520.1, VIT_218s0041g00465.1, VIT_218s0041g00660.1, VIT_218s0041g00670.5, VIT_218s0041g00670.3, VIT_218s0041g00670.2, VIT_218s0041g00670.1, VIT_218s0041g00650.1	Av_00019581-RA
OG0000243	VIT_205s0094g01200.1, VIT_213s0067g01040.1	Av_00010707-RA
OG0000243	VIT_205s0094g01180.1	Av_00010705-RA
OG0000244	VIT_201s0011g05380.1	Av_00018452-RA
OG0000245	VIT_208s0040g03120.1	Av_00023519-RA, Av_00020184-RA, Av_00023518-RA
OG0000246	VIT_219s0015g00720.1	Av_00023306-RA, Av_00013509-RA
OG0000247	VIT_207s0104g01810.1, VIT_207s0104g01800.2, VIT_206s0009g00965.1, VIT_202s0033g00615.1, VIT_207s0104g01800.1	Av_00013519-RA
OG0000248	VIT_201s0026g00630.1	Av_00002684-RA, Av_00005308-RA
OG0000249	VIT_206s0004g00480.2, VIT_206s0004g00480.1, VIT_206s0004g00480.3	Av_00004340-RA, Av_00008162-RA, Av_00014387-RA
OG0000249	VIT_218s0001g08250.1	Av_00008847-RA, Av_00007310-RA
OG0000250	VIT_214s0060g00600.4, VIT_214s0060g00600.3, VIT_214s0060g00600.2, VIT_214s0060g00600.5, VIT_214s0060g00600.1	Av_00022983-RA, Av_00006637-RA
OG0000250	VIT_214s0066g01050.1, VIT_215s0048g02010.3, VIT_215s0048g02010.1	Av_00003217-RA, Av_00008640-RA, Av_00000049-RA
OG0000251	VIT_219s0014g02250.1, VIT_219s0014g02250.2, VIT_219s0014g02250.3, VIT_219s0014g02250.4	Av_00002368-RA
OG0000251	VIT_213s0067g00610.2, VIT_213s0067g00610.1, VIT_213s0067g00610.5, VIT_213s0067g00610.4, VIT_213s0067g00610.3, VIT_213s0067g00630.1, VIT_213s0067g00630.2, VIT_213s0067g00610.6, VIT_208s0007g02170.3	Av_00005020-RA, Av_00017267-RA
OG0000252	VIT_208s0040g01590.2, VIT_208s0040g01590.5, VIT_208s0040g01590.1, VIT_208s0040g01590.7, VIT_208s0040g01590.11, VIT_208s0040g01590.8, VIT_208s0040g01590.17, VIT_208s0040g01590.16, VIT_208s0040g01590.14, VIT_208s0040g01590.9, VIT_208s0040g01590.10, VIT_208s0040g01590.13, VIT_208s0040g01590.12, VIT_208s0040g01590.15, VIT_208s0040g01590.4, VIT_208s0040g01590.3, VIT_208s0040g01590.6	Av_00021364-RA
OG0000252	VIT_209s0018g00050.1, VIT_213s0019g04620.2, VIT_213s0019g04620.3, VIT_213s0019g04620.6, VIT_213s0019g04620.5, VIT_213s0019g04620.4, VIT_213s0019g04620.1	Av_00011935-RA, Av_00014355-RA, Av_00001163-RA
OG0000254	VIT_217s0000g08730.12, VIT_217s0000g08730.2	Av_00024772-RA, Av_00004119-RA, Av_00008022-RA, Av_00006776-RA, Av_00018116-RA
OG0000256	VIT_202s0025g03710.3, VIT_202s0025g03710.2, VIT_202s0025g03710.1, VIT_216s0050g00160.1	Av_00009404-RA
OG0000256	VIT_215s0046g03120.1, VIT_215s0046g03070.1, VIT_215s0046g03050.5, VIT_215s0046g03050.6, VIT_215s0046g03050.4, VIT_215s0046g03050.3, VIT_215s0046g03050.2, VIT_215s0046g03050.1, VIT_215s0046g03080.1	Av_00013916-RA, Av_00013917-RA, Av_00000047-RA, Av_00011441-RA, Av_00011440-RA
OG0000257	VIT_201s0127g00720.4, VIT_201s0127g00720.3, VIT_201s0127g00720.1, VIT_201s0127g00720.2	Av_00022012-RA, Av_00015478-RA
OG0000262	VIT_214s0060g02150.1, VIT_205s0020g01490.1, VIT_207s0005g00110.1	Av_00015108-RA, Av_00001317-RA, Av_00016799-RA
OG0000262	VIT_212s0028g03460.1, VIT_200s0527g00015.1	Av_00011207-RA, Av_00023927-RA, Av_00007849-RA, Av_00000206-RA
OG0000263	VIT_219s0015g01543.1	Av_00003042-RA, Av_00003041-RA
OG0000263	VIT_201s0011g01015.1, VIT_201s0011g01040.1, VIT_201s0011g01020.1, VIT_201s0011g01000.1, VIT_201s0011g00970.1, VIT_201s0011g00960.1, VIT_201s0011g00950.1, VIT_201s0011g00990.1, VIT_205s0020g04930.1	Av_00003040-RA
OG0000264	VIT_218s0041g01880.1, VIT_218s0041g01880.2	Av_00008916-RA
OG0000264	VIT_210s0003g02070.4, VIT_210s0003g02070.1, VIT_210s0003g02070.3, VIT_210s0003g02070.2, VIT_210s0003g02070.5, VIT_210s0003g02070.7, VIT_210s0003g02070.6	Av_00021932-RA, Av_00006008-RA, Av_00010639-RA, Av_00014181-RA
OG0000265	VIT_219s0014g02190.1	Av_00017215-RA, Av_00002364-RA
OG0000266	VIT_210s0116g00680.3, VIT_210s0116g00680.2, VIT_210s0116g00680.1	Av_00003684-RA, Av_00007479-RA, Av_00022078-RA, Av_00008956-RA, Av_00005949-RA
OG0000266	VIT_212s0059g02310.8, VIT_212s0059g02310.3, VIT_212s0059g02310.6, VIT_212s0059g02310.5, VIT_212s0059g02310.4, VIT_212s0059g02310.7, VIT_212s0059g02310.2, VIT_212s0059g02310.1	Av_00017739-RA, Av_00004775-RA
OG0000267	VIT_211s0016g02090.4, VIT_211s0016g02090.3, VIT_211s0016g02090.1, VIT_211s0016g02090.2, VIT_211s0016g02080.1, VIT_211s0016g02080.2	Av_00000949-RA, Av_00011354-RA
OG0000268	VIT_209s0002g06780.1	Av_00006823-RA
