Orthogroup	V_vinifera.proteins	P_amilis.proteins
OG0008513	VIT_217s0000g07500.2, VIT_217s0000g07500.4, VIT_217s0000g07500.3, VIT_217s0000g07500.1	FUN_010970-T1, FUN_010970-T2
OG0008514	VIT_208s0058g00330.1	FUN_008057-T1
OG0008515	VIT_208s0040g00840.1	FUN_033963-T1
OG0008516	VIT_214s0068g00520.4, VIT_214s0068g00520.1, VIT_214s0068g00520.2, VIT_214s0068g00520.3	FUN_029096-T1
OG0008517	VIT_211s0016g00010.1	FUN_039908-T2, FUN_039908-T1
OG0008518	VIT_217s0000g04550.1, VIT_217s0000g04550.2	FUN_011272-T3, FUN_011272-T1, FUN_011272-T2
OG0008519	VIT_201s0011g04230.1, VIT_201s0011g04230.2, VIT_201s0011g04230.3	FUN_033466-T1
OG0008520	VIT_201s0011g02520.2, VIT_201s0011g02520.1, VIT_201s0011g02520.3	FUN_023794-T1, FUN_023794-T2, FUN_033692-T2, FUN_033692-T1
OG0008521	VIT_217s0000g07310.1, VIT_217s0000g07310.2	FUN_011192-T1
OG0008522	VIT_201s0011g01420.2, VIT_201s0011g01420.1	FUN_024810-T1, FUN_024810-T2, FUN_024810-T3
OG0008523	VIT_201s0026g00650.1	FUN_033118-T1, FUN_032329-T5, FUN_032329-T2, FUN_032329-T4, FUN_032329-T1, FUN_032329-T3, FUN_009160-T2, FUN_009160-T1
OG0008524	VIT_201s0026g01490.2, VIT_201s0026g01490.1	FUN_023078-T1, FUN_023080-T1
OG0008525	VIT_203s0038g02530.1, VIT_203s0038g02530.2	FUN_045752-T1
OG0008526	VIT_202s0012g02790.2, VIT_212s0055g01200.1, VIT_202s0012g02790.1	FUN_041770-T1
OG0008527	VIT_208s0007g06260.4, VIT_208s0007g06260.3, VIT_208s0007g06260.1, VIT_208s0007g06260.2	FUN_004793-T2, FUN_004793-T1
OG0008528	VIT_217s0000g07970.2, VIT_217s0000g07970.1	FUN_047434-T2, FUN_047434-T1
OG0008529	VIT_217s0000g05800.1	FUN_047547-T1
OG0008530	VIT_214s0068g01670.4, VIT_214s0068g01670.1, VIT_214s0068g01670.3	FUN_020617-T1
OG0008531	VIT_200s0616g00020.1	FUN_017290-T2, FUN_017290-T1
OG0008533	VIT_217s0000g06320.1	FUN_011087-T1
OG0008534	VIT_203s0038g04490.1, VIT_209s0070g00580.1	FUN_002223-T1
OG0008535	VIT_214s0006g02750.4, VIT_214s0006g02750.2, VIT_214s0006g02750.1, VIT_214s0006g02750.3, VIT_214s0006g02750.5, VIT_214s0006g02750.6	FUN_029848-T1, FUN_029848-T2
OG0008536	VIT_201s0026g00930.1	FUN_032392-T1
OG0008537	VIT_201s0011g03790.1	FUN_033529-T2, FUN_033529-T1
OG0008538	VIT_209s0018g01880.1	FUN_003080-T1
OG0008541	VIT_211s0016g04230.2, VIT_211s0016g04230.4, VIT_211s0016g04230.5, VIT_211s0016g04230.3, VIT_211s0016g04230.1	FUN_015494-T1
OG0008542	VIT_219s0090g00950.1	FUN_044415-T1, FUN_039497-T1, FUN_039497-T2, FUN_046146-T1, FUN_038099-T1, FUN_046147-T1, FUN_046148-T1
OG0008544	VIT_216s0050g00150.1, VIT_216s0050g00150.2	FUN_022772-T1
OG0008545	VIT_208s0007g05780.1	FUN_004522-T1
OG0008546	VIT_201s0137g00585.1	FUN_002974-T1
OG0008547	VIT_202s0025g00160.1	FUN_040973-T1, FUN_040971-T1
OG0008549	VIT_209s0002g05390.1	FUN_006215-T1
OG0008574	VIT_207s0031g00380.1, VIT_216s0022g00290.1, VIT_207s0031g00440.1	FUN_051763-T1
OG0008594	VIT_218s0041g00133.1	FUN_038350-T1
OG0008595	VIT_205s0020g02740.2, VIT_205s0020g02740.1	FUN_000635-T1
OG0008596	VIT_214s0083g00300.1, VIT_214s0083g00300.2	FUN_029955-T1
OG0008597	VIT_207s0005g02550.1, VIT_207s0005g02550.4, VIT_207s0005g02550.2, VIT_207s0005g02550.3	FUN_014199-T1
OG0008598	VIT_216s0013g02130.1, VIT_216s0013g02130.2, VIT_216s0013g02130.3	FUN_035363-T1
OG0008599	VIT_205s0020g00910.1	FUN_011553-T1
OG0008600	VIT_208s0007g04340.3, VIT_208s0007g04340.2, VIT_208s0007g04340.1	FUN_020493-T1
OG0008601	VIT_207s0141g00750.1, VIT_200s0630g00010.1	FUN_050380-T1
OG0008602	VIT_207s0104g00700.1	FUN_001521-T1
OG0008603	VIT_214s0128g00330.1, VIT_214s0128g00330.2	FUN_000482-T1, FUN_000482-T2, FUN_051405-T1
OG0008604	VIT_205s0102g00230.1	FUN_031631-T1
OG0008605	VIT_213s0019g03470.1, VIT_213s0019g03470.2	FUN_049059-T1
OG0008606	VIT_200s0220g00070.2, VIT_200s0220g00070.1	FUN_052555-T1
OG0008607	VIT_206s0009g03290.1, VIT_206s0009g02770.1	FUN_030349-T1
OG0008608	VIT_213s0074g00370.1	FUN_002088-T1
OG0008610	VIT_214s0036g01270.1	FUN_006711-T1
OG0008611	VIT_206s0009g02300.1	FUN_039574-T1
OG0008612	VIT_205s0102g01110.2, VIT_205s0102g01110.4, VIT_205s0102g01110.3	FUN_022370-T1
OG0008612	VIT_205s0102g01110.1	FUN_022369-T1
OG0008613	VIT_207s0005g01220.2, VIT_207s0005g01220.1	FUN_051313-T1
OG0008614	VIT_213s0067g03060.2, VIT_213s0067g03060.1, VIT_213s0067g03060.3	FUN_029235-T2, FUN_029235-T1
OG0008615	VIT_205s0029g01240.1	FUN_024562-T1
OG0008616	VIT_204s0043g00860.3, VIT_204s0043g00860.2, VIT_204s0043g00860.4, VIT_204s0043g00860.1	FUN_051584-T2, FUN_051584-T1
OG0008617	VIT_210s0092g00186.1	FUN_032350-T1, FUN_026169-T1
OG0008618	VIT_213s0064g00840.1, VIT_213s0064g00810.1	FUN_028946-T1
OG0008619	VIT_207s0005g00710.1	FUN_005495-T1
OG0008620	VIT_206s0061g00180.1	FUN_052705-T3, FUN_052705-T2, FUN_052705-T1
OG0008621	VIT_208s0032g01180.1, VIT_208s0032g01180.2	FUN_042076-T2, FUN_042076-T1
OG0008622	VIT_208s0007g05410.1	FUN_032716-T2, FUN_032716-T1
OG0008623	VIT_205s0020g02400.1	FUN_020235-T2, FUN_020235-T1
OG0008624	VIT_203s0088g00500.4, VIT_203s0088g00500.2	FUN_047858-T1
OG0008625	VIT_214s0060g01750.1	FUN_034301-T1, FUN_051506-T1
OG0008626	VIT_208s0007g03790.1	FUN_049970-T1
OG0008627	VIT_207s0141g00390.4, VIT_207s0141g00390.2, VIT_207s0141g00390.1, VIT_207s0141g00390.3	FUN_050826-T1
OG0008628	VIT_207s0141g00360.1	FUN_011581-T2, FUN_011581-T1, FUN_050827-T1
OG0008629	VIT_215s0048g02930.1, VIT_215s0048g02940.1, VIT_215s0048g02950.1, VIT_215s0048g02920.1, VIT_215s0048g02970.1	FUN_048219-T1
OG0008630	VIT_206s0004g07190.1	FUN_049350-T1, FUN_049350-T2
OG0008631	VIT_205s0020g04520.1	FUN_001656-T1, FUN_001656-T2
OG0008632	VIT_214s0030g01740.1	FUN_035660-T1, FUN_035660-T2
OG0008633	VIT_207s0151g01060.1, VIT_207s0151g01060.2	FUN_002749-T1, FUN_002749-T2, FUN_002749-T3
OG0008634	VIT_214s0060g01250.1, VIT_214s0060g01250.2	FUN_014934-T1, FUN_014934-T2
OG0008635	VIT_206s0080g00230.3, VIT_206s0080g00230.2, VIT_206s0080g00230.4, VIT_206s0080g00230.1	FUN_020606-T1
OG0008636	VIT_205s0029g00310.1	FUN_003498-T1, FUN_034092-T1, FUN_034092-T2
OG0008637	VIT_208s0007g06780.2, VIT_208s0007g06780.1	FUN_003699-T1
OG0008639	VIT_207s0104g00560.2, VIT_207s0104g00560.1	FUN_002622-T1
OG0008640	VIT_206s0004g07860.1, VIT_206s0004g07860.2, VIT_206s0004g07860.3	FUN_031936-T1
OG0008641	VIT_205s0020g04150.1	FUN_020215-T2, FUN_020215-T1
OG0008642	VIT_218s0001g06410.1	FUN_014841-T1
OG0008643	VIT_201s0011g02970.1	FUN_046365-T1
OG0008644	VIT_213s0156g00330.1, VIT_208s0007g06360.1	FUN_032969-T1, FUN_004802-T1
OG0008645	VIT_208s0007g08240.1, VIT_206s0004g02230.1	FUN_036421-T1, FUN_052740-T1
OG0008646	VIT_200s0260g00060.3, VIT_200s0260g00060.1, VIT_200s0260g00060.2	FUN_025050-T1
OG0008648	VIT_213s0073g00050.1	FUN_040385-T1
OG0008649	VIT_206s0004g04870.2, VIT_206s0004g04870.1	FUN_047928-T2, FUN_047928-T3, FUN_047928-T1
OG0008650	VIT_205s0029g00420.1	FUN_003496-T1, FUN_034096-T1
OG0008652	VIT_200s0447g00005.1, VIT_200s0216g00070.1	FUN_025022-T1
OG0008653	VIT_206s0004g03390.2	FUN_026026-T1
OG0008654	VIT_200s0245g00050.1	FUN_050462-T1
OG0008655	VIT_205s0049g01410.1	FUN_040514-T1, FUN_040514-T2, FUN_015072-T1
OG0008656	VIT_217s0000g04830.1	FUN_045227-T1
OG0008657	VIT_206s0004g01890.1, VIT_206s0004g01890.2	FUN_036521-T1
OG0008658	VIT_207s0005g02430.2	FUN_035148-T1
OG0008659	VIT_214s0060g01970.2, VIT_214s0060g01970.3, VIT_214s0060g01970.1	FUN_051514-T1
OG0008660	VIT_206s0004g04690.2, VIT_206s0004g04690.1, VIT_206s0004g04690.3	FUN_036897-T2, FUN_036897-T1
OG0008661	VIT_208s0040g02820.1, VIT_206s0004g03910.1	FUN_014584-T1
OG0008662	VIT_200s0270g00050.1	FUN_022489-T1
OG0008666	VIT_213s0175g00100.1	FUN_021919-T1
OG0008667	VIT_208s0007g05060.2, VIT_208s0007g05060.1	FUN_047467-T2, FUN_047467-T1
OG0008668	VIT_206s0061g01140.1	FUN_042281-T1
OG0008669	VIT_206s0004g07560.4, VIT_206s0004g07560.1, VIT_206s0004g07560.3, VIT_206s0004g07560.2	FUN_005441-T1
OG0008670	VIT_208s0105g00590.2, VIT_208s0105g00590.1	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3
OG0008671	VIT_214s0060g01420.1	FUN_034505-T1, FUN_051564-T1
OG0008672	VIT_208s0007g02780.1	FUN_010951-T1
OG0008673	VIT_205s0094g00910.2, VIT_205s0094g00910.1	FUN_014122-T1
OG0008674	VIT_202s0012g00600.1	FUN_017414-T1
OG0008675	VIT_214s0128g00320.2, VIT_214s0128g00320.3, VIT_214s0128g00320.1	FUN_000481-T2, FUN_000481-T1
OG0008677	VIT_213s0064g00570.1	FUN_020959-T1
OG0008678	VIT_205s0062g01070.1	FUN_034031-T1
OG0008680	VIT_219s0027g01800.1, VIT_205s0124g00550.4, VIT_205s0124g00550.3, VIT_205s0124g00550.1, VIT_205s0124g00550.2	FUN_000613-T1
OG0008681	VIT_200s2625g00005.1, VIT_200s2558g00010.1	FUN_025069-T1, FUN_050377-T1, FUN_050377-T2
OG0008682	VIT_213s0320g00040.1	FUN_012837-T1
OG0008683	VIT_206s0004g01100.3, VIT_206s0004g01100.1, VIT_206s0004g01100.2	FUN_001891-T2, FUN_001891-T1
OG0008684	VIT_208s0007g06720.2, VIT_208s0007g06720.1	FUN_033010-T1, FUN_033010-T2
OG0008685	VIT_206s0004g04740.2, VIT_206s0004g04740.1	FUN_032885-T2, FUN_032885-T1
OG0008686	VIT_204s0069g01180.1, VIT_200s0270g00030.1	FUN_014192-T1
OG0008688	VIT_206s0080g00560.2, VIT_206s0080g00560.1	FUN_048756-T1
OG0008689	VIT_200s0231g00050.3, VIT_200s0231g00050.2, VIT_200s0231g00050.1, VIT_200s0231g00050.4	FUN_047728-T1, FUN_025040-T1
OG0008690	VIT_218s0001g00040.1	FUN_025652-T1, FUN_042664-T1
OG0008691	VIT_200s0499g00040.1	FUN_036238-T1
OG0008692	VIT_204s0044g01140.1	FUN_052703-T1
OG0008693	VIT_205s0077g02340.1	FUN_015174-T1
OG0008694	VIT_214s0068g01150.1, VIT_214s0068g01150.2	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2
OG0008695	VIT_205s0020g01270.1	FUN_033195-T1
OG0008696	VIT_200s1403g00010.1, VIT_200s1403g00010.2	FUN_029634-T1
OG0008697	VIT_218s0072g01150.1, VIT_218s0072g01150.2, VIT_218s0072g01150.4, VIT_218s0072g01150.3	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1
OG0008698	VIT_218s0122g00860.2, VIT_218s0122g00860.1	FUN_025617-T2, FUN_025617-T1
OG0008699	VIT_205s0049g01270.1	FUN_021182-T1
OG0008700	VIT_218s0001g00900.1	FUN_025730-T1, FUN_025730-T2
OG0008701	VIT_200s0338g00020.2, VIT_200s0338g00020.1, VIT_200s0338g00020.3	FUN_029978-T1
OG0008702	VIT_218s0001g02810.3, VIT_218s0001g02810.2, VIT_218s0001g02810.1	FUN_038653-T1, FUN_044179-T3, FUN_044179-T2, FUN_044179-T1
OG0008703	VIT_200s0772g00010.1	FUN_025501-T1
OG0008704	VIT_204s0023g01660.1	FUN_030646-T1
OG0008705	VIT_216s0039g00260.1	FUN_048968-T1, FUN_048969-T1
OG0008706	VIT_218s0001g10460.1	FUN_009800-T1
OG0008707	VIT_204s0008g02500.2, VIT_204s0008g02500.1	FUN_026809-T1, FUN_026809-T2, FUN_026807-T1
OG0008708	VIT_206s0004g03190.1, VIT_206s0004g03190.2	FUN_015290-T1
OG0008710	VIT_204s0210g00190.2, VIT_204s0210g00190.1	FUN_012792-T4, FUN_012792-T2, FUN_012792-T3, FUN_012792-T1
OG0008711	VIT_218s0001g10390.1	FUN_014963-T1
OG0008712	VIT_218s0001g03910.1, VIT_218s0001g03910.2	FUN_037915-T1, FUN_048471-T1
OG0008713	VIT_207s0031g02780.1	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2
OG0008714	VIT_204s0023g01380.1	FUN_001123-T1, FUN_030245-T1
OG0008715	VIT_203s0088g01200.1, VIT_203s0088g01220.1	FUN_005624-T1
OG0008716	VIT_210s0116g00510.1, VIT_210s0116g00510.2	FUN_012466-T1
OG0008717	VIT_218s0001g00760.1	FUN_025716-T1, FUN_042715-T1
OG0008718	VIT_218s0001g13510.1	FUN_049776-T1
OG0008718	VIT_204s0023g02840.1	FUN_031041-T1
OG0008719	VIT_207s0129g00040.1, VIT_200s0513g00020.1	FUN_009656-T1
OG0008720	VIT_202s0012g01880.1, VIT_202s0012g01880.3, VIT_202s0012g01880.2, VIT_202s0012g01880.4	FUN_048500-T1
OG0008722	VIT_203s0091g00100.1, VIT_203s0091g00080.1	FUN_051697-T1
OG0008723	VIT_200s0253g00060.2, VIT_200s0253g00060.1	FUN_019236-T1, FUN_029510-T1
OG0008724	VIT_200s0282g00030.1	FUN_052069-T2, FUN_052069-T1
OG0008725	VIT_207s0031g02260.1	FUN_036725-T1
OG0008726	VIT_218s0001g06520.2, VIT_218s0001g06520.1	FUN_038098-T2, FUN_038098-T1
OG0008727	VIT_203s0091g00380.2, VIT_203s0091g00380.1	FUN_051675-T2, FUN_051675-T1
OG0008728	VIT_218s0072g00110.1	FUN_001362-T1, FUN_026997-T1
OG0008729	VIT_207s0031g03200.3, VIT_207s0031g03200.1	FUN_021506-T1
OG0008731	VIT_217s0000g07190.1, VIT_217s0000g07190.2	FUN_045488-T1, FUN_011185-T1
OG0008732	VIT_213s0047g00510.2, VIT_213s0047g00510.5, VIT_213s0047g00510.1, VIT_213s0047g00510.4, VIT_213s0047g00510.3	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1
OG0008733	VIT_218s0001g13570.1	FUN_049785-T1, FUN_051966-T1
OG0008734	VIT_218s0001g08850.3, VIT_218s0001g08850.6, VIT_218s0001g08850.2, VIT_218s0001g08850.1	FUN_011511-T1
OG0008735	VIT_207s0129g00170.1	FUN_030568-T1
OG0008736	VIT_207s0031g01850.1	FUN_004329-T1
OG0008737	VIT_212s0055g00490.3, VIT_212s0055g00490.4, VIT_212s0055g00490.2, VIT_212s0055g00490.1	FUN_001962-T1, FUN_001962-T2
OG0008738	VIT_218s0001g15670.1, VIT_218s0001g15670.2, VIT_218s0001g15670.3	FUN_026927-T1, FUN_026927-T2
OG0008739	VIT_204s0023g03760.1	FUN_025542-T1
OG0008740	VIT_218s0001g03580.1	FUN_037929-T1
OG0008741	VIT_204s0044g01750.1	FUN_008228-T1, FUN_004199-T1
OG0008742	VIT_207s0129g00440.1	FUN_017805-T1
OG0008744	VIT_212s0034g02190.1	FUN_031394-T1
OG0008745	VIT_217s0000g04630.1	FUN_048185-T1, FUN_048185-T2
OG0008746	VIT_218s0164g00030.1	FUN_025262-T1, FUN_031778-T1
OG0008747	VIT_208s0056g00980.1, VIT_208s0056g00980.3, VIT_208s0056g00980.4, VIT_208s0056g00980.2, VIT_208s0056g00980.5	FUN_039872-T1
OG0008748	VIT_203s0038g04710.2, VIT_203s0038g04710.1, VIT_203s0038g04710.3, VIT_203s0038g04710.4	FUN_043191-T1, FUN_050567-T1, FUN_043191-T2, FUN_043191-T3
OG0008749	VIT_203s0063g01980.1	FUN_002306-T1
OG0008750	VIT_218s0166g00290.2, VIT_218s0166g00290.1	FUN_001190-T1
OG0008751	VIT_214s0068g00910.1	FUN_020424-T1
OG0008752	VIT_218s0001g00560.1, VIT_218s0001g00560.2, VIT_218s0001g00560.5, VIT_218s0001g00560.3, VIT_218s0001g00560.4	FUN_025702-T2, FUN_025702-T1
OG0008753	VIT_201s0150g00600.1	FUN_017700-T2, FUN_017700-T1
OG0008754	VIT_218s0001g15600.2, VIT_218s0001g15600.1	FUN_026925-T1
OG0008756	VIT_214s0068g00860.1	FUN_020418-T1, FUN_028806-T1
OG0008757	VIT_206s0004g00900.1	FUN_004821-T1
OG0008758	VIT_218s0001g01630.1	FUN_038799-T1, FUN_038798-T1
OG0008759	VIT_212s0028g01210.4, VIT_212s0028g01210.1, VIT_212s0028g01210.3, VIT_212s0028g01210.2, VIT_216s0100g00530.1	FUN_037121-T1
OG0008760	VIT_209s0002g04230.1	FUN_000147-T1
OG0008761	VIT_203s0180g00230.1	FUN_053300-T2, FUN_053300-T1
OG0008762	VIT_205s0029g01090.1, VIT_216s0039g01030.1, VIT_216s0039g01030.5, VIT_216s0039g01030.4, VIT_216s0039g01030.3, VIT_216s0039g01030.6, VIT_216s0039g01030.2	FUN_052263-T1
OG0008763	VIT_205s0029g00370.1	FUN_034068-T1
OG0008764	VIT_218s0001g03110.1, VIT_218s0001g03110.2	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1
OG0008765	VIT_218s0001g01670.3, VIT_218s0001g01670.2, VIT_218s0001g01670.1	FUN_000337-T1
OG0008767	VIT_203s0038g02090.1	FUN_045700-T1, FUN_051942-T1
OG0008768	VIT_204s0023g02510.1, VIT_218s0001g13100.1, VIT_218s0001g13100.4	FUN_038453-T1
OG0008769	VIT_219s0015g01220.2, VIT_219s0015g01220.3, VIT_219s0015g01220.1	FUN_046502-T2, FUN_046502-T1
OG0008770	VIT_218s0001g02790.1	FUN_038654-T1, FUN_044177-T1
OG0008771	VIT_218s0001g11850.2, VIT_218s0001g11850.1	FUN_024927-T1
OG0008772	VIT_218s0072g00830.3, VIT_218s0072g00830.2, VIT_218s0072g00830.1	FUN_037831-T1
OG0008773	VIT_218s0001g03230.2, VIT_218s0001g03230.1, VIT_218s0001g03230.3	FUN_048510-T2, FUN_048510-T1
OG0008774	VIT_207s0031g01200.2, VIT_207s0031g01200.1, VIT_207s0031g01200.3	FUN_049657-T1
OG0008776	VIT_214s0171g00460.1	FUN_000848-T2, FUN_000848-T1
OG0008777	VIT_204s0044g01200.3, VIT_204s0044g01200.1, VIT_204s0044g01200.2	FUN_020919-T1, FUN_020919-T2
OG0008778	VIT_212s0028g01390.1, VIT_212s0028g01390.3, VIT_212s0028g01390.4, VIT_212s0028g01390.2	FUN_015633-T1
OG0008779	VIT_219s0014g02500.1	FUN_046616-T1
OG0008780	VIT_202s0012g01770.3, VIT_202s0012g01770.4, VIT_200s0186g00100.1, VIT_202s0012g01770.2, VIT_202s0012g01770.1	FUN_017642-T1
OG0008781	VIT_219s0014g02990.3, VIT_219s0014g02990.1, VIT_219s0014g02990.2	FUN_046558-T1, FUN_016609-T1
OG0008782	VIT_212s0059g01660.1	FUN_003104-T1
OG0008783	VIT_200s0392g00010.1, VIT_200s0361g00080.1	FUN_008460-T1
OG0008784	VIT_219s0177g00320.2, VIT_219s0177g00320.1	FUN_052433-T1
OG0008785	VIT_208s0032g00620.1	FUN_004340-T1
OG0008787	VIT_219s0014g01310.1, VIT_219s0014g01310.3	FUN_011861-T2, FUN_011861-T1
OG0008788	VIT_217s0000g00300.1	FUN_011338-T1
OG0008789	VIT_210s0003g03250.2, VIT_210s0003g03250.1	FUN_034731-T1
OG0008790	VIT_219s0177g00360.1	FUN_040131-T1
OG0008791	VIT_208s0007g07590.4, VIT_208s0007g07590.3, VIT_208s0007g07590.2, VIT_208s0007g07590.1	FUN_014391-T1
OG0008792	VIT_212s0028g00640.2, VIT_212s0028g00640.3, VIT_212s0028g00640.4, VIT_212s0028g00640.1	FUN_021019-T1
OG0008793	VIT_219s0014g03680.1	FUN_011999-T2, FUN_011999-T1
OG0008794	VIT_210s0003g00210.1, VIT_210s0003g00210.3, VIT_210s0003g00210.2	FUN_036697-T1
OG0008795	VIT_212s0028g03140.3, VIT_212s0028g03140.5, VIT_212s0028g03140.1	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2
OG0008796	VIT_203s0091g00320.1	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1
OG0008797	VIT_200s0226g00100.1, VIT_200s0226g00100.3, VIT_200s0226g00100.2	FUN_022329-T1
OG0008798	VIT_200s0337g00040.1	FUN_025053-T1, FUN_050404-T1
OG0008799	VIT_219s0014g03920.1	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1
OG0008800	VIT_210s0092g00120.1, VIT_210s0092g00120.2	FUN_012606-T1
OG0008801	VIT_211s0016g00850.1	FUN_028263-T1, FUN_028264-T1, FUN_028264-T2
OG0008802	VIT_212s0028g03430.3, VIT_212s0028g03430.1, VIT_212s0028g03430.2	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2
OG0008803	VIT_217s0000g05130.1	FUN_045521-T1
OG0008804	VIT_202s0025g02700.1	FUN_011734-T1
OG0008805	VIT_216s0039g02530.1, VIT_216s0039g02530.2	FUN_020495-T1, FUN_043772-T1
OG0008806	VIT_212s0059g01650.1	FUN_011760-T1
OG0008808	VIT_219s0090g00230.1, VIT_219s0090g00230.2	FUN_049914-T2, FUN_049914-T1
OG0008809	VIT_219s0014g03180.1, VIT_212s0059g00280.1	FUN_014699-T1
OG0008810	VIT_209s0002g05260.1	FUN_016072-T1
OG0008811	VIT_208s0056g01170.1	FUN_008222-T1, FUN_008222-T2
OG0008812	VIT_211s0037g00820.1, VIT_211s0037g00820.4, VIT_211s0037g00820.3, VIT_211s0037g00820.2	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1
OG0008813	VIT_204s0008g03810.2, VIT_204s0008g03810.1	FUN_004963-T1
OG0008814	VIT_211s0016g00340.1, VIT_211s0016g00340.2, VIT_211s0016g00340.3	FUN_028636-T1
OG0008815	VIT_200s0181g00190.1, VIT_200s0181g00210.2, VIT_200s0181g00210.3	FUN_008639-T1
OG0008815	VIT_200s0181g00210.4, VIT_200s0181g00210.1	FUN_008638-T1
OG0008816	VIT_215s0048g00420.1	FUN_036979-T1, FUN_036977-T2, FUN_036977-T1
OG0008817	VIT_200s0445g00020.1	FUN_008689-T2, FUN_008689-T1
OG0008818	VIT_202s0025g00490.2, VIT_202s0025g00490.1	FUN_041034-T1, FUN_041033-T1
OG0008819	VIT_200s0299g00030.2, VIT_200s2481g00010.1, VIT_200s0299g00030.3, VIT_200s0299g00030.1	FUN_017190-T1, FUN_017190-T2
OG0008820	VIT_211s0037g00930.1	FUN_052845-T1
OG0008821	VIT_215s0046g01040.1	FUN_048145-T1
OG0008822	VIT_211s0065g00480.1	FUN_005973-T1
OG0008823	VIT_211s0052g01390.6, VIT_211s0052g01390.5, VIT_211s0052g01390.4, VIT_211s0052g01390.3, VIT_211s0052g01390.2, VIT_211s0052g01390.1	FUN_026842-T1
OG0008824	VIT_201s0011g05730.1, VIT_201s0011g05730.2, VIT_201s0011g05730.3	FUN_030768-T1
OG0008825	VIT_216s0022g02080.1	FUN_052387-T1, FUN_006581-T1
OG0008826	VIT_211s0016g00110.1	FUN_008252-T1
OG0008827	VIT_211s0118g00770.4, VIT_211s0118g00770.2, VIT_211s0118g00770.3, VIT_211s0118g00770.1	FUN_001736-T1
OG0008828	VIT_204s0008g03860.1, VIT_204s0008g03860.2	FUN_035938-T1
OG0008829	VIT_216s0022g02320.3, VIT_216s0022g02320.2, VIT_216s0022g02320.1, VIT_216s0022g02320.4	FUN_022557-T1
OG0008830	VIT_216s0100g00410.1, VIT_216s0100g00410.2, VIT_216s0100g00410.3	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1
OG0008831	VIT_212s0059g02380.1	FUN_031118-T1
OG0008832	VIT_200s0145g00085.1	FUN_017060-T1
OG0008833	VIT_211s0016g04490.3, VIT_211s0016g04490.4, VIT_211s0016g04490.2, VIT_211s0016g04490.1	FUN_016014-T1, FUN_006224-T1
OG0008835	VIT_211s0052g00640.3, VIT_211s0052g00640.5, VIT_211s0052g00640.1, VIT_211s0052g00640.2, VIT_211s0052g00640.6, VIT_211s0052g00640.4	FUN_026795-T1
OG0008836	VIT_208s0007g06790.1	FUN_003700-T1
OG0008837	VIT_215s0046g02070.1	FUN_048081-T1
OG0008839	VIT_200s0229g00190.1, VIT_200s0229g00190.2, VIT_200s0229g00190.3	FUN_040044-T1, FUN_040044-T2
OG0008840	VIT_204s0008g05840.1	FUN_004839-T1
OG0008842	VIT_214s0066g01910.3, VIT_214s0066g01910.2, VIT_214s0066g01910.1	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2
OG0008843	VIT_211s0037g01040.1	FUN_052861-T1
OG0008844	VIT_211s0016g01400.1, VIT_204s0008g01730.1	FUN_050059-T1, FUN_023909-T1
OG0008845	VIT_213s0067g01320.1, VIT_213s0067g01320.2	FUN_019092-T1
OG0008846	VIT_214s0060g01030.1	FUN_036068-T1
OG0008847	VIT_202s0236g00120.1, VIT_202s0236g00100.1, VIT_202s0236g00010.2, VIT_202s0236g00060.1, VIT_202s0236g00010.1, VIT_202s0236g00050.1, VIT_202s0236g00070.1, VIT_202s0236g00070.2, VIT_202s0236g00090.1	FUN_037698-T1
OG0008849	VIT_211s0016g00720.1, VIT_211s0016g00720.2	FUN_012763-T1, FUN_028409-T1
OG0008851	VIT_209s0002g02670.1, VIT_209s0002g02670.2, VIT_209s0002g02670.5, VIT_209s0002g02670.3, VIT_209s0002g02670.6, VIT_209s0002g02670.4	FUN_006493-T1, FUN_006493-T2
OG0008852	VIT_204s0008g01120.1	FUN_019326-T1, FUN_005251-T1
OG0008853	VIT_209s0018g01700.1, VIT_209s0018g01700.2	FUN_040438-T1
OG0008854	VIT_216s0115g00310.1, VIT_216s0115g00080.1, VIT_216s0115g00080.2	FUN_052826-T1
OG0008856	VIT_219s0015g01690.1	FUN_046470-T1, FUN_036301-T1
OG0008857	VIT_211s0016g02360.1	FUN_045678-T1, FUN_051885-T1
OG0008858	VIT_209s0054g00930.3, VIT_209s0054g00930.2, VIT_209s0054g00930.1	FUN_025192-T1, FUN_025192-T3, FUN_025192-T2, FUN_030272-T1
OG0008859	VIT_206s0004g07100.1, VIT_213s0067g01710.1	FUN_007650-T1
OG0008860	VIT_209s0002g04520.1	FUN_006291-T1
OG0008861	VIT_206s0061g01590.2, VIT_206s0061g01590.1	FUN_009623-T1, FUN_009623-T2
