Orthogroup	V_vinifera.proteins	P_amilis.proteins
OG0008862	VIT_202s0025g01990.1, VIT_202s0025g01990.2	FUN_018399-T1, FUN_041172-T1
OG0008863	VIT_202s0033g01370.4, VIT_202s0033g01370.5, VIT_202s0033g01370.1, VIT_202s0033g01370.2	FUN_017924-T1
OG0008864	VIT_209s0002g04070.2, VIT_209s0002g04070.1	FUN_001819-T1
OG0008865	VIT_211s0103g00300.1, VIT_211s0103g00300.2, VIT_211s0103g00300.4, VIT_211s0103g00300.5, VIT_211s0103g00300.3	FUN_026781-T1
OG0008866	VIT_204s0008g03550.1	FUN_003238-T2, FUN_003238-T1
OG0008867	VIT_211s0016g04860.3, VIT_211s0016g04860.2, VIT_211s0016g04860.1	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1
OG0008868	VIT_204s0069g00850.1, VIT_209s0002g02290.1	FUN_050014-T1, FUN_050013-T1
OG0008869	VIT_209s0002g04450.1	FUN_006299-T1
OG0008870	VIT_211s0016g01290.2, VIT_211s0016g01290.3, VIT_211s0016g01290.1, VIT_204s0008g01860.1, VIT_200s0389g00040.1, VIT_200s0389g00030.1, VIT_200s0389g00030.3, VIT_200s0389g00030.2, VIT_200s0389g00040.2, VIT_200s0389g00040.3	FUN_027793-T2, FUN_027793-T1
OG0008871	VIT_202s0154g00450.2, VIT_202s0154g00450.1, VIT_202s0154g00450.3	FUN_002627-T1
OG0008872	VIT_207s0005g01600.1, VIT_207s0005g01600.2	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2
OG0008873	VIT_208s0217g00040.1	FUN_041979-T1
OG0008874	VIT_215s0048g02980.2, VIT_215s0048g02980.1	FUN_048218-T1
OG0008875	VIT_206s0004g04500.1, VIT_206s0004g04500.3, VIT_206s0004g04500.2, VIT_206s0004g04500.4	FUN_049262-T1
OG0008876	VIT_209s0002g07360.1	FUN_040641-T1, FUN_053256-T1
OG0008877	VIT_201s0010g00940.5, VIT_201s0010g00940.3, VIT_201s0010g00940.1, VIT_201s0010g00940.6, VIT_201s0010g00940.7, VIT_201s0010g00940.2, VIT_201s0010g00940.4	FUN_031750-T1
OG0008878	VIT_211s0052g00690.2, VIT_211s0052g00690.1	FUN_026792-T1
OG0008879	VIT_216s0100g00330.1	FUN_022600-T1
OG0008880	VIT_209s0002g00370.1, VIT_209s0002g00370.2	FUN_024064-T1, FUN_050170-T1
OG0008881	VIT_209s0018g01950.1	FUN_025216-T1
OG0008882	VIT_205s0124g00530.1, VIT_205s0124g00530.3, VIT_205s0124g00530.4, VIT_205s0124g00530.2	FUN_039845-T2, FUN_039845-T3, FUN_039845-T1
OG0008883	VIT_216s0022g01870.1	FUN_015463-T1
OG0008884	VIT_204s0008g02860.1	FUN_006055-T1
OG0008885	VIT_202s0241g00060.2, VIT_202s0241g00060.1	FUN_040598-T1
OG0008886	VIT_216s0050g01920.1, VIT_216s0050g01880.1	FUN_013751-T1, FUN_009027-T2, FUN_009027-T1
OG0008887	VIT_211s0016g03630.1	FUN_001807-T2, FUN_001807-T1
OG0008888	VIT_210s0092g00280.1	FUN_014673-T1
OG0008889	VIT_209s0002g03190.1	FUN_015895-T1, FUN_015895-T2
OG0008890	VIT_215s0048g00960.2, VIT_215s0048g00960.1	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1
OG0008891	VIT_209s0002g07210.1	FUN_021601-T1, FUN_021601-T2
OG0008892	VIT_211s0052g01120.1	FUN_026838-T1
OG0008893	VIT_211s0016g03520.7, VIT_211s0016g03520.5, VIT_211s0016g03520.6, VIT_211s0016g03520.2, VIT_211s0016g03520.4	FUN_010251-T1, FUN_010251-T2
OG0008894	VIT_204s0008g01770.2, VIT_204s0008g01770.4, VIT_204s0008g01770.1, VIT_204s0008g01770.5, VIT_204s0008g01770.7, VIT_204s0008g01770.6, VIT_204s0008g01770.3	FUN_047645-T2, FUN_047645-T1
OG0008896	VIT_212s0059g01100.1, VIT_212s0059g01100.2	FUN_041748-T1, FUN_041748-T2
OG0008897	VIT_216s0039g02040.3, VIT_216s0039g02040.2, VIT_216s0039g02040.1	FUN_044023-T1, FUN_045242-T1
OG0008898	VIT_219s0014g02080.1, VIT_219s0014g02080.2	FUN_046665-T1
OG0008899	VIT_210s0003g01260.1	FUN_036789-T1
OG0008900	VIT_208s0007g08140.2, VIT_208s0007g08140.1	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1
OG0008901	VIT_213s0067g03560.1	FUN_000924-T1
OG0008902	VIT_200s0866g00010.1, VIT_208s0007g00565.1	FUN_010655-T1
OG0008903	VIT_204s0023g03820.1, VIT_204s0023g03820.2	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1
OG0008904	VIT_213s0064g00720.2, VIT_213s0064g00720.3, VIT_213s0064g00720.1	FUN_034835-T1, FUN_034835-T2
OG0008905	VIT_214s0066g00170.1	FUN_031340-T1
OG0008906	VIT_208s0217g00010.1	FUN_008044-T1, FUN_041973-T1
OG0008907	VIT_208s0007g00610.2, VIT_208s0007g00610.1	FUN_039783-T1, FUN_039783-T2
OG0008908	VIT_213s0067g02870.1, VIT_213s0067g02870.2	FUN_018973-T1
OG0008910	VIT_212s0059g02460.1	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1
OG0008911	VIT_208s0056g01620.4, VIT_208s0056g01620.3, VIT_208s0056g01620.1, VIT_208s0056g01620.6, VIT_208s0056g01620.2, VIT_208s0056g01620.5	FUN_008108-T2, FUN_008108-T1
OG0008912	VIT_213s0074g00040.1, VIT_213s0074g00040.3, VIT_213s0074g00040.2, VIT_213s0074g00040.4, VIT_213s0074g00040.5	FUN_034693-T1
OG0008913	VIT_208s0056g01410.1, VIT_210s0116g00470.1	FUN_009950-T1
OG0008914	VIT_206s0009g01760.1	FUN_037892-T1
OG0008915	VIT_206s0004g06560.1	FUN_006637-T1
OG0008916	VIT_208s0007g08050.2, VIT_208s0007g08050.3, VIT_208s0007g08050.1	FUN_032889-T1, FUN_032889-T2
OG0008917	VIT_208s0007g07300.1	FUN_034662-T1
OG0008918	VIT_213s0019g04410.2, VIT_213s0019g04410.1	FUN_014598-T1, FUN_014598-T2
OG0008919	VIT_206s0004g03140.1, VIT_206s0004g03140.4, VIT_206s0004g03140.3	FUN_027321-T1
OG0008920	VIT_213s0067g03530.1	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2
OG0008922	VIT_208s0040g01260.2, VIT_208s0040g01260.1	FUN_033933-T1
OG0008923	VIT_204s0008g02620.3, VIT_204s0008g02620.2, VIT_204s0008g02620.1	FUN_001690-T1
OG0008924	VIT_218s0001g02080.1, VIT_218s0001g02060.3, VIT_218s0001g02060.2, VIT_218s0001g02060.4, VIT_218s0001g02060.1	FUN_038710-T1
OG0008925	VIT_210s0003g02050.2, VIT_210s0003g02050.1	FUN_034969-T1
OG0008926	VIT_208s0105g00400.1	FUN_018045-T1
OG0008927	VIT_219s0090g00020.1	FUN_049881-T1
OG0008928	VIT_206s0004g03640.4, VIT_206s0004g03640.5, VIT_206s0004g03640.3, VIT_206s0004g03640.1, VIT_206s0004g03640.2	FUN_049358-T1
OG0008929	VIT_215s0024g00040.1	FUN_052055-T1
OG0008930	VIT_212s0057g00400.1	FUN_020033-T1
OG0008931	VIT_212s0028g02170.2, VIT_212s0028g02170.1	FUN_015545-T1, FUN_015545-T2
OG0008932	VIT_212s0035g01950.1, VIT_212s0035g01950.3, VIT_212s0035g01950.4, VIT_212s0035g01950.2	FUN_008183-T1
OG0008933	VIT_212s0059g02290.1	FUN_027259-T1
OG0008934	VIT_215s0046g01560.2, VIT_215s0046g01560.1	FUN_037332-T1
OG0008935	VIT_206s0004g03440.2, VIT_206s0004g03440.1	FUN_012174-T1
OG0008936	VIT_210s0003g00240.1	FUN_043262-T1
OG0008937	VIT_209s0054g00720.1	FUN_025203-T1
OG0008938	VIT_219s0090g01480.1	FUN_046279-T1
OG0008939	VIT_206s0004g07530.1	FUN_007708-T1
OG0008940	VIT_208s0007g00060.2, VIT_208s0007g00060.3, VIT_208s0007g00060.1	FUN_001687-T2, FUN_001687-T1
OG0008941	VIT_208s0007g08790.1	FUN_003860-T1
OG0008942	VIT_208s0007g02830.1	FUN_020366-T1
OG0008943	VIT_219s0090g00430.1	FUN_014622-T1
OG0008944	VIT_204s0044g00550.1, VIT_204s0044g00550.2	FUN_005481-T1
OG0008945	VIT_211s0016g00930.1	FUN_028206-T1
OG0008946	VIT_202s0033g00130.1, VIT_202s0033g00180.1	FUN_041801-T1, FUN_041798-T1
OG0008947	VIT_208s0007g03750.1	FUN_039138-T1, FUN_039138-T2
OG0008948	VIT_206s0009g00270.1	FUN_048910-T1
OG0008949	VIT_208s0007g06750.1	FUN_003691-T1
OG0008950	VIT_213s0019g04740.3, VIT_213s0019g04740.1, VIT_213s0019g04740.4, VIT_213s0019g04740.2	FUN_020091-T2, FUN_020091-T1
OG0008951	VIT_206s0009g02520.2, VIT_206s0009g02520.1	FUN_033790-T2, FUN_033790-T1
OG0008953	VIT_206s0004g01240.1, VIT_206s0004g01240.2	FUN_003114-T1
OG0008954	VIT_210s0003g02810.1, VIT_210s0003g02810.2, VIT_212s0028g00270.1	FUN_034798-T1
OG0008955	VIT_212s0035g00290.1, VIT_213s0019g02370.1, VIT_213s0019g02370.2	FUN_030128-T1
OG0008956	VIT_206s0009g03780.2, VIT_206s0009g03780.4, VIT_206s0009g03780.3, VIT_206s0009g03780.5, VIT_206s0009g03780.1	FUN_036317-T1
OG0008958	VIT_219s0014g02360.1	FUN_046635-T1
OG0008959	VIT_212s0142g00620.1, VIT_209s0070g00390.1	FUN_044437-T1
OG0008960	VIT_208s0007g07820.1	FUN_004689-T1
OG0008961	VIT_206s0004g04290.1	FUN_003875-T1
OG0008962	VIT_201s0011g01050.2, VIT_201s0011g01050.1	FUN_047621-T1, FUN_019038-T1
OG0008963	VIT_206s0004g06990.2, VIT_206s0004g06990.1, VIT_206s0004g06990.3, VIT_206s0004g06980.1	FUN_027432-T1
OG0008964	VIT_213s0064g00180.1	FUN_045447-T1
OG0008965	VIT_219s0014g01250.1	FUN_046709-T1
OG0008966	VIT_202s0012g01840.3, VIT_202s0012g01840.1, VIT_202s0012g01840.2	FUN_005058-T1, FUN_041630-T1
OG0008967	VIT_213s0047g01100.3, VIT_213s0047g01100.2, VIT_213s0047g01100.1, VIT_213s0101g00380.1	FUN_021927-T1, FUN_021927-T2
OG0008968	VIT_215s0048g02140.1, VIT_215s0048g02140.2	FUN_028030-T1
OG0008969	VIT_217s0000g10250.3, VIT_217s0000g10250.2, VIT_217s0000g10250.1	FUN_025155-T1
OG0008970	VIT_208s0058g01150.1, VIT_208s0058g01150.3, VIT_208s0058g01150.2, VIT_208s0058g01150.4	FUN_020324-T1
OG0008971	VIT_205s0094g00800.2, VIT_205s0094g00800.1, VIT_205s0094g00800.3	FUN_047187-T1
OG0008972	VIT_206s0004g04460.1	FUN_049270-T1
OG0008973	VIT_206s0004g07390.1	FUN_007633-T1, FUN_007633-T3, FUN_007633-T4, FUN_007633-T2
OG0008974	VIT_202s0025g02410.1	FUN_033266-T1, FUN_033293-T1, FUN_033236-T1, FUN_033295-T1
OG0008975	VIT_206s0004g01330.1, VIT_206s0004g01330.3, VIT_206s0004g01330.2	FUN_015014-T1
OG0008976	VIT_210s0116g01630.1, VIT_210s0116g01630.2, VIT_210s0116g01630.3	FUN_012339-T1
OG0008977	VIT_213s0064g00030.2, VIT_213s0064g00030.1	FUN_049487-T2, FUN_049487-T3, FUN_049487-T1
OG0008978	VIT_206s0009g01020.2, VIT_206s0009g01020.1	FUN_048936-T3, FUN_048936-T2, FUN_048936-T1
OG0008979	VIT_201s0011g01090.1	FUN_043784-T1
OG0008981	VIT_219s0014g01320.1	FUN_028261-T1, FUN_028260-T1
OG0008983	VIT_208s0040g00500.1	FUN_034011-T1, FUN_034010-T1
OG0008984	VIT_213s0067g00210.4, VIT_213s0067g00210.2, VIT_213s0067g00210.1, VIT_213s0067g00210.3	FUN_029209-T1
OG0008985	VIT_213s0019g04360.1	FUN_014623-T1
OG0008986	VIT_208s0007g01710.2, VIT_208s0007g01710.1	FUN_010314-T1, FUN_051254-T1
OG0008987	VIT_201s0011g01990.1, VIT_201s0011g01990.2, VIT_203s0017g01700.1	FUN_030432-T1, FUN_019059-T1
OG0008988	VIT_212s0028g02990.1	FUN_015784-T1, FUN_012682-T1, FUN_012681-T1
OG0008989	VIT_212s0057g00230.2, VIT_212s0057g00230.1	FUN_023834-T1
OG0008990	VIT_208s0007g02470.1	FUN_038964-T1, FUN_020285-T1
OG0008990	VIT_206s0080g01160.1	FUN_048832-T1
OG0008992	VIT_215s0021g02040.1	FUN_039563-T1
OG0008994	VIT_216s0039g01880.1	FUN_044027-T1
OG0008995	VIT_206s0009g03440.1, VIT_206s0009g03440.2, VIT_206s0009g03440.3	FUN_052659-T2, FUN_052659-T3, FUN_052659-T1
OG0008996	VIT_200s0181g00230.1, VIT_200s0181g00230.3, VIT_200s0181g00230.2	FUN_036643-T1, FUN_036643-T2
OG0008997	VIT_200s2188g00010.1, VIT_200s2188g00010.2, VIT_200s0187g00130.1	FUN_012199-T1, FUN_012199-T3, FUN_012199-T2
OG0008998	VIT_212s0028g01080.2	FUN_012593-T1, FUN_020744-T1
OG0008999	VIT_206s0009g03610.4, VIT_206s0009g03610.1, VIT_206s0009g03610.2, VIT_206s0009g03610.3	FUN_020929-T1
OG0009000	VIT_207s0130g00180.1	FUN_021771-T1
OG0009001	VIT_218s0122g00240.1, VIT_218s0122g00230.1	FUN_042881-T1, FUN_042880-T1, FUN_042879-T1
OG0009002	VIT_219s0014g00250.3, VIT_219s0014g00250.4, VIT_219s0014g00250.2, VIT_219s0014g00250.1	FUN_047630-T1
OG0009003	VIT_209s0002g06120.2, VIT_209s0002g06120.1	FUN_016250-T1
OG0009004	VIT_208s0007g06240.1, VIT_208s0007g06240.3, VIT_208s0007g06240.2	FUN_004785-T1
OG0009005	VIT_206s0004g07140.1, VIT_206s0004g07140.3, VIT_206s0004g07140.4, VIT_206s0004g07140.2	FUN_009211-T1
OG0009006	VIT_219s0177g00140.1, VIT_210s0116g00530.1	FUN_045940-T1
OG0009007	VIT_219s0014g02840.1	FUN_046579-T1, FUN_011958-T1
OG0009008	VIT_217s0000g02630.1	FUN_011661-T1
OG0009008	VIT_200s0203g00080.1	FUN_035503-T1, FUN_035504-T1, FUN_008578-T1
OG0009009	VIT_218s0086g00180.2, VIT_218s0086g00180.3, VIT_218s0086g00180.1	FUN_037849-T2, FUN_037849-T1
OG0009010	VIT_204s0043g00360.1	FUN_051624-T1
OG0009010	VIT_205s0077g00110.1	FUN_033105-T1
OG0009011	VIT_217s0000g10210.1	FUN_050283-T3, FUN_050283-T2, FUN_050283-T1
OG0009012	VIT_217s0000g10090.1	FUN_050286-T1
OG0009013	VIT_205s0029g00010.1	FUN_003456-T1, FUN_003456-T2
OG0009014	VIT_201s0010g02190.1	FUN_025143-T1
OG0009015	VIT_218s0041g00350.1	FUN_048339-T1
OG0009016	VIT_218s0089g00220.1, VIT_218s0089g00220.2, VIT_202s0109g00370.1, VIT_218s0089g00220.3	FUN_038226-T1
OG0009017	VIT_201s0010g02590.1	FUN_053192-T1, FUN_053192-T2
OG0009018	VIT_212s0035g01125.1, VIT_218s0001g03370.2, VIT_218s0001g03370.1	FUN_037937-T1, FUN_037937-T2
OG0009019	VIT_205s0020g03470.1, VIT_205s0020g03470.2	FUN_014466-T1
OG0009020	VIT_204s0210g00200.1	FUN_012791-T1, FUN_012791-T2
OG0009021	VIT_218s0166g00200.1	FUN_020878-T1
OG0009022	VIT_218s0001g07920.1	FUN_038576-T1
OG0009023	VIT_218s0072g01180.3, VIT_218s0072g01180.4, VIT_218s0072g01180.2, VIT_218s0072g01180.1	FUN_048359-T1
OG0009024	VIT_201s0010g03650.1, VIT_201s0010g03650.3, VIT_201s0010g03650.2, VIT_201s0010g03650.4	FUN_025306-T2, FUN_025306-T1
OG0009025	VIT_205s0049g00960.3, VIT_205s0049g00960.1, VIT_205s0049g00960.2	FUN_015117-T1
OG0009026	VIT_202s0025g02550.1	FUN_041212-T1
OG0009027	VIT_215s0048g02500.3, VIT_215s0048g02500.5, VIT_215s0048g02500.4, VIT_215s0048g02500.2, VIT_215s0048g02500.1	FUN_048294-T1
OG0009028	VIT_201s0010g03320.1	FUN_025324-T1, FUN_031930-T1
OG0009029	VIT_206s0009g02360.1	FUN_023494-T2, FUN_023494-T1
OG0009030	VIT_216s0098g01310.1	FUN_008796-T1
OG0009031	VIT_218s0001g00660.1, VIT_218s0001g00660.2	FUN_025707-T1
OG0009033	VIT_200s0742g00030.3, VIT_200s0742g00030.4, VIT_200s0742g00030.2, VIT_200s0742g00030.1	FUN_017010-T3, FUN_017010-T2, FUN_017010-T1
OG0009034	VIT_207s0005g04620.1	FUN_051617-T1
OG0009035	VIT_205s0077g00550.1, VIT_205s0077g00550.3, VIT_205s0077g00550.2	FUN_014825-T1, FUN_014825-T2
OG0009036	VIT_218s0001g03070.1	FUN_048371-T1, FUN_048372-T2, FUN_048372-T1
OG0009037	VIT_218s0001g13280.1, VIT_218s0001g13280.2	FUN_038496-T1
OG0009038	VIT_207s0005g02140.2, VIT_207s0005g02140.3, VIT_207s0005g02140.1	FUN_044966-T2, FUN_044966-T1
OG0009039	VIT_216s0050g02390.1	FUN_013723-T1, FUN_008987-T1
OG0009040	VIT_212s0035g01750.1, VIT_212s0035g01750.3, VIT_212s0035g01750.2	FUN_045587-T1
OG0009041	VIT_214s0060g02060.2, VIT_214s0060g02060.5, VIT_214s0060g02060.4, VIT_214s0060g02060.3, VIT_214s0060g02060.1	FUN_051518-T1, FUN_051518-T2
OG0009042	VIT_218s0001g03730.1, VIT_218s0001g03730.3, VIT_218s0001g03730.2	FUN_037926-T2, FUN_037926-T1
OG0009043	VIT_203s0038g04750.2, VIT_203s0038g04750.1	FUN_002235-T1
OG0009044	VIT_214s0030g00490.2, VIT_214s0030g00490.1	FUN_002467-T1, FUN_002467-T2
OG0009045	VIT_214s0068g02130.2, VIT_214s0068g02130.1	FUN_020712-T1
OG0009046	VIT_216s0050g01050.2, VIT_216s0050g01050.1	FUN_013817-T1
OG0009047	VIT_207s0005g01530.1	FUN_052428-T1
OG0009048	VIT_216s0098g00810.2, VIT_216s0098g00810.3, VIT_216s0098g00810.4, VIT_216s0098g00810.1, VIT_216s0098g00810.7, VIT_216s0098g00810.8, VIT_216s0098g00810.9, VIT_216s0098g00810.5, VIT_216s0098g00810.6	FUN_043406-T1
OG0009049	VIT_202s0025g02200.1, VIT_202s0025g02200.3, VIT_202s0025g02200.4, VIT_202s0025g02200.2	FUN_018423-T1
OG0009050	VIT_200s0592g00020.1	FUN_039244-T1
OG0009051	VIT_201s0011g02910.2, VIT_201s0011g02910.1	FUN_023841-T1
OG0009052	VIT_217s0000g02190.2, VIT_217s0000g02190.4	FUN_013786-T1
OG0009053	VIT_215s0046g00120.1	FUN_037497-T1, FUN_048206-T1
OG0009054	VIT_207s0005g04650.1	FUN_043656-T1, FUN_043657-T1
OG0009055	VIT_203s0091g00810.1	FUN_037542-T1
OG0009056	VIT_207s0031g00620.3, VIT_207s0031g00620.2, VIT_207s0031g00620.1, VIT_207s0031g00620.4	FUN_019211-T1
OG0009057	VIT_205s0049g02250.1	FUN_029983-T1
OG0009059	VIT_218s0072g00400.1	FUN_001315-T1, FUN_026967-T1
OG0009060	VIT_203s0063g00210.1	FUN_047171-T1, FUN_047171-T2
OG0009061	VIT_218s0122g00190.2, VIT_218s0122g00190.1, VIT_218s0122g00190.3	FUN_024554-T1, FUN_024554-T2
OG0009062	VIT_205s0051g00070.1, VIT_205s0051g00070.3, VIT_205s0051g00070.2	FUN_005762-T1
OG0009063	VIT_212s0055g01110.1	FUN_001967-T1
OG0009064	VIT_203s0038g02210.1	FUN_051956-T2, FUN_051956-T3, FUN_051956-T1
OG0009065	VIT_205s0020g04870.2	FUN_033248-T1
OG0009066	VIT_217s0000g09210.1	FUN_010739-T1
OG0009067	VIT_204s0043g00560.2	FUN_036797-T1
OG0009068	VIT_207s0005g00100.1, VIT_207s0005g00100.3, VIT_207s0005g00100.2	FUN_024721-T1, FUN_024721-T3, FUN_024721-T2
OG0009069	VIT_218s0072g00840.1	FUN_037830-T1, FUN_048428-T1
OG0009070	VIT_203s0038g02830.2, VIT_203s0038g02830.1	FUN_021235-T1, FUN_021235-T2
OG0009073	VIT_207s0151g00690.1	FUN_014534-T1, FUN_014474-T1, FUN_014475-T1
OG0009074	VIT_217s0000g01240.1	FUN_046937-T1
OG0009075	VIT_202s0025g03950.1, VIT_202s0025g03950.2, VIT_202s0025g03950.3	FUN_007992-T1, FUN_007992-T3, FUN_007992-T2
OG0009076	VIT_218s0001g01800.1	FUN_027121-T2, FUN_027121-T1, FUN_027121-T3
OG0009077	VIT_212s0034g01130.3, VIT_212s0034g01130.1, VIT_212s0034g01130.2, VIT_212s0034g01130.7, VIT_212s0034g01130.6, VIT_212s0034g01130.5, VIT_212s0034g01130.4	FUN_030913-T1
OG0009078	VIT_200s0508g00020.1	FUN_031659-T1
OG0009079	VIT_201s0150g00570.3, VIT_201s0150g00570.1	FUN_052509-T1, FUN_036198-T1
OG0009080	VIT_205s0077g02110.1	FUN_012910-T1
OG0009082	VIT_207s0255g00010.1	FUN_029524-T3, FUN_029524-T1, FUN_029524-T2
OG0009083	VIT_205s0077g01010.1, VIT_205s0077g01010.2	FUN_007539-T2, FUN_007539-T1
OG0009084	VIT_214s0081g00490.2, VIT_214s0081g00490.4, VIT_212s0055g01120.1, VIT_214s0081g00490.5, VIT_214s0081g00490.3, VIT_214s0081g00490.1	FUN_002631-T1
OG0009085	VIT_207s0129g01040.3, VIT_207s0129g01040.1, VIT_207s0129g01040.2, VIT_207s0129g01040.5	FUN_052794-T3, FUN_052794-T1, FUN_030469-T1
OG0009086	VIT_213s0067g03010.1, VIT_213s0067g02710.1	FUN_029242-T1, FUN_018972-T1
OG0009087	VIT_205s0020g02480.1, VIT_207s0104g00610.1	FUN_046730-T1
OG0009088	VIT_201s0146g00100.1, VIT_201s0146g00100.2, VIT_201s0146g00100.4	FUN_031814-T1, FUN_025268-T2, FUN_025268-T1
OG0009089	VIT_202s0025g02470.3, VIT_202s0025g02470.2, VIT_202s0025g02470.1	FUN_018049-T1
OG0009090	VIT_212s0028g01140.1	FUN_023972-T2, FUN_023972-T3, FUN_023972-T1
OG0009091	VIT_218s0001g14230.2, VIT_218s0001g14230.6, VIT_218s0001g14230.4	FUN_024205-T2, FUN_024205-T1
OG0009092	VIT_218s0122g00900.3, VIT_218s0122g00900.4, VIT_218s0122g00900.2, VIT_218s0122g00900.1	FUN_025622-T2, FUN_025622-T1
OG0009093	VIT_205s0020g01730.2, VIT_205s0020g01730.1	FUN_033229-T1
OG0009094	VIT_215s0048g00540.3, VIT_215s0048g00540.1, VIT_215s0048g00540.2	FUN_049635-T1
OG0009095	VIT_207s0151g01130.1	FUN_049959-T1
OG0009096	VIT_204s0043g00740.1, VIT_204s0043g00740.2	FUN_051608-T1
OG0009097	VIT_207s0005g03440.1	FUN_010305-T1
OG0009097	VIT_207s0005g03470.1	FUN_010304-T1
OG0009098	VIT_215s0048g00230.1, VIT_215s0048g00230.2	FUN_049608-T1
OG0009099	VIT_207s0031g03150.3, VIT_207s0031g03150.2, VIT_207s0031g03150.1	FUN_000165-T1
OG0009100	VIT_203s0180g00110.1	FUN_047216-T1, FUN_051723-T2, FUN_051723-T1
OG0009101	VIT_214s0066g00920.4, VIT_214s0066g00920.1, VIT_214s0066g00920.2, VIT_214s0066g00920.3	FUN_040361-T1, FUN_040361-T3
OG0009102	VIT_214s0108g01390.1	FUN_029134-T1, FUN_029135-T1
OG0009103	VIT_217s0000g09280.1	FUN_010727-T1
OG0009104	VIT_201s0010g01230.4, VIT_201s0010g01230.3, VIT_201s0010g01230.1, VIT_201s0010g01230.6, VIT_201s0010g01230.5, VIT_201s0010g01230.2	FUN_031717-T1
OG0009105	VIT_201s0011g04196.1, VIT_201s0011g04190.1	FUN_029815-T1
OG0009106	VIT_214s0066g01130.2, VIT_214s0066g01130.1, VIT_214s0066g01130.3	FUN_040733-T1
OG0009107	VIT_201s0011g00750.1, VIT_201s0011g00760.1	FUN_023487-T1, FUN_023492-T1, FUN_033887-T1, FUN_033887-T2
OG0009108	VIT_217s0053g00600.4, VIT_217s0053g00600.2, VIT_217s0053g00600.1, VIT_217s0053g00600.3, VIT_208s0040g00880.1	FUN_003003-T1
OG0009109	VIT_217s0000g00870.1	FUN_000247-T1
OG0009110	VIT_201s0011g02150.1, VIT_201s0011g02150.2	FUN_027714-T1, FUN_027714-T3, FUN_027714-T2
OG0009111	VIT_216s0013g01410.1	FUN_015248-T1
OG0009112	VIT_217s0000g06870.1	FUN_045434-T1
OG0009113	VIT_202s0234g00080.2, VIT_202s0234g00080.5, VIT_202s0234g00080.1, VIT_202s0234g00080.3, VIT_202s0234g00080.4	FUN_017239-T1, FUN_017236-T2, FUN_017236-T1
OG0009114	VIT_217s0000g07810.1, VIT_217s0000g07810.2	FUN_047457-T1
OG0009115	VIT_217s0000g02260.2, VIT_217s0000g02260.1	FUN_050984-T1, FUN_010540-T1
OG0009116	VIT_207s0005g04970.1	FUN_005756-T1
OG0009117	VIT_217s0053g00670.1	FUN_026626-T1
OG0009118	VIT_214s0108g00080.1	FUN_030915-T1, FUN_030915-T3, FUN_030915-T2
OG0009119	VIT_214s0066g01230.1, VIT_214s0066g01230.3, VIT_214s0066g01230.2	FUN_046794-T1
OG0009120	VIT_201s0011g06370.1, VIT_204s0008g05325.1	FUN_020184-T1, FUN_033224-T1
OG0009121	VIT_202s0012g00310.1, VIT_202s0012g00310.2	FUN_041367-T1
OG0009122	VIT_214s0083g00640.2, VIT_214s0083g00640.1	FUN_016917-T1, FUN_029688-T1
OG0009123	VIT_202s0087g00586.1	FUN_017971-T1
OG0009124	VIT_214s0066g01620.1, VIT_217s0000g07920.1, VIT_217s0000g07920.3, VIT_217s0000g07920.2	FUN_047447-T1
OG0009125	VIT_217s0000g06450.1	FUN_011118-T1, FUN_011118-T2
OG0009126	VIT_202s0012g00850.1	FUN_041442-T2, FUN_041442-T1
OG0009127	VIT_213s0106g00380.1, VIT_202s0012g00620.1	FUN_017412-T1, FUN_017412-T2
OG0009128	VIT_214s0083g01170.4, VIT_214s0083g01170.3	FUN_016812-T1
OG0009129	VIT_215s0021g00320.1	FUN_038246-T1, FUN_017474-T1, FUN_041495-T2, FUN_041495-T1
OG0009130	VIT_201s0011g02060.1	FUN_034140-T1
OG0009131	VIT_201s0011g03060.2, VIT_201s0011g03060.1	FUN_023850-T2, FUN_023850-T1, FUN_023850-T3, FUN_033656-T1
OG0009132	VIT_202s0012g02090.1	FUN_017664-T1, FUN_041652-T1
OG0009133	VIT_211s0118g00410.1	FUN_026057-T2, FUN_026057-T3, FUN_026057-T1
OG0009134	VIT_202s0012g02270.1, VIT_202s0012g02270.3, VIT_202s0012g02270.2, VIT_202s0012g02270.4	FUN_007590-T1
OG0009135	VIT_214s0068g01530.1	FUN_027041-T1, FUN_020600-T1
OG0009136	VIT_214s0066g01920.1, VIT_214s0066g01920.2	FUN_025409-T1, FUN_039237-T1
OG0009137	VIT_202s0087g00100.1	FUN_017941-T1
OG0009138	VIT_201s0010g02570.1	FUN_031963-T1
OG0009139	VIT_214s0006g03240.1, VIT_214s0006g03240.3, VIT_214s0006g03240.4, VIT_214s0006g03240.2	FUN_029928-T2, FUN_029928-T1
OG0009140	VIT_200s0220g00020.1	FUN_036245-T1, FUN_041981-T1
