"","p-value","R-squared","p.valor_beta0","p.valor_Time","p.valor_Time2","p.valor_Time3","p.valor_Time4","p.valor_Time5","p.valor_Time6"
"Dm_00001775-RA",3.93381908946424e-17,0.723212794076348,1.56143103355659e-36,NA,NA,2.36503217225515e-09,NA,NA,NA
"Dm_00001645-RA",5.60971372344943e-26,0.869021893895087,6.55535612807297e-17,2.01004601668497e-06,2.13204110921271e-06,2.7855779426514e-06,3.28042409118549e-06,3.59819655467133e-06,3.79798283164161e-06
"Dm_00001649-RA",7.88350555933692e-08,0.626478896537263,4.01312319743947e-22,NA,NA,0.00516979841107992,0.00535181338014794,0.00536873404736587,0.00535579516074181
"Dm_00001663-RA",6.71911952404415e-13,0.704869357708227,2.99154643332138e-25,0.00241537374101728,0.0122551944151602,0.0121593405869956,NA,NA,NA
"Dm_00001827-RA",7.57268414349521e-15,0.774070950219028,7.77728856535509e-25,NA,0.000402225678099287,0.000666067315989147,0.000804114918225605,0.000884320413078717,NA
"Dm_00001840-RA",7.40197835072915e-10,0.71288568916577,2.50066542375919e-18,NA,1.09358100314406e-05,1.79320044932929e-05,2.35095605188689e-05,2.72144671114618e-05,2.95895882957855e-05
"Dm_00001834-RA",9.41855240579559e-10,0.710040062817504,3.13156558027337e-22,0.000144812053753163,0.000134424306763826,0.000219451978602688,0.000310640137717113,0.000385587984624692,NA
"Dm_00001466-RA",2.73434033852399e-09,0.719607080271813,9.50983616169072e-25,0.000852381250963282,0.0048221371070905,0.00846021227274914,0.0107713699441475,0.0121059025682661,0.0128888652795174
"Dm_00002088-RA",3.20902222208811e-12,0.69813849144297,2.24916273571357e-17,NA,6.86147262175085e-05,0.000222149897894835,0.00040613525555013,NA,NA
"Dm_00002092-RA",4.13339899426019e-06,0.633886511014885,2.03555110900521e-16,NA,0.000858481869462163,0.00301272600971535,0.00600649217310555,0.00902760105065686,NA
"Dm_00002159-RA",2.22223432321302e-13,0.760563825299923,5.74205653440076e-13,1.70122918621469e-06,6.53516528861598e-06,1.15784202452894e-05,1.51550847893824e-05,1.73747205330745e-05,1.87375602343926e-05
"Dm_00002154-RA",1.63265221501379e-06,0.6377606678447,3.45798530700723e-16,0.0286535594099267,0.0238191404540483,0.0273598296785668,0.0300074927887725,0.0316051436385191,0.0325642711676486
"Dm_00002165-RA",1.99362104799901e-15,0.798450221071373,8.050256533377e-08,6.14743976397412e-05,0.000181373994689783,0.000312029245765905,0.000410202200672307,0.000473432638736664,0.000513120528847505
"Dm_00002166-RA",1.67044527172001e-12,0.717908019908054,3.94260827540379e-20,NA,0.00765205806644618,0.00899446348137373,0.00889069592929711,0.00872818684079454,NA
"Dm_00001804-RA",2.45224621757685e-14,0.777382676479248,2.40340531207111e-29,NA,5.31938315415773e-07,1.76305639662654e-06,3.34544030755549e-06,4.83087710339289e-06,NA
"Dm_00001802-RA",7.56313348869828e-07,0.626154353827043,9.57019720017185e-27,NA,0.000406581461056994,0.000796092219724077,0.00108220749089295,0.00127293329239182,NA
"Dm_00001819-RA",3.73239891279506e-12,0.771152924771747,1.90376262563148e-05,0.000213723408279908,0.00375977807526044,0.00801933021819885,0.0106685701092379,0.0121354995500678,0.0129692358708351
"Dm_00001820-RA",1.62933047598774e-10,0.709337565245827,1.62473234827635e-19,NA,0.000118122688233663,0.00021723891206915,0.00028760223239357,0.00033076464179174,0.000356992593134695
"Dm_00001506-RA",7.66660950391383e-09,0.618827699987636,4.03223540282422e-20,NA,7.82538569688414e-06,NA,NA,NA,NA
"Dm_00001520-RA",4.75707928806864e-11,0.698448939380498,8.44334383385934e-30,NA,1.54370019318886e-05,2.13472489165421e-05,2.577845066828e-05,2.9194926553576e-05,NA
"Dm_00001526-RA",1.18133528553138e-21,0.742728532976819,1.08977372308323e-14,2.29848330894486e-05,0.000471111870190932,0.00113426409088168,0.00168647492715262,NA,NA
"Dm_00001519-RA",1.32022396384383e-06,0.605371542923559,4.86431203904723e-18,0.0104923028698355,0.0149395536898496,0.0179297887368662,0.0196943837933322,0.0208732876278869,NA
"Dm_00001911-RA",1.72936363084949e-05,0.616695717379805,7.77192801313969e-09,0.0452812705099233,0.0120011962122031,0.00903571905788543,0.0082303591003662,0.00791871461766724,0.0077714442474722
"Dm_00001913-RA",1.2437517467795e-16,0.68946061110478,8.19786507923452e-17,9.52253299412126e-05,0.00112164344387101,NA,NA,0.00304000731752501,0.00328138537246122
"Dm_00001920-RA",2.85437814920052e-37,0.894672178092939,6.45691100431698e-21,3.83481894780712e-07,7.22042157933267e-07,1.19255142942852e-06,1.58248472414357e-06,1.84839462843353e-06,2.02106658137998e-06
"Dm_00001923-RA",2.95555035553984e-10,0.662031586485127,3.18743157379234e-25,0.00399691347137987,0.00328193321369342,0.00275523344036727,0.00272481131805984,NA,NA
"Dm_00001916-RA",2.76167810152562e-07,0.631431263174952,3.3366686836842e-24,NA,NA,0.0256630100666569,0.0282250995390825,0.0292525470841592,0.0297382943805405
"Dm_00001921-RA",4.73291258561979e-09,0.687748686470444,1.11408402829522e-20,NA,0.0119109274404696,0.0126721116217379,0.0130837725001816,0.0132717190602417,0.013362260218404
"Dm_00001597-RA",6.2663996422504e-13,0.657183189625875,NA,0.00462341331534718,0.0178863914632921,0.025411759043963,0.0290024307524107,0.0307741375179379,0.0317223890777836
"Dm_00002130-RA",2.38042096428329e-06,0.600491801420864,5.19446352583343e-12,NA,0.00264830258431754,0.00323282448865643,0.00417527418614775,0.00500762992376515,NA
"Dm_00001386-RA",1.83730538849571e-36,0.87317590406207,NA,4.70782019397018e-08,1.58400146823811e-08,1.70579386061193e-08,1.87109778834983e-08,1.99778537826403e-08,NA
"Dm_00001392-RA",2.83944064490416e-09,0.720226648558839,1.18254941945868e-14,0.000747717526552868,0.000317088923012635,0.000308452721514661,0.000317870926214236,0.000325783449335297,0.000331123663520402
"Dm_00001389-RA",8.34665037851643e-06,0.622324801926299,NA,NA,0.000560545251361081,0.000605577324021777,0.000630309747698225,0.000643240181388151,0.000650453992979013
"Dm_00001408-RA",2.48129451242514e-15,0.715509894935326,0.027132537928573,0.00101153495741709,0.000370950109437843,0.000349575013439867,0.000353906087083596,0.000359612016231239,0.00036394257891045
"Dm_00001405-RA",1.82110926770422e-07,0.636996601811762,2.42809816828869e-24,NA,0.00207256168880717,0.00345229469938183,0.00431483550013654,0.00480943860542698,0.00509999131044366
"Dm_00001709-RA",2.41134653209514e-07,0.669937638980097,1.63394749798539e-09,NA,0.000216801369069101,0.00036647566073942,0.00048378024122218,0.000561390820589087,0.000611069254120616
"Dm_00001860-RA",9.87405874950035e-80,0.883441431535984,0.00913798709345359,1.3350249052954e-08,2.02932716414323e-09,1.79955697607873e-09,1.89452348670731e-09,1.99401613874032e-09,2.06630903727176e-09
"Dm_00002142-RA",1.36298525727669e-10,0.652203212451797,1.92698605281514e-16,NA,NA,0.000465468237925894,0.00182106818934668,NA,NA
"Dm_00020646-RA",1.13986306550283e-13,0.702372686322999,1.64951062804095e-14,0.0129144024666059,0.0197461494536908,0.0249053016269856,0.0281764188180482,0.0300760409796233,0.031198767872868
"Dm_00020676-RA",8.19191184389242e-17,0.786829761971077,2.15020283057285e-24,NA,1.57976713327053e-05,2.24841081539151e-05,2.56082755142749e-05,2.75103264223447e-05,NA
"Dm_00020717-RA",3.56445565035061e-06,0.605656533738192,7.62648682684144e-08,0.0142938540426586,0.0220339614740179,0.0290182832574608,0.0336068769951037,0.0363455864639228,0.0379922420215777
"Dm_00020677-RA",5.9622231266253e-15,0.67443230726136,0.0285786285209029,3.18925088955377e-05,0.000187317007350567,0.000454171744742876,0.000743689224829383,0.000992099460729652,NA
"Dm_00020683-RA",8.85508832490211e-07,0.636813463745676,3.78116393183624e-16,NA,0.000539155767688097,0.000700458546036846,0.00080495800061065,0.000864386404311865,0.000898574606906407
"Dm_00020739-RA",9.51643754466088e-08,0.660867426179829,5.60211413168054e-24,NA,0.0010086126049395,0.00137804947975772,0.00160192691405773,0.0017310367025065,0.00180711862896629
"Dm_00020687-RA",2.36934887689791e-08,0.669527419080214,2.00459978819205e-26,0.00112494172611812,0.00349584313820517,0.00748394344761736,0.0114719116630942,0.014540442057439,NA
"Dm_00020436-RA",4.14543014954563e-06,0.601753554096938,1.52414174138281e-17,NA,2.69053862844583e-05,3.50300011121617e-05,4.03823980193075e-05,4.36215380744632e-05,4.56017473971989e-05
"Dm_00020669-RA",6.94416606153561e-09,0.698563461688445,2.1063425832669e-11,0.00408576198471995,0.00412828555105564,0.00464196930337279,0.00502134006010026,0.00525820480634059,0.00540409568591776
"Dm_00020682-RA",3.20793200411042e-14,0.673924773788215,NA,NA,4.45094517619122e-07,5.68733905272361e-07,7.22104368140344e-07,8.57609378741301e-07,NA
"Dm_00018382-RA",6.93163169987882e-09,0.69103756931893,0.00264507317118135,0.000277367288727872,0.000469657265553233,0.000681232367577065,0.000824616353368231,0.000910977545864059,0.000963045115494682
"Dm_00016490-RA",4.28681492239187e-09,0.651947953658593,4.78911954399956e-29,NA,0.000927784249294206,0.00198034200772678,0.00277929134371749,0.00333888818099567,NA
"Dm_00003482-RA",3.49928736960671e-18,0.730753434203701,0.0242597422594229,NA,0.00018689931324971,0.000224692533106728,0.000256896861098452,0.000280995338539023,NA
"Dm_00003486-RA",1.68373369992862e-09,0.658294396315776,1.9597431124296e-21,NA,0.00128333421554123,0.00176610695672189,0.00193293240951388,0.00199453839876401,NA
"Dm_00003487-RA",3.66664716438492e-07,0.649816414774196,1.99892360675351e-11,0.0314750627730629,0.0120373191800317,0.00886752792057295,0.00780904277661495,0.00737437644667633,NA
"Dm_00003855-RA",1.07951904172503e-43,0.907458694853776,7.60136303061158e-14,8.22176431107836e-08,7.69998930801129e-08,1.00247746162436e-07,1.17641602409922e-07,1.28612143405582e-07,1.35414333317573e-07
"Dm_00003858-RA",2.09805381405253e-10,0.732592300612637,2.10764038618142e-17,0.00385044040806322,0.00362182543391979,0.00447166965932626,0.00511964870611629,0.00552645752826129,0.00577702750962262
"Dm_00004428-RA",2.48856950511539e-13,0.780624292535736,4.84986328315072e-21,0.000923489128870365,0.00251911113029977,0.00380460840496598,0.00454328599791127,0.00494629325869285,0.00517496429030177
"Dm_00004454-RA",5.37722892605386e-13,0.787415682196903,2.64666263691615e-16,0.00020971326313043,0.000892936123871783,0.00167267614774639,0.00222976880537446,0.00257161838107133,0.00277891091989469
"Dm_00003868-RA",3.35159133571659e-15,0.778925222858656,2.31763729649058e-21,0.048116439764805,0.0112058823275811,0.0087176160312725,0.00854767198960624,0.00878552433079979,NA
"Dm_00003873-RA",4.48453978220816e-21,0.814328035205143,NA,2.72232922787874e-06,6.69439087921999e-07,5.96677300987989e-07,6.07375925524073e-07,6.2261511177072e-07,6.34021126883399e-07
"Dm_00004018-RA",2.87540115442807e-15,0.79557758172687,1.06587193929492e-07,0.000195937940223479,0.000275847580773514,0.00039722518471764,0.000490687818593127,0.000551433383032242,0.000589785991659893
"Dm_00004017-RA",9.27384562360732e-15,0.795044513599316,2.31130341507399e-07,2.43732049098538e-06,1.17941871555094e-05,2.2825969391655e-05,3.10504059134806e-05,3.62453081821668e-05,3.94499092547131e-05
"Dm_00004019-RA",4.48703559641872e-06,0.642603840896999,2.13385396466594e-10,0.00161507777130796,0.00483920560245246,0.00666880359767594,0.00754261089391943,0.00798003349792024,0.00821834195650251
"Dm_00003508-RA",6.30707789617121e-14,0.793583589734329,1.12300606390621e-17,0.0106273975132927,0.00689825735062099,0.00710982587733263,0.00740797484109331,0.0076089069457791,0.00773521215850328
"Dm_00003515-RA",4.53093056379454e-08,0.693062285692554,1.88716755315116e-12,0.000149729387197377,0.000117292837553911,0.000123615169224718,0.000130516825434549,0.000135202192223231,0.000138192924892739
"Dm_00003782-RA",2.08297948528502e-08,0.628784327985173,3.57941792437758e-15,0.00618390817352805,0.00157591974301263,0.00183022831931269,NA,NA,NA
"Dm_00004063-RA",4.85286685201754e-09,0.696694580925005,3.08315526689033e-10,0.00342492950795483,0.00180469495425647,0.00119244791097768,0.000955577028219282,0.000850154211405148,NA
"Dm_00004064-RA",2.61270996757429e-09,0.706199265940535,8.46408971988073e-17,0.023043484320156,0.00801579546791165,0.00655841319456592,0.00614516369480681,0.00598484377920233,0.00590981869851976
"Dm_00004067-RA",1.90203207127959e-14,0.781867266399976,6.39471773801279e-17,NA,0.0364049993998261,0.0401581508736782,0.0420723984156046,0.0432236885029383,0.0439316152915063
"Dm_00004057-RA",1.6221711865985e-08,0.62042697047403,1.53712092788056e-17,NA,0.000158108112388274,0.000126145444793865,0.000107061313707246,9.65579927708932e-05,NA
"Dm_00004066-RA",4.20633329155602e-15,0.661609598345047,4.20543613330322e-24,NA,NA,1.65619977930793e-07,NA,NA,NA
"Dm_00003955-RA",5.70374103784309e-07,0.653442901902781,5.82506023581621e-09,0.0123591785867308,0.00661618563220615,0.00670119465104568,0.00701621490061274,0.00724665728833467,0.00739651271529024
"Dm_00003954-RA",2.6597709872018e-24,0.846285318370067,NA,7.42258591996482e-06,7.42982114664476e-06,9.64193912334633e-06,1.13649802792747e-05,1.24791479099281e-05,1.31794867098446e-05
"Dm_00003957-RA",8.06744018172354e-11,0.637526110418289,1.8121913525683e-27,NA,NA,NA,NA,2.73660930801712e-06,NA
"Dm_00003378-RA",3.42421922834836e-07,0.647542951660375,8.47483633692084e-13,0.0121908095143667,0.00351721417659019,0.00192320878307914,0.0014317581025421,0.00123253731631688,NA
"Dm_00003384-RA",3.84627201579667e-09,0.714785355286109,5.46076844653301e-09,0.00890499227819602,0.00220238696384512,0.00183343847938347,0.0017747626205298,0.00176615570099564,0.00176724799214515
"Dm_00004144-RA",1.14996557307239e-20,0.770090644919458,2.86410167434062e-18,NA,0.000264455050100725,0.000677488415373015,0.000980632182056131,0.00117920659218026,NA
"Dm_00004253-RA",2.53434419523955e-09,0.711180100249056,7.48243466083987e-21,0.0210249704171196,0.0120968525332642,0.0125640678496482,0.0132194148308817,0.0136502604094108,0.0139158394607657
"Dm_00004248-RA",1.59123949156857e-06,0.633593352729571,8.1341656867141e-23,NA,0.00475299676586887,0.00862391272349296,0.0118242755544389,0.0139614372355621,0.0153272025701052
"Dm_00004247-RA",1.58503529551306e-13,0.650075727917962,2.04387861629967e-10,1.6023618842164e-07,NA,NA,NA,NA,NA
"Dm_00003532-RA",8.13714835607363e-08,0.650184714730372,1.77533529410372e-22,0.000596795264069183,0.000649546116098977,0.00106784010908968,0.0015192120109887,0.00190625661978872,NA
"Dm_00003521-RA",3.22651652266152e-07,0.616575718205405,3.73324211510022e-18,NA,0.000311124390826662,0.000473205480056546,0.000573817879737312,0.000632383871211341,0.000667247108782586
"Dm_00003718-RA",1.51487366000844e-09,0.675714217704068,4.37348053280166e-23,NA,NA,0.00738045358573634,0.00707405791084555,0.00688500235296299,0.00678027414604784
"Dm_00004196-RA",1.09336316362672e-11,0.714301247870459,3.83502527227068e-11,3.60842619752569e-06,2.41458035962878e-05,5.47903244360775e-05,8.29359225256794e-05,0.0001045042010597,NA
"Dm_00004207-RA",1.1446575935587e-10,0.749561039348685,3.71299790735187e-23,2.61590676958924e-05,4.73457426884428e-05,6.68493814467528e-05,7.84083514469247e-05,8.48165776899245e-05,8.84886146332873e-05
"Dm_00003830-RA",4.11586423849289e-09,0.697378831149348,9.98960230317375e-17,0.00341768044174862,0.00518165609275653,0.00864368930708906,0.0115436269145784,0.0136034972514667,NA
"Dm_00003825-RA",1.12944261991574e-07,0.673262117551415,1.12181558474805e-17,0.0315854815530224,0.0352423944733897,0.0405873246031089,0.0439613445171051,0.0459297936132395,0.047102547807444
"Dm_00004334-RA",1.43831234378946e-07,0.670064358275171,1.23697833795486e-22,0.00125787010301544,0.000621267621458702,0.000645824497339688,0.000684888210383651,0.0007108861323676,0.000727005673640605
"Dm_00004333-RA",1.30941442312175e-21,0.739379295711826,1.21786956778294e-11,2.85837452607118e-06,NA,0.000145919986137057,0.000207052325636905,0.000248508486782025,NA
"Dm_00003724-RA",3.02231077205091e-06,0.624137975024916,8.22176512862379e-19,NA,0.00205757394209169,0.00268368502038359,0.00307973529347014,0.0033088538448736,0.00344467394195398
"Dm_00003732-RA",1.11031094224711e-10,0.756833993862307,1.34172280311737e-18,0.0284848266725326,0.0344190757527918,0.0416443305785569,0.0460050153790993,0.0484685303230895,0.0499025657358814
"Dm_00003556-RA",4.13209707645721e-22,0.850978384933343,9.43822582487757e-15,0.00200442943933244,0.00989768967805058,0.0179307240668786,0.0232774163613646,0.0264625477888327,0.028371659238569
"Dm_00003549-RA",1.44848251377864e-06,0.611746595315384,7.30656109324748e-17,0.0266119615448507,NA,0.0105842110339353,0.00902342495319722,0.00827079330191393,0.00786348896230363
"Dm_00003547-RA",3.04032843990083e-22,0.747057914797453,NA,NA,0.0061870251149284,0.00920653915737156,0.0110946219615736,0.0122092860492565,0.0128810453429391
"Dm_00003746-RA",3.25429680977242e-08,0.715115317563446,5.44113146532862e-21,0.000157139718355081,0.00113526226928997,0.00213088479377388,0.00275202865787801,0.00310234903481045,0.00330436815575496
"Dm_00003749-RA",3.99384401710376e-12,0.675523647173858,1.21093862730792e-28,NA,NA,NA,NA,0.0117448601825617,0.0256431021112956
"Dm_00004161-RA",6.15401864504201e-09,0.63904624478104,3.21366265276363e-18,NA,NA,0.022809515572681,0.0241863817383917,0.024420312621508,0.0243775592371925
"Dm_00004153-RA",2.15170239893972e-13,0.786868032993215,2.42954262433153e-15,3.42881464075232e-05,9.32187964496791e-05,0.000163783446909916,0.000217566017129364,0.000252131563391604,0.000273725102802578
"Dm_00004167-RA",2.17202898863539e-07,0.621163927708828,3.29445568528031e-25,0.0140375661005504,0.0195657290071088,0.0183781527799562,0.01774019017319,NA,NA
"Dm_00003373-RA",2.30104865872318e-09,0.672961350336348,1.43769665428079e-05,0.0217427340937266,0.032299668650079,0.0396199317365903,0.0438628455555909,0.0462330346840059,0.0476065919924256
"Dm_00004411-RA",2.80063540714028e-10,0.623622468506136,7.31635449874624e-28,NA,NA,0.00187502895286493,0.00689554559901447,NA,NA
"Dm_00004101-RA",5.42454215347131e-11,0.745568544595128,4.98822498551621e-25,1.34868140628306e-05,1.87066129421802e-05,2.43034030382178e-05,2.77851975130845e-05,2.97903758832402e-05,3.09693741058768e-05
"Dm_00004116-RA",3.87845816851302e-07,0.619395981783978,2.45525114891367e-08,0.00254894351672991,0.00452025110860838,NA,0.00825028023335439,0.00905633247329021,0.00951858626162891
"Dm_00004115-RA",7.89651798652071e-12,0.70870396966744,4.56655724555267e-09,0.00117213606568837,0.0013174626825713,0.00169055076612742,0.00190940365927043,0.00203658407074186,NA
"Dm_00004097-RA",7.33314836568513e-07,0.612415776586612,1.38037422017766e-23,0.000199433018339829,NA,0.00144851921483458,0.00191898409921396,0.0022762300337109,NA
"Dm_00004106-RA",5.32414222822856e-13,0.69274088984362,2.90505796519924e-28,NA,NA,2.80902211603299e-07,NA,NA,NA
"Dm_00004484-RA",1.25743505216265e-06,0.627774572431651,7.09188596059278e-10,NA,0.00363709331448295,0.00290435416706413,0.00272736392358796,0.00267170106362634,0.00265098454180715
"Dm_00004483-RA",8.85027140384101e-06,0.6258677621699,4.26562494288097e-19,0.000224295143308345,0.000669979998761445,0.00105313809116335,0.00130271230083993,0.001450613470346,0.00153899179340941
"Dm_00004078-RA",9.47007762081585e-09,0.706383991975852,4.05877638508305e-11,0.0109711393328455,0.00635649992248247,0.00667540548594081,0.00712265847332228,0.00742981609725479,0.00762518518008494
"Dm_00004353-RA",3.03345692895675e-06,0.603013648523037,2.75978429113637e-22,5.88705278790151e-05,NA,0.000223664566472953,0.000282823237110347,0.000321536525559402,0.000346497718276564
"Dm_00004025-RA",3.00482601117269e-14,0.745204904949925,1.08381585924849e-17,0.00324896745397653,0.000547007774083386,0.000305992011734937,0.000240900904847302,0.000215568676318495,NA
"Dm_00004028-RA",7.43721158945398e-07,0.608744110551616,3.96593062166612e-13,0.00742213112921826,0.00588434497591504,0.00572555195369367,0.00561635019791452,0.0055472962072176,NA
"Dm_00004026-RA",4.36609523316263e-16,0.784523963829412,2.40410575611658e-12,0.000607836219988348,0.000955144894680124,0.00141084021267781,0.00173846487158418,0.00194308253086235,0.00206932543480423
"Dm_00004033-RA",6.77272938644744e-44,0.898546878002232,9.46891922567767e-09,1.19183002120716e-08,1.10734945321393e-08,1.54167893595865e-08,1.89758349675325e-08,2.13348357397776e-08,2.28394012172322e-08
"Dm_00004130-RA",2.04443119854474e-08,0.623833942015377,1.15312991346413e-06,NA,1.10905166470751e-05,1.41130488546887e-05,1.67165976219338e-05,1.85133968410476e-05,1.96958639732185e-05
"Dm_00004311-RA",2.86286825750631e-16,0.793623474910607,6.07635213938327e-06,0.000450785215626155,0.00323584462867433,0.00574007089996296,0.00716843442552367,0.00794297335202874,0.00838283465637193
"Dm_00004072-RA",1.92181997523078e-17,0.73255482955965,2.1757443317713e-14,0.000506086943573096,0.00750112204949479,0.0144785369984213,NA,NA,0.0226235669575496
"Dm_00002614-RA",3.57206008955963e-19,0.705337881364214,NA,0.000292899783672152,0.00137384858530819,0.0028346896945804,NA,0.00516935655047062,0.00589390648430146
"Dm_00003654-RA",2.47938673328e-07,0.635823075986151,2.5746106039984e-17,NA,0.00319846323511593,0.00506563375496864,0.00620082354332203,0.00693345487762312,NA
"Dm_00003655-RA",4.43451945803527e-06,0.618148371143783,3.42990593286981e-13,NA,0.000772570164127436,0.000652221880001204,0.00057685788575503,0.000535930969808333,0.000512629953238839
"Dm_00003893-RA",9.8551595520422e-12,0.684946992860329,NA,0.0126060755307864,NA,NA,0.0197706884124674,0.0203707782136456,0.0207484890478895
"Dm_00019678-RA",1.59554822193409e-13,0.705403109140418,8.16471464237466e-33,NA,0.00133582722051322,0.0149185132784322,NA,NA,NA
"Dm_00019774-RA",3.04309767855595e-17,0.801708588874714,9.81327000772222e-17,0.000161835366135156,0.000111687232701216,0.00012328548005953,0.000133876643456513,0.000140777863953184,0.000145101140237629
"Dm_00017599-RA",8.00355511825372e-11,0.711732281373696,4.50595512878989e-25,NA,0.000240600917912258,0.000515755412646691,0.000771064169832073,0.000988796193789081,NA
"Dm_00019875-RA",2.2831416023898e-15,0.785286739464404,5.4127555965996e-30,NA,0.0252300966955548,0.0335948387537179,0.0373670854253593,0.0392240437745063,0.0402284211521967
"Dm_00019763-RA",3.14809331538273e-30,0.881327990153134,4.79716505287578e-17,0.000100255916341134,0.000723530758760271,0.00161470750703019,0.0023431597990194,0.00282763683313728,0.00313609716916688
"Dm_00019780-RA",1.31811483096996e-16,0.782708093419104,7.30651268645326e-30,NA,0.03437147874913,0.0411448710460792,0.0429932266485139,0.0443077899044183,NA
"Dm_00019759-RA",3.26031995056925e-07,0.646331854195288,4.2983492173792e-22,NA,0.00217814449701388,0.00236991538782037,0.0023760541226871,0.00235592869494304,0.002338026222105
"Dm_00018513-RA",3.24222168289409e-14,0.68253287017653,2.16564605012571e-20,1.26212173088545e-07,NA,NA,NA,NA,NA
"Dm_00019790-RA",1.69011892866133e-11,0.769680979134352,0.000171674608462213,2.82813216604875e-05,1.28648517430559e-05,2.0427037949372e-05,3.08908724157074e-05,4.0806022234165e-05,NA
"Dm_00019863-RA",5.65151623881865e-24,0.737698058865952,NA,1.27408621874098e-05,0.000138942514119895,0.000293194838960126,0.000417411068218646,NA,NA
"Dm_00019467-RA",1.46227405210037e-10,0.732710442835761,1.68261302221637e-11,0.00162404593448484,0.00229254726770401,0.00288476149654857,0.00324389982709705,0.00345051874943653,0.00357270481310025
"Dm_00019215-RA",7.23597788542412e-06,0.601575583521632,2.75623471987012e-13,0.00399736145344468,0.00762671997927539,0.0102798460238881,0.011906811797747,0.0128544240587321,0.0134199891098675
"Dm_00019150-RA",3.47316134568382e-06,0.64199994145278,1.28844018539666e-14,0.00998912592893379,0.00337281138753274,0.00277556349935943,0.00262402370201051,0.00257044342193088,0.00254698745897149
"Dm_00013287-RA",6.95276648177412e-10,0.642362760331117,1.45610280903561e-07,9.94274847019334e-06,NA,NA,2.18378304195836e-05,2.74540980499038e-05,3.2101834655379e-05
"Dm_00013971-RA",4.28895855925879e-08,0.662817191112354,3.33623681723651e-28,0.0138843468219776,0.0153349075544837,0.0156881644682432,0.0154467266744484,0.0152192610403485,NA
"Dm_00014286-RA",2.76572699418078e-12,0.751392681229158,1.53755700123875e-17,0.00808098920669544,0.0143136303152952,0.0202541261460986,0.0241670459048492,0.026502438199252,0.0279059456691487
"Dm_00012774-RA",3.39353052760921e-10,0.631713873509717,7.88062267225616e-32,4.93203609192667e-07,NA,NA,NA,NA,NA
"Dm_00011404-RA",1.5924946335842e-13,0.77846420958496,9.29632719147784e-08,0.000759484124961474,0.000864575416175435,0.00113891559314265,0.00134978938359745,0.00148544287786012,0.00157044643192096
"Dm_00014131-RA",2.3743169798658e-15,0.754024879231978,NA,NA,0.00753077086243312,0.00701746281008539,0.00710858433338665,0.00723842240958187,NA
"Dm_00014354-RA",3.54696269784833e-23,0.777381782951484,NA,3.12965215267726e-05,NA,NA,0.000552385145918212,0.000633935570442917,0.00068696937505796
"Dm_00012924-RA",1.31172968264926e-07,0.63768420750941,6.54645060780769e-15,0.0426184168327581,0.024866900789533,0.0206276102817641,0.0190066307616188,0.0183838950808973,NA
"Dm_00014343-RA",2.71401911204938e-06,0.649717797797243,9.32835819793997e-18,0.00613849253886328,0.0044887955139591,0.00445949268795261,0.00449922628318939,0.00452793870142271,0.00454610094088515
"Dm_00013090-RA",6.25395202192688e-07,0.605008426082063,2.97196421649876e-25,4.84592718472271e-05,NA,NA,0.000124200773481805,0.000136962463130254,0.000146307397980373
"Dm_00012778-RA",1.18672861266171e-10,0.717290089924201,5.53728358822674e-26,0.000531976646651976,0.000819267356333462,0.00111914474904036,0.0013121525020124,0.00143593315841402,NA
"Dm_00012487-RA",5.24084987543646e-12,0.762554359338762,1.22015737499919e-15,0.000261343755638123,0.000554720333532242,0.000755869476427375,0.000878574468381088,0.000950394869534822,0.000993376133010806
"Dm_00011500-RA",1.53989793037497e-11,0.747695719354723,1.22440679991808e-12,0.00102889717056215,0.000591533948272111,0.000641887276190976,0.000693405721617033,0.000726864741212903,0.000747667981087673
"Dm_00013565-RA",2.98030190898346e-12,0.764499527539805,0.0103442789799623,0.00175420561850091,0.00234425178751526,0.00281595480544306,0.00312551822761467,0.00331320683101502,0.00342758292249015
"Dm_00013980-RA",2.07922121399517e-08,0.669023602303088,1.6501617736887e-09,2.93434234587475e-05,0.000164812940444334,0.000316881642678952,0.000423310814868062,0.000487870728527912,0.000526789328624317
"Dm_00012763-RA",5.83345023587832e-14,0.694935934180728,9.15837783439539e-14,0.00459522186369654,NA,0.0316638670176994,0.0372357709830768,0.0412613646571098,NA
"Dm_00013551-RA",3.42479345734879e-15,0.786791332321776,1.20797100986197e-11,2.53660881426529e-06,2.62463670726651e-06,2.56319759333084e-06,2.50784065139693e-06,2.48415775412948e-06,NA
"Dm_00013560-RA",1.08994305396829e-06,0.666311575744218,1.04863180803048e-14,0.0347826282241638,0.0245795739606374,0.0238493689487324,0.0237238892944019,0.0237013289310618,0.0237004006430538
"Dm_00010905-RA",2.28153239231151e-11,0.751271087169671,3.50096597564849e-21,0.000113020024766749,0.000221272098117847,0.000314980402191504,0.000367499767152433,0.000395333987162336,0.000410763198590465
"Dm_00013238-RA",7.93925490477656e-11,0.651607305212516,2.88159675970943e-20,1.65761363926441e-06,NA,NA,NA,NA,NA
"Dm_00013039-RA",9.02790741371308e-08,0.660926091342221,3.331147574017e-23,0.0365118663335304,0.0228125290901563,0.0184638690284087,0.0165907296923863,0.0157356384584318,NA
