"","beta0","betaTime","betaTime2","betaTime3","betaTime4","betaTime5","betaTime6"
"Dm_00001933-RA",3.94965149376546,-0.0106774661676824,0,4.15191942298968e-08,-4.43700619495204e-11,1.54928779789449e-14,-1.71694913756215e-18
"Dm_00001943-RA",2.54046121755849,0,3.40406672686335e-05,-8.46746160303762e-08,6.93780596503857e-11,-2.20110397244196e-14,2.33029421745782e-18
"Dm_00001938-RA",4.48586999671407,0,0,3.66745025997064e-09,-4.57082135307855e-12,1.71870825337499e-15,-1.9831186183172e-19
"Dm_00001947-RA",3.04886504048844,-0.00524577812247513,0,0,4.61087358322573e-12,-2.49748469730484e-15,3.34093617045529e-19
"Dm_00002338-RA",4.36383686022638,0,1.71323458293939e-06,-2.15887103161295e-09,8.26610048922721e-13,-9.66480618710936e-17,0
"Dm_00002034-RA",2.92774331276444,0,4.24304796845475e-06,0,-4.4343121287385e-12,2.1643741364162e-15,-2.75321364584389e-19
"Dm_00002057-RA",3.12700928048931,0,4.40371747646453e-05,-1.12132722303943e-07,9.29155152820838e-11,-2.96607996834832e-14,3.15162290571646e-18
"Dm_00002054-RA",5.50918199103434,0.000365668960848307,-5.19957180534055e-08,0,0,0,0
"Dm_00001329-RA",5.56938245737828,-0.000603412884595487,0,9.3792916502668e-11,-1.59839330759206e-14,0,0
"Dm_00001330-RA",3.82414051426566,0.000366028542970963,0,0,0,0,0
"Dm_00001335-RA",2.43627264628907,0,0.000113140318952983,-2.95855048524529e-07,2.48969007172169e-10,-8.01764831226589e-14,8.5634178261857e-18
"Dm_00001344-RA",2.14513469619109,-0.0501056073284271,0.000434368021696749,-9.02990444659584e-07,6.995971679267e-10,-2.16889729525498e-13,2.2705704013891e-17
"Dm_00001339-RA",4.48745486826098,0.00635618925204658,-1.95371393645966e-05,1.76589902664483e-08,-5.90515614009721e-12,6.44414416617666e-16,0
"Dm_00001341-RA",4.36539859639425,0,0,1.91954112445611e-09,-2.30761171387304e-12,8.52226101006418e-16,-9.73386632835714e-20
"Dm_00001342-RA",2.66285983561242,0,5.83703361295371e-05,-1.36382839642758e-07,1.08195376304946e-10,-3.37481220729614e-14,3.53901815275462e-18
"Dm_00002233-RA",4.56974540529258,0,-1.61980945124297e-05,4.34060919831701e-08,-3.68058230907244e-11,1.18889661065379e-14,-1.27164926253942e-18
"Dm_00002227-RA",3.68019153384131,0.0171279997994406,-0.000138135196692145,2.83050480511988e-07,-2.18247850111143e-10,6.75251171512066e-14,-7.06196915821767e-18
"Dm_00002224-RA",6.5292342988509,-0.00774336821273762,1.6712547649525e-05,-1.34378884639253e-08,4.25938911069109e-12,-4.52332687457007e-16,0
"Dm_00002000-RA",3.72649328093118,0.0272286064152096,-0.000176970492977304,3.43735405697018e-07,-2.60083071854064e-10,7.98282253000305e-14,-8.31609009144079e-18
"Dm_00001997-RA",2.4930898912116,0.0465358063067176,-0.000343472321170465,6.85649693969001e-07,-5.22464049892115e-10,1.60699371325292e-13,-1.67526271127666e-17
"Dm_00001996-RA",2.05108734602544,0.0487543623198822,-0.000350586825032145,6.9573899509774e-07,-5.29100887945157e-10,1.62607374900973e-13,-1.69449092287066e-17
"Dm_00001622-RA",6.7521202547763,-0.00388571273846183,1.15219204948638e-05,-1.02594935682019e-08,3.40999156460648e-12,-3.71010405401403e-16,0
"Dm_00001623-RA",5.98195243919654,-0.015509308352519,0.00013694702550039,-2.80278445344008e-07,2.14854779775323e-10,-6.62049391521113e-14,6.9061090578817e-18
"Dm_00001627-RA",2.27577360818428,0.0161071214614759,-2.87374609098497e-05,1.53443888393147e-08,0,-1.60327206225023e-15,2.52837722919169e-19
"Dm_00001629-RA",3.95825274286129,0.0503951752224152,-0.000330285969593393,6.35248117931657e-07,-4.76344089389791e-10,1.45351923021416e-13,-1.50866449408513e-17
"Dm_00001639-RA",5.14845145719144,0,4.56970096511291e-06,-5.3348923758774e-09,1.95759035630291e-12,-2.23281827615521e-16,0
"Dm_00001969-RA",2.78827574560379,-0.0286249098023459,0.000186144945147884,-3.5731684840285e-07,2.68327085583639e-10,-8.20137105999643e-14,8.5233240245568e-18
"Dm_00001973-RA",2.92257499307269,0.0630330624970321,-0.000404929536282115,7.7496949925477e-07,-5.80753915877449e-10,1.77257403811427e-13,-1.84046072843409e-17
"Dm_00002183-RA",4.68631912122448,0,4.88952912876308e-06,-5.71719559128402e-09,2.09256398093212e-12,-2.37732701837876e-16,0
"Dm_00002185-RA",3.48942553053152,0,0,-7.22974954455979e-09,8.90760230340865e-12,-3.32222736554358e-15,3.81190058748395e-19
"Dm_00002189-RA",3.8309265608579,0.00797973851690964,0,-3.74401719180986e-08,4.08686908683503e-11,-1.44266753063303e-14,1.6085533022404e-18
"Dm_00002032-RA",5.8432261560972,0.0265232429791959,-0.000184483192786889,3.6188862875913e-07,-2.74099576907605e-10,8.40937810564769e-14,-8.75570373600253e-18
"Dm_00001535-RA",5.94137189815659,-0.0267254886014313,0.000212582695861442,-4.3062248039747e-07,3.298271619556e-10,-1.01684973432712e-13,1.06135044211848e-17
"Dm_00001548-RA",3.54052215175025,-0.00171630555634575,1.23799664522751e-06,0,-1.70534974067284e-13,2.88039380019139e-17,0
"Dm_00001554-RA",3.17313843713611,0.0383560298315943,-0.000283559879053215,5.62792413920756e-07,-4.27310161383815e-10,1.31157526828915e-13,-1.36560484758741e-17
"Dm_00001555-RA",1.46736920224391,0.0254961047342791,-0.000175512473174703,3.44230096904502e-07,-2.60977166917532e-10,8.01248762476041e-14,-8.34606227682547e-18
"Dm_00001560-RA",3.83110286320188,0,0,0,0,1.46631726144566e-17,-3.21299471019987e-21
"Dm_00001556-RA",4.30368018554927,0,1.18941932019781e-06,-1.42749394951608e-09,5.3476883682792e-13,-6.18082434359089e-17,0
"Dm_00001571-RA",3.55694764039098,0,9.28605866565703e-05,-2.29683665265174e-07,1.87783087093013e-10,-5.95352032321588e-14,6.30187549181535e-18
"Dm_00001579-RA",3.4257106922542,-0.0239579298693812,0.000208593820404208,-4.37569526577461e-07,3.41325036430171e-10,-1.06278914682916e-13,1.11564291352847e-17
"Dm_00001585-RA",4.88689046558443,-0.00468214826904917,1.12736175972359e-05,-9.43506741238869e-09,3.04368187768115e-12,-3.26155093622808e-16,0
"Dm_00001415-RA",4.74273805316066,-0.0347178239124242,0.000222671514844268,-4.32939874142411e-07,3.27354140718111e-10,-1.00392087175439e-13,1.04514412949199e-17
"Dm_00001421-RA",4.69632506034837,-0.00401680547066087,4.72300971638613e-06,-1.79443164021387e-09,2.09402659440897e-13,0,0
"Dm_00001428-RA",2.95798456498597,0,1.33730087787301e-05,-1.60153351858164e-08,5.96592768635683e-12,-6.86891851753729e-16,0
"Dm_00001433-RA",5.17892677224312,-0.00244942618672392,2.79522906278745e-06,-1.05739158542385e-09,1.23019475225528e-13,0,0
"Dm_00001438-RA",2.26241049496264,0.00778308684195885,0,-3.77331458037449e-08,4.23029076919207e-11,-1.51767102611596e-14,1.70908622346679e-18
"Dm_00001439-RA",2.37941423625463,0.00892257061077315,-2.47044729071051e-05,2.0615132871973e-08,-5.34823862051108e-12,0,9.5739897039244e-20
"Dm_00001478-RA",1.10708355256854,0.0396074583240755,-0.000260910599311858,4.99455824188215e-07,-3.73361671941256e-10,1.13730533366512e-13,-1.17928608502097e-17
"Dm_00001479-RA",2.31740291190353,0,6.31563030354203e-05,-1.5707128529228e-07,1.28765218838615e-10,-4.08992865169627e-14,4.33467600110521e-18
"Dm_00001495-RA",2.9256431711991,-0.0337366855200799,0.000295145084432625,-6.22941670515123e-07,4.86967827619956e-10,-1.51732096095621e-13,1.59312246205594e-17
"Dm_00001487-RA",3.72816751463533,0,1.32676897685172e-07,-2.44089752923319e-11,0,0,0
"Dm_00001494-RA",5.52756286258992,0.00206136194594805,-1.4468851597674e-06,0,0,7.2905135836164e-17,-1.39850125130583e-20
"Dm_00001722-RA",2.12254414668743,0,0,0,1.62762762300676e-14,-3.34195789909585e-18,0
"Dm_00001737-RA",5.76639397373623,0,-2.83369034562896e-06,3.39275799373191e-09,-1.25774550969669e-12,1.44003835464856e-16,0
"Dm_00001744-RA",1.58300969738478,0.0379467600960757,-0.000235575634744464,4.48611713031884e-07,-3.35472340703105e-10,1.02268348290765e-13,-1.06105465562776e-17
"Dm_00001352-RA",4.39295961816749,0,4.87346851820329e-06,-6.10950942597246e-09,2.3414946108106e-12,-2.73941204265564e-16,0
"Dm_00001356-RA",4.84590454576781,0.00869794005174861,-9.52774146945944e-06,3.59541168206755e-09,-4.20476285131865e-13,0,0
"Dm_00001361-RA",4.78221021856502,0.0135011323309056,-0.000106222747619442,2.13416456421645e-07,-1.63107329262768e-10,5.02520558175059e-14,-5.24382826285954e-18
"Dm_00001363-RA",1.68742109617682,0.0353655280622741,-0.000303043487323234,6.33605033161425e-07,-4.93212091032852e-10,1.53334571882272e-13,-1.60787419692374e-17
"Dm_00001366-RA",3.37176671914368,0.0435572974250935,-0.000294947923961036,5.78973522775919e-07,-4.39396677697408e-10,1.35002323100958e-13,-1.40694232578234e-17
"Dm_00001376-RA",1.35049871958396,0.000417760165190189,0,0,0,0,0
"Dm_00001873-RA",3.5482661406329,0.0711918145651381,-0.0005020924343684,9.90279413500237e-07,-7.51105932480897e-10,2.3052515891664e-13,-2.40041246521646e-17
"Dm_00001877-RA",1.52232750402935,0,4.26662543680266e-06,-5.22863748058494e-09,1.97389563633447e-12,-2.28756370958076e-16,0
"Dm_00001869-RA",4.24265401964622,-0.0179408695842999,0.000115584077365943,-2.24299218127802e-07,1.69476790208207e-10,-5.1961494384952e-14,5.40901473429659e-18
"Dm_00001872-RA",3.72483512584956,0.0218045364459267,-0.000200365358995661,4.21985442885604e-07,-3.28488868020232e-10,1.02057298618171e-13,-1.06962507742728e-17
"Dm_00001880-RA",4.80476984404833,0,0,0,2.49055742803878e-15,0,0
"Dm_00001680-RA",4.69822233554756,-0.0179490055995216,0.000115105657806873,-2.21823738589761e-07,1.67095711671676e-10,-5.11633844898981e-14,5.32261721066609e-18
"Dm_00001678-RA",2.5528304340681,0.00441190586121823,0,-1.67056609395053e-08,1.76792032425461e-11,-6.13402793762858e-15,6.77003208212008e-19
"Dm_00001674-RA",2.61644179726793,0.020556508207697,-0.000148777661784619,2.99985774664478e-07,-2.30291011185327e-10,7.11471907436399e-14,-7.43664678548621e-18
"Dm_00001673-RA",2.92844782192475,-0.0252468134931973,0.000182217910603923,-3.61863149068739e-07,2.75302114375961e-10,-8.46226775736239e-14,8.81899498820043e-18
"Dm_00001685-RA",2.32345309411691,0,1.3572649270359e-05,-1.62672947149006e-08,6.12194090939145e-12,-7.10758526846046e-16,0
"Dm_00001688-RA",3.30817450774578,-0.0191549759762894,0.000158941643246935,-3.31060670783121e-07,2.57269628118902e-10,-7.9913884976171e-14,8.37582298837605e-18
"Dm_00002064-RA",0,0,0,3.19759968251007e-08,-3.89432057589067e-11,1.44667064405071e-14,-1.65783248030732e-18
"Dm_00002065-RA",2.59294410168008,0,0,8.39336583833624e-09,-1.05767119730245e-11,4.00561139535447e-15,-4.64270995102734e-19
"Dm_00002068-RA",3.9931579021914,-0.0040504271283452,0,2.0304252252674e-08,-2.23716563112599e-11,7.92882372057718e-15,-8.85692094706679e-19
"Dm_00002072-RA",3.89931031596367,0.0206162033836387,-0.000139148910375513,2.71875984428916e-07,-2.06016699995068e-10,6.32713064149997e-14,-6.59338642108939e-18
"Dm_00002078-RA",7.91812489184743,-0.00217037507544712,1.37926763195594e-06,0,0,-6.27372756900345e-17,1.18254205291759e-20
"Dm_00001757-RA",2.5927202301444,0,7.89628339290898e-06,-8.46928036307828e-09,2.3959733243092e-12,0,-4.57492096948663e-20
"Dm_00001755-RA",2.4678215140237,0.0141814923329717,-1.96137103537325e-05,0,1.07348712672717e-11,-4.73689482896733e-15,5.68517471081535e-19
"Dm_00001773-RA",5.04501332940556,-0.0167806031437105,0.000107556155389414,-2.08374006581462e-07,1.57589496634296e-10,-4.83669183756646e-14,5.03868767648708e-18
"Dm_00001769-RA",4.4515976095779,0,6.95425717736224e-05,-1.69961527155243e-07,1.38209633743847e-10,-4.37041048815634e-14,4.61965039163548e-18
"Dm_00001775-RA",5.39336305636124,0,0,-1.23187779905015e-11,0,0,0
"Dm_00001645-RA",3.30571570198701,0.0307745862440847,-0.000229355614593065,4.61731636933691e-07,-3.53524892669128e-10,1.09012514493839e-13,-1.13803191881365e-17
"Dm_00001649-RA",3.96469638974977,0,0,-5.39839679888902e-09,6.81444971482124e-12,-2.58167444517678e-15,2.99257160337229e-19
"Dm_00001663-RA",6.08911358420915,-0.00136162562951828,6.6600124538931e-07,-1.03059056083559e-10,0,0,0
"Dm_00001827-RA",2.34805728050206,0,2.04535121669038e-06,-2.49950302955418e-09,9.43584381013772e-13,-1.09484564489701e-16,0
"Dm_00001840-RA",3.13214807598665,0,5.20266601134798e-05,-1.30591152344058e-07,1.07315386762885e-10,-3.41021240886307e-14,3.61413606188563e-18
"Dm_00001834-RA",3.20783464165713,0.0046147759673923,-1.17112709574166e-05,9.62554031371034e-09,-3.06039981966416e-12,3.24631761720083e-16,0
"Dm_00001466-RA",4.52853577523515,-0.0106301269119953,6.50649761307633e-05,-1.23297063779864e-07,9.20409209925629e-11,-2.80440750636617e-14,2.90929118966853e-18
"Dm_00002088-RA",1.80893707793446,0,1.03689215029496e-06,-5.39822734598344e-10,7.19417121116991e-14,0,0
"Dm_00002092-RA",2.75930612079192,0,5.20249603362434e-06,-5.7539154915444e-09,2.01540955225392e-12,-2.22214071176654e-16,0
"Dm_00002159-RA",3.22922005981408,0.0482449158134542,-0.000325326439613707,6.37867165213004e-07,-4.83543168805971e-10,1.48446405648232e-13,-1.54622857379187e-17
"Dm_00002154-RA",4.12903970047256,-0.0160413418058431,0.000125884533916774,-2.51779969524582e-07,1.9152474777193e-10,-5.88301287648865e-14,6.12770469203692e-18
"Dm_00002165-RA",3.36822028759413,0.0756312755566965,-0.00051104601476124,9.93883648543568e-07,-7.48828797807015e-10,2.29034276014452e-13,-2.38029079645342e-17
"Dm_00002166-RA",4.39114884784962,0,-4.94644039593067e-06,6.20824672009233e-09,-2.39176095781606e-12,2.80891381675111e-16,0
"Dm_00001804-RA",5.50837340057415,0,5.25173565230804e-06,-6.23876760543446e-09,2.29717468399642e-12,-2.62248499784796e-16,0
"Dm_00001802-RA",5.35819213652391,0,4.00703479840506e-06,-4.813322221998e-09,1.79230273933226e-12,-2.06262057443033e-16,0
"Dm_00001819-RA",1.97345389398677,0.0529307106645892,-0.0002775131910147,5.0614324282869e-07,-3.73536694623327e-10,1.1334381323787e-13,-1.17374797727747e-17
"Dm_00001820-RA",3.33020670221797,0,4.04889004161704e-05,-9.99180014419987e-08,8.1691289981322e-11,-2.5913337963618e-14,2.74436799131312e-18
"Dm_00001506-RA",2.80154895185863,0,6.59522464401242e-08,0,0,0,0
"Dm_00001520-RA",4.93372905469755,0,3.53688040348668e-06,-4.43934492370505e-09,1.68406406892237e-12,-1.95426201608803e-16,0
"Dm_00001526-RA",3.98211320959475,0.00821807990939882,-8.35379372105869e-06,3.06942019135954e-09,-3.55476114446106e-13,0,0
"Dm_00001519-RA",3.48703202750531,-0.00518120894481677,1.23901929776317e-05,-1.03083806950759e-08,3.32666888768023e-12,-3.56249537938805e-16,0
"Dm_00001911-RA",2.86261330966511,-0.0271613032095287,0.000266030441443166,-5.70615385623888e-07,4.48019357632514e-10,-1.39816006457216e-13,1.46901621814722e-17
"Dm_00001913-RA",4.52231245418403,0.00494223390693589,-3.07435146012085e-06,0,0,1.57552579880467e-16,-3.05247421244958e-20
"Dm_00001920-RA",4.04442399368945,0.0269754951442654,-0.000194093186967363,3.84914375007437e-07,-2.92390216498869e-10,8.97806634022969e-14,-9.35021579108426e-18
"Dm_00001923-RA",4.9852058971361,0.00206169779551236,-2.82062672370379e-06,1.16476943838877e-09,-1.41459186899093e-13,0,0
"Dm_00001916-RA",3.69652948667844,0,0,2.8860282508613e-09,-3.5888811522497e-12,1.35024139284661e-15,-1.55937989210829e-19
"Dm_00001921-RA",3.10947709167444,0,-2.12583265813662e-05,5.50921645629972e-08,-4.60810331656123e-11,1.47917147836116e-14,-1.5770547853347e-18
"Dm_00001597-RA",0,0.0950577041972151,-0.000520591888582625,9.71391630661673e-07,-7.24626709736981e-10,2.21065548718021e-13,-2.29606268808757e-17
"Dm_00002130-RA",3.46044134767116,0,9.76122918007945e-06,-1.22868639720632e-08,4.5896301961551e-12,-5.26072981965349e-16,0
"Dm_00001386-RA",0,0.0290281860475405,-8.24574638378017e-05,7.41933790751504e-08,-2.48791521458401e-11,2.72143163265836e-15,0
"Dm_00001392-RA",3.11124632866509,0.0229389427721675,-0.000188288895373877,3.88118338531287e-07,-3.00043892314478e-10,9.29554851583595e-14,-9.72876594370263e-18
"Dm_00001389-RA",0,0,0.000158127224266024,-4.01450657843476e-07,3.32801739414491e-10,-1.06327537198946e-13,1.13056383531626e-17
"Dm_00001408-RA",0.706459247926966,0.0367856594571687,-0.000303056420844456,6.28045826379068e-07,-4.87201013841633e-10,1.51210407962589e-13,-1.58411221601824e-17
"Dm_00001405-RA",4.50645983784726,0,2.47339189994644e-05,-6.06291946061559e-08,4.94611924944784e-11,-1.56759698285184e-14,1.65945574850712e-18
"Dm_00001709-RA",2.49803384655348,0,8.61160390698929e-05,-2.12855889455286e-07,1.73560241821107e-10,-5.49215500247038e-14,5.80650804153497e-18
"Dm_00001860-RA",-1.2410089925678,0.104119512649139,-0.000776340007537717,1.56117852971888e-06,-1.19496031303821e-09,3.68471583083603e-13,-3.84684473163397e-17
"Dm_00002142-RA",1.79137490933162,0,0,8.76579160913356e-11,-1.74632296538557e-14,0,0
"Dm_00020646-RA",6.21858846901395,-0.033785129954437,0.000237099097626334,-4.66434651722079e-07,3.52822050890425e-10,-1.08107999709068e-13,1.12462272787982e-17
"Dm_00020676-RA",3.25040289877019,0,-4.62189682507907e-06,5.77698009328467e-09,-2.19575855964621e-12,2.55399187216881e-16,0
"Dm_00020717-RA",2.55137259508293,0.0296196373298993,-0.000203140720706785,3.94058389233078e-07,-2.95902876639093e-10,9.02999456612359e-14,-9.37143679127432e-18
"Dm_00020677-RA",1.31045037488806,0.0343395561697902,-7.05715780898699e-05,5.42894124095153e-08,-1.6722356369744e-11,1.7423460128926e-15,0
"Dm_00020683-RA",3.01553920363657,0,4.56081647829202e-05,-1.15744487516719e-07,9.5748008167881e-11,-3.05502175830871e-14,3.24599196069327e-18
"Dm_00020739-RA",4.1290355205305,0,-2.66865302110164e-05,6.74344165905917e-08,-5.57213776352023e-11,1.77661887422954e-14,-1.88671700197473e-18
"Dm_00020687-RA",3.99341937689845,-0.00306474536090135,6.76235791752989e-06,-5.22478159216876e-09,1.60522372132485e-12,-1.67056066371161e-16,0
"Dm_00020436-RA",4.1766427910919,0,7.29256531879773e-05,-1.86402824286592e-07,1.54767470020763e-10,-4.94583386866892e-14,5.25845970031389e-18
"Dm_00020669-RA",3.49177796362555,0.0314490070563486,-0.00023531350056247,4.75384279921079e-07,-3.64370228357542e-10,1.12394667347722e-13,-1.17348437679859e-17
"Dm_00020682-RA",0,0,3.1597132368537e-05,-3.87737836661472e-08,1.45386147567626e-11,-1.67680233874499e-15,0
"Dm_00018382-RA",1.64592809555274,0.0679113814873152,-0.000462590615924534,9.03636760161921e-07,-6.83267758451508e-10,2.09469372620101e-13,-2.1801537568876e-17
"Dm_00016490-RA",5.27292359344649,0,2.84764983772712e-06,-3.36234379312191e-09,1.24180704985889e-12,-1.42165151035632e-16,0
"Dm_00003482-RA",0.835830827424436,0,1.28089977452392e-05,-1.6558306667871e-08,6.41888316096325e-12,-7.55284432219479e-16,0
"Dm_00003486-RA",3.88379944912987,0,4.3976757267007e-06,-5.45413466358995e-09,2.07773298302414e-12,-2.42608032261949e-16,0
"Dm_00003487-RA",4.33197988318732,0.010803341660141,-3.26315942378376e-05,2.95226021710031e-08,-9.9031546910131e-12,1.08274155430292e-15,0
"Dm_00003855-RA",3.70203570918203,0.0620568790601709,-0.000466720100040318,9.41836923308692e-07,-7.22253843824364e-10,2.22934059648691e-13,-2.32875934453289e-17
"Dm_00003858-RA",3.80790278320924,0.0169748410892326,-0.000128698348894822,2.56989111022265e-07,-1.95487237706866e-10,6.00476409961436e-14,-6.25441600150117e-18
"Dm_00004428-RA",4.35014953430777,0.0151676040337442,-0.000101435736777123,1.97522228955509e-07,-1.49440953047533e-10,4.58554602332641e-14,-4.77597174537321e-18
"Dm_00004454-RA",3.58648016324567,0.0248398825508065,-0.000160409168179845,3.06329513249711e-07,-2.29187239325571e-10,6.98908984625846e-14,-7.25329976236868e-18
"Dm_00003868-RA",3.83725702615342,0.00280549430217998,-9.41634691868981e-06,8.44206448377934e-09,-2.78646217023287e-12,3.00841885340555e-16,0
"Dm_00003873-RA",0,0.0897423966264249,-0.0006721083153905,1.35992473575011e-06,-1.04453456112287e-09,3.22701000429894e-13,-3.37269650444934e-17
"Dm_00004018-RA",3.68787363340882,0.0769894887944487,-0.000557297466291658,1.1027561936434e-06,-8.36116150117225e-10,2.56441050796489e-13,-2.66885290033778e-17
"Dm_00004017-RA",2.14862366019612,0.0614467646697582,-0.000397149019592476,7.67506817096876e-07,-5.78198190377154e-10,1.76977923263896e-13,-1.84053979000796e-17
"Dm_00004019-RA",2.81566137959376,0.031474620490255,-0.000202909007891187,3.96724974415091e-07,-3.0148691261839e-10,9.27561652508253e-14,-9.67566767851409e-18
