Orthogroup	D_spatulata.proteins	D_muscipula.proteins
OG0000028	Ds_00011383-RA, Ds_00011387-RA, Ds_00011371-RA, Ds_00011381-RA, Ds_00011382-RA, Ds_00011384-RA, Ds_00007266-RA, Ds_00017487-RA, Ds_00017857-RA, Ds_00017485-RA, Ds_00011376-RA, Ds_00017484-RA, Ds_00017856-RA, Ds_00017796-RA	Dm_00006419-RA, Dm_00006416-RA, Dm_00006418-RA, Dm_00001425-RA, Dm_00020344-RA, Dm_00016376-RA, Dm_00001424-RA, Dm_00006415-RA, Dm_00001427-RA
OG0000028	Ds_00003798-RA	Dm_00006417-RA
OG0000028	Ds_00011377-RA, Ds_00011385-RA	Dm_00006321-RA
OG0000028	Ds_00011386-RA	Dm_00001442-RA, Dm_00001444-RA
OG0000030	Ds_00015041-RA	Dm_00000141-RA
OG0000031	Ds_00009778-RA, Ds_00017965-RA, Ds_00017922-RA, Ds_00002506-RA	Dm_00013082-RA
OG0000031	Ds_00004984-RA	Dm_00002750-RA
OG0000031	Ds_00004983-RA, Ds_00004982-RA	Dm_00019538-RA, Dm_00005346-RA
OG0000031	Ds_00013161-RA	Dm_00010642-RA
OG0000034	Ds_00010208-RA, Ds_00015077-RA	Dm_00017791-RA
OG0000034	Ds_00015914-RA	Dm_00013221-RA
OG0000037	Ds_00009807-RA	Dm_00015941-RA, Dm_00016029-RA
OG0000038	Ds_00013786-RA	Dm_00001430-RA
OG0000038	Ds_00017774-RA	Dm_00018034-RA
OG0000038	Ds_00003815-RA	Dm_00001698-RA
OG0000038	Ds_00005791-RA, Ds_00009691-RA	Dm_00001431-RA, Dm_00001432-RA
OG0000038	Ds_00013784-RA, Ds_00013785-RA	Dm_00001695-RA
OG0000038	Ds_00003814-RA, Ds_00013787-RA, Ds_00015024-RA	Dm_00019675-RA, Dm_00001701-RA, Dm_00001700-RA
OG0000040	Ds_00008461-RA, Ds_00008462-RA	Dm_00008090-RA, Dm_00014922-RA
OG0000041	Ds_00000048-RA	Dm_00005610-RA
OG0000041	Ds_00013581-RA	Dm_00016090-RA
OG0000041	Ds_00006251-RA	Dm_00017104-RA, Dm_00020901-RA
OG0000041	Ds_00008539-RA, Ds_00005900-RA	Dm_00004417-RA
OG0000041	Ds_00009329-RA	Dm_00003625-RA, Dm_00015625-RA
OG0000041	Ds_00012521-RA	Dm_00009275-RA
OG0000041	Ds_00002853-RA	Dm_00004200-RA
OG0000041	Ds_00003435-RA	Dm_00010326-RA
OG0000041	Ds_00016022-RA, Ds_00000091-RA	Dm_00010291-RA
OG0000041	Ds_00006077-RA	Dm_00006869-RA, Dm_00012805-RA, Dm_00020049-RA
OG0000042	Ds_00007701-RA	Dm_00000170-RA, Dm_00003840-RA, Dm_00003839-RA
OG0000044	Ds_00010910-RA, Ds_00011206-RA	Dm_00020841-RA
OG0000044	Ds_00007873-RA	Dm_00001157-RA
OG0000044	Ds_00005440-RA	Dm_00020338-RA
OG0000044	Ds_00008781-RA	Dm_00010828-RA, Dm_00013428-RA, Dm_00006961-RA
OG0000044	Ds_00012803-RA	Dm_00009532-RA, Dm_00014819-RA
OG0000044	Ds_00008624-RA	Dm_00016520-RA
OG0000045	Ds_00009752-RA	Dm_00003941-RA, Dm_00017951-RA, Dm_00010500-RA, Dm_00020997-RA, Dm_00015551-RA, Dm_00015968-RA, Dm_00012029-RA, Dm_00019438-RA, Dm_00019641-RA, Dm_00016661-RA, Dm_00010691-RA, Dm_00014811-RA, Dm_00019124-RA, Dm_00018192-RA, Dm_00018028-RA, Dm_00019303-RA, Dm_00011471-RA, Dm_00007268-RA, Dm_00016925-RA, Dm_00018031-RA, Dm_00005668-RA, Dm_00011085-RA, Dm_00010390-RA, Dm_00017821-RA, Dm_00010392-RA, Dm_00021107-RA, Dm_00020930-RA, Dm_00018381-RA, Dm_00019838-RA, Dm_00016114-RA, Dm_00020627-RA, Dm_00016899-RA, Dm_00018290-RA, Dm_00007212-RA, Dm_00014648-RA, Dm_00015474-RA, Dm_00018246-RA, Dm_00020736-RA, Dm_00017038-RA, Dm_00015554-RA, Dm_00012391-RA, Dm_00010733-RA, Dm_00006544-RA, Dm_00021071-RA, Dm_00019653-RA, Dm_00016657-RA, Dm_00017273-RA, Dm_00011682-RA, Dm_00017977-RA, Dm_00017380-RA, Dm_00018364-RA, Dm_00009096-RA, Dm_00020542-RA, Dm_00005255-RA, Dm_00014013-RA, Dm_00015817-RA, Dm_00018288-RA, Dm_00005813-RA, Dm_00005889-RA, Dm_00017926-RA, Dm_00013050-RA, Dm_00017429-RA, Dm_00019439-RA, Dm_00019495-RA, Dm_00019561-RA, Dm_00019642-RA, Dm_00021053-RA, Dm_00019753-RA, Dm_00007028-RA, Dm_00011084-RA, Dm_00018527-RA, Dm_00019911-RA, Dm_00020316-RA, Dm_00019042-RA, Dm_00020834-RA, Dm_00019819-RA, Dm_00015749-RA, Dm_00015454-RA, Dm_00017126-RA, Dm_00020504-RA, Dm_00021092-RA, Dm_00020223-RA, Dm_00016318-RA, Dm_00016125-RA, Dm_00018294-RA, Dm_00011261-RA, Dm_00012227-RA, Dm_00014889-RA, Dm_00008878-RA, Dm_00019576-RA, Dm_00016410-RA, Dm_00019927-RA, Dm_00018689-RA, Dm_00020112-RA, Dm_00018289-RA, Dm_00021131-RA, Dm_00010191-RA, Dm_00019506-RA, Dm_00020629-RA, Dm_00010096-RA, Dm_00020932-RA, Dm_00012052-RA, Dm_00005969-RA, Dm_00013726-RA, Dm_00012264-RA, Dm_00011978-RA, Dm_00019316-RA, Dm_00014689-RA, Dm_00016933-RA, Dm_00017382-RA, Dm_00002868-RA, Dm_00017428-RA, Dm_00018949-RA, Dm_00015496-RA, Dm_00015129-RA, Dm_00013351-RA, Dm_00012031-RA, Dm_00011977-RA, Dm_00014643-RA, Dm_00011172-RA, Dm_00020302-RA, Dm_00019489-RA, Dm_00016639-RA, Dm_00012331-RA, Dm_00020625-RA, Dm_00014200-RA, Dm_00017250-RA, Dm_00020660-RA, Dm_00013502-RA, Dm_00013999-RA, Dm_00019058-RA, Dm_00016499-RA, Dm_00012009-RA, Dm_00018350-RA, Dm_00019273-RA, Dm_00018145-RA, Dm_00011265-RA, Dm_00020583-RA, Dm_00016928-RA, Dm_00016590-RA, Dm_00019437-RA, Dm_00017119-RA, Dm_00020593-RA, Dm_00020404-RA, Dm_00016634-RA, Dm_00011317-RA, Dm_00014613-RA, Dm_00006890-RA, Dm_00020787-RA, Dm_00009319-RA, Dm_00015856-RA, Dm_00019627-RA, Dm_00020628-RA, Dm_00012639-RA, Dm_00010786-RA, Dm_00020380-RA, Dm_00018365-RA, Dm_00016660-RA, Dm_00011947-RA, Dm_00011206-RA
OG0000046	Ds_00016515-RA, Ds_00004346-RA	Dm_00007088-RA, Dm_00001752-RA
OG0000046	Ds_00010906-RA, Ds_00011215-RA	Dm_00020179-RA, Dm_00012741-RA
OG0000046	Ds_00013053-RA	Dm_00006378-RA, Dm_00013509-RA
OG0000046	Ds_00008610-RA	Dm_00003891-RA
OG0000046	Ds_00008496-RA	Dm_00014024-RA
OG0000046	Ds_00012090-RA	Dm_00012683-RA
OG0000046	Ds_00000726-RA	Dm_00007080-RA
OG0000047	Ds_00001929-RA	Dm_00007969-RA, Dm_00020823-RA
OG0000047	Ds_00000182-RA	Dm_00015896-RA
OG0000047	Ds_00013036-RA	Dm_00005670-RA, Dm_00012951-RA
OG0000047	Ds_00005948-RA	Dm_00004056-RA
OG0000047	Ds_00000942-RA	Dm_00008069-RA
OG0000047	Ds_00011058-RA	Dm_00016600-RA
OG0000047	Ds_00008795-RA, Ds_00012963-RA, Ds_00012019-RA, Ds_00012017-RA	Dm_00010754-RA
OG0000047	Ds_00004014-RA	Dm_00001976-RA
OG0000048	Ds_00014049-RA, Ds_00014050-RA, Ds_00014051-RA	Dm_00001249-RA
OG0000048	Ds_00014304-RA	Dm_00001576-RA
OG0000050	Ds_00011184-RA	Dm_00016824-RA, Dm_00012378-RA, Dm_00019415-RA, Dm_00019277-RA
OG0000050	Ds_00006666-RA, Ds_00008163-RA	Dm_00012380-RA, Dm_00020915-RA
OG0000050	Ds_00008162-RA, Ds_00014906-RA, Ds_00017061-RA, Ds_00010616-RA, Ds_00007525-RA, Ds_00014948-RA	Dm_00020295-RA
OG0000050	Ds_00016172-RA	Dm_00020895-RA
OG0000051	Ds_00002936-RA, Ds_00016530-RA	Dm_00016762-RA, Dm_00014170-RA, Dm_00018202-RA, Dm_00007687-RA, Dm_00005613-RA, Dm_00019029-RA, Dm_00011734-RA, Dm_00016407-RA, Dm_00020926-RA, Dm_00012246-RA, Dm_00013138-RA, Dm_00017035-RA, Dm_00002397-RA, Dm_00017030-RA
OG0000051	Ds_00017962-RA, Ds_00009669-RA	Dm_00012248-RA, Dm_00016219-RA, Dm_00000875-RA, Dm_00005213-RA, Dm_00000437-RA, Dm_00008487-RA, Dm_00002944-RA
OG0000051	Ds_00007321-RA	Dm_00013787-RA
OG0000052	Ds_00016909-RA, Ds_00003004-RA, Ds_00016200-RA, Ds_00008947-RA	Dm_00019556-RA
OG0000055	Ds_00010593-RA	Dm_00019791-RA
OG0000055	Ds_00014521-RA	Dm_00013087-RA, Dm_00006640-RA
OG0000055	Ds_00001014-RA	Dm_00000927-RA
OG0000055	Ds_00002955-RA	Dm_00000848-RA
OG0000055	Ds_00001660-RA	Dm_00011186-RA
OG0000058	Ds_00002065-RA	Dm_00001789-RA
OG0000058	Ds_00002073-RA	Dm_00000773-RA
OG0000059	Ds_00009643-RA	Dm_00007673-RA
OG0000060	Ds_00008503-RA	Dm_00006664-RA, Dm_00009640-RA, Dm_00017358-RA, Dm_00010891-RA
OG0000063	Ds_00001207-RA	Dm_00017284-RA
OG0000063	Ds_00010181-RA	Dm_00001327-RA
OG0000063	Ds_00014318-RA	Dm_00016579-RA, Dm_00009436-RA
OG0000065	Ds_00009318-RA, Ds_00016604-RA	Dm_00018921-RA
OG0000067	Ds_00004112-RA	Dm_00004643-RA
OG0000067	Ds_00014586-RA, Ds_00005210-RA	Dm_00004223-RA
OG0000067	Ds_00010296-RA	Dm_00011275-RA
OG0000070	Ds_00003633-RA	Dm_00019678-RA
OG0000070	Ds_00016135-RA	Dm_00017292-RA
OG0000070	Ds_00010078-RA	Dm_00008155-RA, Dm_00013287-RA
OG0000070	Ds_00014701-RA	Dm_00004547-RA
OG0000071	Ds_00003826-RA	Dm_00001685-RA
OG0000071	Ds_00002033-RA	Dm_00016304-RA
OG0000071	Ds_00007141-RA	Dm_00019310-RA
OG0000071	Ds_00006568-RA	Dm_00008368-RA
OG0000072	Ds_00003598-RA	Dm_00012063-RA
OG0000072	Ds_00000109-RA	Dm_00019149-RA, Dm_00019072-RA, Dm_00016885-RA, Dm_00019242-RA, Dm_00003864-RA, Dm_00019612-RA
OG0000075	Ds_00016342-RA, Ds_00015171-RA, Ds_00010696-RA, Ds_00013861-RA, Ds_00012461-RA, Ds_00015170-RA	Dm_00016096-RA, Dm_00020819-RA, Dm_00020574-RA, Dm_00019027-RA, Dm_00009838-RA, Dm_00018522-RA, Dm_00015436-RA, Dm_00004793-RA, Dm_00020283-RA, Dm_00004994-RA, Dm_00004792-RA, Dm_00007807-RA, Dm_00020772-RA
OG0000075	Ds_00012460-RA, Ds_00010695-RA	Dm_00001719-RA
OG0000075	Ds_00017316-RA	Dm_00004888-RA, Dm_00016814-RA, Dm_00020623-RA, Dm_00014099-RA, Dm_00001815-RA, Dm_00012928-RA
OG0000075	Ds_00013821-RA	Dm_00018467-RA, Dm_00012245-RA
OG0000077	Ds_00000030-RA, Ds_00000031-RA	Dm_00004852-RA, Dm_00021132-RA
OG0000077	Ds_00006087-RA	Dm_00009375-RA
OG0000078	Ds_00009998-RA, Ds_00009997-RA	Dm_00012444-RA, Dm_00015818-RA, Dm_00020707-RA
OG0000078	Ds_00004156-RA, Ds_00004162-RA, Ds_00004160-RA, Ds_00004159-RA, Ds_00004158-RA, Ds_00000902-RA, Ds_00004157-RA	Dm_00020663-RA, Dm_00009495-RA
OG0000078	Ds_00011063-RA, Ds_00016100-RA, Ds_00004153-RA, Ds_00004152-RA	Dm_00001317-RA
OG0000078	Ds_00006350-RA, Ds_00006352-RA, Ds_00006351-RA, Ds_00006353-RA, Ds_00010422-RA, Ds_00002738-RA, Ds_00002733-RA	Dm_00014938-RA
OG0000078	Ds_00004155-RA, Ds_00004164-RA, Ds_00004163-RA, Ds_00004161-RA, Ds_00009996-RA	Dm_00001318-RA
OG0000085	Ds_00013315-RA	Dm_00002079-RA, Dm_00008755-RA
OG0000085	Ds_00002345-RA	Dm_00018382-RA, Dm_00014711-RA
OG0000085	Ds_00006817-RA	Dm_00000001-RA
OG0000085	Ds_00003374-RA	Dm_00021097-RA
OG0000085	Ds_00013221-RA, Ds_00016552-RA	Dm_00020301-RA
OG0000085	Ds_00013323-RA, Ds_00013219-RA	Dm_00003226-RA
OG0000085	Ds_00007391-RA	Dm_00011328-RA
OG0000087	Ds_00000857-RA	Dm_00009408-RA
OG0000087	Ds_00012134-RA, Ds_00012132-RA	Dm_00012409-RA
OG0000087	Ds_00015816-RA	Dm_00020143-RA
OG0000087	Ds_00008978-RA	Dm_00002856-RA
OG0000088	Ds_00006864-RA, Ds_00001827-RA, Ds_00001826-RA	Dm_00006025-RA
OG0000088	Ds_00011160-RA	Dm_00016161-RA
OG0000089	Ds_00000919-RA	Dm_00005049-RA, Dm_00005048-RA
OG0000089	Ds_00000698-RA	Dm_00012672-RA
OG0000089	Ds_00014281-RA, Ds_00009910-RA	Dm_00000623-RA
OG0000089	Ds_00000701-RA	Dm_00005052-RA
OG0000089	Ds_00002433-RA	Dm_00008000-RA, Dm_00005053-RA
OG0000089	Ds_00000381-RA, Ds_00012823-RA, Ds_00010374-RA, Ds_00017162-RA, Ds_00002430-RA	Dm_00014697-RA
OG0000090	Ds_00004417-RA	Dm_00017037-RA
OG0000090	Ds_00008033-RA, Ds_00010488-RA	Dm_00004995-RA
OG0000091	Ds_00005720-RA, Ds_00012613-RA	Dm_00002549-RA, Dm_00011577-RA
OG0000091	Ds_00007917-RA	Dm_00004862-RA
OG0000091	Ds_00009911-RA	Dm_00000624-RA, Dm_00001319-RA
OG0000091	Ds_00000663-RA	Dm_00002331-RA
OG0000092	Ds_00007208-RA	Dm_00010933-RA, Dm_00009686-RA, Dm_00002757-RA, Dm_00016581-RA
OG0000092	Ds_00013212-RA	Dm_00003364-RA
OG0000092	Ds_00013213-RA, Ds_00006795-RA	Dm_00016580-RA, Dm_00003219-RA, Dm_00009722-RA, Dm_00019429-RA, Dm_00019543-RA
OG0000093	Ds_00017546-RA, Ds_00017926-RA	Dm_00008970-RA
OG0000093	Ds_00002167-RA	Dm_00008253-RA
OG0000093	Ds_00007179-RA	Dm_00011309-RA
OG0000093	Ds_00017793-RA	Dm_00014861-RA, Dm_00016946-RA
OG0000093	Ds_00016133-RA	Dm_00008254-RA, Dm_00012465-RA
OG0000095	Ds_00016626-RA	Dm_00013674-RA
OG0000095	Ds_00005415-RA	Dm_00001105-RA
OG0000096	Ds_00011884-RA, Ds_00011885-RA	Dm_00002220-RA
OG0000096	Ds_00002543-RA	Dm_00002364-RA
OG0000096	Ds_00000525-RA	Dm_00001356-RA
OG0000096	Ds_00009255-RA	Dm_00001357-RA
OG0000097	Ds_00008970-RA	Dm_00005636-RA, Dm_00005630-RA
OG0000097	Ds_00011731-RA	Dm_00006030-RA
OG0000098	Ds_00000511-RA	Dm_00003034-RA
OG0000098	Ds_00004278-RA, Ds_00000887-RA	Dm_00021020-RA
OG0000098	Ds_00001304-RA	Dm_00015457-RA
OG0000098	Ds_00005755-RA, Ds_00009375-RA	Dm_00015844-RA
OG0000098	Ds_00010103-RA	Dm_00003528-RA
OG0000101	Ds_00017680-RA, Ds_00013692-RA	Dm_00005058-RA
OG0000101	Ds_00013443-RA, Ds_00013823-RA	Dm_00007144-RA
OG0000101	Ds_00011724-RA, Ds_00010688-RA, Ds_00017679-RA, Ds_00012684-RA, Ds_00011199-RA, Ds_00013442-RA	Dm_00005941-RA, Dm_00007145-RA, Dm_00012329-RA
OG0000102	Ds_00011097-RA, Ds_00000392-RA	Dm_00001450-RA
OG0000102	Ds_00010889-RA, Ds_00017309-RA, Ds_00001972-RA	Dm_00018156-RA, Dm_00001449-RA
OG0000102	Ds_00015393-RA, Ds_00006880-RA, Ds_00006881-RA	Dm_00018155-RA
OG0000102	Ds_00011502-RA	Dm_00000680-RA
OG0000102	Ds_00015916-RA	Dm_00013767-RA, Dm_00001451-RA
OG0000103	Ds_00007541-RA	Dm_00020702-RA
OG0000103	Ds_00015206-RA, Ds_00015118-RA	Dm_00001448-RA
OG0000104	Ds_00015579-RA	Dm_00012898-RA
OG0000104	Ds_00015800-RA, Ds_00015801-RA	Dm_00001406-RA
OG0000104	Ds_00002094-RA, Ds_00015578-RA, Ds_00015804-RA, Ds_00002093-RA	Dm_00000071-RA
OG0000105	Ds_00016593-RA, Ds_00001973-RA	Dm_00012589-RA
OG0000105	Ds_00004427-RA	Dm_00013721-RA
OG0000105	Ds_00014085-RA	Dm_00001881-RA
OG0000105	Ds_00008720-RA	Dm_00000769-RA
OG0000105	Ds_00016969-RA	Dm_00001787-RA
OG0000105	Ds_00015702-RA	Dm_00006766-RA
OG0000106	Ds_00012991-RA	Dm_00014066-RA, Dm_00019398-RA, Dm_00003375-RA, Dm_00016346-RA, Dm_00019397-RA, Dm_00014065-RA, Dm_00017534-RA, Dm_00020809-RA
OG0000107	Ds_00008559-RA	Dm_00002832-RA
OG0000108	Ds_00017400-RA	Dm_00018091-RA
OG0000108	Ds_00010757-RA	Dm_00012144-RA
OG0000108	Ds_00015423-RA, Ds_00012364-RA	Dm_00009382-RA
OG0000108	Ds_00004396-RA	Dm_00014168-RA
OG0000109	Ds_00000324-RA	Dm_00003433-RA
OG0000109	Ds_00013208-RA	Dm_00007914-RA
OG0000109	Ds_00000125-RA	Dm_00012182-RA
OG0000110	Ds_00010855-RA	Dm_00010771-RA
OG0000110	Ds_00011944-RA	Dm_00016846-RA
OG0000110	Ds_00016825-RA	Dm_00017526-RA
OG0000110	Ds_00005164-RA	Dm_00018936-RA, Dm_00009959-RA, Dm_00005480-RA, Dm_00014565-RA
OG0000113	Ds_00004232-RA, Ds_00002603-RA	Dm_00016399-RA
OG0000113	Ds_00011325-RA	Dm_00006694-RA, Dm_00006695-RA
OG0000114	Ds_00015893-RA, Ds_00015892-RA	Dm_00013880-RA
OG0000115	Ds_00012650-RA	Dm_00005936-RA, Dm_00005937-RA
OG0000115	Ds_00011785-RA	Dm_00013370-RA
OG0000115	Ds_00003924-RA	Dm_00015940-RA, Dm_00015939-RA, Dm_00008526-RA, Dm_00005665-RA, Dm_00005666-RA
OG0000116	Ds_00014709-RA, Ds_00000291-RA	Dm_00014421-RA, Dm_00016555-RA
OG0000116	Ds_00010358-RA	Dm_00008694-RA
OG0000118	Ds_00011668-RA, Ds_00006827-RA, Ds_00004923-RA	Dm_00001565-RA
OG0000118	Ds_00012570-RA	Dm_00002039-RA
OG0000118	Ds_00015851-RA, Ds_00005679-RA	Dm_00015779-RA
OG0000118	Ds_00002816-RA	Dm_00006495-RA
OG0000120	Ds_00011028-RA	Dm_00019247-RA
OG0000120	Ds_00005529-RA	Dm_00019570-RA
OG0000120	Ds_00006102-RA	Dm_00010177-RA
OG0000120	Ds_00011026-RA	Dm_00008637-RA
OG0000120	Ds_00014982-RA	Dm_00001877-RA
OG0000120	Ds_00004593-RA	Dm_00017614-RA
OG0000120	Ds_00015941-RA	Dm_00017973-RA
OG0000121	Ds_00007035-RA	Dm_00018618-RA
OG0000121	Ds_00014897-RA	Dm_00014597-RA
OG0000122	Ds_00016938-RA, Ds_00018075-RA	Dm_00016543-RA, Dm_00009338-RA, Dm_00020293-RA
OG0000123	Ds_00017692-RA	Dm_00013069-RA
OG0000123	Ds_00004523-RA	Dm_00000436-RA
OG0000123	Ds_00005553-RA	Dm_00006567-RA, Dm_00005134-RA
OG0000124	Ds_00003136-RA	Dm_00007112-RA
OG0000125	Ds_00000896-RA	Dm_00010601-RA
OG0000125	Ds_00004719-RA	Dm_00004819-RA
OG0000125	Ds_00006911-RA	Dm_00000561-RA
OG0000126	Ds_00012722-RA	Dm_00000361-RA, Dm_00016740-RA, Dm_00011436-RA, Dm_00008990-RA, Dm_00016735-RA
OG0000126	Ds_00013847-RA, Ds_00012723-RA, Ds_00009887-RA, Ds_00012111-RA, Ds_00006203-RA	Dm_00019691-RA, Dm_00020193-RA, Dm_00009923-RA, Dm_00006520-RA, Dm_00016739-RA, Dm_00005718-RA, Dm_00010318-RA, Dm_00014553-RA, Dm_00015759-RA, Dm_00017083-RA, Dm_00015758-RA, Dm_00011850-RA, Dm_00014574-RA, Dm_00015445-RA, Dm_00017871-RA, Dm_00008377-RA, Dm_00016693-RA, Dm_00020194-RA, Dm_00011129-RA, Dm_00014575-RA, Dm_00014905-RA, Dm_00009924-RA, Dm_00010640-RA, Dm_00000360-RA
OG0000126	Ds_00012110-RA	Dm_00013494-RA, Dm_00013054-RA, Dm_00015159-RA, Dm_00003938-RA, Dm_00018601-RA, Dm_00016736-RA, Dm_00013187-RA
OG0000127	Ds_00000390-RA, Ds_00012730-RA	Dm_00006084-RA
OG0000127	Ds_00017651-RA	Dm_00000969-RA, Dm_00000275-RA, Dm_00000966-RA, Dm_00015587-RA
OG0000129	Ds_00008115-RA	Dm_00018929-RA, Dm_00010360-RA
OG0000129	Ds_00014831-RA, Ds_00009085-RA	Dm_00019326-RA
OG0000131	Ds_00008212-RA	Dm_00020931-RA
OG0000131	Ds_00013324-RA	Dm_00002070-RA
OG0000134	Ds_00015753-RA, Ds_00003473-RA, Ds_00007908-RA	Dm_00009619-RA
OG0000135	Ds_00011844-RA	Dm_00015604-RA
OG0000135	Ds_00002569-RA	Dm_00010230-RA
OG0000135	Ds_00000458-RA	Dm_00006540-RA
OG0000135	Ds_00012779-RA	Dm_00009257-RA
OG0000135	Ds_00003378-RA	Dm_00010456-RA
OG0000135	Ds_00002564-RA	Dm_00019007-RA
OG0000136	Ds_00000277-RA	Dm_00018695-RA
OG0000137	Ds_00001512-RA, Ds_00014384-RA, Ds_00014967-RA, Ds_00014968-RA	Dm_00020784-RA, Dm_00016612-RA, Dm_00005256-RA, Dm_00006644-RA, Dm_00015272-RA, Dm_00020969-RA, Dm_00020646-RA
OG0000138	Ds_00015264-RA	Dm_00019040-RA
OG0000139	Ds_00013858-RA, Ds_00013856-RA	Dm_00010302-RA
OG0000140	Ds_00002651-RA	Dm_00010965-RA
OG0000142	Ds_00016529-RA, Ds_00015657-RA, Ds_00017015-RA	Dm_00012078-RA, Dm_00012077-RA
OG0000143	Ds_00007320-RA	Dm_00008555-RA
OG0000143	Ds_00009459-RA, Ds_00005378-RA, Ds_00009460-RA	Dm_00003928-RA
OG0000144	Ds_00008018-RA	Dm_00009698-RA, Dm_00010190-RA
OG0000144	Ds_00010956-RA, Ds_00003597-RA	Dm_00009755-RA
OG0000145	Ds_00004600-RA	Dm_00017523-RA
OG0000146	Ds_00014708-RA, Ds_00014704-RA, Ds_00014622-RA	Dm_00013981-RA, Dm_00004551-RA, Dm_00004550-RA
OG0000147	Ds_00010706-RA	Dm_00005818-RA
OG0000147	Ds_00005844-RA	Dm_00004214-RA
OG0000148	Ds_00010086-RA	Dm_00003748-RA
OG0000148	Ds_00017699-RA	Dm_00012196-RA
OG0000148	Ds_00010778-RA	Dm_00014512-RA
OG0000149	Ds_00012034-RA	Dm_00013011-RA
OG0000149	Ds_00006233-RA	Dm_00002696-RA
OG0000152	Ds_00013693-RA	Dm_00019913-RA, Dm_00003386-RA, Dm_00006856-RA
OG0000152	Ds_00014713-RA	Dm_00004775-RA
OG0000152	Ds_00007505-RA	Dm_00014149-RA, Dm_00020320-RA, Dm_00016601-RA
OG0000153	Ds_00010298-RA	Dm_00003098-RA
OG0000153	Ds_00005175-RA	Dm_00019288-RA
OG0000153	Ds_00014432-RA	Dm_00004902-RA, Dm_00004472-RA
OG0000154	Ds_00009050-RA	Dm_00006672-RA, Dm_00009628-RA
OG0000155	Ds_00014910-RA	Dm_00014490-RA
OG0000155	Ds_00004721-RA	Dm_00017503-RA
OG0000156	Ds_00000597-RA, Ds_00002488-RA	Dm_00008341-RA
OG0000156	Ds_00007972-RA	Dm_00000763-RA
OG0000156	Ds_00003462-RA	Dm_00015627-RA
OG0000156	Ds_00013706-RA, Ds_00008760-RA	Dm_00010080-RA, Dm_00011484-RA
OG0000157	Ds_00011121-RA	Dm_00017223-RA
OG0000157	Ds_00000657-RA	Dm_00002335-RA
OG0000157	Ds_00009636-RA	Dm_00004388-RA
OG0000159	Ds_00013623-RA, Ds_00013624-RA, Ds_00007406-RA, Ds_00013622-RA, Ds_00012539-RA	Dm_00004560-RA
OG0000159	Ds_00004538-RA	Dm_00000193-RA
OG0000160	Ds_00007481-RA	Dm_00000160-RA
OG0000160	Ds_00013430-RA	Dm_00002270-RA, Dm_00012322-RA
OG0000162	Ds_00006516-RA	Dm_00020718-RA, Dm_00002774-RA
OG0000163	Ds_00011543-RA	Dm_00013005-RA
OG0000163	Ds_00006949-RA	Dm_00003550-RA
OG0000164	Ds_00016899-RA	Dm_00019025-RA
OG0000164	Ds_00000385-RA	Dm_00020584-RA, Dm_00020207-RA
OG0000164	Ds_00001238-RA	Dm_00014735-RA, Dm_00018986-RA
OG0000164	Ds_00007283-RA	Dm_00000108-RA
OG0000168	Ds_00010005-RA	Dm_00006284-RA
OG0000168	Ds_00006112-RA	Dm_00004247-RA, Dm_00004248-RA
OG0000169	Ds_00004019-RA	Dm_00001981-RA
OG0000169	Ds_00003898-RA	Dm_00003996-RA
OG0000170	Ds_00015508-RA	Dm_00013647-RA
OG0000170	Ds_00016912-RA	Dm_00015271-RA
OG0000170	Ds_00006960-RA	Dm_00003497-RA
OG0000171	Ds_00014598-RA	Dm_00017813-RA, Dm_00000656-RA
OG0000171	Ds_00002404-RA, Ds_00000753-RA	Dm_00009503-RA
OG0000172	Ds_00015990-RA	Dm_00001563-RA
OG0000172	Ds_00014297-RA	Dm_00000012-RA
OG0000173	Ds_00008498-RA, Ds_00018001-RA, Ds_00000349-RA, Ds_00010973-RA, Ds_00006728-RA, Ds_00007195-RA, Ds_00015053-RA, Ds_00008450-RA, Ds_00014042-RA, Ds_00017268-RA, Ds_00006674-RA, Ds_00012604-RA	Dm_00013472-RA
OG0000173	Ds_00010484-RA	Dm_00002263-RA
OG0000173	Ds_00004262-RA, Ds_00005822-RA, Ds_00012915-RA, Ds_00002664-RA, Ds_00008699-RA	Dm_00011528-RA
OG0000179	Ds_00005952-RA	Dm_00013947-RA, Dm_00016891-RA
OG0000179	Ds_00010315-RA	Dm_00014782-RA
OG0000179	Ds_00012998-RA, Ds_00000068-RA, Ds_00011414-RA	Dm_00006661-RA
OG0000179	Ds_00008850-RA	Dm_00020368-RA
OG0000179	Ds_00001438-RA	Dm_00017688-RA
OG0000179	Ds_00013435-RA	Dm_00018639-RA
OG0000180	Ds_00017730-RA	Dm_00015134-RA
OG0000181	Ds_00014418-RA	Dm_00001869-RA
OG0000182	Ds_00010282-RA	Dm_00013542-RA
OG0000182	Ds_00005977-RA	Dm_00004694-RA
OG0000182	Ds_00008849-RA, Ds_00013004-RA	Dm_00003411-RA
OG0000183	Ds_00001174-RA	Dm_00003753-RA
OG0000183	Ds_00011530-RA	Dm_00000721-RA
OG0000184	Ds_00003186-RA	Dm_00010841-RA
OG0000184	Ds_00006448-RA	Dm_00009564-RA
OG0000185	Ds_00003146-RA	Dm_00008201-RA
OG0000185	Ds_00003193-RA	Dm_00019609-RA
OG0000187	Ds_00009726-RA	Dm_00000289-RA
