Orthogroup	D_spatulata.proteins	D_muscipula.proteins
OG0008922	Ds_00012672-RA	Dm_00001272-RA
OG0008923	Ds_00016769-RA	Dm_00000330-RA
OG0008924	Ds_00001509-RA, Ds_00010898-RA	Dm_00013218-RA
OG0008925	Ds_00011158-RA	Dm_00015267-RA
OG0008926	Ds_00009961-RA	Dm_00003075-RA
OG0008927	Ds_00011729-RA	Dm_00000846-RA
OG0008928	Ds_00001004-RA	Dm_00011395-RA
OG0008929	Ds_00004096-RA	Dm_00006278-RA
OG0008930	Ds_00005273-RA	Dm_00004890-RA
OG0008931	Ds_00012316-RA	Dm_00011166-RA
OG0008932	Ds_00008089-RA	Dm_00009254-RA
OG0008933	Ds_00016227-RA	Dm_00011349-RA
OG0008935	Ds_00005205-RA	Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA
OG0008938	Ds_00006371-RA	Dm_00003596-RA, Dm_00002138-RA
OG0008940	Ds_00012274-RA	Dm_00007274-RA
OG0008941	Ds_00011082-RA	Dm_00005914-RA
OG0008942	Ds_00015581-RA, Ds_00015796-RA	Dm_00000817-RA
OG0008943	Ds_00005723-RA, Ds_00003691-RA	Dm_00018209-RA
OG0008944	Ds_00010927-RA	Dm_00015885-RA
OG0008945	Ds_00008213-RA	Dm_00008758-RA
OG0008946	Ds_00009518-RA	Dm_00001760-RA
OG0008946	Ds_00012571-RA, Ds_00007111-RA, Ds_00007112-RA, Ds_00016048-RA	Dm_00020711-RA, Dm_00016784-RA
OG0008947	Ds_00008724-RA, Ds_00008726-RA, Ds_00016972-RA	Dm_00010832-RA
OG0008948	Ds_00011560-RA	Dm_00001231-RA
OG0008949	Ds_00002694-RA	Dm_00019315-RA
OG0008950	Ds_00006012-RA	Dm_00013009-RA
OG0008951	Ds_00008423-RA	Dm_00011549-RA
OG0008952	Ds_00015583-RA	Dm_00000815-RA
OG0008954	Ds_00012739-RA	Dm_00004049-RA
OG0008955	Ds_00015258-RA	Dm_00015910-RA
OG0008956	Ds_00014561-RA	Dm_00020595-RA, Dm_00021081-RA
OG0008957	Ds_00006907-RA	Dm_00002119-RA
OG0008958	Ds_00017464-RA	Dm_00020370-RA
OG0008959	Ds_00001229-RA	Dm_00000331-RA, Dm_00015285-RA
OG0008960	Ds_00009569-RA	Dm_00008420-RA
OG0008961	Ds_00003308-RA	Dm_00004801-RA
OG0008962	Ds_00000876-RA	Dm_00017437-RA
OG0008963	Ds_00005199-RA	Dm_00006224-RA
OG0008964	Ds_00006699-RA	Dm_00011196-RA
OG0008965	Ds_00001822-RA	Dm_00007530-RA, Dm_00004440-RA
OG0008967	Ds_00002776-RA	Dm_00017324-RA
OG0008968	Ds_00003363-RA	Dm_00008251-RA
OG0008969	Ds_00013769-RA	Dm_00000317-RA
OG0008970	Ds_00014309-RA	Dm_00000029-RA
OG0008971	Ds_00012846-RA, Ds_00002950-RA	Dm_00004242-RA
OG0008972	Ds_00010070-RA	Dm_00004784-RA
OG0008973	Ds_00007523-RA	Dm_00011267-RA
OG0008974	Ds_00005144-RA	Dm_00004471-RA
OG0008975	Ds_00005083-RA	Dm_00015103-RA
OG0008976	Ds_00015378-RA	Dm_00005173-RA
OG0008978	Ds_00008301-RA	Dm_00006973-RA
OG0008979	Ds_00017682-RA	Dm_00014291-RA, Dm_00006214-RA, Dm_00016084-RA
OG0008981	Ds_00017520-RA, Ds_00017521-RA	Dm_00005285-RA
OG0008982	Ds_00003194-RA	Dm_00019610-RA
OG0008984	Ds_00007705-RA	Dm_00012394-RA
OG0008985	Ds_00005981-RA	Dm_00008664-RA
OG0008986	Ds_00012328-RA	Dm_00004455-RA
OG0008987	Ds_00004746-RA	Dm_00018024-RA
OG0008988	Ds_00001182-RA	Dm_00010652-RA
OG0008989	Ds_00001132-RA	Dm_00005412-RA
OG0008991	Ds_00017115-RA	Dm_00004168-RA
OG0008991	Ds_00000671-RA	Dm_00006480-RA
OG0008992	Ds_00001556-RA	Dm_00016777-RA
OG0008993	Ds_00002721-RA	Dm_00008808-RA, Dm_00020950-RA
OG0008994	Ds_00007657-RA	Dm_00000234-RA
OG0008994	Ds_00013505-RA	Dm_00007364-RA
OG0008995	Ds_00013932-RA	Dm_00011469-RA
OG0008996	Ds_00000879-RA	Dm_00004988-RA
OG0008997	Ds_00010263-RA	Dm_00015066-RA
OG0008998	Ds_00005435-RA	Dm_00004715-RA
OG0009000	Ds_00004035-RA	Dm_00012806-RA
OG0009001	Ds_00003203-RA, Ds_00017450-RA	Dm_00018769-RA
OG0009002	Ds_00017859-RA	Dm_00016882-RA
OG0009004	Ds_00011032-RA	Dm_00014270-RA, Dm_00016497-RA
OG0009006	Ds_00002942-RA	Dm_00000834-RA
OG0009007	Ds_00001778-RA	Dm_00009226-RA
OG0009008	Ds_00015130-RA	Dm_00001925-RA
OG0009009	Ds_00002914-RA	Dm_00007655-RA
OG0009010	Ds_00004026-RA	Dm_00004896-RA
OG0009011	Ds_00013772-RA	Dm_00000319-RA
OG0009013	Ds_00005697-RA	Dm_00005139-RA
OG0009014	Ds_00009703-RA	Dm_00000324-RA
OG0009015	Ds_00002888-RA	Dm_00002709-RA
OG0009017	Ds_00010748-RA	Dm_00008154-RA
OG0009018	Ds_00016146-RA	Dm_00014779-RA
OG0009019	Ds_00006383-RA, Ds_00015095-RA, Ds_00015094-RA	Dm_00015239-RA
OG0009020	Ds_00005427-RA	Dm_00004704-RA
OG0009022	Ds_00004825-RA	Dm_00008279-RA
OG0009023	Ds_00002895-RA	Dm_00013935-RA
OG0009024	Ds_00004800-RA	Dm_00013331-RA
OG0009025	Ds_00006450-RA	Dm_00017638-RA
OG0009026	Ds_00002793-RA, Ds_00002792-RA	Dm_00001487-RA
OG0009028	Ds_00010762-RA	Dm_00018040-RA
OG0009029	Ds_00007652-RA	Dm_00020008-RA
OG0009030	Ds_00005620-RA	Dm_00003680-RA
OG0009031	Ds_00017566-RA	Dm_00000129-RA
OG0009035	Ds_00005047-RA	Dm_00016859-RA
OG0009036	Ds_00002899-RA	Dm_00009985-RA
OG0009037	Ds_00000374-RA	Dm_00013448-RA, Dm_00007785-RA
OG0009039	Ds_00012575-RA, Ds_00005677-RA	Dm_00002036-RA
OG0009040	Ds_00008967-RA	Dm_00005944-RA
OG0009041	Ds_00003900-RA	Dm_00003994-RA
OG0009042	Ds_00014194-RA	Dm_00014135-RA
OG0009043	Ds_00009774-RA	Dm_00017751-RA
OG0009044	Ds_00006915-RA	Dm_00002108-RA
OG0009045	Ds_00008041-RA	Dm_00006563-RA
OG0009046	Ds_00012075-RA	Dm_00002058-RA
OG0009047	Ds_00017572-RA, Ds_00003685-RA	Dm_00001812-RA, Dm_00001619-RA
OG0009049	Ds_00013267-RA	Dm_00002788-RA
OG0009050	Ds_00017685-RA, Ds_00010273-RA, Ds_00006873-RA	Dm_00007277-RA
OG0009051	Ds_00009110-RA	Dm_00008718-RA
OG0009052	Ds_00017169-RA	Dm_00006955-RA
OG0009053	Ds_00012524-RA	Dm_00009279-RA
OG0009054	Ds_00001001-RA	Dm_00005561-RA
OG0009055	Ds_00014364-RA	Dm_00011524-RA
OG0009056	Ds_00006773-RA	Dm_00002650-RA
OG0009057	Ds_00011344-RA	Dm_00009770-RA, Dm_00005360-RA
OG0009060	Ds_00013365-RA	Dm_00004684-RA, Dm_00005384-RA
OG0009061	Ds_00017870-RA	Dm_00013638-RA
OG0009062	Ds_00002741-RA	Dm_00006571-RA
OG0009063	Ds_00012139-RA	Dm_00012941-RA
OG0009064	Ds_00013579-RA	Dm_00013697-RA, Dm_00006982-RA
OG0009065	Ds_00004622-RA	Dm_00013949-RA
OG0009066	Ds_00003805-RA	Dm_00002877-RA
OG0009067	Ds_00015535-RA	Dm_00006701-RA
OG0009068	Ds_00017757-RA	Dm_00015263-RA
OG0009069	Ds_00002910-RA	Dm_00016062-RA
OG0009070	Ds_00004142-RA	Dm_00000504-RA
OG0009071	Ds_00017482-RA	Dm_00001421-RA
OG0009071	Ds_00003808-RA	Dm_00002883-RA
OG0009072	Ds_00015942-RA	Dm_00017974-RA
OG0009073	Ds_00004674-RA	Dm_00013285-RA
OG0009074	Ds_00013297-RA, Ds_00002136-RA	Dm_00000288-RA
OG0009075	Ds_00002098-RA	Dm_00008096-RA
OG0009076	Ds_00009229-RA	Dm_00007371-RA
OG0009078	Ds_00011183-RA	Dm_00014962-RA
OG0009079	Ds_00017966-RA, Ds_00017921-RA	Dm_00005609-RA
OG0009080	Ds_00007607-RA	Dm_00018092-RA
OG0009081	Ds_00000745-RA	Dm_00007905-RA
OG0009082	Ds_00011858-RA	Dm_00001073-RA
OG0009083	Ds_00015646-RA	Dm_00008193-RA
OG0009084	Ds_00006264-RA	Dm_00003555-RA
OG0009085	Ds_00009427-RA	Dm_00002422-RA
OG0009089	Ds_00016423-RA	Dm_00013450-RA
OG0009090	Ds_00004146-RA	Dm_00001323-RA
OG0009092	Ds_00007485-RA	Dm_00011981-RA
OG0009093	Ds_00007101-RA	Dm_00010739-RA
OG0009094	Ds_00006369-RA	Dm_00003978-RA
OG0009095	Ds_00013877-RA	Dm_00020737-RA
OG0009096	Ds_00004021-RA	Dm_00007023-RA
OG0009097	Ds_00014549-RA	Dm_00012989-RA
OG0009099	Ds_00006247-RA	Dm_00002531-RA
OG0009100	Ds_00008926-RA, Ds_00008191-RA	Dm_00006731-RA
OG0009101	Ds_00014169-RA	Dm_00014387-RA
OG0009102	Ds_00017944-RA	Dm_00013106-RA
OG0009103	Ds_00011372-RA	Dm_00002882-RA, Dm_00001418-RA, Dm_00001417-RA, Dm_00002881-RA
OG0009105	Ds_00008458-RA	Dm_00010422-RA
OG0009106	Ds_00017503-RA	Dm_00008904-RA, Dm_00013656-RA
OG0009107	Ds_00010517-RA	Dm_00004828-RA
OG0009109	Ds_00002304-RA	Dm_00017332-RA
OG0009110	Ds_00016076-RA	Dm_00005284-RA
OG0009111	Ds_00009301-RA	Dm_00017211-RA
OG0009112	Ds_00017054-RA	Dm_00003478-RA, Dm_00019142-RA
OG0009113	Ds_00001379-RA	Dm_00001496-RA
OG0009115	Ds_00000379-RA	Dm_00006787-RA
OG0009116	Ds_00002740-RA	Dm_00018390-RA
OG0009117	Ds_00013916-RA	Dm_00002199-RA
OG0009118	Ds_00003837-RA	Dm_00001675-RA
OG0009119	Ds_00017458-RA	Dm_00021007-RA, Dm_00011294-RA
OG0009120	Ds_00009874-RA	Dm_00001024-RA
OG0009122	Ds_00011074-RA	Dm_00014046-RA
OG0009123	Ds_00013102-RA	Dm_00016430-RA
OG0009124	Ds_00004701-RA	Dm_00005479-RA, Dm_00006852-RA
OG0009126	Ds_00005618-RA	Dm_00003681-RA
OG0009127	Ds_00008127-RA	Dm_00018452-RA
OG0009128	Ds_00013492-RA	Dm_00018245-RA
OG0009129	Ds_00013136-RA	Dm_00010362-RA
OG0009130	Ds_00016069-RA	Dm_00011697-RA
OG0009131	Ds_00008399-RA	Dm_00012215-RA
OG0009132	Ds_00016591-RA	Dm_00017838-RA
OG0009133	Ds_00011472-RA	Dm_00003781-RA
OG0009134	Ds_00006985-RA	Dm_00005231-RA
OG0009135	Ds_00001838-RA	Dm_00008849-RA
OG0009136	Ds_00014151-RA	Dm_00014356-RA
OG0009137	Ds_00013106-RA	Dm_00010174-RA
OG0009138	Ds_00017394-RA	Dm_00014856-RA
OG0009140	Ds_00016813-RA	Dm_00002395-RA
OG0009141	Ds_00008808-RA, Ds_00008811-RA	Dm_00012608-RA
OG0009142	Ds_00009264-RA, Ds_00009262-RA	Dm_00016075-RA
OG0009143	Ds_00001902-RA	Dm_00018736-RA
OG0009144	Ds_00008448-RA	Dm_00002187-RA
OG0009145	Ds_00010622-RA	Dm_00007073-RA
OG0009146	Ds_00008108-RA	Dm_00017295-RA
OG0009147	Ds_00003782-RA	Dm_00003321-RA
OG0009148	Ds_00008562-RA	Dm_00002771-RA
OG0009149	Ds_00005899-RA	Dm_00004418-RA
OG0009150	Ds_00009008-RA	Dm_00005821-RA, Dm_00012071-RA
OG0009151	Ds_00008107-RA	Dm_00010116-RA
OG0009152	Ds_00002802-RA	Dm_00004177-RA
OG0009154	Ds_00017508-RA	Dm_00004000-RA
OG0009157	Ds_00015228-RA	Dm_00002899-RA, Dm_00001469-RA
OG0009158	Ds_00009384-RA	Dm_00007294-RA
OG0009159	Ds_00017274-RA	Dm_00010107-RA
OG0009160	Ds_00015635-RA	Dm_00019687-RA
OG0009161	Ds_00006492-RA	Dm_00006746-RA
OG0009162	Ds_00006733-RA	Dm_00014081-RA
OG0009163	Ds_00008576-RA	Dm_00001711-RA
OG0009164	Ds_00003288-RA	Dm_00018798-RA
OG0009167	Ds_00011427-RA	Dm_00009797-RA
OG0009170	Ds_00007015-RA	Dm_00008451-RA
OG0009171	Ds_00008476-RA	Dm_00008486-RA
OG0009173	Ds_00008551-RA	Dm_00002822-RA
OG0009174	Ds_00001401-RA	Dm_00014519-RA
OG0009175	Ds_00014134-RA	Dm_00007158-RA
OG0009176	Ds_00008565-RA	Dm_00001613-RA
OG0009177	Ds_00009156-RA	Dm_00001985-RA
OG0009178	Ds_00004915-RA	Dm_00017883-RA
OG0009179	Ds_00008948-RA	Dm_00014903-RA
OG0009180	Ds_00007152-RA	Dm_00009787-RA
OG0009181	Ds_00007400-RA	Dm_00017232-RA
OG0009182	Ds_00013273-RA	Dm_00014774-RA
OG0009185	Ds_00005443-RA, Ds_00002919-RA	Dm_00009682-RA
OG0009190	Ds_00017187-RA, Ds_00009733-RA, Ds_00012422-RA	Dm_00000973-RA
OG0009191	Ds_00011428-RA	Dm_00011956-RA
OG0009192	Ds_00003487-RA	Dm_00012859-RA
OG0009193	Ds_00000587-RA	Dm_00009634-RA
OG0009195	Ds_00002763-RA	Dm_00012454-RA
OG0009198	Ds_00012827-RA	Dm_00011485-RA
OG0009200	Ds_00016405-RA	Dm_00003308-RA
OG0009201	Ds_00003222-RA	Dm_00017578-RA
OG0009203	Ds_00003976-RA	Dm_00010259-RA
OG0009204	Ds_00008915-RA	Dm_00003481-RA
OG0009207	Ds_00014431-RA	Dm_00005734-RA
OG0009218	Ds_00006719-RA, Ds_00005507-RA, Ds_00004082-RA, Ds_00011217-RA, Ds_00018109-RA, Ds_00000969-RA, Ds_00018096-RA, Ds_00007264-RA, Ds_00003051-RA, Ds_00005503-RA, Ds_00003050-RA, Ds_00008966-RA, Ds_00003109-RA, Ds_00017490-RA, Ds_00003105-RA, Ds_00005147-RA, Ds_00011910-RA, Ds_00006473-RA	Dm_00013857-RA
OG0009255	Ds_00007109-RA	Dm_00014156-RA
OG0009256	Ds_00013939-RA	Dm_00006054-RA
OG0009257	Ds_00015541-RA	Dm_00003811-RA
OG0009260	Ds_00009593-RA, Ds_00010992-RA	Dm_00005798-RA
OG0009261	Ds_00007573-RA	Dm_00015832-RA
OG0009262	Ds_00005070-RA	Dm_00018412-RA
OG0009264	Ds_00006026-RA	Dm_00019421-RA
OG0009266	Ds_00007983-RA, Ds_00006861-RA	Dm_00011572-RA
OG0009267	Ds_00018042-RA	Dm_00003914-RA
OG0009268	Ds_00001639-RA	Dm_00011078-RA
OG0009269	Ds_00009573-RA	Dm_00015073-RA
OG0009270	Ds_00006191-RA	Dm_00000540-RA
OG0009271	Ds_00005551-RA	Dm_00002967-RA
OG0009272	Ds_00010831-RA, Ds_00010830-RA	Dm_00012284-RA
OG0009273	Ds_00010043-RA	Dm_00004481-RA
OG0009275	Ds_00016814-RA	Dm_00002396-RA
OG0009276	Ds_00010025-RA	Dm_00020414-RA
OG0009277	Ds_00007367-RA, Ds_00011120-RA, Ds_00013146-RA	Dm_00017222-RA
OG0009278	Ds_00009588-RA	Dm_00005794-RA
OG0009279	Ds_00004844-RA	Dm_00019067-RA
OG0009280	Ds_00003649-RA	Dm_00000578-RA
OG0009281	Ds_00012349-RA	Dm_00014798-RA
OG0009284	Ds_00017899-RA	Dm_00016509-RA
OG0009285	Ds_00004236-RA	Dm_00014521-RA
OG0009286	Ds_00013870-RA	Dm_00017925-RA
OG0009287	Ds_00000457-RA	Dm_00014603-RA
OG0009288	Ds_00006658-RA	Dm_00002403-RA
OG0009289	Ds_00013222-RA	Dm_00000393-RA
OG0009290	Ds_00001010-RA	Dm_00004665-RA
OG0009291	Ds_00005897-RA, Ds_00009220-RA	Dm_00006663-RA, Dm_00005271-RA
OG0009292	Ds_00006174-RA	Dm_00002794-RA
OG0009293	Ds_00013266-RA	Dm_00018111-RA
OG0009296	Ds_00015681-RA	Dm_00013143-RA, Dm_00003877-RA
OG0009298	Ds_00007628-RA	Dm_00010962-RA
OG0009299	Ds_00013250-RA	Dm_00013206-RA
OG0009300	Ds_00004092-RA, Ds_00017647-RA	Dm_00012306-RA, Dm_00020393-RA
OG0009301	Ds_00013363-RA	Dm_00004682-RA
OG0009302	Ds_00000477-RA	Dm_00014710-RA
OG0009303	Ds_00017782-RA	Dm_00006365-RA
OG0009304	Ds_00002728-RA	Dm_00011862-RA
OG0009306	Ds_00010360-RA	Dm_00009731-RA
OG0009308	Ds_00017284-RA	Dm_00018347-RA, Dm_00008354-RA
OG0009310	Ds_00014841-RA	Dm_00001346-RA
OG0009312	Ds_00000481-RA	Dm_00006861-RA
OG0009313	Ds_00010776-RA	Dm_00017826-RA
OG0009314	Ds_00010210-RA, Ds_00015920-RA	Dm_00007035-RA
OG0009315	Ds_00000552-RA	Dm_00003398-RA
OG0009316	Ds_00015986-RA	Dm_00001570-RA
OG0009321	Ds_00005412-RA	Dm_00001098-RA
OG0009322	Ds_00006848-RA	Dm_00000043-RA
OG0009323	Ds_00014862-RA	Dm_00016512-RA
OG0009324	Ds_00005784-RA	Dm_00001296-RA
OG0009325	Ds_00017949-RA	Dm_00006169-RA
OG0009326	Ds_00000928-RA	Dm_00006250-RA
OG0009327	Ds_00013895-RA	Dm_00013761-RA
OG0009329	Ds_00007825-RA	Dm_00002467-RA
OG0009331	Ds_00007775-RA	Dm_00012570-RA
OG0009333	Ds_00009123-RA	Dm_00011288-RA
OG0009334	Ds_00007097-RA	Dm_00012166-RA
OG0009335	Ds_00012360-RA	Dm_00009775-RA
OG0009336	Ds_00003948-RA	Dm_00002616-RA
OG0009337	Ds_00007013-RA	Dm_00004251-RA
OG0009338	Ds_00013174-RA	Dm_00013021-RA
OG0009339	Ds_00007241-RA	Dm_00004390-RA
OG0009341	Ds_00002095-RA	Dm_00008538-RA, Dm_00012317-RA
OG0009343	Ds_00012608-RA	Dm_00002553-RA
OG0009344	Ds_00007410-RA	Dm_00020975-RA
OG0009345	Ds_00005782-RA	Dm_00009405-RA, Dm_00015084-RA
OG0009346	Ds_00014443-RA	Dm_00000293-RA, Dm_00002611-RA
OG0009347	Ds_00009326-RA	Dm_00014865-RA, Dm_00014864-RA
OG0009348	Ds_00008650-RA	Dm_00000220-RA
OG0009349	Ds_00014764-RA	Dm_00007381-RA
OG0009351	Ds_00005026-RA	Dm_00020421-RA
OG0009352	Ds_00004653-RA	Dm_00010842-RA
OG0009354	Ds_00001112-RA	Dm_00008203-RA
OG0009355	Ds_00013740-RA	Dm_00001217-RA
OG0009356	Ds_00006751-RA	Dm_00004351-RA
OG0009357	Ds_00001865-RA	Dm_00012187-RA
OG0009358	Ds_00006319-RA	Dm_00000586-RA
OG0009359	Ds_00009359-RA	Dm_00003422-RA
OG0009361	Ds_00014054-RA	Dm_00002686-RA
OG0009362	Ds_00015390-RA	Dm_00006449-RA
OG0009363	Ds_00005891-RA	Dm_00001595-RA
OG0009364	Ds_00007834-RA	Dm_00017497-RA
OG0009365	Ds_00007623-RA	Dm_00012032-RA
OG0009366	Ds_00007774-RA	Dm_00012569-RA
OG0009368	Ds_00001447-RA	Dm_00015205-RA
OG0009369	Ds_00013619-RA	Dm_00017164-RA
OG0009370	Ds_00003779-RA	Dm_00003279-RA
OG0009371	Ds_00011816-RA	Dm_00013694-RA
OG0009372	Ds_00006273-RA	Dm_00002784-RA, Dm_00004046-RA
OG0009373	Ds_00011889-RA	Dm_00002227-RA
OG0009374	Ds_00008341-RA	Dm_00015303-RA
OG0009376	Ds_00009340-RA	Dm_00002550-RA, Dm_00011576-RA
OG0009377	Ds_00011632-RA	Dm_00003056-RA
OG0009378	Ds_00011291-RA	Dm_00012698-RA
OG0009384	Ds_00001952-RA	Dm_00018128-RA
OG0009385	Ds_00008202-RA	Dm_00005393-RA
OG0009386	Ds_00002887-RA	Dm_00007776-RA
OG0009388	Ds_00000047-RA	Dm_00013549-RA
OG0009389	Ds_00003709-RA	Dm_00018201-RA
OG0009390	Ds_00007072-RA	Dm_00017514-RA, Dm_00008927-RA
OG0009391	Ds_00000021-RA	Dm_00009583-RA
OG0009392	Ds_00009420-RA	Dm_00013383-RA
OG0009394	Ds_00015314-RA	Dm_00001722-RA
OG0009395	Ds_00008676-RA	Dm_00015046-RA
OG0009396	Ds_00003052-RA	Dm_00003047-RA
OG0009397	Ds_00017033-RA	Dm_00005391-RA
OG0009399	Ds_00008856-RA	Dm_00004377-RA
OG0009401	Ds_00001475-RA	Dm_00011728-RA
OG0009402	Ds_00015844-RA	Dm_00004256-RA
OG0009403	Ds_00013423-RA	Dm_00009553-RA
OG0009404	Ds_00013535-RA	Dm_00018496-RA
OG0009405	Ds_00000056-RA	Dm_00018559-RA
OG0009406	Ds_00000046-RA	Dm_00019605-RA
OG0009407	Ds_00014469-RA	Dm_00007433-RA
OG0009408	Ds_00013387-RA	Dm_00018284-RA
OG0009409	Ds_00005422-RA	Dm_00007679-RA
OG0009411	Ds_00011967-RA	Dm_00003059-RA, Dm_00000164-RA
OG0009412	Ds_00006982-RA	Dm_00002522-RA
OG0009413	Ds_00012181-RA	Dm_00014392-RA
OG0009415	Ds_00005740-RA	Dm_00003428-RA
OG0009415	Ds_00009356-RA	Dm_00003429-RA
OG0009416	Ds_00004731-RA	Dm_00016172-RA
OG0009417	Ds_00011267-RA	Dm_00003467-RA
OG0009419	Ds_00006741-RA	Dm_00008175-RA
OG0009420	Ds_00001969-RA	Dm_00006623-RA
OG0009421	Ds_00001522-RA	Dm_00008299-RA, Dm_00008298-RA
OG0009422	Ds_00001529-RA	Dm_00009844-RA
OG0009423	Ds_00013534-RA	Dm_00013350-RA
OG0009424	Ds_00010012-RA	Dm_00010008-RA, Dm_00021025-RA
OG0009425	Ds_00014361-RA	Dm_00005973-RA
OG0009426	Ds_00002332-RA	Dm_00014725-RA
OG0009427	Ds_00000073-RA	Dm_00013339-RA
OG0009428	Ds_00007867-RA	Dm_00010851-RA
OG0009429	Ds_00007049-RA	Dm_00004716-RA
OG0009430	Ds_00008806-RA	Dm_00009735-RA
OG0009432	Ds_00001950-RA	Dm_00013028-RA
OG0009433	Ds_00017179-RA	Dm_00019468-RA
OG0009434	Ds_00016805-RA	Dm_00002393-RA, Dm_00002453-RA
OG0009435	Ds_00005420-RA	Dm_00007681-RA, Dm_00002240-RA
OG0009436	Ds_00000143-RA	Dm_00013019-RA
OG0009437	Ds_00010014-RA	Dm_00006277-RA
OG0009439	Ds_00013358-RA	Dm_00004680-RA
OG0009440	Ds_00015316-RA	Dm_00017291-RA
OG0009441	Ds_00011950-RA	Dm_00006178-RA
OG0009442	Ds_00009463-RA	Dm_00002646-RA
OG0009446	Ds_00001595-RA	Dm_00005707-RA, Dm_00019348-RA
OG0009447	Ds_00003615-RA	Dm_00015870-RA
OG0009448	Ds_00000280-RA	Dm_00005296-RA
OG0009449	Ds_00005394-RA	Dm_00001078-RA
OG0009450	Ds_00001963-RA	Dm_00015144-RA
OG0009451	Ds_00009791-RA	Dm_00002728-RA
OG0009452	Ds_00015320-RA, Ds_00004352-RA	Dm_00001740-RA
OG0009454	Ds_00001423-RA	Dm_00016823-RA
OG0009455	Ds_00007915-RA	Dm_00004860-RA
OG0009456	Ds_00001937-RA	Dm_00008535-RA
OG0009457	Ds_00001797-RA	Dm_00012572-RA
OG0009458	Ds_00001611-RA	Dm_00011138-RA
OG0009459	Ds_00014686-RA	Dm_00015893-RA
OG0009460	Ds_00012702-RA	Dm_00001939-RA, Dm_00000381-RA
OG0009461	Ds_00007894-RA, Ds_00007895-RA	Dm_00004652-RA
OG0009462	Ds_00011293-RA	Dm_00005948-RA
OG0009463	Ds_00005338-RA	Dm_00019780-RA
OG0009466	Ds_00009398-RA	Dm_00006593-RA
OG0009467	Ds_00017027-RA	Dm_00004674-RA, Dm_00017575-RA
OG0009468	Ds_00015230-RA	Dm_00001471-RA
OG0009469	Ds_00010645-RA	Dm_00008957-RA
OG0009470	Ds_00002102-RA	Dm_00013434-RA
OG0009471	Ds_00014246-RA	Dm_00012582-RA
OG0009473	Ds_00004389-RA	Dm_00016174-RA
OG0009475	Ds_00000914-RA	Dm_00018905-RA
OG0009476	Ds_00000474-RA	Dm_00017412-RA
OG0009477	Ds_00012908-RA	Dm_00000723-RA
OG0009478	Ds_00013991-RA	Dm_00005513-RA
OG0009479	Ds_00004292-RA	Dm_00020578-RA
OG0009481	Ds_00014075-RA	Dm_00006950-RA
OG0009482	Ds_00012244-RA	Dm_00005193-RA
OG0009485	Ds_00016290-RA	Dm_00006144-RA
OG0009486	Ds_00002191-RA	Dm_00004671-RA
OG0009487	Ds_00004289-RA	Dm_00015722-RA
OG0009488	Ds_00010472-RA	Dm_00011856-RA
OG0009489	Ds_00005413-RA	Dm_00002226-RA
OG0009492	Ds_00011488-RA	Dm_00000667-RA
OG0009493	Ds_00017532-RA	Dm_00004444-RA
OG0009495	Ds_00001428-RA	Dm_00001929-RA, Dm_00012466-RA
OG0009496	Ds_00009544-RA	Dm_00009052-RA
OG0009497	Ds_00000687-RA	Dm_00004814-RA
OG0009498	Ds_00017893-RA	Dm_00002162-RA
OG0009499	Ds_00017129-RA	Dm_00011910-RA
OG0009501	Ds_00003304-RA	Dm_00019909-RA
OG0009502	Ds_00002334-RA, Ds_00017894-RA	Dm_00017568-RA, Dm_00016343-RA
OG0009503	Ds_00001337-RA	Dm_00004265-RA
OG0009505	Ds_00000664-RA	Dm_00002330-RA
OG0009506	Ds_00016472-RA	Dm_00017328-RA
OG0009507	Ds_00000211-RA	Dm_00012283-RA
OG0009508	Ds_00016447-RA	Dm_00007319-RA, Dm_00000991-RA
OG0009509	Ds_00012773-RA	Dm_00013081-RA
OG0009511	Ds_00012987-RA	Dm_00018325-RA
OG0009513	Ds_00016742-RA, Ds_00006623-RA, Ds_00016741-RA	Dm_00017454-RA
OG0009514	Ds_00001381-RA	Dm_00004178-RA
OG0009515	Ds_00007220-RA, Ds_00009651-RA	Dm_00005006-RA
OG0009516	Ds_00000236-RA	Dm_00008239-RA
OG0009517	Ds_00001537-RA	Dm_00011844-RA
OG0009518	Ds_00004585-RA	Dm_00014874-RA
OG0009519	Ds_00009662-RA	Dm_00000266-RA
OG0009520	Ds_00007924-RA	Dm_00002245-RA
OG0009522	Ds_00007494-RA	Dm_00003735-RA
OG0009523	Ds_00016852-RA	Dm_00003823-RA
OG0009524	Ds_00015163-RA	Dm_00015268-RA
OG0009525	Ds_00016001-RA	Dm_00003015-RA
OG0009527	Ds_00002186-RA	Dm_00008958-RA
OG0009529	Ds_00002121-RA	Dm_00010348-RA
OG0009530	Ds_00000441-RA, Ds_00002280-RA	Dm_00017557-RA
OG0009531	Ds_00013640-RA, Ds_00013638-RA	Dm_00013078-RA
OG0009532	Ds_00005600-RA	Dm_00000187-RA
OG0009533	Ds_00000720-RA	Dm_00003733-RA
OG0009534	Ds_00000429-RA	Dm_00015605-RA
OG0009536	Ds_00007963-RA	Dm_00000751-RA
OG0009537	Ds_00012010-RA	Dm_00004820-RA
OG0009538	Ds_00014972-RA, Ds_00010460-RA	Dm_00013576-RA
OG0009539	Ds_00010714-RA	Dm_00016536-RA
