Orthogroup	A_vesiculosa.proteins	A_hypochondriacus.proteins
OG0011071	Av_00018595-RA, Av_00010679-RA	AH018198-RA
OG0011072	Av_00008576-RA, Av_00014613-RA	AH009415-RA
OG0011074	Av_00000395-RA, Av_00001867-RA	AH003482-RA
OG0011075	Av_00011640-RA, Av_00021853-RA	AH004193-RA
OG0011077	Av_00008937-RA	AH017162-RA
OG0011079	Av_00001529-RA	AH019925-RA
OG0011080	Av_00002110-RA	AH009165-RA, AH022105-RA
OG0011081	Av_00021837-RA	AH017763-RA
OG0011082	Av_00006693-RA, Av_00016146-RA	AH010758-RA
OG0011083	Av_00005195-RA, Av_00002770-RA	AH005117-RA
OG0011085	Av_00016361-RA	AH003946-RA
OG0011086	Av_00001637-RA	AH012094-RA
OG0011087	Av_00023336-RA	AH016169-RA
OG0011088	Av_00012094-RA	AH020199-RA
OG0011089	Av_00019918-RA	AH006108-RA
OG0011090	Av_00008778-RA, Av_00009775-RA	AH001589-RA
OG0011091	Av_00014507-RA	AH000908-RA
OG0011092	Av_00023051-RA	AH005257-RA, AH004248-RA
OG0011094	Av_00006576-RA, Av_00016521-RA	AH011143-RA
OG0011095	Av_00002759-RA	AH005220-RA
OG0011096	Av_00023561-RA	AH009400-RA
OG0011097	Av_00012288-RA, Av_00004421-RA	AH001861-RA
OG0011098	Av_00012291-RA	AH001867-RA
OG0011099	Av_00011179-RA	AH022375-RA
OG0011100	Av_00022694-RA	AH023550-RA
OG0011101	Av_00006592-RA	AH010328-RA
OG0011102	Av_00010423-RA, Av_00014580-RA	AH017517-RA, AH021182-RA
OG0011104	Av_00009497-RA	AH019596-RA
OG0011107	Av_00015003-RA	AH002521-RA
OG0011113	Av_00002878-RA	AH018205-RA
OG0011114	Av_00021047-RA	AH005001-RA
OG0011115	Av_00014293-RA	AH008556-RA
OG0011116	Av_00023745-RA	AH009536-RA
OG0011118	Av_00000298-RA	AH003425-RA
OG0011119	Av_00013732-RA, Av_00001824-RA	AH003412-RA
OG0011120	Av_00009210-RA	AH011943-RA
OG0011121	Av_00009789-RA, Av_00008762-RA	AH011924-RA
OG0011122	Av_00024776-RA	AH010851-RA
OG0011124	Av_00008771-RA	AH003765-RA, AH017030-RA, AH017031-RA
OG0011125	Av_00010010-RA	AH015163-RA
OG0011126	Av_00017459-RA	AH020216-RA
OG0011129	Av_00015328-RA, Av_00000432-RA	AH010430-RA
OG0011130	Av_00022911-RA	AH008631-RA
OG0011131	Av_00003124-RA	AH002944-RA
OG0011133	Av_00019000-RA	AH003749-RA
OG0011134	Av_00019772-RA	AH006565-RA
OG0011138	Av_00008929-RA	AH017185-RA
OG0011140	Av_00021148-RA	AH020339-RA, AH006841-RA
OG0011144	Av_00002716-RA	AH009219-RA, AH004351-RA, AH005024-RA
OG0011145	Av_00010491-RA	AH013554-RA
OG0011147	Av_00013789-RA, Av_00001759-RA	AH017599-RA
OG0011149	Av_00013397-RA	AH021140-RA
OG0011150	Av_00000214-RA	AH020180-RA
OG0011152	Av_00008358-RA, Av_00017978-RA	AH009337-RA
OG0011153	Av_00002671-RA, Av_00005331-RA	AH004926-RA
OG0011155	Av_00003306-RA, Av_00016999-RA	AH005425-RA
OG0011156	Av_00024171-RA	AH022836-RA
OG0011157	Av_00016643-RA	AH003289-RA
OG0011158	Av_00007770-RA	AH004142-RA
OG0011159	Av_00012440-RA, Av_00009328-RA	AH017524-RA
OG0011160	Av_00016080-RA, Av_00016127-RA	AH010709-RA
OG0011161	Av_00005344-RA, Av_00002658-RA	AH004824-RA
OG0011162	Av_00007666-RA	AH019149-RA
OG0011163	Av_00023658-RA, Av_00016881-RA, Av_00019497-RA	AH003850-RA
OG0011166	Av_00021354-RA	AH018456-RA
OG0011167	Av_00012845-RA	AH001080-RA
OG0011168	Av_00015612-RA, Av_00005742-RA, Av_00017299-RA	AH016479-RA
OG0011169	Av_00015467-RA	AH004799-RA
OG0011170	Av_00022464-RA	AH016704-RA
OG0011171	Av_00006454-RA, Av_00020739-RA	AH004749-RA
OG0011172	Av_00020626-RA, Av_00022719-RA	AH018437-RA, AH011540-RA
OG0011173	Av_00005352-RA, Av_00002653-RA	AH004864-RA, AH004462-RA
OG0011175	Av_00023328-RA, Av_00005404-RA, Av_00002603-RA	AH005387-RA, AH004158-RA
OG0011176	Av_00020434-RA, Av_00015532-RA	AH005526-RA, AH004026-RA
OG0011177	Av_00007437-RA, Av_00003738-RA	AH017224-RA
OG0011178	Av_00023342-RA, Av_00024051-RA	AH019380-RA
OG0011179	Av_00014005-RA	AH002950-RA
OG0011180	Av_00007525-RA	AH004596-RA
OG0011182	Av_00016060-RA	AH011479-RA
OG0011183	Av_00003320-RA	AH005481-RA
OG0011185	Av_00020794-RA, Av_00019883-RA	AH018367-RA, AH011485-RA
OG0011186	Av_00022106-RA	AH004081-RA
OG0011188	Av_00017074-RA	AH015800-RA
OG0011189	Av_00019912-RA, Av_00019911-RA	AH011517-RA
OG0011192	Av_00014053-RA	AH018791-RA
OG0011193	Av_00016513-RA	AH012370-RA
OG0011194	Av_00021004-RA, Av_00020175-RA	AH004476-RA
OG0011196	Av_00000509-RA	AH017465-RA, AH002903-RA
OG0011197	Av_00001710-RA	AH002497-RA
OG0011198	Av_00005258-RA, Av_00002713-RA, Av_00002714-RA	AH015791-RA
OG0011200	Av_00001611-RA	AH015741-RA
OG0011201	Av_00017692-RA	AH002487-RA
OG0011202	Av_00005371-RA	AH005171-RA
OG0011203	Av_00010672-RA	AH019136-RA
OG0011204	Av_00023878-RA	AH010135-RA
OG0011209	Av_00018121-RA	AH014683-RA
OG0011210	Av_00009252-RA, Av_00015024-RA	AH002979-RA
OG0011212	Av_00012827-RA	AH001004-RA
OG0011213	Av_00015487-RA	AH004722-RA, AH004735-RA
OG0011214	Av_00012437-RA	AH017439-RA
OG0011215	Av_00005440-RA, Av_00003007-RA, Av_00010337-RA	AH018305-RA
OG0011218	Av_00006322-RA	AH005909-RA
OG0011220	Av_00024119-RA	AH021567-RA
OG0011221	Av_00015540-RA	AH019607-RA
OG0011222	Av_00012990-RA	AH001617-RA
OG0011223	Av_00002575-RA, Av_00018456-RA	AH014955-RA
OG0011224	Av_00018085-RA	AH018393-RA
OG0011226	Av_00012021-RA	AH000387-RA
OG0011229	Av_00002688-RA	AH004658-RA
OG0011231	Av_00013945-RA	AH023449-RA
OG0011232	Av_00022056-RA	AH018215-RA
OG0011236	Av_00020606-RA	AH000979-RA, AH010398-RA, AH019251-RA
OG0011238	Av_00001350-RA, Av_00016139-RA	AH017594-RA, AH002813-RA, AH017600-RA, AH022445-RA, AH013202-RA
OG0011241	Av_00007893-RA, Av_00000165-RA	AH015345-RA
OG0011244	Av_00021674-RA	AH010179-RA
OG0011245	Av_00003057-RA	AH009781-RA
OG0011248	Av_00014663-RA, Av_00008627-RA	AH009685-RA
OG0011249	Av_00017416-RA, Av_00013940-RA	AH009623-RA
OG0011250	Av_00008098-RA	AH019552-RA, AH006705-RA
OG0011252	Av_00013216-RA	AH020221-RA
OG0011254	Av_00007343-RA	AH013875-RA
OG0011256	Av_00017997-RA	AH012478-RA
OG0011257	Av_00019565-RA	AH013298-RA
OG0011258	Av_00008966-RA	AH014959-RA
OG0011259	Av_00017372-RA	AH014718-RA
OG0011262	Av_00006506-RA	AH007658-RA
OG0011264	Av_00000614-RA	AH003488-RA
OG0011265	Av_00007307-RA, Av_00019037-RA	AH000706-RA, AH002460-RA, AH000683-RA
OG0011345	Av_00017860-RA	AH010782-RA
OG0011347	Av_00009926-RA	AH021110-RA
OG0011348	Av_00024617-RA	AH015691-RA
OG0011349	Av_00000619-RA, Av_00020649-RA	AH014021-RA
OG0011350	Av_00014159-RA	AH021454-RA
OG0011351	Av_00019656-RA	AH008521-RA
OG0011352	Av_00000729-RA	AH006494-RA
OG0011353	Av_00000744-RA	AH019040-RA
OG0011355	Av_00006738-RA, Av_00020574-RA, Av_00022200-RA	AH006548-RA
OG0011356	Av_00016533-RA, Av_00006555-RA	AH011066-RA
OG0011357	Av_00007353-RA, Av_00013302-RA	AH013811-RA
OG0011358	Av_00020359-RA	AH010551-RA
OG0011359	Av_00010287-RA, Av_00018020-RA	AH012581-RA
OG0011360	Av_00013516-RA	AH019858-RA
OG0011362	Av_00009625-RA	AH011791-RA
OG0011363	Av_00017880-RA	AH017680-RA
OG0011364	Av_00018355-RA	AH011847-RA
OG0011366	Av_00003841-RA	AH016042-RA
OG0011370	Av_00007881-RA, Av_00000183-RA	AH018928-RA
OG0011372	Av_00002226-RA	AH013035-RA
OG0011374	Av_00022654-RA	AH007039-RA
OG0011376	Av_00016251-RA	AH010790-RA
OG0011377	Av_00007798-RA	AH014814-RA
OG0011380	Av_00003567-RA	AH023482-RA
OG0011381	Av_00003407-RA, Av_00001399-RA	AH017899-RA
OG0011382	Av_00010044-RA	AH000659-RA
OG0011383	Av_00007357-RA, Av_00013305-RA	AH022676-RA
OG0011385	Av_00003530-RA	AH006711-RA
OG0011388	Av_00023401-RA, Av_00008191-RA	AH017811-RA
OG0011389	Av_00003971-RA	AH005189-RA
OG0011391	Av_00024161-RA	AH006948-RA
OG0011393	Av_00011036-RA, Av_00011037-RA, Av_00009833-RA	AH014406-RA
OG0011394	Av_00023249-RA	AH020550-RA
OG0011395	Av_00006739-RA, Av_00020573-RA, Av_00020294-RA, Av_00003502-RA, Av_00003503-RA	AH006544-RA
OG0011396	Av_00019434-RA, Av_00024988-RA, Av_00025119-RA	AH007097-RA
OG0011397	Av_00000621-RA, Av_00020651-RA	AH007306-RA, AH019939-RA
OG0011400	Av_00021367-RA, Av_00006315-RA	AH020194-RA
OG0011401	Av_00007217-RA	AH015602-RA
OG0011402	Av_00019606-RA	AH022583-RA, AH013726-RA
OG0011405	Av_00022884-RA	AH020712-RA, AH015447-RA
OG0011406	Av_00024376-RA, Av_00018082-RA	AH016077-RA
OG0011407	Av_00003447-RA	AH002698-RA, AH017684-RA
OG0011408	Av_00024750-RA	AH017752-RA
OG0011409	Av_00012586-RA, Av_00002900-RA	AH021887-RA, AH012728-RA
OG0011411	Av_00021868-RA, Av_00018614-RA	AH022735-RA
OG0011413	Av_00006548-RA, Av_00001216-RA	AH011039-RA
OG0011414	Av_00015573-RA	AH008350-RA
OG0011415	Av_00018974-RA	AH007140-RA
OG0011416	Av_00012072-RA	AH006917-RA
OG0011417	Av_00021084-RA	AH022689-RA
OG0011418	Av_00017503-RA	AH019967-RA
OG0011419	Av_00003523-RA	AH006682-RA
OG0011420	Av_00019365-RA, Av_00019366-RA	AH001253-RA
OG0011421	Av_00013442-RA	AH022809-RA
OG0011424	Av_00006919-RA	AH007616-RA
OG0011425	Av_00012684-RA	AH006758-RA
OG0011427	Av_00001395-RA	AH017887-RA
OG0011428	Av_00005121-RA	AH006898-RA
OG0011429	Av_00012071-RA	AH006896-RA
OG0011430	Av_00014738-RA	AH000935-RA
OG0011431	Av_00021871-RA, Av_00018619-RA	AH003054-RA, AH003059-RA
OG0011433	Av_00004787-RA	AH002637-RA
OG0011435	Av_00014265-RA	AH001301-RA
OG0011436	Av_00016143-RA	AH010745-RA
OG0011437	Av_00011891-RA	AH007649-RA
OG0011438	Av_00015854-RA	AH005248-RA
OG0011439	Av_00022711-RA	AH001057-RA
OG0011441	Av_00020554-RA, Av_00020553-RA	AH018958-RA
OG0011442	Av_00024550-RA	AH018814-RA
OG0011443	Av_00020837-RA	AH014819-RA
OG0011445	Av_00006754-RA	AH021962-RA
OG0011448	Av_00003399-RA	AH013116-RA, AH013669-RA
OG0011449	Av_00019118-RA, Av_00016017-RA	AH008321-RA
OG0011450	Av_00002084-RA	AH009492-RA
OG0011452	Av_00011468-RA	AH023601-RA
OG0011454	Av_00008227-RA	AH014830-RA
OG0011455	Av_00010168-RA	AH001900-RA
OG0011457	Av_00017904-RA	AH005815-RA
OG0011458	Av_00014027-RA	AH008796-RA
OG0011460	Av_00021543-RA	AH001860-RA
OG0011461	Av_00009239-RA	AH017389-RA
OG0011462	Av_00008786-RA	AH000945-RA
OG0011463	Av_00000430-RA, Av_00015333-RA	AH005830-RA
OG0011464	Av_00000458-RA	AH003841-RA
OG0011465	Av_00019106-RA	AH022017-RA
OG0011466	Av_00011796-RA	AH003300-RA
OG0011468	Av_00010043-RA	AH002473-RA
OG0011469	Av_00024735-RA	AH008565-RA
OG0011470	Av_00008831-RA, Av_00018752-RA	AH000911-RA
OG0011472	Av_00017576-RA	AH011950-RA
OG0011473	Av_00019201-RA	AH009200-RA
OG0011474	Av_00017816-RA	AH015475-RA
OG0011475	Av_00004267-RA	AH000685-RA
OG0011477	Av_00000860-RA	AH017219-RA
OG0011478	Av_00005694-RA	AH015722-RA
OG0011479	Av_00008650-RA	AH023596-RA
OG0011481	Av_00007296-RA	AH002390-RA, AH000713-RA
OG0011483	Av_00000265-RA	AH008567-RA
OG0011484	Av_00007415-RA	AH023743-RA
OG0011485	Av_00017982-RA	AH001043-RA
OG0011486	Av_00009655-RA, Av_00002249-RA	AH013080-RA
OG0011487	Av_00004620-RA	AH000677-RA
OG0011488	Av_00008675-RA	AH016905-RA, AH008718-RA
OG0011489	Av_00009613-RA	AH001327-RA
OG0011490	Av_00021503-RA	AH010712-RA
OG0011491	Av_00006281-RA	AH008935-RA
OG0011492	Av_00012293-RA	AH001883-RA
OG0011493	Av_00020966-RA	AH023114-RA
OG0011496	Av_00014925-RA	AH005692-RA
OG0011499	Av_00004387-RA	AH016003-RA
OG0011501	Av_00014854-RA	AH010370-RA
OG0011502	Av_00015366-RA, Av_00000400-RA	AH003990-RA
OG0011503	Av_00008224-RA	AH023405-RA
OG0011504	Av_00013408-RA	AH006061-RA
OG0011505	Av_00003015-RA	AH004277-RA
OG0011506	Av_00022156-RA, Av_00022767-RA	AH008864-RA
OG0011507	Av_00013977-RA, Av_00003287-RA	AH009435-RA
OG0011509	Av_00007817-RA	AH003719-RA, AH006040-RA
OG0011511	Av_00010617-RA	AH014920-RA, AH021459-RA
OG0011515	Av_00023502-RA, Av_00003060-RA	AH009770-RA
OG0011516	Av_00007895-RA	AH008204-RA
OG0011517	Av_00007850-RA	AH008057-RA
OG0011521	Av_00019710-RA	AH021280-RA
OG0011523	Av_00021428-RA	AH000338-RA
OG0011524	Av_00017177-RA	AH008730-RA
OG0011525	Av_00019123-RA	AH018374-RA
OG0011527	Av_00002545-RA	AH009882-RA
OG0011528	Av_00005173-RA	AH021247-RA
OG0011529	Av_00015831-RA, Av_00021432-RA	AH013755-RA
OG0011530	Av_00019092-RA	AH000266-RA
OG0011534	Av_00024126-RA	AH021316-RA
OG0011535	Av_00019831-RA	AH000426-RA
OG0011537	Av_00013852-RA, Av_00011292-RA	AH016951-RA
OG0011538	Av_00014785-RA	AH019613-RA
OG0011540	Av_00018825-RA, Av_00010720-RA	AH013482-RA
OG0011542	Av_00010159-RA	AH015299-RA
OG0011546	Av_00020891-RA	AH000300-RA
OG0011547	Av_00019681-RA	AH011550-RA
OG0011548	Av_00017057-RA, Av_00017450-RA	AH017419-RA
OG0011549	Av_00005856-RA	AH020728-RA
OG0011550	Av_00021252-RA	AH017082-RA
OG0011551	Av_00010386-RA	AH003123-RA
OG0011552	Av_00006854-RA	AH016698-RA
OG0011553	Av_00004392-RA, Av_00008233-RA	AH016993-RA
OG0011554	Av_00002567-RA, Av_00018461-RA	AH018900-RA
OG0011555	Av_00024546-RA, Av_00024473-RA	AH019122-RA
OG0011556	Av_00009524-RA, Av_00018909-RA	AH011979-RA
OG0011558	Av_00018500-RA	AH020112-RA
OG0011559	Av_00008004-RA, Av_00006797-RA	AH002135-RA
OG0011560	Av_00003776-RA	AH020839-RA
OG0011561	Av_00010067-RA, Av_00022374-RA	AH016164-RA
OG0011562	Av_00004568-RA	AH021122-RA
OG0011564	Av_00021280-RA	AH013618-RA
OG0011566	Av_00003137-RA	AH002803-RA
OG0011567	Av_00010360-RA	AH018608-RA
OG0011569	Av_00004151-RA, Av_00015428-RA	AH015810-RA
OG0011572	Av_00007237-RA	AH014544-RA
OG0011573	Av_00004248-RA, Av_00004635-RA	AH014530-RA
OG0011575	Av_00002087-RA	AH012422-RA
OG0011576	Av_00010086-RA, Av_00018256-RA	AH019259-RA
OG0011579	Av_00020614-RA	AH019547-RA
OG0011581	Av_00014653-RA	AH009633-RA
OG0011582	Av_00009362-RA	AH009603-RA
OG0011583	Av_00005303-RA	AH004701-RA, AH004642-RA
OG0011584	Av_00017182-RA	AH008004-RA
OG0011586	Av_00011025-RA	AH009499-RA
OG0011588	Av_00024528-RA	AH018010-RA, AH011280-RA
OG0011589	Av_00008339-RA	AH015995-RA
OG0011590	Av_00010040-RA	AH020418-RA, AH020417-RA
OG0011591	Av_00018373-RA	AH021696-RA
OG0011592	Av_00015615-RA	AH018528-RA
OG0011593	Av_00022281-RA	AH009148-RA
OG0011596	Av_00000061-RA	AH009149-RA
OG0011597	Av_00000944-RA	AH014201-RA
OG0011598	Av_00019457-RA	AH003245-RA
OG0011599	Av_00020612-RA	AH012054-RA
OG0011600	Av_00020127-RA	AH011431-RA
OG0011602	Av_00008904-RA	AH015432-RA, AH022460-RA
OG0011603	Av_00015544-RA	AH017047-RA
OG0011604	Av_00001332-RA	AH007403-RA
OG0011605	Av_00002088-RA	AH019569-RA
OG0011606	Av_00023992-RA	AH014205-RA
OG0011607	Av_00014787-RA, Av_00009197-RA	AH012048-RA
OG0011611	Av_00022376-RA	AH010077-RA
OG0011612	Av_00007845-RA, Av_00000208-RA	AH008050-RA
OG0011613	Av_00007447-RA	AH021030-RA
OG0011618	Av_00020471-RA	AH000116-RA
OG0011619	Av_00012853-RA, Av_00012854-RA	AH000062-RA
OG0011620	Av_00003994-RA	AH005233-RB, AH005233-RA
OG0011622	Av_00019866-RA, Av_00019662-RA	AH019359-RA
OG0011629	Av_00000196-RA	AH008133-RA
OG0011630	Av_00007821-RA	AH007980-RA
OG0011632	Av_00002159-RA	AH012059-RA, AH012063-RA, AH012058-RA
OG0011633	Av_00020730-RA	AH022435-RA
OG0011635	Av_00014091-RA	AH019075-RA
OG0011636	Av_00004717-RA	AH001148-RA
OG0011638	Av_00024612-RA	AH000191-RA
OG0011639	Av_00011380-RA	AH013933-RA, AH016477-RA
OG0011640	Av_00016429-RA	AH011043-RA
OG0011642	Av_00006158-RA	AH013753-RA
OG0011643	Av_00006208-RA	AH001198-RA
OG0011644	Av_00023130-RA	AH021639-RA
OG0011645	Av_00015774-RA, Av_00002444-RA	AH008129-RA
OG0011647	Av_00024511-RA	AH009555-RA
OG0011648	Av_00006136-RA	AH012627-RA, AH022501-RA, AH013653-RA
OG0011649	Av_00006135-RA	AH013650-RA
OG0011653	Av_00024832-RA	AH022713-RA
OG0011654	Av_00012647-RA, Av_00002343-RA	AH010134-RA
OG0011655	Av_00008174-RA	AH021292-RA
OG0011656	Av_00024432-RA	AH021954-RA
OG0011657	Av_00012488-RA	AH003464-RA
OG0011658	Av_00008510-RA	AH022629-RA
OG0011659	Av_00003686-RA	AH015020-RA
OG0011661	Av_00015799-RA	AH018968-RA
OG0011662	Av_00002152-RA	AH011648-RA
OG0011664	Av_00010751-RA	AH022614-RA
OG0011665	Av_00023025-RA	AH006712-RA
OG0011666	Av_00013742-RA	AH005329-RA, AH011534-RA
OG0011667	Av_00004337-RA, Av_00008160-RA	AH007650-RA
OG0011668	Av_00016888-RA	AH001230-RA
OG0011669	Av_00009083-RA	AH015634-RA
OG0011670	Av_00019406-RA	AH012589-RA
OG0011671	Av_00023388-RA	AH004166-RA
OG0011674	Av_00020071-RA	AH021310-RA
OG0011675	Av_00014503-RA	AH020443-RA, AH006675-RA
OG0011676	Av_00007320-RA	AH013909-RA
OG0011677	Av_00016210-RA	AH007797-RA
OG0011679	Av_00002869-RA, Av_00012554-RA	AH021981-RA
OG0011680	Av_00015649-RA	AH012516-RA
OG0011682	Av_00010591-RA, Av_00003691-RA	AH021501-RA, AH014997-RA
OG0011683	Av_00015702-RA	AH009688-RA
OG0011684	Av_00020082-RA	AH014698-RA
OG0011685	Av_00019310-RA	AH016969-RA
OG0011686	Av_00005877-RA	AH014803-RA
OG0011687	Av_00008965-RA	AH021485-RA
OG0011688	Av_00021770-RA, Av_00014046-RA, Av_00019256-RA	AH008075-RA
OG0011691	Av_00005886-RA, Av_00021407-RA	AH014837-RA
OG0011693	Av_00015870-RA	AH006449-RA
OG0011694	Av_00008713-RA	AH021670-RA, AH021671-RA
OG0011696	Av_00001217-RA	AH011041-RA
OG0011697	Av_00020483-RA	AH022702-RA
OG0011699	Av_00019337-RA	AH012753-RA
OG0011700	Av_00005027-RA, Av_00003846-RA	AH023156-RA
OG0011702	Av_00004312-RA	AH012615-RA
OG0011704	Av_00016221-RA	AH007838-RA
OG0011705	Av_00012873-RA	AH011808-RA
OG0011706	Av_00003374-RA, Av_00010843-RA	AH021255-RA
OG0011707	Av_00014116-RA	AH021594-RA
OG0011708	Av_00002535-RA, Av_00002464-RA	AH009947-RA
OG0011709	Av_00007322-RA	AH013907-RA
OG0011710	Av_00009585-RA	AH019422-RA, AH014192-RA
OG0011711	Av_00022763-RA	AH006285-RA
OG0011712	Av_00000258-RA	AH004490-RA
OG0011713	Av_00013038-RA, Av_00017628-RA	AH019712-RA
OG0011714	Av_00012227-RA, Av_00005205-RA	AH005223-RA
OG0011716	Av_00001695-RA	AH013572-RA
OG0011717	Av_00009267-RA	AH003024-RA
OG0011718	Av_00007936-RA, Av_00006844-RA	AH008314-RA
OG0011719	Av_00008670-RA	AH017199-RA
OG0011720	Av_00023152-RA	AH000555-RA
OG0011722	Av_00011646-RA	AH003492-RA
OG0011723	Av_00015022-RA	AH002981-RA
OG0011724	Av_00002054-RA	AH012257-RA
OG0011725	Av_00005641-RA	AH020364-RA
OG0011726	Av_00006640-RA	AH011239-RA
OG0011727	Av_00013748-RA	AH008227-RA
OG0011729	Av_00017792-RA	AH009014-RA
OG0011730	Av_00019394-RA	AH004456-RA
OG0011731	Av_00014673-RA	AH009216-RA
OG0011732	Av_00006893-RA, Av_00023754-RA	AH019094-RA
OG0011733	Av_00016329-RA	AH005743-RA
OG0011734	Av_00001418-RA, Av_00003443-RA	AH002645-RA
OG0011736	Av_00016623-RA	AH007408-RA
OG0011738	Av_00017798-RA	AH014800-RA
OG0011739	Av_00023633-RA	AH001852-RA
OG0011740	Av_00024838-RA	AH015372-RA
OG0011741	Av_00006166-RA	AH010387-RA, AH023795-RA
OG0011742	Av_00015208-RA, Av_00014813-RA	AH004279-RA
OG0011746	Av_00004481-RA, Av_00023592-RA	AH014433-RA
OG0011747	Av_00016330-RA	AH005745-RA
OG0011749	Av_00001311-RA	AH007574-RA
OG0011750	Av_00008598-RA	AH009540-RA, AH007445-RA
OG0011752	Av_00016724-RA	AH015899-RA
OG0011753	Av_00019023-RA	AH008678-RA
OG0011754	Av_00008987-RA	AH021305-RA
OG0011755	Av_00022390-RA	AH006413-RA
OG0011756	Av_00012089-RA	AH015812-RA
OG0011759	Av_00014807-RA	AH023547-RA
OG0011760	Av_00019378-RA, Av_00022298-RA	AH008507-RA
OG0011761	Av_00000073-RA, Av_00003177-RA	AH021172-RA
OG0011762	Av_00018982-RA, Av_00001920-RA	AH004308-RA
OG0011763	Av_00007180-RA	AH000976-RA
OG0011764	Av_00023810-RA, Av_00022107-RA	AH018245-RA, AH013275-RA, AH019575-RA
OG0011765	Av_00004534-RA	AH001670-RA
OG0011766	Av_00002031-RA, Av_00012872-RA	AH019994-RA
OG0011767	Av_00004759-RA	AH010850-RA
OG0011768	Av_00016678-RA	AH008523-RA
OG0011770	Av_00011068-RA	AH012362-RA
OG0011771	Av_00021003-RA, Av_00019388-RA	AH004474-RA, AH004880-RA
OG0011772	Av_00012236-RA, Av_00021826-RA	AH004526-RA
OG0011773	Av_00013219-RA, Av_00018782-RA	AH019133-RA, AH015813-RA
OG0011774	Av_00020393-RA	AH009353-RA
OG0011775	Av_00020036-RA	AH020316-RA
OG0011776	Av_00019278-RA, Av_00008918-RA	AH008590-RA
OG0011778	Av_00017984-RA	AH016964-RA
OG0011780	Av_00009255-RA	AH002985-RA
OG0011782	Av_00003432-RA	AH017767-RA
OG0011785	Av_00023326-RA	AH009461-RA
OG0011786	Av_00002083-RA	AH019578-RA
OG0011787	Av_00009648-RA	AH019046-RA
OG0011789	Av_00003561-RA	AH023511-RA
OG0011790	Av_00022905-RA, Av_00000755-RA	AH022034-RA
OG0011791	Av_00001389-RA	AH014669-RA
OG0011792	Av_00015382-RA	AH006199-RA
OG0011794	Av_00016452-RA	AH001003-RA
OG0011795	Av_00021566-RA	AH018464-RA
OG0011799	Av_00008345-RA, Av_00019384-RA	AH009379-RA
OG0011801	Av_00006391-RA	AH010999-RA, AH022911-RA
OG0011802	Av_00015476-RA, Av_00025044-RA	AH004821-RA
OG0011803	Av_00017563-RA	AH018410-RA
OG0011806	Av_00005543-RA	AH019126-RA
OG0011807	Av_00023614-RA	AH009320-RA
OG0011808	Av_00003576-RA	AH013580-RA
OG0011812	Av_00015479-RA	AH004411-RA, AH004771-RA
OG0011814	Av_00022847-RA	AH006968-RA
OG0011815	Av_00024408-RA, Av_00005290-RA	AH004677-RA
OG0011816	Av_00006047-RA	AH002892-RA
OG0011817	Av_00013824-RA	AH017251-RA
OG0011818	Av_00009319-RA, Av_00012432-RA	AH002832-RA
OG0011819	Av_00010195-RA	AH017195-RA
OG0011820	Av_00022258-RA, Av_00019793-RA	AH017187-RA
OG0011821	Av_00003932-RA	AH016565-RA, AH022815-RA
OG0011823	Av_00016714-RA	AH005545-RA
OG0011825	Av_00011280-RA	AH002469-RA
OG0011827	Av_00013788-RA	AH017598-RA
OG0011828	Av_00020315-RA	AH017438-RA
OG0011829	Av_00007589-RA	AH004019-RA
OG0011830	Av_00020516-RA	AH016319-RA, AH023152-RA
OG0011831	Av_00021308-RA	AH020045-RA, AH009793-RA
OG0011832	Av_00006257-RA	AH019412-RA
OG0011833	Av_00003307-RA	AH005419-RA, AH004073-RA
OG0011834	Av_00005232-RA	AH005531-RA
OG0011835	Av_00006362-RA, Av_00007613-RA	AH005402-RA
OG0011838	Av_00000581-RA	AH017169-RA
OG0011839	Av_00010194-RA	AH021233-RA
OG0011842	Av_00010859-RA, Av_00019896-RA	AH007070-RA
OG0011843	Av_00023214-RA	AH009049-RA
OG0011844	Av_00009317-RA, Av_00015914-RA	AH016530-RA
OG0011845	Av_00001193-RA	AH010908-RA, AH007678-RA
OG0011847	Av_00022017-RA	AH016523-RA
OG0011850	Av_00001456-RA	AH001045-RA
OG0011851	Av_00013613-RA	AH023445-RA
OG0011853	Av_00015530-RA, Av_00016987-RA	AH004030-RA
OG0011854	Av_00015531-RA	AH004027-RA
OG0011855	Av_00013867-RA, Av_00011269-RA	AH002794-RA
OG0011857	Av_00000856-RA	AH021932-RA
OG0011858	Av_00000246-RA	AH005493-RA
OG0011859	Av_00019609-RA, Av_00023052-RA	AH006259-RA, AH003398-RA, AH022462-RA
OG0011860	Av_00023157-RA	AH000634-RA
OG0011862	Av_00010471-RA, Av_00017642-RA	AH002507-RA
OG0011863	Av_00007067-RA, Av_00003543-RA, Av_00023407-RA	AH011402-RA
OG0011865	Av_00016224-RA	AH007844-RA
OG0011868	Av_00021833-RA	AH005192-RA
OG0011870	Av_00005292-RA	AH004672-RA
OG0011871	Av_00018431-RA, Av_00002595-RA	AH005483-RA
OG0011874	Av_00010611-RA	AH015750-RA
OG0011875	Av_00013375-RA	AH017963-RA
OG0011876	Av_00011293-RA	AH017980-RA
OG0011879	Av_00022375-RA	AH019372-RA, AH019371-RA
OG0011882	Av_00010437-RA, Av_00014592-RA	AH018004-RA
OG0011887	Av_00020944-RA, Av_00020541-RA, Av_00006128-RA	AH022516-RA, AH013138-RA
