Orthogroup	A_vesiculosa.proteins	A_hypochondriacus.proteins
OG0010336	Av_00020825-RA	AH007019-RA
OG0010337	Av_00024434-RA	AH012798-RA
OG0010338	Av_00004374-RA, Av_00008207-RA	AH015933-RA
OG0010339	Av_00021986-RA, Av_00015803-RA	AH018890-RA
OG0010340	Av_00010190-RA	AH014657-RA
OG0010341	Av_00009571-RA	AH015640-RA
OG0010342	Av_00011939-RA	AH011759-RA
OG0010343	Av_00006111-RA	AH013212-RA
OG0010344	Av_00007938-RA	AH017177-RA
OG0010345	Av_00006021-RA	AH021667-RA
OG0010346	Av_00006523-RA	AH007690-RA, AH010932-RA
OG0010347	Av_00023451-RA	AH013767-RA
OG0010348	Av_00001251-RA, Av_00006589-RA	AH001016-RA, AH003315-RA
OG0010349	Av_00008137-RA, Av_00014911-RA, Av_00008139-RA	AH010946-RA
OG0010350	Av_00003687-RA, Av_00007477-RA	AH012292-RA
OG0010351	Av_00018759-RA	AH000592-RA, AH001740-RA
OG0010353	Av_00001512-RA, Av_00019157-RA	AH003008-RA
OG0010354	Av_00019858-RA	AH019144-RA
OG0010355	Av_00011644-RA, Av_00014197-RA	AH003643-RA
OG0010356	Av_00000327-RA, Av_00007695-RA	AH005287-RA
OG0010357	Av_00023405-RA, Av_00013637-RA	AH011743-RA, AH020008-RA
OG0010358	Av_00016179-RA, Av_00016069-RA	AH010461-RA
OG0010359	Av_00020774-RA, Av_00002540-RA, Av_00015728-RA	AH003541-RA
OG0010360	Av_00022301-RA	AH020879-RA
OG0010361	Av_00014860-RA	AH010347-RA
OG0010362	Av_00024659-RA	AH008441-RA
OG0010363	Av_00012776-RA	AH012764-RA
OG0010364	Av_00015775-RA	AH021192-RA, AH014623-RA
OG0010366	Av_00012965-RA	AH019920-RA
OG0010367	Av_00004945-RA, Av_00003965-RA	AH007238-RA
OG0010368	Av_00012884-RA	AH012169-RA
OG0010369	Av_00014786-RA	AH019617-RA
OG0010370	Av_00014208-RA, Av_00011654-RA	AH005600-RA
OG0010373	Av_00001494-RA, Av_00012962-RA, Av_00021744-RA	AH022094-RA, AH012953-RA
OG0010374	Av_00012470-RA, Av_00016387-RA, Av_00015906-RA	AH008512-RA
OG0010376	Av_00000615-RA	AH001908-RA
OG0010377	Av_00006741-RA	AH006523-RA
OG0010379	Av_00003372-RA	AH003274-RA
OG0010380	Av_00011752-RA	AH005243-RA
OG0010381	Av_00017539-RA	AH000006-RA
OG0010383	Av_00024616-RA	AH018401-RA
OG0010385	Av_00020445-RA	AH005713-RA
OG0010386	Av_00000339-RA	AH002294-RA
OG0010387	Av_00005191-RA, Av_00002772-RA	AH005113-RA
OG0010388	Av_00023027-RA	AH012276-RA, AH020462-RA
OG0010390	Av_00024044-RA	AH018054-RA
OG0010391	Av_00021293-RA, Av_00009729-RA	AH017895-RA
OG0010392	Av_00007833-RA	AH022110-RA
OG0010394	Av_00022048-RA	AH015874-RA
OG0010395	Av_00020435-RA	AH007604-RA
OG0010396	Av_00018771-RA	AH004267-RA
OG0010397	Av_00007209-RA, Av_00018850-RA	AH009266-RA
OG0010398	Av_00004389-RA	AH023421-RA
OG0010399	Av_00016463-RA, Av_00016462-RA	AH004278-RA
OG0010400	Av_00020989-RA	AH004436-RA
OG0010401	Av_00014204-RA	AH005585-RA
OG0010403	Av_00011424-RA	AH009639-RA
OG0010405	Av_00015011-RA	AH013532-RA
OG0010407	Av_00004318-RA, Av_00011108-RA	AH021135-RA
OG0010408	Av_00001530-RA, Av_00013506-RA	AH019928-RA
OG0010409	Av_00021541-RA	AH001846-RA
OG0010410	Av_00022018-RA	AH011570-RA
OG0010411	Av_00004182-RA	AH019662-RA
OG0010412	Av_00014735-RA	AH019840-RA
OG0010413	Av_00017801-RA	AH009028-RA
OG0010414	Av_00021563-RA	AH007969-RA
OG0010415	Av_00024915-RA, Av_00023144-RA	AH006989-RA
OG0010416	Av_00000019-RA	AH009549-RA
OG0010417	Av_00004802-RA	AH017780-RA, AH002607-RA
OG0010418	Av_00014486-RA	AH020227-RA
OG0010419	Av_00016322-RA, Av_00012521-RA	AH005789-RA
OG0010421	Av_00024059-RA, Av_00004858-RA	AH011824-RA
OG0010422	Av_00004054-RA	AH010260-RA
OG0010423	Av_00013520-RA, Av_00001548-RA	AH019843-RA
OG0010424	Av_00014216-RA, Av_00011659-RA	AH004323-RA
OG0010425	Av_00014612-RA, Av_00019717-RA	AH009411-RA
OG0010426	Av_00000004-RA, Av_00022278-RA, Av_00024970-RA	AH009017-RA
OG0010427	Av_00024468-RA, Av_00004464-RA	AH023740-RA
OG0010428	Av_00022515-RA	AH009482-RA
OG0010431	Av_00002638-RA	AH004917-RA
OG0010434	Av_00000040-RA, Av_00011433-RA	AH009671-RA
OG0010435	Av_00020659-RA	AH004284-RA
OG0010437	Av_00006685-RA	AH007559-RA
OG0010438	Av_00009467-RA	AH011960-RA
OG0010439	Av_00021841-RA	AH004508-RA
OG0010440	Av_00020084-RA	AH015511-RA, AH021212-RA
OG0010441	Av_00016776-RA	AH010873-RA, AH007535-RA
OG0010442	Av_00004692-RA	AH015373-RA
OG0010443	Av_00011145-RA	AH013446-RA
OG0010444	Av_00000488-RA	AH006469-RA
OG0010446	Av_00005368-RA	AH005161-RA
OG0010447	Av_00010425-RA	AH010581-RA
OG0010449	Av_00020634-RA	AH018108-RA
OG0010451	Av_00010982-RA	AH009067-RA
OG0010453	Av_00016229-RA	AH010716-RA
OG0010454	Av_00001744-RA	AH002790-RA, AH017632-RA
OG0010455	Av_00001116-RA, Av_00023251-RA	AH017060-RA
OG0010457	Av_00007891-RA	AH007882-RA
OG0010458	Av_00024406-RA	AH017367-RA, AH002960-RA
OG0010459	Av_00008143-RA, Av_00008144-RA	AH010927-RA
OG0010460	Av_00003300-RA	AH004092-RA
OG0010461	Av_00009230-RA	AH019938-RA
OG0010463	Av_00022593-RA	AH013054-RA
OG0010464	Av_00012414-RA	AH017337-RA
OG0010466	Av_00019443-RA, Av_00012117-RA	AH023709-RA
OG0010467	Av_00023170-RA	AH003138-RA
OG0010468	Av_00005563-RA	AH015862-RA, AH015861-RA, AH015863-RA
OG0010469	Av_00010416-RA	AH003834-RA, AH022432-RA
OG0010470	Av_00004703-RA	AH019021-RA
OG0010470	Av_00004704-RA	AH019024-RA, AH019020-RA
OG0010471	Av_00002670-RA	AH004427-RA, AH004789-RA
OG0010472	Av_00017298-RA	AH022946-RA
OG0010473	Av_00017562-RA	AH018411-RA
OG0010474	Av_00017144-RA	AH004066-RA
OG0010475	Av_00020880-RA	AH005433-RA, AH004080-RA
OG0010476	Av_00021500-RA	AH006058-RA
OG0010477	Av_00016811-RA	AH021204-RA
OG0010478	Av_00002819-RA	AH017450-RA
OG0010480	Av_00013292-RA, Av_00007345-RA	AH013878-RA
OG0010482	Av_00021136-RA	AH004061-RA
OG0010483	Av_00017330-RA, Av_00017329-RA	AH015936-RA
OG0010484	Av_00006344-RA	AH004179-RA
OG0010485	Av_00015502-RA	AH000469-RA
OG0010486	Av_00000809-RA, Av_00023863-RA	AH002662-RA, AH017720-RA
OG0010487	Av_00016091-RA	AH010689-RA
OG0010490	Av_00015609-RA	AH016486-RA
OG0010491	Av_00006028-RA	AH016082-RA
OG0010492	Av_00017729-RA, Av_00010991-RA	AH017406-RA
OG0010493	Av_00003910-RA	AH016509-RA
OG0010494	Av_00009509-RA, Av_00018894-RA	AH019948-RA, AH007279-RA
OG0010496	Av_00020388-RA, Av_00023456-RA, Av_00014804-RA	AH009336-RA
OG0010497	Av_00001511-RA	AH004289-RA, AH004942-RA
OG0010498	Av_00005557-RA	AH009430-RA
OG0010499	Av_00023656-RA	AH000635-RA
OG0010500	Av_00000908-RA	AH004768-RA
OG0010501	Av_00017051-RA	AH019378-RA
OG0010502	Av_00013013-RA	AH011994-RA, AH019664-RA
OG0010503	Av_00004192-RA, Av_00016001-RA	AH008587-RA
OG0010505	Av_00001751-RA	AH017625-RA
OG0010506	Av_00005194-RA	AH007827-RA
OG0010507	Av_00000903-RA	AH014441-RA
OG0010508	Av_00023563-RA	AH018267-RA
OG0010510	Av_00017022-RA	AH022077-RA
OG0010511	Av_00013818-RA	AH002989-RA
OG0010512	Av_00017072-RA	AH009329-RA
OG0010513	Av_00006341-RA	AH005350-RA
OG0010514	Av_00002144-RA	AH019795-RA
OG0010515	Av_00002719-RA	AH004343-RA
OG0010516	Av_00018479-RA	AH014715-RA
OG0010518	Av_00019107-RA, Av_00024542-RA	AH017437-RA
OG0010519	Av_00006368-RA	AH005416-RA
OG0010520	Av_00014808-RA	AH018444-RA
OG0010521	Av_00021865-RA	AH005272-RA, AH004223-RA
OG0010522	Av_00003331-RA, Av_00002587-RA	AH010427-RA
OG0010523	Av_00000828-RA	AH015728-RA, AH002697-RA
OG0010527	Av_00015038-RA	AH019897-RA
OG0010528	Av_00005365-RA	AH004515-RA, AH004933-RA
OG0010529	Av_00001727-RA	AH017319-RA
OG0010532	Av_00019158-RA	AH018337-RA
OG0010533	Av_00002712-RA	AH004355-RA
OG0010534	Av_00010339-RA	AH008606-RA
OG0010535	Av_00001803-RA	AH002904-RA, AH017466-RA
OG0010536	Av_00021310-RA	AH006966-RA
OG0010538	Av_00023642-RA	AH009261-RA
OG0010539	Av_00003370-RA	AH005227-RA, AH004579-RA
OG0010541	Av_00022705-RA	AH011463-RA
OG0010542	Av_00016978-RA	AH005556-RA
OG0010543	Av_00017586-RA	AH017194-RA
OG0010545	Av_00007306-RA	AH019315-RA
OG0010547	Av_00023331-RA	AH018060-RA
OG0010549	Av_00002836-RA	AH019113-RA
OG0010551	Av_00012159-RA, Av_00009065-RA	AH020651-RA, AH010198-RA
OG0010552	Av_00023850-RA, Av_00024938-RA, Av_00019558-RA	AH015459-RA, AH015457-RA
OG0010553	Av_00023300-RA	AH015801-RA
OG0010555	Av_00011900-RA	AH010220-RA, AH020174-RA
OG0010557	Av_00014505-RA	AH020442-RA
OG0010558	Av_00005610-RA, Av_00005962-RA	AH014987-RA
OG0010559	Av_00007630-RA	AH005496-RA
OG0010560	Av_00012482-RA, Av_00022946-RA, Av_00022388-RA	AH004298-RA, AH004955-RA
OG0010561	Av_00014764-RA, Av_00009163-RA, Av_00014763-RA, Av_00012904-RA	AH012245-RA, AH012221-RA, AH012306-RA, AH012305-RA
OG0010564	Av_00019819-RA, Av_00016952-RA, Av_00019133-RA, Av_00010176-RA	AH001166-RA
OG0010566	Av_00004298-RA, Av_00004578-RA	AH002325-RA
OG0010624	Av_00012947-RA	AH012093-RA, AH016726-RA
OG0010629	Av_00019329-RA	AH022013-RA
OG0010630	Av_00023276-RA, Av_00023277-RA	AH007016-RA
OG0010632	Av_00013286-RA, Av_00007341-RA	AH013861-RA
OG0010634	Av_00012371-RA	AH000988-RA
OG0010635	Av_00002828-RA	AH018971-RA
OG0010637	Av_00004015-RA	AH008742-RA
OG0010638	Av_00017047-RA	AH020022-RA
OG0010639	Av_00013538-RA	AH011601-RA
OG0010642	Av_00003812-RA	AH012668-RA
OG0010644	Av_00020480-RA	AH001184-RA
OG0010646	Av_00022308-RA	AH019055-RA
OG0010647	Av_00012720-RA, Av_00016891-RA	AH000224-RA
OG0010648	Av_00024364-RA	AH020579-RA
OG0010649	Av_00016755-RA, Av_00015136-RA	AH007871-RA
OG0010651	Av_00015678-RA	AH021788-RA
OG0010652	Av_00020692-RA	AH004221-RA
OG0010653	Av_00014080-RA	AH001232-RA
OG0010654	Av_00015671-RA	AH015683-RA
OG0010657	Av_00012823-RA	AH019833-RA
OG0010659	Av_00001394-RA	AH002557-RA
OG0010660	Av_00008981-RA, Av_00021975-RA	AH021423-RA, AH014852-RA
OG0010664	Av_00013598-RA, Av_00008283-RA	AH013454-RA
OG0010665	Av_00017983-RA, Av_00008365-RA	AH019340-RA
OG0010666	Av_00000670-RA	AH006911-RA
OG0010668	Av_00013526-RA, Av_00009592-RA	AH022669-RA
OG0010669	Av_00021282-RA, Av_00009738-RA	AH013613-RA
OG0010672	Av_00008052-RA	AH020599-RA
OG0010673	Av_00023064-RA	AH013240-RA
OG0010674	Av_00015232-RA	AH009204-RA
OG0010675	Av_00006113-RA	AH013209-RA, AH022441-RA
OG0010677	Av_00017894-RA	AH009699-RA
OG0010678	Av_00008405-RA, Av_00018659-RA	AH009309-RA
OG0010679	Av_00000553-RA, Av_00020379-RA	AH020069-RA, AH011667-RA
OG0010680	Av_00004770-RA, Av_00017745-RA	AH006991-RA
OG0010681	Av_00010701-RA	AH018553-RA
OG0010682	Av_00023826-RA, Av_00020019-RA	AH012659-RA
OG0010686	Av_00018147-RA	AH000454-RA
OG0010687	Av_00020194-RA, Av_00022191-RA	AH012715-RA
OG0010691	Av_00016354-RA	AH003896-RA
OG0010692	Av_00019640-RA	AH007005-RA
OG0010693	Av_00023116-RA, Av_00007497-RA	AH015277-RA
OG0010695	Av_00000733-RA	AH020586-RA
OG0010696	Av_00013229-RA	AH012483-RA
OG0010697	Av_00020580-RA	AH006582-RA
OG0010701	Av_00010988-RA	AH015717-RA
OG0010703	Av_00024295-RA, Av_00012096-RA	AH010647-RA
OG0010704	Av_00001412-RA	AH017852-RA
OG0010706	Av_00019690-RA	AH017042-RA
OG0010707	Av_00024448-RA, Av_00022184-RA, Av_00000725-RA, Av_00024112-RA	AH006501-RA
OG0010709	Av_00009671-RA	AH002709-RA
OG0010712	Av_00018244-RA	AH015335-RA
OG0010713	Av_00019644-RA	AH020204-RA
OG0010714	Av_00003891-RA, Av_00004997-RA	AH016419-RA
OG0010715	Av_00016729-RA	AH012630-RA, AH003325-RA
OG0010715	Av_00019566-RA	AH015503-RA
OG0010716	Av_00003487-RA	AH006493-RA
OG0010718	Av_00017776-RA	AH003965-RA
OG0010719	Av_00010285-RA	AH021802-RA
OG0010720	Av_00001620-RA	AH007021-RA, AH020177-RA
OG0010721	Av_00016019-RA	AH019799-RA
OG0010722	Av_00020666-RA, Av_00008411-RA	AH009739-RA
OG0010723	Av_00013132-RA	AH006659-RA
OG0010724	Av_00018497-RA	AH007085-RA
OG0010727	Av_00014250-RA, Av_00011693-RA	AH006456-RA
OG0010728	Av_00000947-RA, Av_00000948-RA, Av_00011355-RA	AH017356-RA
OG0010729	Av_00000360-RA, Av_00021695-RA	AH006026-RA
OG0010730	Av_00021378-RA	AH003796-RA
OG0010731	Av_00006947-RA	AH010378-RA
OG0010733	Av_00019992-RA	AH004969-RA
OG0010734	Av_00021699-RA	AH005870-RA
OG0010735	Av_00011069-RA	AH008623-RA
OG0010736	Av_00007925-RA, Av_00006853-RA, Av_00010030-RA	AH008345-RA
OG0010739	Av_00012513-RA, Av_00016337-RA	AH005761-RA
OG0010741	Av_00000536-RA, Av_00011253-RA	AH017572-RA
OG0010742	Av_00007104-RA	AH012371-RA
OG0010743	Av_00008775-RA	AH002378-RA
OG0010744	Av_00009964-RA	AH001771-RA
OG0010745	Av_00019247-RA	AH005809-RA, AH003787-RA
OG0010747	Av_00008200-RA	AH023544-RA
OG0010748	Av_00009893-RA	AH015612-RA
OG0010749	Av_00014236-RA	AH016943-RA
OG0010751	Av_00018841-RA, Av_00007196-RA	AH001761-RA
OG0010754	Av_00011352-RA, Av_00000950-RA	AH008948-RA
OG0010756	Av_00021952-RA	AH006451-RA
OG0010757	Av_00001998-RA	AH003911-RA
OG0010758	Av_00015850-RA	AH021951-RA
OG0010759	Av_00007257-RA, Av_00018324-RA	AH000790-RA, AH002291-RA
OG0010760	Av_00024979-RA, Av_00019641-RA	AH022081-RA, AH012978-RA
OG0010761	Av_00009932-RA, Av_00011154-RA	AH016952-RA
OG0010762	Av_00004874-RA	AH016819-RA
OG0010763	Av_00000955-RA, Av_00011347-RA	AH016232-RA
OG0010764	Av_00010718-RA	AH016898-RA
OG0010765	Av_00018998-RA, Av_00001906-RA	AH003343-RA
OG0010766	Av_00004214-RA	AH008580-RA
OG0010767	Av_00016497-RA, Av_00006612-RA, Av_00016496-RA	AH010411-RA
OG0010768	Av_00016004-RA	AH008419-RA, AH016668-RA
OG0010770	Av_00010115-RA	AH003557-RA, AH003556-RA
OG0010771	Av_00015168-RA	AH015468-RA
OG0010773	Av_00019421-RA, Av_00012102-RA	AH016846-RA
OG0010775	Av_00023812-RA, Av_00016458-RA	AH005299-RA
OG0010776	Av_00020327-RA, Av_00016739-RA	AH007857-RA
OG0010777	Av_00006200-RA	AH000049-RA
OG0010778	Av_00009995-RA	AH008415-RA
OG0010780	Av_00007283-RA	AH002192-RA
OG0010781	Av_00013384-RA	AH008457-RA, AH011962-RA
OG0010782	Av_00019110-RA	AH005642-RA
OG0010785	Av_00021671-RA	AH011936-RA
OG0010786	Av_00007693-RA	AH006927-RA
OG0010787	Av_00008788-RA	AH001624-RA
OG0010789	Av_00006139-RA	AH013666-RA
OG0010790	Av_00008386-RA	AH020030-RA
OG0010793	Av_00020688-RA	AH015099-RA
OG0010794	Av_00022084-RA, Av_00008736-RA	AH015176-RA, AH021566-RA
OG0010795	Av_00010616-RA	AH014923-RA
OG0010796	Av_00003727-RA	AH021421-RA
OG0010798	Av_00008969-RA	AH021474-RA
OG0010800	Av_00010121-RA	AH001117-RA
OG0010801	Av_00009550-RA	AH008044-RA
OG0010802	Av_00013111-RA, Av_00008549-RA	AH000244-RA
OG0010804	Av_00022487-RA, Av_00000873-RA	AH013305-RA
OG0010805	Av_00000161-RA	AH008221-RA
OG0010806	Av_00017085-RA	AH016089-RA
OG0010809	Av_00016910-RA	AH001225-RA
OG0010810	Av_00005999-RA	AH021427-RA
OG0010811	Av_00012163-RA	AH007732-RA
OG0010813	Av_00002664-RA, Av_00015065-RA, Av_00002666-RA	AH000363-RA
OG0010814	Av_00023324-RA, Av_00017789-RA	AH013096-RA
OG0010815	Av_00008976-RA	AH021435-RA
OG0010816	Av_00014533-RA	AH018588-RA, AH018589-RA
OG0010817	Av_00003395-RA	AH018080-RA, AH011314-RA
OG0010819	Av_00004403-RA	AH017057-RA
OG0010821	Av_00005869-RA	AH014163-RA
OG0010822	Av_00013934-RA, Av_00003238-RA	AH009640-RA
OG0010823	Av_00021630-RA	AH020789-RA
OG0010825	Av_00023590-RA, Av_00004482-RA	AH020965-RA, AH014408-RA
OG0010826	Av_00002998-RA	AH012740-RA
OG0010829	Av_00014780-RA	AH019576-RA
OG0010831	Av_00020135-RA, Av_00020006-RA	AH016103-RA
OG0010832	Av_00025026-RA	AH009891-RA, AH006677-RA
OG0010836	Av_00009424-RA	AH019609-RA, AH019608-RA, AH012090-RA
OG0010837	Av_00012891-RA	AH012265-RA
OG0010838	Av_00019071-RA, Av_00019530-RA	AH018993-RA
OG0010839	Av_00010981-RA	AH023587-RA
OG0010840	Av_00011780-RA, Av_00006942-RA	AH010666-RA
OG0010841	Av_00012158-RA	AH020653-RA
OG0010844	Av_00008311-RA	AH019032-RA, AH015300-RA
OG0010845	Av_00021144-RA	AH002010-RA
OG0010846	Av_00004036-RA	AH014067-RA
OG0010847	Av_00006236-RA	AH016218-RA
OG0010848	Av_00010907-RA	AH009179-RA
OG0010849	Av_00002077-RA	AH012361-RA
OG0010850	Av_00008647-RA	AH020144-RA
OG0010851	Av_00005863-RA, Av_00012136-RA	AH014075-RA
OG0010852	Av_00011453-RA	AH009180-RA, AH023815-RA
OG0010853	Av_00016031-RA	AH020903-RA
OG0010854	Av_00006084-RA	AH018721-RA
OG0010855	Av_00015876-RA	AH014688-RA
OG0010858	Av_00020129-RA	AH012198-RA
OG0010859	Av_00003787-RA	AH020763-RA
OG0010860	Av_00021391-RA, Av_00023773-RA	AH017536-RA
OG0010861	Av_00024752-RA	AH020867-RA
OG0010864	Av_00013642-RA	AH023538-RA
OG0010865	Av_00007103-RA, Av_00003596-RA	AH015331-RA
OG0010866	Av_00015683-RA	AH018066-RA
OG0010867	Av_00012317-RA	AH014369-RA
OG0010868	Av_00009442-RA	AH019509-RA
OG0010869	Av_00023217-RA	AH009075-RA
OG0010870	Av_00012126-RA, Av_00005873-RA	AH020815-RA
OG0010872	Av_00021107-RA, Av_00017136-RA	AH014307-RA
OG0010873	Av_00005865-RA, Av_00004037-RA	AH014057-RA
OG0010874	Av_00021686-RA	AH003568-RA
OG0010875	Av_00003221-RA	AH009241-RA
OG0010876	Av_00004892-RA	AH020800-RA
OG0010878	Av_00014934-RA, Av_00016308-RA, Av_00011697-RA	AH018984-RA
OG0010879	Av_00019308-RA	AH015564-RA, AH020842-RA
OG0010880	Av_00017075-RA	AH018505-RA
OG0010882	Av_00009525-RA	AH013495-RA
OG0010885	Av_00018679-RA	AH018446-RA
OG0010886	Av_00014206-RA	AH003481-RA
OG0010889	Av_00015842-RA	AH014300-RA
OG0010890	Av_00023330-RA	AH018232-RA
OG0010891	Av_00011054-RA	AH021164-RA
OG0010892	Av_00009951-RA, Av_00015050-RA	AH019728-RA
OG0010893	Av_00001645-RA	AH012053-RA
OG0010895	Av_00014327-RA	AH016188-RA
OG0010897	Av_00009473-RA	AH011937-RA
OG0010898	Av_00007960-RA	AH001958-RA
OG0010901	Av_00005861-RA, Av_00009044-RA	AH014108-RA
OG0010903	Av_00020952-RA, Av_00022513-RA	AH012653-RA
OG0010908	Av_00021505-RA	AH000494-RA
OG0010909	Av_00005150-RA	AH011031-RA, AH018975-RA
OG0010911	Av_00023913-RA	AH015361-RA
OG0010912	Av_00018240-RA	AH023308-RA
OG0010915	Av_00014913-RA	AH010938-RA
OG0010916	Av_00005445-RA	AH018610-RA
OG0010919	Av_00002095-RA, Av_00014782-RA	AH019592-RA
OG0010923	Av_00002052-RA, Av_00012887-RA	AH012232-RA
OG0010926	Av_00010901-RA, Av_00015231-RA	AH022221-RA
OG0010927	Av_00016858-RA	AH021160-RA, AH014261-RA
OG0010928	Av_00004405-RA	AH016013-RA
OG0010930	Av_00021153-RA	AH003072-RA
OG0010931	Av_00013487-RA	AH021883-RA
OG0010932	Av_00021152-RA, Av_00024093-RA	AH000822-RA, AH002249-RA
OG0010933	Av_00017747-RA	AH021867-RA
OG0010934	Av_00001716-RA, Av_00017696-RA	AH022225-RA, AH013314-RA
OG0010935	Av_00007328-RA	AH022694-RA
OG0010936	Av_00016094-RA	AH006666-RA
OG0010937	Av_00015446-RA	AH014703-RA
OG0010938	Av_00005676-RA, Av_00024386-RA	AH016315-RA
OG0010939	Av_00013198-RA, Av_00018808-RA	AH020301-RA
OG0010940	Av_00021843-RA	AH020303-RA
OG0010941	Av_00020756-RA	AH013178-RA
OG0010942	Av_00019743-RA	AH006327-RA
OG0010944	Av_00019466-RA	AH010209-RA
OG0010945	Av_00014417-RA	AH011071-RA
OG0010946	Av_00011983-RA	AH023100-RA
OG0010947	Av_00003106-RA	AH009995-RA
OG0010948	Av_00007502-RA, Av_00003637-RA	AH001136-RA
OG0010949	Av_00011882-RA	AH007659-RA
OG0010950	Av_00021659-RA	AH009485-RA
OG0010951	Av_00003674-RA	AH015195-RA
OG0010952	Av_00002483-RA	AH008186-RA
OG0010953	Av_00015146-RA	AH007807-RA, AH010671-RA
OG0010954	Av_00002965-RA, Av_00022966-RA	AH012481-RA, AH021729-RA
OG0010955	Av_00019405-RA	AH021938-RA, AH012808-RA
OG0010959	Av_00017995-RA	AH021709-RA
OG0010961	Av_00011738-RA	AH021975-RA
OG0010963	Av_00008287-RA	AH019740-RA, AH023418-RA
OG0010964	Av_00012456-RA	AH017222-RA
OG0010965	Av_00003380-RA	AH021313-RA
OG0010966	Av_00020479-RA	AH015401-RA
OG0010968	Av_00019725-RA	AH008188-RA
OG0010969	Av_00023071-RA	AH014304-RA
OG0010973	Av_00008417-RA, Av_00022578-RA, Av_00002489-RA	AH008213-RA
OG0010975	Av_00004357-RA	AH010410-RA
OG0010976	Av_00024218-RA	AH023045-RA, AH009117-RA
OG0010978	Av_00001226-RA	AH004850-RA
OG0010979	Av_00002831-RA	AH010747-RA
OG0010980	Av_00016213-RA	AH010670-RA
OG0010981	Av_00017549-RA	AH003010-RA
OG0010986	Av_00002820-RA	AH018813-RA
OG0010988	Av_00004949-RA, Av_00003958-RA	AH016630-RA
OG0010990	Av_00002943-RA	AH021803-RA
OG0010991	Av_00011555-RA	AH008277-RA, AH009753-RA
OG0010992	Av_00020552-RA	AH018960-RA, AH003035-RA
OG0010993	Av_00000854-RA	AH010711-RA
OG0010994	Av_00020402-RA	AH003107-RA
OG0010995	Av_00001114-RA, Av_00008230-RA	AH023390-RA
OG0010996	Av_00000364-RA	AH006722-RA, AH006030-RA
OG0010997	Av_00008543-RA, Av_00013114-RA	AH022120-RA, AH012606-RA
OG0010999	Av_00022994-RA	AH010400-RA
OG0011000	Av_00014751-RA	AH007495-RA
OG0011001	Av_00023902-RA	AH010300-RA
OG0011002	Av_00009957-RA	AH011714-RA
OG0011003	Av_00004934-RA, Av_00003975-RA	AH020580-RA
OG0011004	Av_00005023-RA	AH016351-RA, AH023118-RA
OG0011006	Av_00000209-RA	AH010081-RA
OG0011007	Av_00023859-RA, Av_00021257-RA	AH012358-RA
OG0011008	Av_00002237-RA	AH019682-RA, AH013762-RA
OG0011009	Av_00010933-RA	AH008840-RA
OG0011010	Av_00008290-RA	AH023408-RA
OG0011011	Av_00016928-RA	AH001252-RA, AH000170-RA
OG0011012	Av_00003855-RA	AH016358-RA
OG0011015	Av_00014104-RA, Av_00020667-RA	AH015246-RA
OG0011016	Av_00005673-RA	AH023181-RA
OG0011017	Av_00001196-RA	AH015964-RA
OG0011018	Av_00011723-RA	AH012712-RA
OG0011019	Av_00013591-RA	AH023394-RA
OG0011020	Av_00024527-RA	AH015253-RA
OG0011022	Av_00006188-RA	AH000292-RA
OG0011023	Av_00005943-RA	AH015042-RA
OG0011024	Av_00001187-RA	AH007654-RA
OG0011025	Av_00004751-RA	AH001197-RA
OG0011026	Av_00005702-RA	AH008041-RA
OG0011027	Av_00011979-RA	AH016391-RA
OG0011028	Av_00023391-RA, Av_00013650-RA	AH010799-RA
OG0011030	Av_00002276-RA	AH002711-RA
OG0011031	Av_00005525-RA	AH003215-RA
OG0011032	Av_00006031-RA	AH017227-RA
OG0011034	Av_00011772-RA	AH019803-RA
OG0011036	Av_00006099-RA	AH018638-RA
OG0011037	Av_00000169-RA, Av_00002410-RA, Av_00002415-RA	AH009932-RA
OG0011038	Av_00001390-RA	AH021241-RA
OG0011039	Av_00013003-RA, Av_00007246-RA	AH021116-RA
OG0011040	Av_00015045-RA	AH019753-RA
OG0011042	Av_00016585-RA	AH018170-RA
OG0011043	Av_00012247-RA	AH004560-RA
OG0011044	Av_00011792-RA	AH010351-RA
OG0011045	Av_00011656-RA	AH005608-RA
OG0011046	Av_00004924-RA, Av_00003993-RA	AH018152-RA
OG0011047	Av_00000419-RA	AH003645-RA
OG0011048	Av_00000756-RA	AH022021-RA
OG0011049	Av_00004263-RA	AH021199-RA
OG0011050	Av_00021370-RA, Av_00006312-RA	AH007003-RA
OG0011051	Av_00013318-RA	AH013749-RA
OG0011052	Av_00018859-RA	AH008990-RA
OG0011053	Av_00013841-RA, Av_00011174-RA	AH017920-RA
OG0011055	Av_00009771-RA	AH001597-RA
OG0011056	Av_00014223-RA	AH003636-RA
OG0011057	Av_00011582-RA	AH017180-RA
OG0011058	Av_00019197-RA	AH007159-RA, AH007160-RA
OG0011060	Av_00024421-RA	AH008514-RA
OG0011061	Av_00009712-RA	AH006639-RA
OG0011062	Av_00005106-RA	AH018069-RA
OG0011063	Av_00000791-RA	AH002660-RA
OG0011064	Av_00022952-RA, Av_00001471-RA, Av_00001472-RA	AH013048-RA
OG0011065	Av_00000110-RA	AH009306-RA
OG0011066	Av_00014752-RA	AH019996-RA
OG0011067	Av_00001506-RA, Av_00019164-RA	AH013110-RA
OG0011069	Av_00010828-RA	AH005156-RA
OG0011070	Av_00004275-RA, Av_00004609-RA	AH000714-RA
