Orthogroup	A_vesiculosa.proteins	P_amilis.proteins
OG0010179	Av_00012906-RA	FUN_022548-T1
OG0010180	Av_00018160-RA	FUN_016080-T1, FUN_006203-T1
OG0010181	Av_00008912-RA, Av_00019282-RA	FUN_053237-T2, FUN_053237-T1, FUN_053237-T3
OG0010182	Av_00016869-RA	FUN_026770-T1
OG0010183	Av_00009406-RA	FUN_013919-T1
OG0010184	Av_00004463-RA	FUN_001964-T1, FUN_008494-T1
OG0010185	Av_00005954-RA, Av_00005618-RA	FUN_035252-T1, FUN_012426-T1
OG0010186	Av_00003626-RA, Av_00007132-RA	FUN_005342-T1
OG0010187	Av_00024802-RA, Av_00010398-RA, Av_00014560-RA	FUN_040701-T1
OG0010188	Av_00007951-RA	FUN_021645-T1
OG0010190	Av_00010410-RA	FUN_040772-T1
OG0010191	Av_00004094-RA	FUN_050090-T1
OG0010192	Av_00007964-RA	FUN_005415-T1
OG0010193	Av_00008885-RA	FUN_026662-T1
OG0010194	Av_00021108-RA, Av_00017135-RA	FUN_012761-T1
OG0010195	Av_00020847-RA, Av_00020845-RA	FUN_024399-T1
OG0010196	Av_00000899-RA	FUN_032363-T1
OG0010197	Av_00009912-RA, Av_00011118-RA	FUN_027883-T1
OG0010198	Av_00021529-RA	FUN_049649-T3, FUN_049649-T2, FUN_049649-T1
OG0010200	Av_00004661-RA	FUN_008424-T1
OG0010201	Av_00018330-RA	FUN_025207-T1, FUN_025207-T2
OG0010202	Av_00006053-RA	FUN_040039-T1
OG0010203	Av_00007990-RA	FUN_003143-T1
OG0010204	Av_00007723-RA	FUN_019230-T1
OG0010205	Av_00013383-RA	FUN_019983-T1
OG0010207	Av_00020930-RA	FUN_026424-T1
OG0010208	Av_00017900-RA	FUN_015370-T1, FUN_015380-T1, FUN_037309-T1
OG0010210	Av_00008593-RA, Av_00024010-RA	FUN_037554-T1
OG0010211	Av_00023462-RA	FUN_005377-T1
OG0010212	Av_00018238-RA, Av_00004646-RA	FUN_034978-T2, FUN_034978-T1
OG0010213	Av_00007400-RA	FUN_026296-T1, FUN_012978-T1
OG0010214	Av_00017575-RA	FUN_011824-T2, FUN_011824-T1
OG0010215	Av_00019652-RA, Av_00006456-RA	FUN_014295-T1
OG0010216	Av_00016588-RA	FUN_051368-T1
OG0010217	Av_00017542-RA	FUN_032005-T1
OG0010219	Av_00005516-RA, Av_00006085-RA	FUN_040687-T1
OG0010220	Av_00020789-RA	FUN_052242-T1, FUN_005454-T1
OG0010221	Av_00019295-RA	FUN_026503-T1
OG0010222	Av_00016699-RA, Av_00002089-RA	FUN_022845-T1
OG0010223	Av_00001973-RA	FUN_019201-T1
OG0010224	Av_00020723-RA, Av_00007138-RA	FUN_027365-T1, FUN_027365-T2
OG0010225	Av_00011050-RA	FUN_003109-T1
OG0010226	Av_00007399-RA, Av_00003783-RA	FUN_026277-T1
OG0010227	Av_00021424-RA	FUN_022025-T1
OG0010228	Av_00017899-RA	FUN_053308-T1, FUN_053308-T2
OG0010229	Av_00009784-RA	FUN_011719-T1
OG0010230	Av_00006843-RA	FUN_011503-T1
OG0010231	Av_00010082-RA	FUN_021090-T2, FUN_021090-T1, FUN_021093-T1, FUN_021093-T2
OG0010234	Av_00022448-RA	FUN_005406-T1
OG0010235	Av_00022765-RA	FUN_018383-T1
OG0010237	Av_00005612-RA	FUN_011274-T1
OG0010238	Av_00014416-RA	FUN_012836-T1, FUN_008297-T1
OG0010239	Av_00017791-RA, Av_00003261-RA	FUN_037505-T1
OG0010240	Av_00007997-RA	FUN_001805-T1
OG0010241	Av_00003126-RA	FUN_049527-T1
OG0010242	Av_00021475-RA	FUN_041085-T1
OG0010243	Av_00009190-RA	FUN_013864-T1, FUN_022860-T1
OG0010245	Av_00012861-RA	FUN_053046-T1, FUN_053046-T2
OG0010246	Av_00021443-RA, Av_00024643-RA	FUN_008430-T1
OG0010247	Av_00004386-RA	FUN_008309-T1
OG0010248	Av_00002123-RA, Av_00023910-RA	FUN_042615-T1
OG0010250	Av_00005559-RA	FUN_029019-T1
OG0010251	Av_00002069-RA	FUN_022560-T1
OG0010252	Av_00017316-RA, Av_00021269-RA	FUN_049961-T1
OG0010253	Av_00010766-RA	FUN_049805-T1, FUN_049805-T2
OG0010254	Av_00010608-RA	FUN_012290-T1, FUN_012290-T2
OG0010256	Av_00023625-RA	FUN_015584-T1
OG0010257	Av_00000233-RA	FUN_011727-T1
OG0010258	Av_00000918-RA	FUN_017482-T1
OG0010261	Av_00015554-RA	FUN_008109-T1
OG0010262	Av_00022218-RA	FUN_031980-T1
OG0010264	Av_00016541-RA	FUN_052670-T1
OG0010265	Av_00002301-RA, Av_00009692-RA	FUN_051197-T1, FUN_051196-T1
OG0010266	Av_00018880-RA	FUN_045089-T1
OG0010267	Av_00017391-RA	FUN_027378-T1
OG0010268	Av_00014188-RA	FUN_044333-T1
OG0010269	Av_00013570-RA	FUN_042014-T1, FUN_042014-T2
OG0010271	Av_00007127-RA	FUN_001381-T1, FUN_001381-T3, FUN_001381-T2
OG0010272	Av_00015827-RA, Av_00019711-RA	FUN_012661-T1
OG0010273	Av_00013469-RA	FUN_039470-T1, FUN_039470-T2
OG0010275	Av_00015694-RA, Av_00005099-RA	FUN_039348-T1
OG0010276	Av_00015386-RA	FUN_049097-T1
OG0010277	Av_00021728-RA	FUN_032825-T1
OG0010278	Av_00015741-RA	FUN_044135-T1
OG0010280	Av_00021715-RA	FUN_041917-T1
OG0010281	Av_00019673-RA	FUN_047933-T1
OG0010282	Av_00011901-RA	FUN_002124-T1, FUN_002124-T2
OG0010286	Av_00000159-RA	FUN_046157-T1
OG0010287	Av_00017357-RA, Av_00008486-RA	FUN_048985-T1, FUN_048985-T2
OG0010288	Av_00001172-RA	FUN_002061-T2, FUN_002061-T1
OG0010289	Av_00011921-RA	FUN_002081-T2, FUN_002081-T1
OG0010291	Av_00014385-RA	FUN_029585-T1
OG0010292	Av_00014591-RA	FUN_049063-T1
OG0010293	Av_00018372-RA, Av_00005160-RA	FUN_044374-T1
OG0010294	Av_00017491-RA	FUN_026800-T2, FUN_026800-T1
OG0010295	Av_00010594-RA	FUN_012376-T1
OG0010296	Av_00000138-RA	FUN_041101-T1
OG0010297	Av_00014277-RA	FUN_032849-T1, FUN_018353-T1
OG0010298	Av_00023470-RA	FUN_042035-T1
OG0010299	Av_00001656-RA, Av_00009446-RA	FUN_013683-T1
OG0010300	Av_00006189-RA, Av_00008452-RA	FUN_012657-T1
OG0010301	Av_00006517-RA	FUN_036474-T1
OG0010302	Av_00013590-RA	FUN_019380-T1
OG0010302	Av_00008299-RA	FUN_019379-T1
OG0010303	Av_00007333-RA, Av_00013280-RA	FUN_017320-T2, FUN_017320-T3, FUN_017320-T1
OG0010304	Av_00007822-RA	FUN_046724-T1
OG0010305	Av_00023254-RA	FUN_014678-T1
OG0010306	Av_00005032-RA	FUN_018991-T1, FUN_029279-T1
OG0010307	Av_00014083-RA, Av_00015875-RA	FUN_047991-T1
OG0010308	Av_00019959-RA	FUN_001958-T1, FUN_033873-T1
OG0010309	Av_00000141-RA	FUN_001972-T1
OG0010311	Av_00005908-RA, Av_00021394-RA	FUN_036663-T1
OG0010312	Av_00001049-RA	FUN_018451-T1
OG0010313	Av_00020512-RA, Av_00003525-RA	FUN_032706-T1, FUN_004473-T1
OG0010314	Av_00015643-RA	FUN_030417-T1, FUN_030418-T1, FUN_019072-T1
OG0010315	Av_00002832-RA, Av_00021702-RA	FUN_039797-T1
OG0010317	Av_00014399-RA, Av_00001200-RA	FUN_036423-T1
OG0010318	Av_00006069-RA	FUN_003502-T1, FUN_034089-T1
OG0010319	Av_00002874-RA	FUN_043810-T1, FUN_039947-T1
OG0010320	Av_00006198-RA	FUN_010636-T1, FUN_001454-T1
OG0010321	Av_00013673-RA, Av_00006492-RA, Av_00007026-RA	FUN_051637-T1
OG0010322	Av_00017126-RA, Av_00009540-RA	FUN_000600-T1
OG0010324	Av_00006730-RA	FUN_033978-T1, FUN_004386-T1
OG0010325	Av_00004731-RA	FUN_025344-T1
OG0010326	Av_00010151-RA	FUN_003138-T1
OG0010328	Av_00022040-RA, Av_00023086-RA	FUN_052603-T2, FUN_052603-T1
OG0010329	Av_00008964-RA	FUN_012334-T2, FUN_012334-T1, FUN_012334-T3
OG0010330	Av_00012219-RA, Av_00024878-RA	FUN_034754-T1
OG0010331	Av_00008548-RA	FUN_027830-T1
OG0010333	Av_00019125-RA	FUN_026790-T3, FUN_026790-T2, FUN_026790-T1
OG0010334	Av_00016566-RA, Av_00006515-RA	FUN_000109-T1
OG0010335	Av_00012681-RA, Av_00014487-RA	FUN_004618-T1
OG0010336	Av_00020825-RA	FUN_027060-T2, FUN_027060-T1
OG0010337	Av_00024434-RA	FUN_039432-T1, FUN_039432-T2
OG0010338	Av_00004374-RA, Av_00008207-RA	FUN_040869-T1
OG0010339	Av_00021986-RA, Av_00015803-RA	FUN_042094-T1
OG0010340	Av_00010190-RA	FUN_046959-T1, FUN_046958-T1, FUN_046871-T1, FUN_046871-T2
OG0010341	Av_00009571-RA	FUN_030735-T2, FUN_030735-T1
OG0010342	Av_00011939-RA	FUN_037829-T1
OG0010344	Av_00007938-RA	FUN_011505-T1, FUN_033401-T1
OG0010345	Av_00006021-RA	FUN_024706-T1, FUN_024706-T3, FUN_024706-T2
OG0010346	Av_00006523-RA	FUN_036497-T1, FUN_028777-T1
OG0010347	Av_00023451-RA	FUN_021162-T1
OG0010348	Av_00001251-RA, Av_00006589-RA	FUN_025204-T1
OG0010349	Av_00008137-RA, Av_00014911-RA, Av_00008139-RA	FUN_052766-T1
OG0010350	Av_00003687-RA, Av_00007477-RA	FUN_012415-T1
OG0010351	Av_00018759-RA	FUN_002158-T1
OG0010353	Av_00001512-RA, Av_00019157-RA	FUN_042822-T1, FUN_036012-T1
OG0010354	Av_00019858-RA	FUN_029075-T1
OG0010355	Av_00011644-RA, Av_00014197-RA	FUN_031168-T1
OG0010356	Av_00000327-RA, Av_00007695-RA	FUN_013592-T1
OG0010357	Av_00023405-RA, Av_00013637-RA	FUN_000717-T1, FUN_014173-T2, FUN_014173-T1
OG0010358	Av_00016179-RA, Av_00016069-RA	FUN_051434-T1
OG0010359	Av_00020774-RA, Av_00002540-RA, Av_00015728-RA	FUN_046647-T1
OG0010360	Av_00022301-RA	FUN_052292-T2, FUN_052292-T1
OG0010361	Av_00014860-RA	FUN_035838-T1
OG0010362	Av_00024659-RA	FUN_001566-T1
OG0010363	Av_00012776-RA	FUN_052281-T1
OG0010364	Av_00015775-RA	FUN_008139-T2, FUN_008139-T1
OG0010366	Av_00012965-RA	FUN_040305-T1
OG0010367	Av_00004945-RA, Av_00003965-RA	FUN_045291-T1
OG0010368	Av_00012884-RA	FUN_015291-T1
OG0010369	Av_00014786-RA	FUN_013763-T2, FUN_013763-T1
OG0010370	Av_00014208-RA, Av_00011654-RA	FUN_030257-T2, FUN_030257-T1
OG0010373	Av_00001494-RA, Av_00012962-RA, Av_00021744-RA	FUN_024758-T1
OG0010374	Av_00012470-RA, Av_00016387-RA, Av_00015906-RA	FUN_001252-T1
OG0010376	Av_00000615-RA	FUN_046071-T1, FUN_002391-T1
OG0010377	Av_00006741-RA	FUN_003562-T1, FUN_003562-T2, FUN_003562-T3
OG0010379	Av_00003372-RA	FUN_001579-T1
OG0010380	Av_00011752-RA	FUN_007567-T1
OG0010382	Av_00000848-RA	FUN_047822-T1
OG0010383	Av_00024616-RA	FUN_017575-T1, FUN_017576-T1, FUN_041582-T1
OG0010384	Av_00013007-RA, Av_00012862-RA	FUN_013738-T1
OG0010385	Av_00020445-RA	FUN_009617-T1
OG0010386	Av_00000339-RA	FUN_017668-T1
OG0010387	Av_00005191-RA, Av_00002772-RA	FUN_025233-T1
OG0010388	Av_00023027-RA	FUN_004489-T1, FUN_004488-T1, FUN_004505-T1
OG0010389	Av_00024588-RA	FUN_006905-T1
OG0010390	Av_00024044-RA	FUN_053107-T1
OG0010391	Av_00021293-RA, Av_00009729-RA	FUN_047302-T1, FUN_047302-T3, FUN_047302-T2
OG0010392	Av_00007833-RA	FUN_042934-T1
OG0010394	Av_00022048-RA	FUN_008447-T1, FUN_008447-T3, FUN_008447-T2
OG0010395	Av_00020435-RA	FUN_034236-T1
OG0010396	Av_00018771-RA	FUN_020432-T1, FUN_020432-T2
OG0010397	Av_00007209-RA, Av_00018850-RA	FUN_047794-T1, FUN_022956-T1
OG0010398	Av_00004389-RA	FUN_002881-T1
OG0010399	Av_00016463-RA, Av_00016462-RA	FUN_020463-T1
OG0010400	Av_00020989-RA	FUN_032173-T1
OG0010401	Av_00014204-RA	FUN_001117-T1
OG0010403	Av_00011424-RA	FUN_048066-T1, FUN_037304-T1, FUN_037304-T2
OG0010405	Av_00015011-RA	FUN_025149-T1
OG0010407	Av_00004318-RA, Av_00011108-RA	FUN_001872-T1
OG0010408	Av_00001530-RA, Av_00013506-RA	FUN_015074-T1
OG0010409	Av_00021541-RA	FUN_002292-T1
OG0010410	Av_00022018-RA	FUN_041792-T1
OG0010411	Av_00004182-RA	FUN_047282-T1
OG0010412	Av_00014735-RA	FUN_014872-T1, FUN_014872-T2
OG0010413	Av_00017801-RA	FUN_037857-T1, FUN_048448-T1
OG0010414	Av_00021563-RA	FUN_033477-T1
OG0010415	Av_00024915-RA, Av_00023144-RA	FUN_027721-T1
OG0010416	Av_00000019-RA	FUN_037459-T2, FUN_037459-T1
OG0010417	Av_00004802-RA	FUN_050845-T2, FUN_050845-T1
OG0010418	Av_00014486-RA	FUN_024398-T2, FUN_024398-T1
OG0010419	Av_00016322-RA, Av_00012521-RA	FUN_025600-T1, FUN_025600-T2
OG0010421	Av_00024059-RA, Av_00004858-RA	FUN_002996-T1
OG0010422	Av_00004054-RA	FUN_001513-T1
OG0010423	Av_00013520-RA, Av_00001548-RA	FUN_014893-T1
OG0010424	Av_00014216-RA, Av_00011659-RA	FUN_032487-T1
OG0010425	Av_00014612-RA, Av_00019717-RA	FUN_048395-T1, FUN_037784-T1
OG0010426	Av_00000004-RA, Av_00022278-RA, Av_00024970-RA	FUN_048461-T1
OG0010427	Av_00024468-RA, Av_00004464-RA	FUN_014271-T1
OG0010428	Av_00022515-RA	FUN_037587-T1
OG0010431	Av_00002638-RA	FUN_025357-T1
OG0010434	Av_00000040-RA, Av_00011433-RA	FUN_048035-T1
OG0010435	Av_00020659-RA	FUN_020567-T1
OG0010437	Av_00006685-RA	FUN_000502-T1
OG0010438	Av_00009467-RA	FUN_013636-T1
OG0010439	Av_00021841-RA	FUN_033218-T1, FUN_033220-T1
OG0010440	Av_00020084-RA	FUN_019431-T1, FUN_003077-T1
OG0010441	Av_00016776-RA	FUN_002479-T1
OG0010442	Av_00004692-RA	FUN_027142-T1
OG0010443	Av_00011145-RA	FUN_024099-T1
OG0010444	Av_00000488-RA	FUN_031125-T1
OG0010446	Av_00005368-RA	FUN_025323-T1
OG0010447	Av_00010425-RA	FUN_047558-T1, FUN_040930-T1
OG0010448	Av_00000312-RA, Av_00007707-RA	FUN_052805-T1, FUN_030460-T1
OG0010449	Av_00020634-RA	FUN_018379-T1, FUN_018379-T3, FUN_018379-T2
OG0010451	Av_00010982-RA	FUN_032782-T1, FUN_036892-T3, FUN_036892-T4, FUN_036892-T2, FUN_036892-T1
OG0010453	Av_00016229-RA	FUN_034936-T2, FUN_034936-T1
OG0010454	Av_00001744-RA	FUN_047526-T1
OG0010455	Av_00001116-RA, Av_00023251-RA	FUN_002766-T2, FUN_002766-T1
OG0010457	Av_00007891-RA	FUN_041889-T1
OG0010458	Av_00024406-RA	FUN_011371-T1
OG0010459	Av_00008143-RA, Av_00008144-RA	FUN_028790-T1
OG0010460	Av_00003300-RA	FUN_023806-T1
OG0010461	Av_00009230-RA	FUN_045212-T2, FUN_045212-T1
OG0010463	Av_00022593-RA	FUN_042627-T1
OG0010464	Av_00012414-RA	FUN_010956-T1
OG0010466	Av_00019443-RA, Av_00012117-RA	FUN_025741-T1
OG0010467	Av_00023170-RA	FUN_041866-T1
OG0010468	Av_00005563-RA	FUN_043260-T2, FUN_043260-T1
OG0010469	Av_00010416-RA	FUN_036045-T1
OG0010470	Av_00004703-RA, Av_00004704-RA, Av_00018282-RA	FUN_005531-T1
OG0010471	Av_00002670-RA	FUN_032202-T1
OG0010472	Av_00017298-RA	FUN_016447-T1, FUN_030003-T1
OG0010473	Av_00017562-RA	FUN_041605-T1
OG0010474	Av_00017144-RA	FUN_023860-T1
OG0010476	Av_00024947-RA, Av_00012664-RA, Av_00013473-RA	FUN_042813-T1
OG0010477	Av_00016811-RA	FUN_001999-T1
OG0010478	Av_00002819-RA	FUN_052307-T1, FUN_047121-T1
OG0010480	Av_00013292-RA, Av_00007345-RA	FUN_052788-T1
OG0010482	Av_00021136-RA	FUN_033592-T1
OG0010483	Av_00017330-RA, Av_00017329-RA	FUN_015105-T1
OG0010484	Av_00006344-RA	FUN_033404-T1, FUN_033431-T1
OG0010485	Av_00015502-RA	FUN_044535-T1, FUN_032458-T1
OG0010486	Av_00000809-RA, Av_00023863-RA	FUN_010316-T1
OG0010487	Av_00016091-RA	FUN_007537-T1, FUN_007537-T2
OG0010488	Av_00003309-RA	FUN_033617-T1
OG0010490	Av_00015609-RA	FUN_029971-T1
OG0010491	Av_00006028-RA	FUN_016290-T1, FUN_016290-T2
OG0010492	Av_00017729-RA, Av_00010991-RA	FUN_047070-T1
OG0010493	Av_00003910-RA	FUN_029921-T2, FUN_029921-T1
OG0010494	Av_00009509-RA, Av_00018894-RA	FUN_045240-T1
OG0010496	Av_00020388-RA, Av_00023456-RA, Av_00014804-RA	FUN_022021-T1
OG0010497	Av_00001511-RA	FUN_024705-T1
OG0010498	Av_00005557-RA	FUN_048791-T1
OG0010499	Av_00023656-RA	FUN_034113-T1
OG0010500	Av_00000908-RA	FUN_009235-T1, FUN_032243-T1
OG0010501	Av_00017051-RA	FUN_030903-T1
OG0010502	Av_00013013-RA	FUN_013676-T1
OG0010504	Av_00024646-RA, Av_00017531-RA	FUN_017464-T1, FUN_017464-T2
OG0010505	Av_00001751-RA	FUN_011014-T1
OG0010506	Av_00005194-RA	FUN_022531-T1
OG0010507	Av_00000903-RA	FUN_009172-T1, FUN_009174-T1
OG0010508	Av_00023563-RA	FUN_017299-T2, FUN_017299-T1
OG0010510	Av_00017022-RA	FUN_024102-T1
OG0010511	Av_00013818-RA	FUN_046907-T1
OG0010513	Av_00006341-RA	FUN_033376-T1
OG0010514	Av_00002144-RA	FUN_014861-T1
OG0010515	Av_00002719-RA	FUN_032646-T1
OG0010517	Av_00024299-RA	FUN_032506-T1
OG0010518	Av_00019107-RA, Av_00024542-RA	FUN_011291-T2, FUN_011291-T1
OG0010519	Av_00006368-RA	FUN_023854-T2, FUN_023854-T1, FUN_033637-T1, FUN_033637-T2
OG0010520	Av_00014808-RA	FUN_033710-T1
OG0010521	Av_00021865-RA	FUN_033126-T1
OG0010522	Av_00003331-RA, Av_00002587-RA	FUN_020114-T1
OG0010523	Av_00000828-RA	FUN_014075-T1
OG0010527	Av_00015038-RA	FUN_045274-T1, FUN_003924-T1
OG0010528	Av_00005365-RA	FUN_025338-T2
OG0010529	Av_00001727-RA	FUN_047464-T1, FUN_047464-T2
OG0010532	Av_00019158-RA	FUN_017440-T1
OG0010533	Av_00002712-RA	FUN_032615-T1
OG0010534	Av_00010339-RA	FUN_020130-T1, FUN_020130-T2
OG0010535	Av_00001803-RA	FUN_047148-T1
OG0010536	Av_00021310-RA	FUN_046407-T1
OG0010538	Av_00023642-RA	FUN_034161-T1, FUN_046344-T1, FUN_001357-T1
OG0010539	Av_00003370-RA	FUN_025250-T1, FUN_031799-T1
OG0010541	Av_00022705-RA	FUN_041339-T2, FUN_041339-T3, FUN_041339-T1, FUN_041982-T1
OG0010542	Av_00016978-RA	FUN_033884-T2, FUN_033884-T1
OG0010543	Av_00017586-RA	FUN_027147-T1
OG0010545	Av_00007306-RA	FUN_030965-T1
OG0010547	Av_00023331-RA	FUN_041099-T1, FUN_018270-T1
OG0010551	Av_00012159-RA, Av_00009065-RA	FUN_001743-T1
OG0010553	Av_00023300-RA	FUN_003743-T1
OG0010555	Av_00011900-RA	FUN_002126-T3, FUN_002126-T2, FUN_002126-T1
OG0010557	Av_00014505-RA	FUN_004451-T1, FUN_004451-T2, FUN_004451-T3
OG0010558	Av_00005610-RA, Av_00005962-RA	FUN_012358-T1
OG0010559	Av_00007630-RA	FUN_033464-T2, FUN_033464-T1, FUN_033464-T3
OG0010560	Av_00012482-RA, Av_00022946-RA, Av_00022388-RA	FUN_012825-T1, FUN_004127-T1
OG0010624	Av_00012947-RA	FUN_013785-T1
OG0010629	Av_00019329-RA	FUN_032986-T1
OG0010630	Av_00023276-RA, Av_00023277-RA	FUN_012897-T1
OG0010632	Av_00013286-RA, Av_00007341-RA	FUN_025897-T1
OG0010634	Av_00012371-RA	FUN_051713-T3, FUN_051713-T1, FUN_051713-T2
OG0010635	Av_00002828-RA	FUN_016427-T1
OG0010637	Av_00004015-RA	FUN_038374-T1
OG0010638	Av_00017047-RA	FUN_047484-T1, FUN_047483-T1
OG0010639	Av_00013538-RA	FUN_012418-T1
OG0010642	Av_00003812-RA	FUN_035588-T1
OG0010644	Av_00020480-RA	FUN_049101-T1
OG0010646	Av_00022308-RA	FUN_033211-T1
OG0010647	Av_00012720-RA, Av_00016891-RA	FUN_033160-T1
OG0010648	Av_00024364-RA	FUN_003491-T1, FUN_034102-T1
OG0010649	Av_00016755-RA, Av_00015136-RA	FUN_002699-T1
OG0010651	Av_00015678-RA	FUN_020354-T1
OG0010652	Av_00020692-RA	FUN_029053-T2, FUN_029053-T1, FUN_029053-T3
OG0010653	Av_00014080-RA	FUN_027466-T1
OG0010654	Av_00015671-RA	FUN_030779-T1
OG0010657	Av_00012823-RA	FUN_014454-T1
OG0010659	Av_00001394-RA	FUN_010657-T1
OG0010660	Av_00008981-RA, Av_00021975-RA	FUN_018344-T1
OG0010664	Av_00013598-RA, Av_00008283-RA	FUN_025225-T1
OG0010665	Av_00017983-RA, Av_00008365-RA	FUN_030978-T1
OG0010666	Av_00000670-RA	FUN_033040-T1
OG0010668	Av_00013526-RA, Av_00009592-RA	FUN_014743-T1
OG0010669	Av_00021282-RA, Av_00009738-RA	FUN_050414-T1, FUN_025052-T1
OG0010672	Av_00008052-RA	FUN_003460-T1
OG0010673	Av_00023064-RA	FUN_048759-T1
OG0010674	Av_00015232-RA	FUN_049230-T1
OG0010675	Av_00006113-RA	FUN_003967-T1
OG0010677	Av_00017894-RA	FUN_049131-T1
OG0010678	Av_00008405-RA, Av_00018659-RA	FUN_047839-T1
OG0010679	Av_00000553-RA, Av_00020379-RA	FUN_006555-T2, FUN_006555-T1
OG0010680	Av_00004770-RA, Av_00017745-RA	FUN_012907-T1
OG0010681	Av_00010701-RA	FUN_040532-T1
OG0010682	Av_00023826-RA, Av_00020019-RA	FUN_005816-T1
OG0010683	Av_00002285-RA	FUN_005501-T1
OG0010686	Av_00018147-RA	FUN_006274-T1, FUN_006274-T2
OG0010687	Av_00020194-RA, Av_00022191-RA	FUN_017556-T1
OG0010691	Av_00016354-RA	FUN_001779-T1, FUN_001779-T2
OG0010692	Av_00019640-RA	FUN_040512-T2, FUN_040512-T1
OG0010693	Av_00023116-RA, Av_00007497-RA	FUN_036731-T1
OG0010695	Av_00000733-RA	FUN_034105-T2, FUN_034105-T3, FUN_034105-T1
OG0010696	Av_00013229-RA	FUN_028903-T1
OG0010697	Av_00020580-RA	FUN_034001-T1
OG0010701	Av_00010988-RA	FUN_030840-T1
OG0010703	Av_00024295-RA, Av_00012096-RA	FUN_032983-T1
OG0010704	Av_00001412-RA	FUN_051067-T1
OG0010706	Av_00019690-RA	FUN_041740-T1
OG0010707	Av_00024448-RA, Av_00022184-RA, Av_00000725-RA, Av_00024112-RA	FUN_034087-T1
OG0010708	Av_00009679-RA, Av_00023723-RA	FUN_010330-T1, FUN_051285-T1
OG0010709	Av_00009671-RA	FUN_044772-T1, FUN_044772-T2
OG0010710	Av_00016508-RA	FUN_051609-T1
OG0010712	Av_00018244-RA	FUN_008355-T1
OG0010713	Av_00019644-RA	FUN_033155-T1
OG0010714	Av_00003891-RA, Av_00004997-RA	FUN_030057-T1
OG0010716	Av_00003487-RA	FUN_003497-T1
OG0010718	Av_00017776-RA	FUN_025446-T1
OG0010719	Av_00010285-RA	FUN_039028-T1
OG0010720	Av_00001620-RA	FUN_020260-T1
OG0010722	Av_00020666-RA, Av_00008411-RA	FUN_024423-T1
OG0010723	Av_00013132-RA	FUN_006282-T1, FUN_033952-T1
OG0010724	Av_00018497-RA	FUN_014432-T1
OG0010727	Av_00014250-RA, Av_00011693-RA	FUN_031109-T1
OG0010728	Av_00000947-RA, Av_00000948-RA, Av_00011355-RA	FUN_027662-T1
OG0010729	Av_00000360-RA, Av_00021695-RA	FUN_029548-T1
OG0010730	Av_00021378-RA	FUN_031024-T1
OG0010731	Av_00006947-RA	FUN_021656-T1
OG0010733	Av_00019992-RA	FUN_003873-T1, FUN_003843-T1
OG0010734	Av_00021699-RA	FUN_025439-T1, FUN_031228-T1
OG0010735	Av_00011069-RA	FUN_027070-T1
OG0010736	Av_00007925-RA, Av_00006853-RA, Av_00010030-RA	FUN_024277-T1
OG0010737	Av_00019049-RA	FUN_001969-T2, FUN_001969-T1
OG0010739	Av_00012513-RA, Av_00016337-RA	FUN_009452-T1
OG0010741	Av_00000536-RA, Av_00011253-RA	FUN_011091-T1
OG0010742	Av_00007104-RA	FUN_022725-T1
OG0010743	Av_00008775-RA	FUN_037958-T2, FUN_037958-T1, FUN_037958-T3
OG0010744	Av_00009964-RA	FUN_050606-T2, FUN_050606-T1
OG0010745	Av_00019247-RA	FUN_025584-T1
OG0010747	Av_00008200-RA	FUN_005924-T1
OG0010748	Av_00009893-RA	FUN_038348-T1
OG0010749	Av_00014236-RA	FUN_004247-T1
OG0010750	Av_00007219-RA	FUN_049761-T1
OG0010751	Av_00018841-RA, Av_00007196-RA	FUN_002185-T1
OG0010754	Av_00011352-RA, Av_00000950-RA	FUN_049790-T1
OG0010756	Av_00021952-RA	FUN_001520-T1
OG0010757	Av_00001998-RA	FUN_052797-T1
OG0010758	Av_00015850-RA	FUN_052410-T1
OG0010759	Av_00007257-RA, Av_00018324-RA	FUN_052011-T1
OG0010760	Av_00024979-RA, Av_00019641-RA	FUN_024788-T1
OG0010761	Av_00009932-RA, Av_00011154-RA	FUN_001613-T1
OG0010762	Av_00004874-RA	FUN_025697-T1
OG0010763	Av_00000955-RA, Av_00011347-RA	FUN_049757-T1, FUN_038493-T1
OG0010764	Av_00010718-RA	FUN_042677-T1
OG0010765	Av_00018998-RA, Av_00001906-RA	FUN_004229-T1
OG0010766	Av_00004214-RA	FUN_001409-T1
OG0010767	Av_00016497-RA, Av_00006612-RA, Av_00016496-RA	FUN_052258-T1
OG0010769	Av_00024047-RA	FUN_005354-T1
OG0010770	Av_00010115-RA	FUN_029581-T1
OG0010773	Av_00019421-RA, Av_00012102-RA	FUN_025625-T1
OG0010775	Av_00023812-RA, Av_00016458-RA	FUN_016391-T1
OG0010776	Av_00020327-RA, Av_00016739-RA	FUN_022425-T2, FUN_022425-T1
OG0010777	Av_00006200-RA	FUN_038489-T1
OG0010778	Av_00009995-RA	FUN_024545-T1
OG0010780	Av_00007283-RA	FUN_045625-T1
OG0010781	Av_00013384-RA	FUN_001168-T1
OG0010782	Av_00019110-RA	FUN_024475-T1
OG0010785	Av_00021671-RA	FUN_008788-T1
OG0010786	Av_00007693-RA	FUN_053095-T2, FUN_053095-T3, FUN_053095-T1
OG0010787	Av_00008788-RA	FUN_051765-T1, FUN_047174-T1
