Orthogroup	A_hypochondriacus.proteins	D_spatulata.proteins
OG0008175	AH021432-RA, AH014866-RA	Ds_00016727-RA
OG0008178	AH000951-RA	Ds_00017035-RA, Ds_00008200-RA
OG0008179	AH018005-RA	Ds_00004423-RA, Ds_00004422-RA, Ds_00011170-RA
OG0008180	AH008248-RA	Ds_00014612-RA
OG0008181	AH021976-RA	Ds_00002004-RA
OG0008182	AH019538-RA	Ds_00009959-RA
OG0008183	AH010572-RA	Ds_00006914-RA
OG0008184	AH009548-RA	Ds_00012512-RA
OG0008185	AH011783-RA	Ds_00005022-RA
OG0008186	AH007409-RA	Ds_00011847-RA
OG0008187	AH009206-RA	Ds_00004630-RA
OG0008188	AH014224-RA	Ds_00007338-RA
OG0008189	AH002100-RA	Ds_00000732-RA
OG0008190	AH021248-RA	Ds_00007920-RA
OG0008191	AH013938-RA, AH013940-RA	Ds_00011469-RA
OG0008192	AH013295-RA	Ds_00000800-RA
OG0008193	AH009528-RA	Ds_00015027-RA
OG0008195	AH014542-RA, AH002076-RA	Ds_00002422-RA, Ds_00000721-RA
OG0008196	AH004999-RA	Ds_00017576-RA, Ds_00003919-RA
OG0008197	AH003181-RA, AH018618-RA	Ds_00001303-RA
OG0008199	AH015340-RA	Ds_00010459-RA
OG0008200	AH012895-RA	Ds_00012408-RA
OG0008201	AH009213-RA	Ds_00008785-RA
OG0008202	AH014381-RA	Ds_00007976-RA, Ds_00017356-RA
OG0008203	AH009696-RA	Ds_00003574-RA, Ds_00003565-RA
OG0008204	AH009636-RA	Ds_00008380-RA
OG0008205	AH016128-RA, AH017115-RA	Ds_00003452-RA
OG0008206	AH002092-RA	Ds_00000727-RA
OG0008207	AH017062-RA	Ds_00003410-RA
OG0008208	AH000223-RA	Ds_00008304-RA
OG0008209	AH008025-RA, AH010115-RA	Ds_00007947-RA
OG0008210	AH007648-RA	Ds_00008645-RA
OG0008211	AH011441-RA, AH014373-RA	Ds_00017350-RA
OG0008212	AH019038-RA	Ds_00016425-RA
OG0008213	AH011964-RA	Ds_00000253-RA
OG0008215	AH001213-RA	Ds_00002952-RA
OG0008216	AH012414-RA	Ds_00016409-RA
OG0008217	AH008616-RA, AH014691-RA	Ds_00011450-RA
OG0008218	AH021121-RA, AH014553-RA	Ds_00008869-RA
OG0008219	AH014455-RA	Ds_00000224-RA
OG0008220	AH001202-RA	Ds_00009978-RA
OG0008221	AH009565-RA	Ds_00002842-RA
OG0008223	AH014410-RA	Ds_00009833-RA
OG0008224	AH019510-RA	Ds_00009973-RA
OG0008226	AH009645-RA	Ds_00012491-RA
OG0008227	AH015592-RA, AH009324-RA, AH009326-RA	Ds_00002577-RA, Ds_00015661-RA
OG0008228	AH018121-RA	Ds_00008957-RA
OG0008229	AH017049-RA, AH016014-RA	Ds_00003415-RA
OG0008230	AH018754-RA	Ds_00009906-RA
OG0008231	AH011958-RA	Ds_00005631-RA
OG0008232	AH013514-RA	Ds_00012776-RA
OG0008233	AH016247-RA	Ds_00004212-RA
OG0008234	AH021009-RA, AH014363-RA	Ds_00017346-RA, Ds_00016438-RA
OG0008235	AH018153-RA	Ds_00002221-RA
OG0008236	AH020809-RA, AH014164-RA	Ds_00007280-RA, Ds_00012875-RA
OG0008237	AH002281-RA	Ds_00000063-RA
OG0008238	AH022055-RA	Ds_00008872-RA
OG0008239	AH022334-RA	Ds_00002336-RA
OG0008240	AH011013-RA	Ds_00001282-RA
OG0008241	AH012518-RA	Ds_00000683-RA
OG0008242	AH015336-RA	Ds_00009917-RA
OG0008243	AH001962-RA	Ds_00000666-RA
OG0008244	AH012410-RA, AH012408-RA, AH012409-RA	Ds_00016412-RA
OG0008245	AH005347-RA	Ds_00015770-RA
OG0008246	AH014239-RA, AH021145-RA	Ds_00000193-RA
OG0008248	AH016189-RA	Ds_00008541-RA
OG0008249	AH000646-RA	Ds_00000642-RA
OG0008250	AH014334-RA	Ds_00017670-RA, Ds_00013311-RA
OG0008251	AH004928-RA	Ds_00009216-RA
OG0008252	AH021097-RA	Ds_00008234-RA
OG0008253	AH013384-RA	Ds_00000473-RA
OG0008254	AH014459-RA	Ds_00000223-RA
OG0008255	AH001968-RA	Ds_00000667-RA
OG0008256	AH018789-RA	Ds_00007373-RA
OG0008257	AH021147-RA	Ds_00000195-RA
OG0008259	AH015126-RA	Ds_00015128-RA
OG0008260	AH020936-RA, AH014415-RA	Ds_00015775-RA
OG0008262	AH021144-RA	Ds_00000191-RA
OG0008263	AH016202-RA	Ds_00009945-RA
OG0008267	AH010061-RA	Ds_00001794-RA
OG0008269	AH001340-RA, AH008017-RA	Ds_00001157-RA
OG0008270	AH010481-RA	Ds_00003881-RA
OG0008271	AH023388-RA	Ds_00003340-RA
OG0008272	AH015018-RA	Ds_00004516-RA
OG0008274	AH018825-RA	Ds_00017109-RA
OG0008275	AH020369-RA	Ds_00009576-RA
OG0008276	AH000366-RA	Ds_00008347-RA
OG0008277	AH010010-RA	Ds_00002177-RA
OG0008279	AH018082-RA	Ds_00007408-RA
OG0008281	AH007388-RA	Ds_00003322-RA
OG0008282	AH015855-RA	Ds_00010145-RA
OG0008283	AH020319-RA	Ds_00007615-RA
OG0008284	AH018439-RA	Ds_00013504-RA
OG0008285	AH015215-RA	Ds_00015202-RA
OG0008286	AH003238-RA	Ds_00006054-RA
OG0008287	AH010766-RA	Ds_00006161-RA, Ds_00006951-RA
OG0008288	AH000310-RA, AH001359-RA	Ds_00012302-RA
OG0008291	AH000282-RA	Ds_00001192-RA
OG0008292	AH018903-RA	Ds_00014914-RA
OG0008293	AH012830-RA	Ds_00000867-RA, Ds_00004753-RA
OG0008294	AH012954-RA	Ds_00004695-RA
OG0008295	AH013052-RA	Ds_00004937-RA
OG0008296	AH012835-RA, AH012836-RA	Ds_00010324-RA
OG0008297	AH010327-RA	Ds_00004642-RA
OG0008298	AH018944-RA, AH000037-RA	Ds_00005270-RA
OG0008299	AH011173-RA	Ds_00004046-RA
OG0008301	AH013869-RA	Ds_00008298-RA
OG0008302	AH023404-RA	Ds_00003321-RA
OG0008304	AH010794-RA	Ds_00006942-RA
OG0008305	AH014708-RA	Ds_00009496-RA
OG0008306	AH000289-RA	Ds_00001187-RA, Ds_00001184-RA
OG0008307	AH022108-RA	Ds_00017172-RA
OG0008308	AH007552-RA	Ds_00006055-RA
OG0008310	AH022963-RA, AH005294-RA	Ds_00017122-RA
OG0008311	AH007985-RA	Ds_00006863-RA
OG0008312	AH022532-RA	Ds_00011680-RA, Ds_00015483-RA, Ds_00011679-RA
OG0008313	AH005827-RA	Ds_00001459-RA
OG0008314	AH021322-RA	Ds_00012740-RA
OG0008315	AH023535-RA, AH023536-RA	Ds_00017907-RA
OG0008317	AH001107-RA	Ds_00011843-RA
OG0008319	AH001503-RA, AH000371-RA	Ds_00008342-RA
OG0008320	AH019209-RA	Ds_00014273-RA
OG0008321	AH012603-RA	Ds_00002087-RA
OG0008322	AH015032-RA	Ds_00017828-RA
OG0008323	AH013807-RA	Ds_00011592-RA
OG0008324	AH001324-RA	Ds_00004124-RA
OG0008325	AH010926-RA	Ds_00006106-RA
OG0008326	AH015248-RA	Ds_00011534-RA
OG0008327	AH000396-RA	Ds_00012236-RA
OG0008328	AH021260-RA	Ds_00004272-RA
OG0008329	AH006877-RA	Ds_00007613-RA
OG0008330	AH015107-RA, AH021610-RA	Ds_00007723-RA
OG0008331	AH017515-RA	Ds_00013062-RA
OG0008332	AH016408-RA, AH023021-RA	Ds_00005138-RA
OG0008333	AH020382-RA	Ds_00011006-RA
OG0008334	AH023492-RA	Ds_00003268-RA
OG0008335	AH003077-RA	Ds_00013996-RA
OG0008336	AH023158-RA	Ds_00006643-RA
OG0008337	AH015040-RA	Ds_00013989-RA
OG0008338	AH011044-RA	Ds_00013927-RA
OG0008339	AH003092-RA	Ds_00002324-RA
OG0008340	AH007700-RA	Ds_00017524-RA
OG0008341	AH012768-RA	Ds_00002015-RA
OG0008342	AH009131-RA	Ds_00002051-RA
OG0008343	AH008098-RA	Ds_00002175-RA
OG0008345	AH010800-RA, AH007749-RA	Ds_00007180-RA
OG0008346	AH017071-RA	Ds_00003405-RA
OG0008347	AH010149-RA	Ds_00017534-RA
OG0008348	AH000284-RA	Ds_00001191-RA
OG0008349	AH000105-RA	Ds_00005203-RA
OG0008350	AH016006-RA	Ds_00013260-RA
OG0008351	AH004570-RA	Ds_00000974-RA
OG0008352	AH023528-RA	Ds_00014159-RA, Ds_00016962-RA
OG0008353	AH007872-RA	Ds_00005907-RA
OG0008354	AH010992-RA	Ds_00014763-RA
OG0008355	AH013194-RA	Ds_00014818-RA
OG0008356	AH014868-RA	Ds_00010253-RA
OG0008357	AH018973-RA	Ds_00001301-RA
OG0008359	AH019081-RA	Ds_00004817-RA
OG0008360	AH012822-RA	Ds_00016767-RA
OG0008361	AH003666-RA	Ds_00013409-RA
OG0008362	AH017393-RA	Ds_00009757-RA
OG0008363	AH006503-RA	Ds_00003175-RA
OG0008364	AH002396-RA	Ds_00005586-RA, Ds_00005589-RA
OG0008365	AH013386-RA, AH022607-RA	Ds_00007880-RA
OG0008366	AH016626-RA	Ds_00014226-RA
OG0008367	AH004580-RA, AH005229-RA	Ds_00010585-RA
OG0008369	AH019006-RA, AH018977-RA, AH019086-RA	Ds_00015297-RA
OG0008371	AH017359-RA, AH002967-RA	Ds_00017650-RA, Ds_00009767-RA
OG0008372	AH022980-RA	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA
OG0008374	AH003408-RA	Ds_00010416-RA
OG0008375	AH010517-RA	Ds_00003890-RA
OG0008376	AH013589-RA	Ds_00009688-RA
OG0008377	AH007924-RA	Ds_00001921-RA
OG0008378	AH004173-RA	Ds_00013606-RA, Ds_00007397-RA
OG0008379	AH008020-RA	Ds_00007538-RA
OG0008380	AH018079-RA	Ds_00004739-RA
OG0008381	AH006902-RA	Ds_00015924-RA
OG0008382	AH004609-RA, AH005110-RA	Ds_00004185-RA
OG0008383	AH010852-RA	Ds_00013905-RA
OG0008384	AH002870-RA	Ds_00017056-RA
OG0008385	AH021920-RA	Ds_00000692-RA
OG0008386	AH020589-RA	Ds_00005708-RA
OG0008387	AH017879-RA	Ds_00004555-RA
OG0008388	AH009764-RA	Ds_00014057-RA
OG0008390	AH019814-RA	Ds_00004677-RA
OG0008391	AH006784-RA	Ds_00009582-RA
OG0008392	AH006328-RA	Ds_00011192-RA
OG0008394	AH000987-RA, AH016836-RA	Ds_00014625-RA
OG0008395	AH011546-RA	Ds_00001396-RA
OG0008396	AH005204-RA	Ds_00009171-RA
OG0008397	AH002467-RA	Ds_00013612-RA
OG0008398	AH005013-RA, AH004344-RA, AH022440-RA	Ds_00004617-RA
OG0008399	AH022896-RA	Ds_00012500-RA
OG0008400	AH018015-RA	Ds_00015822-RA
OG0008401	AH005574-RA	Ds_00003010-RA
OG0008402	AH006283-RA	Ds_00008040-RA
OG0008403	AH019916-RA, AH023671-RA	Ds_00015038-RA
OG0008404	AH009373-RA	Ds_00013589-RA
OG0008405	AH019245-RA	Ds_00012509-RA
OG0008406	AH005750-RA	Ds_00016607-RA
OG0008408	AH017775-RA	Ds_00014412-RA
OG0008409	AH004890-RA, AH004484-RA	Ds_00010734-RA, Ds_00010726-RA
OG0008410	AH002740-RA	Ds_00001035-RA
OG0008411	AH004612-RA	Ds_00004301-RA
OG0008412	AH002324-RA, AH000772-RA	Ds_00000080-RA
OG0008413	AH003116-RA	Ds_00009896-RA
OG0008414	AH016858-RA	Ds_00007458-RA
OG0008415	AH021872-RA, AH012706-RA	Ds_00007600-RA
OG0008416	AH009362-RA	Ds_00005453-RA
OG0008417	AH007046-RA	Ds_00003096-RA
OG0008422	AH010497-RA	Ds_00003662-RA
OG0008423	AH013069-RA	Ds_00001019-RA
OG0008424	AH008093-RA	Ds_00014426-RA
OG0008425	AH021526-RA	Ds_00010209-RA
OG0008426	AH020038-RA	Ds_00007890-RA
OG0008428	AH003658-RA	Ds_00010940-RA
OG0008429	AH013566-RA	Ds_00003821-RA
OG0008430	AH019448-RA, AH011215-RA, AH007418-RA	Ds_00017573-RA
OG0008431	AH012714-RA, AH012716-RA	Ds_00001869-RA
OG0008432	AH009610-RA	Ds_00002812-RA
OG0008434	AH012854-RA	Ds_00009152-RA
OG0008436	AH006143-RA	Ds_00009440-RA
OG0008437	AH010454-RA	Ds_00003646-RA
OG0008438	AH022889-RA	Ds_00009268-RA
OG0008439	AH016884-RA, AH002543-RA	Ds_00009542-RA, Ds_00016401-RA
OG0008440	AH012807-RA	Ds_00015412-RA
OG0008441	AH019880-RA	Ds_00007642-RA
OG0008442	AH000975-RA	Ds_00000309-RA
OG0008443	AH007043-RA	Ds_00003088-RA
OG0008444	AH000424-RA	Ds_00010182-RA
OG0008445	AH009634-RA	Ds_00008383-RA
OG0008447	AH013020-RA	Ds_00017602-RA
OG0008448	AH002159-RA	Ds_00012412-RA
OG0008449	AH020287-RA	Ds_00013284-RA
OG0008450	AH004481-RA	Ds_00001992-RA
OG0008451	AH008497-RA	Ds_00012128-RA
OG0008452	AH020027-RA, AH011722-RA	Ds_00004207-RA
OG0008453	AH001645-RA	Ds_00005913-RA
OG0008454	AH008228-RA	Ds_00002999-RA, Ds_00010031-RA
OG0008455	AH022920-RA	Ds_00007844-RA
OG0008456	AH016887-RA, AH016888-RA	Ds_00015031-RA
OG0008457	AH022749-RA	Ds_00011070-RA
OG0008458	AH005495-RA	Ds_00006519-RA
OG0008460	AH013552-RA	Ds_00013776-RA
OG0008461	AH003382-RA, AH006252-RA	Ds_00005436-RA
OG0008462	AH005428-RA	Ds_00009108-RA
OG0008463	AH008531-RA	Ds_00001971-RA
OG0008465	AH004699-RA, AH004645-RA	Ds_00015814-RA
OG0008466	AH016483-RA	Ds_00008499-RA
OG0008467	AH023002-RA	Ds_00008550-RA
OG0008468	AH021243-RA	Ds_00000382-RA
OG0008469	AH018779-RA	Ds_00007376-RA
OG0008470	AH004346-RA	Ds_00010547-RA
OG0008471	AH000014-RA	Ds_00002636-RA
OG0008472	AH004555-RA, AH005166-RA	Ds_00004807-RA
OG0008474	AH004604-RA, AH005100-RA	Ds_00004317-RA
OG0008475	AH023718-RA	Ds_00014802-RA
OG0008476	AH005104-RA, AH004600-RA	Ds_00015835-RA
OG0008477	AH015759-RA	Ds_00013158-RA
OG0008478	AH004151-RA, AH005364-RA	Ds_00012688-RA
OG0008479	AH021251-RA	Ds_00012384-RA, Ds_00017548-RA
OG0008480	AH005383-RA, AH023240-RA	Ds_00008574-RA
OG0008481	AH009359-RA	Ds_00008668-RA
OG0008482	AH012158-RA	Ds_00004969-RA
OG0008484	AH009621-RA	Ds_00008368-RA
OG0008485	AH017191-RA	Ds_00001878-RA
OG0008486	AH011326-RA	Ds_00016686-RA
OG0008487	AH018386-RA	Ds_00004914-RA
OG0008488	AH010264-RA	Ds_00008942-RA
OG0008490	AH018473-RA	Ds_00013092-RA, Ds_00011140-RA, Ds_00004864-RA
OG0008491	AH013057-RA	Ds_00005932-RA
OG0008492	AH015845-RA	Ds_00012727-RA
OG0008493	AH004392-RA	Ds_00017649-RA, Ds_00010578-RA
OG0008494	AH018885-RA	Ds_00001910-RA, Ds_00001908-RA
OG0008496	AH003367-RA	Ds_00008069-RA
OG0008497	AH014252-RA	Ds_00017249-RA
OG0008498	AH020502-RA	Ds_00012647-RA
OG0008501	AH015923-RA	Ds_00001516-RA
OG0008503	AH015306-RA	Ds_00009734-RA
OG0008504	AH015733-RA	Ds_00004830-RA
OG0008505	AH018474-RA, AH011562-RA	Ds_00011141-RA
OG0008507	AH020636-RA	Ds_00007636-RA
OG0008508	AH006246-RA	Ds_00006803-RA
OG0008509	AH009284-RA	Ds_00008673-RA
OG0008510	AH006254-RA	Ds_00005067-RA
OG0008511	AH017322-RA	Ds_00003751-RA
OG0008512	AH017973-RA	Ds_00011396-RA, Ds_00003780-RA
OG0008513	AH017344-RA	Ds_00011424-RA
OG0008514	AH018833-RA	Ds_00005957-RA
OG0008515	AH006641-RA	Ds_00012654-RA
OG0008517	AH012852-RA	Ds_00006400-RA
OG0008518	AH002835-RA	Ds_00012423-RA
OG0008520	AH004089-RA	Ds_00008608-RA
OG0008521	AH017504-RA	Ds_00005320-RA
OG0008522	AH012597-RA	Ds_00000921-RA
OG0008523	AH004734-RA	Ds_00015473-RA
OG0008524	AH004684-RA	Ds_00004330-RA
OG0008525	AH002279-RA, AH000799-RA	Ds_00000060-RA, Ds_00010225-RA
OG0008527	AH006848-RA	Ds_00007622-RA
OG0008528	AH006861-RA	Ds_00011410-RA, Ds_00011407-RA
OG0008529	AH017617-RA	Ds_00017252-RA
OG0008530	AH006388-RA	Ds_00008068-RA
OG0008531	AH018269-RA	Ds_00001382-RA
OG0008533	AH017573-RA	Ds_00016683-RA
OG0008534	AH000581-RA, AH001787-RA	Ds_00017968-RA, Ds_00018091-RA
OG0008535	AH020046-RA	Ds_00006712-RA
OG0008536	AH004690-RA	Ds_00017904-RA
OG0008537	AH004127-RA, AH005470-RA	Ds_00005876-RA
OG0008538	AH014597-RA	Ds_00002298-RA
OG0008541	AH020833-RA, AH020832-RA	Ds_00015060-RA
OG0008544	AH012392-RA, AH019556-RA	Ds_00012058-RA
OG0008545	AH020414-RA	Ds_00000848-RA
OG0008546	AH004465-RA, AH004868-RA	Ds_00010716-RA
OG0008547	AH012122-RA, AH012123-RA	Ds_00016391-RA, Ds_00016390-RA
OG0008549	AH002041-RA	Ds_00017161-RA, Ds_00013620-RA
OG0008596	AH022938-RA	Ds_00008493-RA
OG0008598	AH008437-RA	Ds_00012415-RA
OG0008600	AH021877-RA	Ds_00013681-RA
OG0008601	AH013594-RA	Ds_00001124-RA
OG0008602	AH000102-RA	Ds_00008481-RA
OG0008603	AH010448-RA	Ds_00006313-RA
OG0008604	AH019966-RA	Ds_00004997-RA
OG0008605	AH013783-RA, AH022677-RA	Ds_00010111-RA
OG0008606	AH011110-RA	Ds_00016753-RA
OG0008607	AH009042-RA	Ds_00013540-RA, Ds_00012183-RA
OG0008608	AH007930-RA, AH010313-RA	Ds_00006043-RA, Ds_00005491-RA
OG0008610	AH015491-RA, AH006050-RA, AH006051-RA	Ds_00011684-RA
OG0008611	AH011077-RA	Ds_00004556-RA
OG0008613	AH017707-RA	Ds_00016284-RA
OG0008615	AH021296-RA	Ds_00009333-RA
OG0008617	AH003751-RA	Ds_00004241-RA
OG0008618	AH016649-RA	Ds_00015953-RA, Ds_00014212-RA
OG0008619	AH020201-RA	Ds_00007132-RA, Ds_00003060-RA
OG0008620	AH010967-RA	Ds_00013946-RA
OG0008621	AH003079-RA	Ds_00014866-RA
OG0008622	AH006701-RA	Ds_00000856-RA
OG0008624	AH009318-RA	Ds_00006877-RA
OG0008625	AH010528-RA, AH007632-RA	Ds_00003895-RA
OG0008627	AH017771-RA	Ds_00007801-RA
OG0008628	AH002613-RA	Ds_00001078-RA, Ds_00007800-RA
OG0008630	AH013184-RA	Ds_00007524-RA
OG0008631	AH008585-RA	Ds_00006395-RA
OG0008632	AH007766-RA	Ds_00006177-RA
OG0008633	AH007862-RA	Ds_00013881-RA
OG0008634	AH007105-RA	Ds_00005063-RA
OG0008635	AH013263-RA	Ds_00010160-RA
OG0008636	AH006495-RA, AH020574-RA	Ds_00017716-RA
OG0008637	AH006883-RA	Ds_00005807-RA, Ds_00011205-RA, Ds_00007611-RA
OG0008639	AH002693-RA, AH017688-RA	Ds_00017958-RA
OG0008640	AH005159-RA	Ds_00005062-RA
OG0008641	AH007054-RA, AH019835-RA	Ds_00003164-RA, Ds_00014678-RA
OG0008642	AH010780-RA, AH010333-RA	Ds_00006938-RA
OG0008643	AH006904-RA	Ds_00002635-RA
OG0008646	AH013615-RA	Ds_00007429-RA
OG0008648	AH007780-RA	Ds_00006062-RA
OG0008649	AH013512-RA, AH022543-RA	Ds_00011625-RA, Ds_00015491-RA, Ds_00011626-RA
OG0008650	AH020575-RA, AH006492-RA	Ds_00005714-RA
OG0008652	AH022140-RA	Ds_00007440-RA
OG0008653	AH001312-RA	Ds_00014587-RA
OG0008654	AH013109-RA, AH022139-RA	Ds_00007443-RA
OG0008655	AH007189-RA	Ds_00005102-RA
OG0008656	AH007290-RA	Ds_00000389-RA
OG0008657	AH007695-RA	Ds_00013964-RA
OG0008658	AH016921-RA, AH016920-RA	Ds_00014368-RA, Ds_00014369-RA
OG0008660	AH010051-RA, AH013685-RA, AH013684-RA	Ds_00010081-RA
OG0008661	AH002117-RA	Ds_00010323-RA
OG0008662	AH010695-RA, AH007836-RA	Ds_00006236-RA
OG0008664	AH012828-RA	Ds_00016764-RA
OG0008666	AH008126-RA, AH007810-RA	Ds_00007024-RA
OG0008667	AH022018-RA, AH012752-RA	Ds_00013707-RA
OG0008668	AH000386-RA, AH001489-RA	Ds_00001245-RA
OG0008669	AH013211-RA	Ds_00007450-RA, Ds_00014746-RA
OG0008670	AH003064-RA, AH018816-RA	Ds_00001836-RA
OG0008672	AH015271-RA	Ds_00012402-RA
OG0008673	AH020031-RA, AH011718-RA	Ds_00015638-RA
OG0008674	AH018211-RA	Ds_00000036-RA, Ds_00008125-RA
OG0008675	AH010447-RA	Ds_00006312-RA
OG0008677	AH010661-RA	Ds_00014755-RA
OG0008678	AH006541-RA, AH020537-RA	Ds_00009352-RA
OG0008680	AH011840-RA	Ds_00003251-RA
OG0008682	AH022098-RA	Ds_00016832-RA
OG0008683	AH007666-RA	Ds_00006089-RA
OG0008684	AH006878-RA	Ds_00002692-RA, Ds_00002693-RA
OG0008685	AH006802-RA	Ds_00000817-RA
OG0008686	AH011810-RA, AH019995-RA	Ds_00009322-RA, Ds_00005036-RA, Ds_00009324-RA
OG0008688	AH013243-RA	Ds_00015683-RA
OG0008690	AH016854-RA	Ds_00007464-RA, Ds_00015036-RA
OG0008691	AH007474-RA	Ds_00006665-RA
OG0008692	AH010965-RA, AH007721-RA	Ds_00014747-RA, Ds_00007997-RA
OG0008693	AH004214-RA	Ds_00004704-RA
OG0008694	AH005142-RA	Ds_00001846-RA
OG0008695	AH006973-RA, AH020185-RA	Ds_00006447-RA
OG0008697	AH009405-RA	Ds_00005460-RA
OG0008698	AH023762-RA	Ds_00003040-RA
OG0008699	AH003115-RA	Ds_00009916-RA
OG0008700	AH016793-RA	Ds_00012850-RA
OG0008701	AH015865-RA	Ds_00002011-RA
OG0008702	AH008872-RA	Ds_00011948-RA
OG0008704	AH005740-RA	Ds_00001477-RA
OG0008705	AH013879-RA	Ds_00000164-RA, Ds_00016904-RA
OG0008706	AH008425-RA	Ds_00002502-RA
OG0008707	AH014404-RA	Ds_00007955-RA
OG0008708	AH012167-RA	Ds_00017843-RA
OG0008709	AH008862-RA	Ds_00010891-RA
OG0008711	AH020237-RA, AH019839-RA, AH020224-RA	Ds_00012242-RA
OG0008712	AH009009-RA, AH023602-RA	Ds_00002931-RA
OG0008713	AH010373-RA	Ds_00003991-RA
OG0008714	AH005587-RA	Ds_00011203-RA
OG0008715	AH002439-RA	Ds_00012184-RA
OG0008716	AH021519-RA	Ds_00017827-RA
OG0008717	AH006628-RA	Ds_00011991-RA
OG0008718	AH003782-RA	Ds_00001465-RA
OG0008719	AH005710-RA	Ds_00006742-RA
OG0008722	AH001683-RA	Ds_00008921-RA
OG0008723	AH003718-RA	Ds_00011855-RA
OG0008724	AH002427-RA	Ds_00013046-RA
OG0008725	AH015406-RA	Ds_00004520-RA
OG0008729	AH001995-RA	Ds_00006137-RA
OG0008730	AH005932-RA, AH003625-RA	Ds_00017825-RA, Ds_00016702-RA
OG0008731	AH017519-RA	Ds_00013060-RA
OG0008732	AH007800-RA	Ds_00007028-RA
OG0008733	AH008947-RA	Ds_00011301-RA
OG0008734	AH016733-RA	Ds_00000618-RA
OG0008735	AH005704-RA, AH003870-RA	Ds_00009399-RA
OG0008736	AH005666-RA, AH003663-RA, AH023056-RA	Ds_00013410-RA
OG0008737	AH014650-RA	Ds_00015757-RA
OG0008738	AH000429-RA	Ds_00002234-RA
OG0008739	AH006460-RA	Ds_00014463-RA
OG0008740	AH008991-RA	Ds_00016142-RA
OG0008741	AH005983-RA	Ds_00013421-RA
OG0008742	AH003893-RA	Ds_00009413-RA
OG0008743	AH016666-RA, AH008417-RA	Ds_00002517-RA
OG0008744	AH005564-RA	Ds_00001945-RA
OG0008745	AH005530-RA	Ds_00012428-RA
OG0008746	AH004568-RA, AH005214-RA	Ds_00009173-RA
OG0008747	AH019078-RA	Ds_00004816-RA
OG0008748	AH000575-RA	Ds_00009775-RA
OG0008749	AH001854-RA, AH000586-RA	Ds_00015321-RA
OG0008750	AH008495-RA	Ds_00011923-RA
OG0008751	AH017568-RA	Ds_00003967-RA
OG0008752	AH016816-RA	Ds_00017567-RA
OG0008753	AH018449-RA, AH011547-RA	Ds_00011129-RA
OG0008754	AH006554-RA	Ds_00014871-RA
OG0008756	AH004260-RA, AH005252-RA, AH007679-RA, AH010911-RA	Ds_00001855-RA
OG0008757	AH004517-RA	Ds_00010542-RA
OG0008758	AH013114-RA, AH008636-RA	Ds_00001186-RA, Ds_00010875-RA
OG0008759	AH009224-RA	Ds_00016481-RA
OG0008760	AH002090-RA	Ds_00002415-RA
OG0008761	AH001677-RA	Ds_00008922-RA
OG0008762	AH010665-RA	Ds_00003972-RA
OG0008763	AH006515-RA	Ds_00009343-RA
OG0008764	AH008850-RA	Ds_00014771-RA
OG0008765	AH008639-RA	Ds_00002266-RA
OG0008766	AH017256-RA, AH002767-RA	Ds_00015966-RA
OG0008767	AH000838-RA, AH002244-RA	Ds_00000034-RA
OG0008768	AH021242-RA, AH014682-RA	Ds_00000363-RA
OG0008769	AH014254-RA	Ds_00001673-RA
OG0008770	AH008871-RA	Ds_00011947-RA
OG0008771	AH008138-RA, AH009723-RA	Ds_00009797-RA
OG0008772	AH009361-RA	Ds_00002911-RA
OG0008773	AH018892-RA	Ds_00014766-RA
OG0008774	AH009111-RA	Ds_00016291-RA
OG0008775	AH000489-RA	Ds_00001545-RA
OG0008776	AH002169-RA	Ds_00001985-RA
OG0008777	AH006224-RA	Ds_00012855-RA
OG0008779	AH008059-RA, AH010063-RA	Ds_00007582-RA
OG0008780	AH011527-RA	Ds_00016583-RA
OG0008781	AH006076-RA, AH004112-RA	Ds_00015408-RA
OG0008782	AH000045-RA	Ds_00005265-RA
OG0008783	AH015193-RA, AH021561-RA	Ds_00015903-RA
OG0008784	AH011208-RA	Ds_00004018-RA
OG0008785	AH022610-RA	Ds_00008305-RA
OG0008787	AH008006-RA, AH010576-RA	Ds_00013890-RA
OG0008788	AH002953-RA, AH017391-RA	Ds_00007792-RA, Ds_00015345-RA
OG0008789	AH014719-RA	Ds_00012757-RA
OG0008790	AH003197-RA	Ds_00014617-RA
OG0008791	AH021742-RA	Ds_00010188-RA
OG0008792	AH016296-RA	Ds_00002592-RA, Ds_00008141-RA
OG0008793	AH008130-RA	Ds_00002202-RA
OG0008795	AH005488-RA	Ds_00001176-RA
OG0008796	AH007987-RA	Ds_00003313-RA
OG0008798	AH013609-RA	Ds_00007757-RA
OG0008799	AH008120-RA	Ds_00002214-RA
OG0008800	AH000161-RA	Ds_00004242-RA
OG0008801	AH014333-RA	Ds_00013309-RA
OG0008802	AH014202-RA	Ds_00001166-RA
OG0008803	AH000120-RA	Ds_00010626-RA, Ds_00010625-RA
OG0008804	AH018187-RA	Ds_00001385-RA
OG0008805	AH019780-RA	Ds_00008646-RA
OG0008806	AH000047-RA	Ds_00017204-RA
OG0008808	AH008191-RA	Ds_00011748-RA
OG0008809	AH009987-RA	Ds_00001146-RA, Ds_00016329-RA
OG0008810	AH002035-RA	Ds_00002428-RA
OG0008811	AH003106-RA	Ds_00004813-RA
