Orthogroup	A_coerulea.proteins	G_max.proteins
OG0009807	Aqcoe3G328600.2.p, Aqcoe3G328600.1.p	GmISU01.17G089300.3.p, GmISU01.17G089300.2.p, GmISU01.17G089300.1.p, GmISU01.05G026300.1.p, GmISU01.05G026300.2.p
OG0009808	Aqcoe3G059900.1.p	GmISU01.02G099800.1.p, GmISU01.01G046700.1.p
OG0009809	Aqcoe3G415800.2.p, Aqcoe3G415800.1.p	GmISU01.05G206300.2.p, GmISU01.05G206300.1.p, GmISU01.08G043900.2.p, GmISU01.08G043900.1.p
OG0009810	Aqcoe3G408300.1.p, Aqcoe3G408300.2.p	GmISU01.09G095300.1.p, GmISU01.07G141800.1.p, GmISU01.07G141800.2.p, GmISU01.09G095300.2.p
OG0009811	Aqcoe3G286900.2.p, Aqcoe3G286900.1.p	GmISU01.17G081600.1.p, GmISU01.05G034600.1.p
OG0009812	Aqcoe3G172300.1.p	GmISU01.09G169100.1.p, GmISU01.09G169100.3.p, GmISU01.09G169100.2.p, GmISU01.01G011800.1.p
OG0009813	Aqcoe3G016900.1.p	GmISU01.02G208500.1.p, GmISU01.14G065400.1.p, GmISU01.11G197800.1.p, GmISU01.18G036700.1.p
OG0009814	Aqcoe3G014900.1.p, Aqcoe3G014900.2.p, Aqcoe3G012800.1.p	GmISU01.05G210200.1.p, GmISU01.05G210100.2.p, GmISU01.05G210100.1.p
OG0009815	Aqcoe3G313200.1.p	GmISU01.18G180800.1.p, GmISU01.09G213300.1.p, GmISU01.09G213300.2.p
OG0009816	Aqcoe3G441400.1.p	GmISU01.16G179400.4.p, GmISU01.16G179400.1.p, GmISU01.16G179400.5.p, GmISU01.16G179400.3.p, GmISU01.16G179400.2.p, GmISU01.09G127000.1.p, GmISU01.09G127100.1.p
OG0009817	Aqcoe3G249000.1.p	GmISU01.17G137900.1.p, GmISU01.05G062000.1.p
OG0009818	Aqcoe3G058700.1.p	GmISU01.02G101200.2.p, GmISU01.02G101200.1.p, GmISU01.01G048000.1.p
OG0009819	Aqcoe3G200000.1.p	GmISU01.04G114800.5.p, GmISU01.04G114800.4.p, GmISU01.04G114800.3.p, GmISU01.04G114800.2.p, GmISU01.11G163500.1.p
OG0009820	Aqcoe3G282500.1.p	GmISU01.17G080900.2.p, GmISU01.17G080900.1.p, GmISU01.17G080900.4.p, GmISU01.17G080900.3.p, GmISU01.05G035200.1.p, GmISU01.05G035200.2.p
OG0009821	Aqcoe3G096100.1.p	GmISU01.09G217500.1.p, GmISU01.18G176700.1.p
OG0009822	Aqcoe3G402300.1.p	GmISU01.20G093000.1.p, GmISU01.20G093000.2.p, GmISU01.10G224600.1.p
OG0009823	Aqcoe3G394500.1.p	GmISU01.12G017700.1.p, GmISU01.11G085300.1.p
OG0009824	Aqcoe3G278700.1.p	GmISU01.06G165100.1.p, GmISU01.04G148900.1.p
OG0009825	Aqcoe3G407200.1.p	GmISU01.08G084900.1.p, GmISU01.05G112700.1.p
OG0009826	Aqcoe3G095800.1.p, Aqcoe3G095800.2.p, Aqcoe3G094900.1.p	GmISU01.05G121600.1.p, GmISU01.08G095400.1.p
OG0009827	Aqcoe3G268900.1.p	GmISU01.13G157200.2.p, GmISU01.13G157200.3.p, GmISU01.13G157200.1.p
OG0009828	Aqcoe3G381400.1.p	GmISU01.01G057400.1.p, GmISU01.02G110200.1.p, GmISU01.02G110200.2.p
OG0009829	Aqcoe3G366000.1.p	GmISU01.07G191600.1.p, GmISU01.20G021400.1.p
OG0009830	Aqcoe3G427900.1.p, Aqcoe3G427900.3.p, Aqcoe3G427900.2.p	GmISU01.10G238500.1.p
OG0009831	Aqcoe3G324000.3.p, Aqcoe3G324000.1.p, Aqcoe3G324000.2.p	GmISU01.02G020300.1.p, GmISU01.01G038600.2.p, GmISU01.01G038600.1.p
OG0009832	Aqcoe3G277000.1.p, Aqcoe3G387200.1.p	GmISU01.02G076700.3.p, GmISU01.02G076700.2.p, GmISU01.02G076700.1.p
OG0009833	Aqcoe3G311900.1.p	GmISU01.01G035100.1.p
OG0009834	Aqcoe3G410500.1.p	GmISU01.20G011200.1.p, GmISU01.07G183800.1.p
OG0009835	Aqcoe3G394100.1.p	GmISU01.19G037200.1.p
OG0009836	Aqcoe3G262200.1.p	GmISU01.01G164800.1.p, GmISU01.11G034100.1.p, GmISU01.05G059500.2.p, GmISU01.17G134400.1.p
OG0009837	Aqcoe3G293900.1.p, Aqcoe3G293900.2.p	GmISU01.20G158400.1.p, GmISU01.10G157500.2.p
OG0009838	Aqcoe3G024200.1.p	GmISU01.02G232100.1.p
OG0009839	Aqcoe3G077700.1.p	GmISU01.02G099000.1.p, GmISU01.01G046300.1.p, GmISU01.01G046300.2.p
OG0009840	Aqcoe3G267400.1.p	GmISU01.05G058400.1.p, GmISU01.17G133500.1.p, GmISU01.01G165900.1.p
OG0009841	Aqcoe3G355900.1.p	GmISU01.05G021500.1.p, GmISU01.05G021500.2.p, GmISU01.17G094900.1.p
OG0009842	Aqcoe3G322500.1.p	GmISU01.02G020600.1.p, GmISU01.01G038300.1.p
OG0009843	Aqcoe3G351900.1.p	GmISU01.20G024700.1.p, GmISU01.07G193500.1.p
OG0009844	Aqcoe3G005700.1.p	GmISU01.07G092700.7.p, GmISU01.07G092700.5.p, GmISU01.07G092700.2.p
OG0009845	Aqcoe3G063700.1.p	GmISU01.02G106400.1.p
OG0009846	Aqcoe3G200600.2.p, Aqcoe3G200600.4.p, Aqcoe3G200600.1.p, Aqcoe3G200600.3.p	GmISU01.19G068400.2.p, GmISU01.16G051200.2.p, GmISU01.16G051200.1.p, GmISU01.16G051100.1.p, GmISU01.19G068400.1.p
OG0009847	Aqcoe3G014200.1.p	GmISU01.09G174000.1.p, GmISU01.04G103900.1.p
OG0009848	Aqcoe3G213700.1.p, Aqcoe3G213600.1.p	GmISU01.01G009800.2.p, GmISU01.01G009800.1.p, GmISU01.09G170400.1.p
OG0009849	Aqcoe3G435100.1.p	GmISU01.12G024800.1.p, GmISU01.12G024800.2.p, GmISU01.12G024800.3.p, GmISU01.11G093200.1.p
OG0009850	Aqcoe3G271300.1.p	GmISU01.05G057600.1.p, GmISU01.17G132800.1.p
OG0009851	Aqcoe3G353900.1.p	GmISU01.02G101100.1.p, GmISU01.01G047900.1.p
OG0009852	Aqcoe3G288700.1.p	GmISU01.02G032000.1.p, GmISU01.01G028000.1.p, GmISU01.08G256900.2.p
OG0009853	Aqcoe3G274300.1.p, Aqcoe3G274300.3.p, Aqcoe3G274300.2.p	GmISU01.20G175300.1.p, GmISU01.10G141800.2.p
OG0009854	Aqcoe3G409500.1.p	GmISU01.07G095100.1.p, GmISU01.09G135500.1.p
OG0009855	Aqcoe3G439000.1.p	GmISU01.20G001900.1.p, GmISU01.07G167100.1.p, GmISU01.09G237500.1.p
OG0009856	Aqcoe3G316000.2.p, Aqcoe3G316000.3.p, Aqcoe3G316000.1.p	GmISU01.06G171700.1.p, GmISU01.04G142800.1.p
OG0009857	Aqcoe3G101100.1.p	GmISU01.01G036000.1.p, GmISU01.02G022800.1.p, GmISU01.13G044900.1.p, GmISU01.19G015300.1.p
OG0009858	Aqcoe3G332200.1.p	GmISU01.15G112900.4.p, GmISU01.15G112900.3.p, GmISU01.15G112900.1.p, GmISU01.15G112900.2.p, GmISU01.09G015300.1.p
OG0009859	Aqcoe3G443000.1.p	GmISU01.10G141300.1.p, GmISU01.16G178700.1.p, GmISU01.09G126000.1.p
OG0009860	Aqcoe3G009400.1.p, Aqcoe3G009400.2.p	GmISU01.20G035900.1.p, GmISU01.20G035900.2.p
OG0009861	Aqcoe3G313900.2.p, Aqcoe3G313900.3.p, Aqcoe3G313900.1.p	GmISU01.02G023300.1.p
OG0009862	Aqcoe3G114500.1.p	GmISU01.05G032600.1.p, GmISU01.17G083600.1.p
OG0009863	Aqcoe3G036400.1.p	GmISU01.20G084000.4.p, GmISU01.20G084000.1.p, GmISU01.10G232700.1.p, GmISU01.01G065400.1.p
OG0009864	Aqcoe3G164000.1.p	GmISU01.10G254300.1.p, GmISU01.20G206300.1.p, GmISU01.20G206300.3.p, GmISU01.20G206300.4.p
OG0009865	Aqcoe3G121600.1.p, Aqcoe3G291300.1.p, Aqcoe3G291300.3.p, Aqcoe3G291300.2.p	GmISU01.19G007100.1.p, GmISU01.05G006700.1.p
OG0009866	Aqcoe3G429100.1.p	GmISU01.18G043000.1.p
OG0009867	Aqcoe3G401200.1.p	GmISU01.01G066000.1.p, GmISU01.08G240500.1.p
OG0009868	Aqcoe3G366900.1.p	GmISU01.17G071900.1.p, GmISU01.17G071900.2.p, GmISU01.05G019000.1.p
OG0009869	Aqcoe3G425600.1.p	GmISU01.20G077600.2.p, GmISU01.20G077600.1.p, GmISU01.10G238900.1.p
OG0009870	Aqcoe3G246600.1.p	GmISU01.02G176000.1.p, GmISU01.02G176000.2.p, GmISU01.14G145900.1.p, GmISU01.14G145900.3.p, GmISU01.14G145900.2.p
OG0009871	Aqcoe3G425300.1.p	GmISU01.14G174400.1.p, GmISU01.14G174400.3.p, GmISU01.14G174400.2.p
OG0009872	Aqcoe3G016100.1.p	GmISU01.05G210000.1.p, GmISU01.08G047700.1.p, GmISU01.07G090400.1.p, GmISU01.09G140400.2.p, GmISU01.09G140400.1.p
OG0009873	Aqcoe3G433000.1.p	GmISU01.04G111500.1.p
OG0009874	Aqcoe3G439800.1.p, Aqcoe3G439800.2.p	GmISU01.10G244100.1.p, GmISU01.10G243900.1.p, GmISU01.20G072200.1.p, GmISU01.20G072200.2.p
OG0009875	Aqcoe3G343300.1.p, Aqcoe3G343300.4.p, Aqcoe3G343300.2.p, Aqcoe3G343300.3.p	GmISU01.01G045000.1.p, GmISU01.02G097600.1.p
OG0009876	Aqcoe3G007300.2.p, Aqcoe3G007300.1.p	GmISU01.15G211100.2.p, GmISU01.08G160300.2.p, GmISU01.08G160300.1.p
OG0009877	Aqcoe3G330000.1.p	GmISU01.09G213900.2.p, GmISU01.09G213900.4.p, GmISU01.09G213900.5.p, GmISU01.09G213900.3.p, GmISU01.09G213900.1.p
OG0009878	Aqcoe3G000900.1.p	GmISU01.14G178300.2.p, GmISU01.14G178300.1.p
OG0009879	Aqcoe3G329900.1.p	GmISU01.02G018500.2.p, GmISU01.01G039900.1.p
OG0009880	Aqcoe3G101000.1.p	GmISU01.06G171500.2.p, GmISU01.04G143000.1.p
OG0009881	Aqcoe3G402600.2.p, Aqcoe3G402600.1.p	GmISU01.18G234000.1.p, GmISU01.02G081800.1.p
OG0009882	Aqcoe3G079600.2.p, Aqcoe3G079600.1.p	GmISU01.13G041700.2.p, GmISU01.13G041700.1.p
OG0009883	Aqcoe3G399400.2.p, Aqcoe3G399400.1.p	GmISU01.08G325200.1.p, GmISU01.18G238900.1.p
OG0009885	Aqcoe3G080600.1.p, Aqcoe3G080600.2.p	GmISU01.18G088600.2.p, GmISU01.08G278200.1.p
OG0009954	Aqcoe0175s0001.1.p, Aqcoe2G329200.1.p	GmISU01.13G177100.1.p, GmISU01.15G095700.1.p
OG0009955	Aqcoe1G460600.1.p, Aqcoe2G150200.1.p	GmISU01.15G036300.1.p, GmISU01.13G295500.1.p, GmISU01.02G158300.1.p
OG0009956	Aqcoe2G219600.1.p	GmISU01.15G215100.1.p, GmISU01.08G155300.1.p
OG0009957	Aqcoe3G081200.1.p, Aqcoe2G302400.1.p	GmISU01.02G022850.1.p
OG0009958	Aqcoe2G247600.1.p	GmISU01.13G090300.1.p, GmISU01.17G037300.1.p
OG0009959	Aqcoe2G260700.1.p	GmISU01.17G034300.4.p, GmISU01.17G034300.3.p, GmISU01.17G034300.2.p
OG0009961	Aqcoe2G394100.1.p	GmISU01.13G102800.1.p, GmISU01.10G039500.1.p
OG0009962	Aqcoe2G438900.1.p	GmISU01.20G000100.1.p, GmISU01.09G240000.1.p
OG0009963	Aqcoe2G240500.1.p	GmISU01.10G087500.1.p, GmISU01.02G159500.2.p, GmISU01.02G159500.3.p
OG0009964	Aqcoe2G330000.2.p, Aqcoe2G330000.1.p	GmISU01.13G177000.1.p
OG0009965	Aqcoe2G335500.1.p	GmISU01.13G174400.1.p, GmISU01.15G098000.1.p, GmISU01.15G098000.2.p
OG0009966	Aqcoe5G108400.1.p	GmISU01.15G203500.1.p
OG0009966	Aqcoe2G012900.1.p	GmISU01.08G150500.1.p, GmISU01.08G150500.2.p, GmISU01.15G219100.1.p, GmISU01.15G219100.2.p
OG0009968	Aqcoe2G385700.1.p, Aqcoe2G385700.2.p	GmISU01.10G156600.1.p, GmISU01.20G159400.1.p
OG0009969	Aqcoe2G107200.1.p	GmISU01.12G153000.2.p, GmISU01.13G276100.1.p
OG0009970	Aqcoe2G003100.1.p	GmISU01.19G094800.1.p, GmISU01.03G089100.1.p
OG0009971	Aqcoe2G426300.1.p	GmISU01.18G004400.1.p, GmISU01.11G229800.1.p
OG0009972	Aqcoe2G170600.1.p	GmISU01.19G055500.2.p, GmISU01.19G055500.1.p, GmISU01.05G068800.3.p, GmISU01.05G068800.2.p, GmISU01.05G068800.1.p
OG0009973	Aqcoe2G119600.1.p	GmISU01.03G157800.2.p, GmISU01.19G159900.2.p, GmISU01.19G159900.1.p, GmISU01.03G157800.1.p
OG0009974	Aqcoe2G228400.1.p	GmISU01.16G002800.2.p, GmISU01.12G137900.1.p
OG0009975	Aqcoe2G327200.1.p	GmISU01.13G178400.1.p, GmISU01.13G178400.2.p, GmISU01.15G094500.3.p, GmISU01.15G094500.1.p
OG0009977	Aqcoe2G351900.1.p	GmISU01.19G204600.1.p, GmISU01.03G203350.1.p, GmISU01.08G199900.1.p
OG0009978	Aqcoe2G334600.1.p	GmISU01.07G220400.1.p, GmISU01.17G013900.3.p, GmISU01.07G220400.2.p, GmISU01.17G013900.2.p
OG0009979	Aqcoe2G015600.1.p	GmISU01.12G200100.1.p, GmISU01.13G170100.1.p, GmISU01.13G170100.2.p
OG0009980	Aqcoe2G302600.1.p	GmISU01.17G087200.1.p, GmISU01.05G028700.1.p
OG0009981	Aqcoe2G373900.1.p	GmISU01.02G004700.1.p
OG0009982	Aqcoe2G230200.1.p	GmISU01.06G194400.2.p, GmISU01.06G194400.1.p, GmISU01.06G194300.1.p
OG0009983	Aqcoe2G057900.1.p	GmISU01.11G069700.1.p, GmISU01.01G129900.1.p
OG0009984	Aqcoe2G101000.1.p	GmISU01.10G130800.1.p, GmISU01.20G184300.1.p
OG0009985	Aqcoe2G241700.2.p, Aqcoe2G241700.1.p	GmISU01.13G089400.1.p
OG0009987	Aqcoe2G069400.1.p	GmISU01.12G158200.1.p, GmISU01.13G271200.1.p
OG0009988	Aqcoe2G425400.1.p	GmISU01.20G205300.2.p
OG0009990	Aqcoe2G068700.1.p	GmISU01.06G278000.1.p, GmISU01.04G212000.1.p
OG0009991	Aqcoe2G283100.2.p, Aqcoe2G283100.1.p	GmISU01.19G177150.1.p, GmISU01.03G175900.2.p, GmISU01.03G175900.1.p
OG0009992	Aqcoe2G325700.1.p	GmISU01.02G134800.1.p, GmISU01.10G022600.1.p, GmISU01.10G022600.2.p
OG0009993	Aqcoe1G420400.1.p, Aqcoe2G095400.1.p, Aqcoe2G095400.3.p, Aqcoe2G095400.4.p, Aqcoe2G095400.2.p	GmISU01.18G058000.1.p, GmISU01.11G180600.1.p
OG0009994	Aqcoe2G231300.1.p	GmISU01.11G201900.1.p, GmISU01.18G032800.1.p, GmISU01.18G032800.2.p
OG0009995	Aqcoe2G326600.1.p	GmISU01.13G111700.1.p, GmISU01.10G048300.1.p, GmISU01.02G011000.1.p
OG0009996	Aqcoe2G028600.3.p, Aqcoe2G028600.2.p, Aqcoe2G028600.1.p	GmISU01.20G082800.1.p, GmISU01.06G204800.1.p, GmISU01.20G067400.1.p
OG0009998	Aqcoe2G023400.1.p, Aqcoe2G012500.1.p	GmISU01.19G105600.1.p, GmISU01.03G101200.2.p
OG0009999	Aqcoe4G240600.1.p, Aqcoe4G240300.1.p, Aqcoe2G239000.1.p, Aqcoe2G239000.2.p	GmISU01.20G062200.1.p, GmISU01.10G112200.1.p, GmISU01.19G187100.1.p, GmISU01.03G185800.1.p
OG0010000	Aqcoe2G013500.2.p, Aqcoe2G013500.1.p	GmISU01.03G105950.1.p, GmISU01.03G106000.1.p, GmISU01.19G110400.1.p
OG0010001	Aqcoe2G140400.2.p, Aqcoe2G140400.1.p, Aqcoe5G389000.1.p	GmISU01.13G128000.2.p, GmISU01.13G128000.1.p, GmISU01.13G128000.3.p
OG0010002	Aqcoe2G186600.1.p	GmISU01.07G157100.3.p, GmISU01.07G157100.2.p
OG0010003	Aqcoe2G351500.1.p	GmISU01.02G130000.4.p, GmISU01.02G130000.2.p, GmISU01.02G130000.1.p, GmISU01.10G027400.1.p
OG0010004	Aqcoe2G396700.1.p	GmISU01.07G112200.3.p, GmISU01.07G112200.1.p
OG0010005	Aqcoe2G045500.1.p	GmISU01.09G077800.1.p, GmISU01.13G162100.1.p, GmISU01.15G194800.1.p
OG0010006	Aqcoe2G391000.1.p, Aqcoe2G391000.2.p	GmISU01.09G208600.1.p, GmISU01.18G185300.1.p
OG0010007	Aqcoe2G097500.1.p, Aqcoe2G041600.1.p	GmISU01.14G158800.1.p, GmISU01.14G158800.2.p, GmISU01.02G190200.1.p
OG0010008	Aqcoe2G076700.1.p	GmISU01.14G168400.1.p, GmISU01.02G198700.1.p
OG0010009	Aqcoe2G339300.1.p	GmISU01.03G195700.1.p
OG0010010	Aqcoe2G388300.1.p	GmISU01.13G175300.1.p
OG0010011	Aqcoe2G367200.1.p	GmISU01.03G208600.1.p
OG0010012	Aqcoe2G315600.1.p	GmISU01.02G137200.1.p, GmISU01.10G020300.1.p
OG0010013	Aqcoe2G325400.1.p	GmISU01.20G190000.1.p, GmISU01.10G125750.1.p
OG0010014	Aqcoe2G079200.1.p	GmISU01.02G197100.1.p, GmISU01.14G166600.1.p, GmISU01.18G051500.1.p
OG0010015	Aqcoe2G331100.1.p	GmISU01.19G120100.1.p, GmISU01.03G115700.1.p, GmISU01.10G023100.1.p, GmISU01.02G134150.1.p
OG0010016	Aqcoe2G310100.1.p	GmISU01.15G090800.1.p, GmISU01.13G182200.1.p
OG0010017	Aqcoe2G188200.1.p	GmISU01.01G117100.1.p
OG0010018	Aqcoe2G003600.1.p	GmISU01.05G069100.1.p
OG0010019	Aqcoe2G323400.1.p	GmISU01.02G187700.1.p
OG0010020	Aqcoe2G005200.5.p, Aqcoe2G005200.3.p, Aqcoe2G005200.1.p, Aqcoe2G005200.4.p, Aqcoe2G005200.2.p	GmISU01.09G087100.1.p
OG0010021	Aqcoe2G015000.1.p, Aqcoe2G015000.2.p, Aqcoe6G168000.1.p	GmISU01.12G047200.1.p
OG0010022	Aqcoe2G320000.1.p	GmISU01.19G064100.1.p, GmISU01.10G126300.1.p, GmISU01.20G189300.1.p
OG0010023	Aqcoe2G313400.1.p	GmISU01.19G202000.1.p, GmISU01.03G201100.3.p, GmISU01.03G201100.1.p, GmISU01.03G201100.2.p
OG0010024	Aqcoe2G100800.1.p	GmISU01.18G027600.1.p, GmISU01.18G027600.2.p, GmISU01.11G206700.1.p, GmISU01.11G206700.2.p, GmISU01.02G216800.1.p
OG0010025	Aqcoe2G353300.1.p	GmISU01.20G120000.1.p, GmISU01.20G120000.2.p, GmISU01.02G129200.2.p, GmISU01.02G129200.1.p
OG0010026	Aqcoe2G402300.1.p	GmISU01.18G126900.1.p, GmISU01.08G311900.1.p
OG0010027	Aqcoe2G125900.1.p, Aqcoe5G147800.1.p, Aqcoe7G096700.1.p	GmISU01.09G239500.1.p
OG0010028	Aqcoe2G334000.1.p	GmISU01.03G068100.1.p, GmISU01.16G074400.1.p
OG0010029	Aqcoe2G335000.1.p	GmISU01.20G191500.1.p, GmISU01.10G123900.1.p
OG0010030	Aqcoe2G144400.1.p	GmISU01.19G147000.1.p
OG0010031	Aqcoe2G223500.1.p, Aqcoe2G223500.2.p	GmISU01.15G188600.1.p, GmISU01.15G188600.2.p, GmISU01.08G211500.1.p
OG0010032	Aqcoe2G069200.1.p, Aqcoe4G082900.1.p	GmISU01.18G167600.1.p, GmISU01.09G225000.1.p
OG0010033	Aqcoe2G421600.1.p	GmISU01.08G185200.1.p
OG0010034	Aqcoe2G407800.2.p, Aqcoe2G407800.1.p	GmISU01.20G205800.1.p
OG0010035	Aqcoe5G291400.1.p, Aqcoe2G376200.1.p, Aqcoe2G376200.2.p	GmISU01.12G001000.1.p
OG0010036	Aqcoe2G151400.1.p	GmISU01.02G082200.1.p, GmISU01.18G233700.1.p
OG0010038	Aqcoe6G318500.1.p, Aqcoe6G318500.2.p, Aqcoe2G040800.1.p, Aqcoe2G040800.2.p	GmISU01.17G144300.1.p
OG0010039	Aqcoe2G148000.1.p	GmISU01.15G052700.1.p, GmISU01.08G164300.1.p
OG0010040	Aqcoe2G420800.1.p	GmISU01.09G214600.1.p, GmISU01.18G179700.2.p, GmISU01.18G179700.3.p, GmISU01.18G179700.1.p
OG0010041	Aqcoe2G157200.1.p, Aqcoe2G157200.2.p	GmISU01.08G090700.1.p, GmISU01.08G214650.1.p
OG0010042	Aqcoe2G159400.1.p	GmISU01.10G057000.1.p, GmISU01.13G119500.1.p
OG0010043	Aqcoe2G054500.1.p	GmISU01.14G164100.1.p, GmISU01.02G195500.1.p
OG0010044	Aqcoe7G398900.1.p, Aqcoe2G290700.1.p	GmISU01.15G215700.1.p, GmISU01.08G154400.1.p, GmISU01.08G154300.1.p
OG0010045	Aqcoe2G277900.1.p, Aqcoe2G277900.2.p, Aqcoe2G277500.1.p	GmISU01.07G205400.1.p
OG0010046	Aqcoe2G052800.1.p	GmISU01.02G148100.1.p, GmISU01.09G086700.1.p
OG0010047	Aqcoe2G008400.1.p	GmISU01.15G222500.1.p, GmISU01.08G146400.1.p, GmISU01.02G151100.1.p, GmISU01.09G090700.1.p
OG0010048	Aqcoe2G293300.1.p	GmISU01.12G024400.1.p, GmISU01.11G092700.1.p
OG0010049	Aqcoe4G219900.1.p, Aqcoe2G278200.1.p, Aqcoe7G377500.1.p	GmISU01.17G100500.1.p
OG0010050	Aqcoe2G353500.1.p	GmISU01.20G115700.1.p, GmISU01.10G204700.1.p
OG0010051	Aqcoe2G011100.1.p	GmISU01.02G150000.1.p, GmISU01.09G089500.1.p, GmISU01.19G114900.1.p, GmISU01.03G109900.1.p
OG0010052	Aqcoe2G325300.1.p	GmISU01.13G178800.1.p, GmISU01.15G093900.1.p
OG0010053	Aqcoe2G035500.2.p, Aqcoe2G035500.1.p	GmISU01.03G096100.1.p, GmISU01.19G099700.1.p
OG0010054	Aqcoe2G013700.1.p	GmISU01.10G079400.1.p, GmISU01.02G151600.1.p
OG0010055	Aqcoe2G342700.1.p	GmISU01.10G210300.1.p, GmISU01.20G110200.1.p
OG0010056	Aqcoe2G049800.1.p	GmISU01.16G036700.1.p, GmISU01.19G083800.1.p
OG0010057	Aqcoe2G262800.2.p, Aqcoe2G262800.1.p	GmISU01.17G034500.2.p, GmISU01.07G197800.1.p
OG0010058	Aqcoe2G296400.1.p	GmISU01.19G173900.1.p, GmISU01.03G172500.3.p, GmISU01.03G172500.1.p, GmISU01.03G172500.2.p
OG0010060	Aqcoe2G383900.1.p	GmISU01.10G106000.1.p
OG0010061	Aqcoe6G211600.1.p	GmISU01.20G077800.1.p
OG0010063	Aqcoe6G028100.1.p	GmISU01.08G000600.1.p, GmISU01.05G163200.1.p, GmISU01.06G141400.1.p, GmISU01.04G171900.1.p
OG0010064	Aqcoe7G183000.1.p, Aqcoe6G256700.1.p	GmISU01.06G264300.1.p
OG0010065	Aqcoe6G006000.1.p	GmISU01.14G073600.3.p, GmISU01.14G073600.2.p, GmISU01.09G093100.1.p, GmISU01.06G202800.2.p
OG0010066	Aqcoe6G072600.1.p	GmISU01.15G052900.2.p, GmISU01.15G052900.1.p, GmISU01.08G164100.1.p
OG0010067	Aqcoe6G239600.2.p, Aqcoe6G239600.1.p	GmISU01.06G018500.4.p, GmISU01.06G018500.1.p, GmISU01.06G018500.2.p, GmISU01.06G018500.3.p
OG0010068	Aqcoe6G030100.1.p	GmISU01.14G127800.1.p, GmISU01.13G017000.1.p
OG0010069	Aqcoe6G171100.2.p, Aqcoe6G171100.3.p, Aqcoe6G171100.1.p	GmISU01.14G179500.1.p, GmISU01.02G207700.1.p
OG0010070	Aqcoe6G037200.1.p	GmISU01.05G161900.2.p, GmISU01.04G173000.1.p, GmISU01.06G139900.1.p
OG0010071	Aqcoe6G184700.1.p, Aqcoe6G184700.2.p, Aqcoe6G184700.3.p	GmISU01.14G001900.1.p, GmISU01.14G001900.2.p
OG0010072	Aqcoe6G126300.1.p	GmISU01.06G027300.3.p, GmISU01.06G027300.2.p, GmISU01.06G027300.1.p, GmISU01.06G027300.4.p, GmISU01.04G028700.1.p
OG0010073	Aqcoe6G157300.1.p	GmISU01.04G085600.3.p, GmISU01.04G085600.2.p, GmISU01.04G085600.1.p
OG0010074	Aqcoe6G228500.1.p	GmISU01.11G075100.1.p, GmISU01.01G124400.2.p
OG0010075	Aqcoe6G147100.1.p	GmISU01.14G075900.3.p, GmISU01.14G075900.1.p
OG0010076	Aqcoe6G022700.1.p	GmISU01.04G205700.1.p, GmISU01.06G103800.1.p
OG0010077	Aqcoe6G047100.1.p	GmISU01.10G183500.1.p, GmISU01.20G133500.1.p
OG0010078	Aqcoe6G083300.1.p	GmISU01.04G057300.1.p, GmISU01.04G057300.2.p, GmISU01.04G057300.3.p
OG0010079	Aqcoe6G122100.1.p	GmISU01.02G050300.1.p, GmISU01.16G112100.1.p
OG0010080	Aqcoe6G074800.1.p	GmISU01.05G147500.1.p, GmISU01.08G123400.1.p, GmISU01.18G013300.1.p, GmISU01.11G220800.1.p
OG0010081	Aqcoe6G311700.1.p	GmISU01.01G150400.1.p
OG0010082	Aqcoe6G240600.1.p	GmISU01.06G018400.1.p, GmISU01.04G020000.1.p, GmISU01.14G186300.1.p, GmISU01.17G227600.1.p
OG0010083	Aqcoe6G033400.1.p	GmISU01.16G099400.1.p, GmISU01.02G040000.1.p
OG0010084	Aqcoe6G067600.1.p	GmISU01.09G162700.1.p, GmISU01.09G162700.2.p
OG0010085	Aqcoe6G301300.2.p, Aqcoe6G301300.3.p, Aqcoe6G301300.1.p	GmISU01.06G039700.1.p, GmISU01.06G039700.3.p, GmISU01.06G039700.2.p, GmISU01.04G040600.1.p
OG0010086	Aqcoe6G282300.2.p, Aqcoe6G282300.1.p	GmISU01.11G043400.1.p, GmISU01.08G224650.1.p, GmISU01.01G154400.2.p, GmISU01.01G154400.1.p
OG0010087	Aqcoe6G031000.1.p	GmISU01.08G001000.2.p, GmISU01.05G164000.1.p, GmISU01.08G001000.1.p
OG0010088	Aqcoe6G193800.1.p, Aqcoe6G193800.2.p, Aqcoe6G193800.3.p	GmISU01.07G098200.1.p, GmISU01.07G098200.2.p
OG0010089	Aqcoe5G151600.1.p, Aqcoe6G140300.1.p	GmISU01.11G050500.1.p, GmISU01.01G147400.1.p
OG0010090	Aqcoe6G046200.1.p	GmISU01.20G132800.2.p, GmISU01.20G132800.1.p, GmISU01.10G184200.2.p, GmISU01.10G184200.1.p, GmISU01.10G184200.3.p
OG0010091	Aqcoe6G044000.1.p	GmISU01.14G003900.1.p
OG0010092	Aqcoe6G269700.2.p, Aqcoe6G269700.1.p, Aqcoe6G269700.3.p	GmISU01.13G150300.1.p, GmISU01.07G166300.1.p
OG0010093	Aqcoe6G022600.1.p	GmISU01.13G053800.1.p, GmISU01.14G122900.1.p, GmISU01.06G103700.1.p
OG0010094	Aqcoe6G187600.1.p	GmISU01.13G200300.1.p, GmISU01.15G074300.4.p, GmISU01.15G074300.1.p, GmISU01.15G074300.2.p
