Orthogroup	A_coerulea.proteins	G_max.proteins
OG0002851	Aqcoe2G185900.1.p, Aqcoe2G186000.1.p, Aqcoe4G283400.2.p, Aqcoe4G283400.1.p, Aqcoe4G283400.3.p, Aqcoe4G282900.1.p, Aqcoe4G282300.1.p, Aqcoe4G282600.1.p, Aqcoe4G226200.1.p, Aqcoe4G283300.1.p, Aqcoe4G268600.2.p, Aqcoe4G268600.1.p, Aqcoe1G251100.1.p, Aqcoe4G266000.1.p	GmISU01.03G150500.1.p
OG0002853	Aqcoe5G075200.4.p, Aqcoe5G075200.3.p, Aqcoe5G075200.5.p, Aqcoe5G075200.2.p, Aqcoe5G075200.1.p, Aqcoe2G317700.1.p, Aqcoe2G317800.2.p, Aqcoe2G317800.1.p	GmISU01.19G200600.1.p, GmISU01.03G199700.3.p, GmISU01.03G199700.2.p, GmISU01.03G199700.1.p, GmISU01.03G199800.1.p
OG0002854	Aqcoe5G181100.1.p, Aqcoe2G238000.2.p, Aqcoe2G238000.1.p, Aqcoe3G050900.1.p	GmISU01.10G164000.1.p, GmISU01.12G035100.1.p, GmISU01.11G104200.3.p, GmISU01.11G104200.1.p, GmISU01.11G104200.4.p
OG0002855	Aqcoe2G099000.1.p, Aqcoe2G099700.1.p	GmISU01.18G027100.1.p, GmISU01.11G207200.1.p, GmISU01.14G056500.1.p, GmISU01.14G056500.2.p, GmISU01.02G217400.1.p
OG0002856	Aqcoe2G050000.1.p	GmISU01.05G140500.1.p, GmISU01.08G115700.1.p
OG0002856	Aqcoe1G271200.1.p, Aqcoe1G270900.1.p, Aqcoe1G271100.1.p	GmISU01.08G149500.2.p, GmISU01.08G149500.3.p
OG0002857	Aqcoe2G282800.1.p, Aqcoe2G282800.2.p	GmISU01.19G192500.1.p, GmISU01.19G192500.2.p, GmISU01.19G192500.3.p, GmISU01.03G190900.1.p, GmISU01.03G190900.3.p, GmISU01.03G190900.2.p, GmISU01.20G197100.1.p, GmISU01.10G118600.1.p
OG0002858	Aqcoe2G285000.3.p, Aqcoe2G285000.2.p, Aqcoe2G285000.1.p, Aqcoe2G285000.4.p	GmISU01.09G038400.3.p, GmISU01.09G038400.4.p, GmISU01.09G038400.2.p, GmISU01.09G038400.1.p, GmISU01.15G134600.2.p, GmISU01.07G207100.1.p, GmISU01.17G026400.1.p, GmISU01.10G015200.1.p, GmISU01.02G014100.1.p, GmISU01.02G014100.2.p
OG0002859	Aqcoe1G007600.1.p, Aqcoe2G004800.1.p	GmISU01.02G148500.1.p, GmISU01.09G087200.1.p, GmISU01.19G169100.2.p, GmISU01.19G169100.1.p, GmISU01.03G167000.1.p
OG0002860	Aqcoe2G387700.2.p, Aqcoe2G387700.1.p	GmISU01.08G318200.3.p, GmISU01.08G318200.11.p, GmISU01.08G318200.13.p, GmISU01.08G318200.7.p, GmISU01.08G318200.12.p, GmISU01.08G318200.6.p, GmISU01.18G130700.2.p, GmISU01.08G318200.1.p, GmISU01.08G318200.2.p, GmISU01.08G318200.9.p, GmISU01.08G318200.4.p, GmISU01.08G318200.8.p, GmISU01.08G318200.5.p, GmISU01.18G130700.4.p, GmISU01.18G130700.3.p, GmISU01.18G130700.6.p, GmISU01.18G130700.8.p, GmISU01.18G130700.7.p
OG0002861	Aqcoe2G028700.1.p	GmISU01.11G162200.1.p, GmISU01.04G116600.1.p, GmISU01.19G102800.1.p, GmISU01.03G099000.1.p
OG0002862	Aqcoe2G081700.1.p	GmISU01.07G136500.2.p, GmISU01.18G155800.2.p, GmISU01.03G039100.2.p, GmISU01.01G096300.1.p, GmISU01.18G155800.1.p, GmISU01.07G136500.1.p, GmISU01.07G136500.3.p, GmISU01.18G155700.1.p
OG0002863	Aqcoe2G015900.2.p, Aqcoe2G015900.1.p	GmISU01.08G142700.2.p, GmISU01.08G142700.1.p, GmISU01.08G142700.4.p, GmISU01.08G142700.3.p, GmISU01.15G225800.7.p, GmISU01.15G225800.1.p
OG0002864	Aqcoe1G112700.1.p	GmISU01.13G279900.1.p, GmISU01.13G279800.1.p, GmISU01.12G149200.1.p, GmISU01.12G149100.1.p, GmISU01.12G076800.1.p
OG0002864	Aqcoe2G187200.1.p, Aqcoe2G187100.1.p	GmISU01.20G149700.1.p, GmISU01.10G166000.1.p
OG0002865	Aqcoe2G239500.1.p	GmISU01.10G110000.1.p, GmISU01.02G006200.1.p, GmISU01.03G183700.1.p, GmISU01.19G184900.1.p, GmISU01.10G112400.1.p, GmISU01.20G062500.1.p, GmISU01.03G186000.1.p, GmISU01.19G187300.1.p
OG0002866	Aqcoe2G031600.2.p, Aqcoe2G031600.1.p	GmISU01.09G183000.1.p, GmISU01.12G011300.10.p, GmISU01.12G011300.9.p, GmISU01.12G011300.11.p, GmISU01.09G183000.3.p, GmISU01.12G011300.4.p, GmISU01.12G011300.2.p, GmISU01.12G011300.8.p, GmISU01.12G011300.7.p, GmISU01.12G011300.6.p, GmISU01.12G011300.5.p
OG0002867	Aqcoe2G012400.2.p, Aqcoe2G012400.3.p, Aqcoe2G012400.1.p	GmISU01.10G079100.1.p, GmISU01.10G079100.2.p
OG0002867	Aqcoe5G364800.1.p	GmISU01.18G007800.2.p, GmISU01.18G007800.3.p, GmISU01.18G007800.1.p, GmISU01.11G226400.2.p, GmISU01.11G226400.1.p
OG0002868	Aqcoe2G123800.4.p, Aqcoe2G123800.5.p, Aqcoe2G123800.6.p, Aqcoe2G123800.1.p, Aqcoe2G123800.3.p, Aqcoe2G123800.7.p, Aqcoe2G123800.2.p	GmISU01.09G025300.1.p, GmISU01.10G065300.2.p, GmISU01.10G065300.1.p
OG0002869	Aqcoe2G369800.1.p, Aqcoe2G369800.2.p	GmISU01.20G162900.1.p, GmISU01.20G162900.2.p, GmISU01.20G162900.3.p, GmISU01.20G162900.4.p, GmISU01.20G162900.5.p, GmISU01.10G153500.4.p, GmISU01.10G153500.1.p, GmISU01.10G153500.3.p, GmISU01.10G153500.5.p
OG0002870	Aqcoe2G185200.1.p, Aqcoe2G185300.1.p, Aqcoe5G297900.1.p	GmISU01.20G064800.1.p, GmISU01.10G114700.1.p, GmISU01.03G188100.1.p, GmISU01.19G189600.1.p, GmISU01.19G190500.1.p
OG0002871	Aqcoe2G161400.1.p, Aqcoe1G119200.3.p, Aqcoe1G119200.2.p, Aqcoe1G119200.1.p, Aqcoe1G119200.4.p	GmISU01.11G151900.1.p, GmISU01.12G148300.1.p, GmISU01.13G280500.1.p
OG0002872	Aqcoe2G068000.2.p, Aqcoe2G068000.1.p, Aqcoe1G076900.1.p	GmISU01.12G086200.7.p, GmISU01.12G086200.4.p, GmISU01.12G086200.5.p, GmISU01.12G086200.6.p, GmISU01.12G086200.2.p, GmISU01.12G086200.3.p, GmISU01.12G086200.1.p, GmISU01.11G142200.1.p, GmISU01.12G156800.1.p, GmISU01.12G156800.3.p, GmISU01.12G156800.2.p, GmISU01.13G272600.1.p
OG0002873	Aqcoe2G234100.1.p, Aqcoe4G080800.1.p	GmISU01.08G298500.1.p, GmISU01.18G062800.1.p, GmISU01.03G058900.1.p, GmISU01.18G146000.1.p
OG0002874	Aqcoe2G370300.1.p, Aqcoe2G370400.1.p, Aqcoe2G370600.1.p, Aqcoe2G370500.1.p	GmISU01.12G201200.1.p, GmISU01.08G142400.1.p, GmISU01.15G226400.1.p, GmISU01.08G142500.1.p, GmISU01.15G226000.1.p, GmISU01.15G226300.1.p, GmISU01.08G142600.1.p, GmISU01.15G226200.1.p
OG0002875	Aqcoe2G406500.1.p	GmISU01.18G123300.2.p, GmISU01.08G310100.2.p, GmISU01.08G310100.3.p, GmISU01.08G310100.1.p, GmISU01.18G123300.1.p
OG0002876	Aqcoe5G061700.1.p, Aqcoe2G332000.2.p, Aqcoe2G332000.1.p	GmISU01.07G219300.1.p, GmISU01.17G014900.1.p, GmISU01.13G176400.2.p, GmISU01.13G176400.1.p, GmISU01.15G096600.1.p
OG0002877	Aqcoe3G438500.1.p, Aqcoe2G420600.1.p	GmISU01.08G155000.6.p, GmISU01.08G155000.7.p, GmISU01.08G155000.4.p, GmISU01.15G215300.1.p, GmISU01.08G155000.2.p, GmISU01.08G155000.5.p, GmISU01.01G081500.3.p, GmISU01.01G081500.1.p, GmISU01.01G081500.2.p, GmISU01.03G054200.1.p
OG0002878	Aqcoe2G082600.1.p	GmISU01.04G022900.2.p, GmISU01.04G022900.3.p, GmISU01.04G022900.1.p, GmISU01.06G021000.1.p, GmISU01.06G021000.2.p, GmISU01.06G021000.3.p, GmISU01.06G021000.4.p, GmISU01.04G022900.4.p, GmISU01.04G022900.5.p, GmISU01.04G022900.6.p, GmISU01.17G224900.2.p, GmISU01.17G224900.1.p, GmISU01.14G183300.1.p, GmISU01.14G183300.2.p, GmISU01.10G181100.5.p
OG0002879	Aqcoe2G078900.1.p	GmISU01.03G108600.16.p, GmISU01.03G108600.10.p, GmISU01.03G108600.4.p, GmISU01.03G108600.2.p, GmISU01.03G108600.6.p, GmISU01.03G108600.13.p, GmISU01.03G108600.11.p, GmISU01.03G108600.14.p, GmISU01.03G108600.15.p, GmISU01.03G108600.12.p
OG0002880	Aqcoe2G083200.1.p, Aqcoe1G150500.1.p	GmISU01.18G022100.1.p, GmISU01.11G211800.1.p, GmISU01.02G223200.1.p
OG0002881	Aqcoe5G273500.1.p, Aqcoe5G278800.1.p, Aqcoe2G344000.1.p, Aqcoe2G344100.1.p	GmISU01.06G099200.1.p
OG0002882	Aqcoe2G077200.2.p, Aqcoe2G077200.1.p	GmISU01.18G160600.1.p, GmISU01.18G160600.2.p, GmISU01.18G160600.4.p, GmISU01.18G160600.3.p, GmISU01.09G232200.2.p, GmISU01.09G232200.1.p, GmISU01.09G232100.2.p, GmISU01.18G159600.2.p, GmISU01.18G159600.1.p, GmISU01.18G159600.4.p
OG0002883	Aqcoe2G320400.1.p	GmISU01.20G189500.10.p, GmISU01.20G189500.5.p, GmISU01.20G189500.8.p, GmISU01.20G189500.2.p, GmISU01.20G189500.11.p, GmISU01.20G189500.6.p, GmISU01.20G189500.7.p, GmISU01.10G126100.8.p, GmISU01.10G126100.5.p, GmISU01.10G126100.6.p, GmISU01.10G126100.7.p
OG0002884	Aqcoe2G337600.1.p, Aqcoe5G059000.1.p	GmISU01.19G121700.1.p, GmISU01.03G117500.1.p, GmISU01.10G024700.1.p, GmISU01.02G132600.1.p, GmISU01.01G197400.1.p, GmISU01.11G003600.1.p, GmISU01.10G212000.1.p, GmISU01.20G108600.1.p
OG0002885	Aqcoe0024s0002.2.p, Aqcoe5G290000.1.p, Aqcoe0024s0002.1.p, Aqcoe6G000600.2.p, Aqcoe0024s0007.2.p, Aqcoe0024s0007.1.p, Aqcoe0024s0009.1.p, Aqcoe6G000600.1.p, Aqcoe2G159100.1.p	GmISU01.03G148600.1.p, GmISU01.19G151900.1.p, GmISU01.20G053500.1.p
OG0002886	Aqcoe2G403300.1.p, Aqcoe2G403300.2.p	GmISU01.05G124900.1.p, GmISU01.08G098600.1.p, GmISU01.18G002900.1.p, GmISU01.11G231500.1.p
OG0002887	Aqcoe2G323000.1.p	GmISU01.19G199400.2.p, GmISU01.19G199400.1.p, GmISU01.03G198400.1.p, GmISU01.20G189800.1.p
OG0002887	Aqcoe5G407500.1.p	GmISU01.11G020300.1.p, GmISU01.11G020300.2.p, GmISU01.01G179500.1.p
OG0002888	Aqcoe5G087500.1.p	GmISU01.10G017700.1.p, GmISU01.10G017700.2.p, GmISU01.02G139700.1.p, GmISU01.02G139700.2.p, GmISU01.19G174400.1.p, GmISU01.03G172800.1.p
OG0002889	Aqcoe2G167700.3.p, Aqcoe2G167700.1.p, Aqcoe2G167700.2.p, Aqcoe2G167700.4.p	GmISU01.03G138700.1.p, GmISU01.19G141700.1.p, GmISU01.13G108200.1.p, GmISU01.10G044500.1.p
OG0002890	Aqcoe2G211800.4.p, Aqcoe2G211800.2.p, Aqcoe2G211800.1.p, Aqcoe2G211800.3.p	GmISU01.13G109400.2.p, GmISU01.13G109400.1.p, GmISU01.10G045900.2.p, GmISU01.10G045900.1.p, GmISU01.11G134900.1.p, GmISU01.12G065200.1.p, GmISU01.12G065200.2.p
OG0002891	Aqcoe2G434500.1.p	GmISU01.11G117400.2.p, GmISU01.11G117400.5.p, GmISU01.11G117400.1.p, GmISU01.11G117400.3.p, GmISU01.11G117400.4.p, GmISU01.12G048100.2.p, GmISU01.12G048100.1.p, GmISU01.12G048100.3.p, GmISU01.12G048100.6.p, GmISU01.12G048100.5.p
OG0002892	Aqcoe5G267600.1.p	GmISU01.10G009700.1.p, GmISU01.13G019300.1.p, GmISU01.19G181700.1.p, GmISU01.03G180400.1.p
OG0002892	Aqcoe2G263300.1.p	GmISU01.17G033700.1.p, GmISU01.07G200100.1.p, GmISU01.15G127000.1.p, GmISU01.09G030300.1.p
OG0002893	Aqcoe2G002300.1.p	GmISU01.03G090100.1.p, GmISU01.19G095500.1.p
OG0002894	Aqcoe2G217800.2.p, Aqcoe2G217800.1.p	GmISU01.19G154500.2.p, GmISU01.19G154500.5.p, GmISU01.03G151000.1.p
OG0002894	Aqcoe7G068000.1.p	GmISU01.16G173700.1.p, GmISU01.09G120600.1.p
OG0002895	Aqcoe5G045100.1.p, Aqcoe2G355800.1.p	GmISU01.02G128200.1.p, GmISU01.10G029000.1.p, GmISU01.20G170900.1.p, GmISU01.10G145200.1.p, GmISU01.02G001800.1.p, GmISU01.10G001900.1.p
OG0002896	Aqcoe2G174100.1.p, Aqcoe1G478400.1.p	GmISU01.13G291200.4.p, GmISU01.13G291200.3.p, GmISU01.13G291200.2.p, GmISU01.15G040200.1.p, GmISU01.11G131800.1.p, GmISU01.11G131800.2.p, GmISU01.12G068000.2.p, GmISU01.12G068000.1.p
OG0002897	Aqcoe6G207900.1.p	GmISU01.13G030800.1.p
OG0002897	Aqcoe2G353900.1.p	GmISU01.20G116200.2.p, GmISU01.20G116200.1.p, GmISU01.10G204200.1.p
OG0002898	Aqcoe6G027800.4.p, Aqcoe6G027800.3.p, Aqcoe6G027800.2.p, Aqcoe6G027800.1.p	GmISU01.05G161400.1.p, GmISU01.08G144600.1.p, GmISU01.04G198300.1.p, GmISU01.06G111700.1.p
OG0002899	Aqcoe3G279300.1.p, Aqcoe7G250900.1.p, Aqcoe7G250800.1.p, Aqcoe7G244800.3.p, Aqcoe7G244800.2.p, Aqcoe7G244800.1.p, Aqcoe6G234600.2.p, Aqcoe6G234600.4.p, Aqcoe6G234600.3.p, Aqcoe6G234600.1.p	GmISU01.20G075800.1.p, GmISU01.10G240700.2.p, GmISU01.10G240700.1.p
OG0002900	Aqcoe5G205400.1.p, Aqcoe6G103000.2.p, Aqcoe6G103000.1.p	GmISU01.11G113100.1.p, GmISU01.12G043500.2.p, GmISU01.01G143500.1.p, GmISU01.11G054600.1.p, GmISU01.11G054600.2.p
OG0002901	Aqcoe6G174100.1.p, Aqcoe6G174100.2.p, Aqcoe6G174100.6.p, Aqcoe6G174100.5.p, Aqcoe6G174100.4.p, Aqcoe6G174100.3.p	GmISU01.01G121500.6.p, GmISU01.01G121500.7.p, GmISU01.01G121500.8.p, GmISU01.01G121500.11.p, GmISU01.01G121500.9.p, GmISU01.01G121500.10.p, GmISU01.11G078950.1.p, GmISU01.01G121500.3.p, GmISU01.01G121500.1.p, GmISU01.01G121500.4.p, GmISU01.01G121500.5.p
OG0002902	Aqcoe7G392600.1.p	GmISU01.07G029700.1.p
OG0002903	Aqcoe6G133900.1.p	GmISU01.14G079500.1.p, GmISU01.17G208600.1.p
OG0002903	Aqcoe3G208400.1.p, Aqcoe4G291200.1.p	GmISU01.18G003600.1.p, GmISU01.11G230800.1.p
OG0002904	Aqcoe5G181900.2.p, Aqcoe5G181900.1.p	GmISU01.11G104700.1.p, GmISU01.12G035600.1.p
OG0002904	Aqcoe6G258100.1.p	GmISU01.14G180300.2.p, GmISU01.14G180300.1.p, GmISU01.04G026400.1.p, GmISU01.06G024600.1.p
OG0002905	Aqcoe6G144200.3.p, Aqcoe6G144200.2.p, Aqcoe6G144200.1.p	GmISU01.06G035600.6.p, GmISU01.06G035600.4.p, GmISU01.06G035600.5.p, GmISU01.06G035600.2.p, GmISU01.06G035600.3.p, GmISU01.06G035600.1.p, GmISU01.04G036000.4.p, GmISU01.04G036000.3.p, GmISU01.04G036000.2.p, GmISU01.04G036000.5.p, GmISU01.04G036000.6.p
OG0002906	Aqcoe6G129500.1.p	GmISU01.16G108400.1.p, GmISU01.02G048100.2.p, GmISU01.02G048100.1.p
OG0002906	Aqcoe3G435000.1.p	GmISU01.08G151900.1.p, GmISU01.15G217900.1.p
OG0002907	Aqcoe3G257400.1.p, Aqcoe6G019300.1.p	GmISU01.14G121900.1.p, GmISU01.13G055200.1.p, GmISU01.06G102800.2.p, GmISU01.06G102800.1.p, GmISU01.04G206600.1.p
OG0002908	Aqcoe6G321400.3.p, Aqcoe6G321400.4.p, Aqcoe6G321400.1.p, Aqcoe6G321400.2.p, Aqcoe6G321500.2.p, Aqcoe6G321500.1.p	GmISU01.04G013800.2.p, GmISU01.04G013800.1.p, GmISU01.06G012500.2.p, GmISU01.06G012500.1.p
OG0002909	Aqcoe5G203600.1.p, Aqcoe6G104500.2.p, Aqcoe6G104500.1.p	GmISU01.04G032700.2.p, GmISU01.14G073500.1.p, GmISU01.17G214400.2.p, GmISU01.09G093000.4.p, GmISU01.09G093000.5.p, GmISU01.09G093000.1.p, GmISU01.17G214400.1.p
OG0002910	Aqcoe4G204200.1.p, Aqcoe4G204400.1.p, Aqcoe6G125000.2.p, Aqcoe6G125000.1.p, Aqcoe6G125000.3.p, Aqcoe4G270800.1.p, Aqcoe4G272000.1.p, Aqcoe4G272200.1.p, Aqcoe4G272100.1.p, Aqcoe4G272300.1.p	GmISU01.01G134100.1.p, GmISU01.11G065000.1.p
OG0002911	Aqcoe6G083500.3.p, Aqcoe6G083500.4.p, Aqcoe6G083500.1.p, Aqcoe6G083500.2.p, Aqcoe6G083600.1.p, Aqcoe6G083600.2.p	GmISU01.08G125200.3.p, GmISU01.08G125200.7.p, GmISU01.08G125200.5.p, GmISU01.08G125200.4.p, GmISU01.08G125200.6.p, GmISU01.08G125200.8.p, GmISU01.05G149500.2.p, GmISU01.05G149500.3.p, GmISU01.05G149500.5.p, GmISU01.05G149500.1.p, GmISU01.05G149500.4.p
OG0002912	Aqcoe1G311800.1.p	GmISU01.18G065700.1.p, GmISU01.08G301200.1.p, GmISU01.08G301200.2.p
OG0002912	Aqcoe6G023800.1.p	GmISU01.14G123700.1.p, GmISU01.13G053200.1.p, GmISU01.06G105700.1.p, GmISU01.04G203700.1.p
OG0002913	Aqcoe5G258700.1.p, Aqcoe5G258700.2.p, Aqcoe5G258700.4.p, Aqcoe5G258700.3.p, Aqcoe6G025400.1.p	GmISU01.08G002000.1.p, GmISU01.08G002000.3.p, GmISU01.08G002000.2.p
OG0002914	Aqcoe6G221100.1.p, Aqcoe6G221100.2.p	GmISU01.01G127000.1.p, GmISU01.11G072100.2.p, GmISU01.14G184100.1.p, GmISU01.17G225700.1.p
OG0002915	Aqcoe6G057500.2.p, Aqcoe6G057500.3.p, Aqcoe6G057500.1.p	GmISU01.18G018200.3.p, GmISU01.18G018200.1.p, GmISU01.11G215800.2.p, GmISU01.11G215800.1.p
OG0002916	Aqcoe6G222300.2.p, Aqcoe6G222300.1.p	GmISU01.04G003600.1.p, GmISU01.06G003300.2.p, GmISU01.06G003300.1.p, GmISU01.06G003300.3.p, GmISU01.11G098900.2.p, GmISU01.11G098900.1.p, GmISU01.12G029600.1.p
OG0002917	Aqcoe6G259800.2.p, Aqcoe6G259800.1.p, Aqcoe5G457000.1.p	GmISU01.14G085800.1.p, GmISU01.08G241900.1.p, GmISU01.17G202200.2.p, GmISU01.17G202200.1.p, GmISU01.14G085700.1.p, GmISU01.17G202100.1.p
OG0002918	Aqcoe5G380600.5.p, Aqcoe5G380600.6.p, Aqcoe5G380600.1.p, Aqcoe5G380600.8.p, Aqcoe5G380600.9.p, Aqcoe5G380600.2.p, Aqcoe5G380600.3.p, Aqcoe5G380600.4.p, Aqcoe5G380600.7.p, Aqcoe6G051000.1.p	GmISU01.12G201900.2.p, GmISU01.12G201900.1.p, GmISU01.05G123500.1.p, GmISU01.08G097100.1.p
OG0002919	Aqcoe6G041600.1.p	GmISU01.13G020400.1.p, GmISU01.14G134700.1.p, GmISU01.06G113300.1.p, GmISU01.04G197100.1.p, GmISU01.04G174300.1.p, GmISU01.06G138600.1.p, GmISU01.08G136900.1.p, GmISU01.05G160800.1.p
OG0002920	Aqcoe4G311800.3.p, Aqcoe4G311800.4.p, Aqcoe4G311800.1.p, Aqcoe4G311800.2.p, Aqcoe6G165700.1.p	GmISU01.02G250900.1.p, GmISU01.14G021800.3.p, GmISU01.14G021800.1.p, GmISU01.14G021800.2.p, GmISU01.08G282400.1.p, GmISU01.18G082800.1.p
OG0002921	Aqcoe5G411200.1.p, Aqcoe6G112400.1.p, Aqcoe6G112400.3.p, Aqcoe6G112400.2.p	GmISU01.06G205133.1.p, GmISU01.06G205166.1.p, GmISU01.06G205400.2.p, GmISU01.06G205400.1.p, GmISU01.12G132700.1.p, GmISU01.06G208300.1.p, GmISU01.06G208100.1.p, GmISU01.06G208200.1.p, GmISU01.06G208000.1.p, GmISU01.06G053400.1.p, GmISU01.04G054200.1.p, GmISU01.06G053100.2.p, GmISU01.06G052900.1.p, GmISU01.06G053800.1.p
OG0002922	Aqcoe6G186000.1.p	GmISU01.08G180600.1.p, GmISU01.07G009700.1.p, GmISU01.07G009700.2.p, GmISU01.08G180600.2.p, GmISU01.07G009700.5.p, GmISU01.07G009700.6.p, GmISU01.07G009700.4.p, GmISU01.17G198100.1.p
OG0002923	Aqcoe6G006600.1.p	GmISU01.08G117100.2.p, GmISU01.08G117100.1.p, GmISU01.05G141700.1.p, GmISU01.12G139500.1.p, GmISU01.08G175100.1.p
OG0002924	Aqcoe6G266700.1.p	GmISU01.17G145400.1.p, GmISU01.05G087900.1.p, GmISU01.01G156600.1.p, GmISU01.11G041100.1.p, GmISU01.04G044100.1.p, GmISU01.06G043500.1.p, GmISU01.14G085000.1.p, GmISU01.17G202800.1.p
OG0002925	Aqcoe6G137400.2.p, Aqcoe6G137400.1.p, Aqcoe3G196200.3.p, Aqcoe3G196200.4.p, Aqcoe3G196200.2.p, Aqcoe3G196200.1.p	GmISU01.17G156300.1.p, GmISU01.05G078100.1.p, GmISU01.01G148600.1.p, GmISU01.01G148600.2.p
OG0002926	Aqcoe6G328500.3.p, Aqcoe6G328500.2.p, Aqcoe6G328500.1.p	GmISU01.01G118600.3.p, GmISU01.01G118600.7.p, GmISU01.01G118600.4.p, GmISU01.01G118600.2.p, GmISU01.01G118600.5.p, GmISU01.01G118600.6.p, GmISU01.01G118600.1.p, GmISU01.11G081700.2.p, GmISU01.11G081700.8.p, GmISU01.11G081700.7.p, GmISU01.11G081700.5.p, GmISU01.09G155500.2.p, GmISU01.09G155500.1.p, GmISU01.09G155500.3.p
OG0002927	Aqcoe6G144700.1.p, Aqcoe6G144700.4.p, Aqcoe6G144700.3.p, Aqcoe6G144700.5.p, Aqcoe6G144700.2.p, Aqcoe1G388500.1.p, Aqcoe4G139800.1.p, Aqcoe5G154800.1.p, Aqcoe5G154700.1.p, Aqcoe5G154600.1.p	GmISU01.01G201900.6.p, GmISU01.01G201900.4.p, GmISU01.01G201900.3.p, GmISU01.01G201900.5.p, GmISU01.01G201900.8.p, GmISU01.01G201900.1.p, GmISU01.01G201900.7.p, GmISU01.01G201900.2.p, GmISU01.17G158100.1.p
OG0002928	Aqcoe4G021100.1.p	GmISU01.17G154500.1.p, GmISU01.08G138300.1.p, GmISU01.15G223300.1.p
OG0002928	Aqcoe1G151500.1.p, Aqcoe1G151500.2.p	GmISU01.14G163100.1.p, GmISU01.02G194400.1.p
OG0002929	Aqcoe1G154500.1.p, Aqcoe4G096000.2.p, Aqcoe4G096000.1.p, Aqcoe4G096000.3.p	GmISU01.06G267000.1.p, GmISU01.04G105900.4.p, GmISU01.04G105900.5.p, GmISU01.04G105900.3.p, GmISU01.04G105900.2.p, GmISU01.13G050800.1.p
OG0002930	Aqcoe4G304000.2.p, Aqcoe4G304000.1.p, Aqcoe4G304200.1.p	GmISU01.16G057000.7.p, GmISU01.16G057000.2.p, GmISU01.16G057000.4.p, GmISU01.16G057000.1.p, GmISU01.19G062300.1.p, GmISU01.19G062300.4.p, GmISU01.19G062300.5.p, GmISU01.19G062300.3.p, GmISU01.19G062300.2.p
OG0002931	Aqcoe4G260100.1.p	GmISU01.06G227100.1.p, GmISU01.12G113500.1.p, GmISU01.12G183900.1.p
OG0002931	Aqcoe7G173100.1.p	GmISU01.08G034900.1.p, GmISU01.05G196900.1.p, GmISU01.13G315600.1.p, GmISU01.15G015200.1.p
OG0002932	Aqcoe4G149300.1.p, Aqcoe4G149300.2.p, Aqcoe4G149300.3.p, Aqcoe1G320700.1.p	GmISU01.06G251400.3.p, GmISU01.06G251400.1.p, GmISU01.12G097100.2.p, GmISU01.12G097100.1.p, GmISU01.12G169500.1.p, GmISU01.13G261000.1.p
OG0002933	Aqcoe4G210700.4.p, Aqcoe4G210700.3.p, Aqcoe4G210700.2.p, Aqcoe4G210700.1.p	GmISU01.14G019900.3.p, GmISU01.14G019900.5.p, GmISU01.14G019900.2.p, GmISU01.14G019900.1.p, GmISU01.02G252300.1.p
OG0002934	Aqcoe7G090800.1.p, Aqcoe7G090900.1.p, Aqcoe7G091300.1.p, Aqcoe7G091000.1.p, Aqcoe7G091200.2.p, Aqcoe4G183100.1.p, Aqcoe7G091200.1.p, Aqcoe7G091100.2.p, Aqcoe7G091100.1.p, Aqcoe4G220000.1.p, Aqcoe7G090700.1.p, Aqcoe7G090600.1.p, Aqcoe7G090500.1.p	GmISU01.06G270200.1.p, GmISU01.06G270300.1.p
OG0002935	Aqcoe1G369200.4.p, Aqcoe1G369200.1.p, Aqcoe1G369200.2.p, Aqcoe1G369200.3.p, Aqcoe4G252300.1.p	GmISU01.12G181000.1.p, GmISU01.13G248200.1.p, GmISU01.06G223900.1.p, GmISU01.12G115700.2.p, GmISU01.12G115700.1.p, GmISU01.12G115700.3.p
OG0002936	Aqcoe5G374900.1.p, Aqcoe5G374900.2.p, Aqcoe5G374900.6.p, Aqcoe5G374900.3.p, Aqcoe5G374900.7.p, Aqcoe5G374900.4.p, Aqcoe5G374900.5.p, Aqcoe4G205300.1.p	GmISU01.11G224900.1.p, GmISU01.11G224900.2.p, GmISU01.18G009300.1.p
OG0002937	Aqcoe1G300400.1.p, Aqcoe4G202800.1.p	GmISU01.15G102900.1.p, GmISU01.17G009100.3.p, GmISU01.17G009100.7.p, GmISU01.17G009100.8.p, GmISU01.17G009100.2.p, GmISU01.17G009100.6.p, GmISU01.07G225500.1.p, GmISU01.07G225500.2.p
OG0002938	Aqcoe4G304900.1.p	GmISU01.01G054100.1.p, GmISU01.14G012400.1.p, GmISU01.02G259700.1.p, GmISU01.08G295000.1.p, GmISU01.18G068100.1.p
OG0002939	Aqcoe1G251800.2.p, Aqcoe1G251800.1.p, Aqcoe4G076900.1.p	GmISU01.06G244800.1.p, GmISU01.12G103200.1.p, GmISU01.13G256400.1.p, GmISU01.12G173400.1.p, GmISU01.07G171200.1.p, GmISU01.07G171200.2.p, GmISU01.13G146100.1.p
OG0002940	Aqcoe7G137700.1.p, Aqcoe7G137700.2.p, Aqcoe7G137700.3.p	GmISU01.15G021300.1.p, GmISU01.13G310400.1.p, GmISU01.07G011600.1.p, GmISU01.08G182800.1.p
