Orthogroup	S_lycopersicum.proteins	D_muscipula.proteins
OG0008945	Solyc12g009130.2.1	Dm_00008758-RA
OG0008946	Solyc12g096080.2.1	Dm_00020711-RA, Dm_00016784-RA
OG0008947	Solyc09g009190.3.1	Dm_00010832-RA
OG0008948	Solyc11g071930.2.1, Solyc03g013180.1.1, Solyc06g073950.3.1	Dm_00001231-RA
OG0008949	Solyc10g080580.1.1, Solyc03g059080.2.1, Solyc10g078940.2.1	Dm_00019315-RA
OG0008950	Solyc11g008360.2.1	Dm_00013009-RA
OG0008951	Solyc07g005880.3.1	Dm_00011549-RA
OG0008952	Solyc10g083240.2.1	Dm_00000815-RA
OG0008953	Solyc01g006310.3.1, Solyc01g015080.3.1	Dm_00012102-RA
OG0008954	Solyc02g071130.3.1, Solyc07g056280.3.1, Solyc12g011200.2.1	Dm_00004049-RA
OG0008955	Solyc05g052930.3.1	Dm_00015910-RA
OG0008956	Solyc01g008925.1.1	Dm_00020595-RA, Dm_00021081-RA
OG0008957	Solyc10g009400.3.1	Dm_00002119-RA
OG0008958	Solyc07g063000.3.1	Dm_00020370-RA
OG0008959	Solyc10g007830.1.1	Dm_00000331-RA, Dm_00015285-RA
OG0008960	Solyc03g064010.3.1	Dm_00008420-RA
OG0008961	Solyc11g073270.1.1	Dm_00004801-RA
OG0008962	Solyc02g081970.3.1	Dm_00017437-RA
OG0008963	Solyc09g018510.3.1	Dm_00006224-RA
OG0008964	Solyc01g087720.3.1	Dm_00011196-RA
OG0008965	Solyc07g062390.3.1	Dm_00007530-RA, Dm_00004440-RA
OG0008966	Solyc08g076570.3.1	Dm_00011849-RA
OG0008967	Solyc01g096910.3.1	Dm_00017324-RA
OG0008968	Solyc01g056340.3.1	Dm_00008251-RA
OG0008969	Solyc07g009140.3.1	Dm_00000317-RA
OG0008970	Solyc03g118523.1.1	Dm_00000029-RA
OG0008971	Solyc03g059100.2.1	Dm_00004242-RA
OG0008972	Solyc11g066110.2.1	Dm_00004784-RA
OG0008973	Solyc06g082280.3.1	Dm_00011267-RA
OG0008974	Solyc08g066740.3.1	Dm_00004471-RA
OG0008975	Solyc03g120460.3.1	Dm_00015103-RA
OG0008976	Solyc02g032870.3.1	Dm_00005173-RA
OG0008978	Solyc06g073840.3.1	Dm_00006973-RA
OG0008979	Solyc07g055030.1.1, Solyc07g055025.1.1, Solyc07g056070.2.1	Dm_00014291-RA, Dm_00006214-RA, Dm_00016084-RA
OG0008981	Solyc12g014270.2.1, Solyc10g007330.1.1, Solyc07g062460.3.1	Dm_00005285-RA
OG0008982	Solyc06g053500.3.1	Dm_00019610-RA
OG0008983	Solyc10g076930.2.1	Dm_00012556-RA
OG0008984	Solyc03g095470.3.1	Dm_00012394-RA
OG0008985	Solyc04g025230.1.1, Solyc04g025240.2.1	Dm_00008664-RA
OG0008986	Solyc09g013120.3.1	Dm_00004455-RA
OG0008987	Solyc02g068740.3.1	Dm_00018024-RA
OG0008988	Solyc07g053540.1.1, Solyc07g053530.1.1	Dm_00010652-RA
OG0008989	Solyc06g005080.3.1	Dm_00005412-RA
OG0008990	Solyc11g068880.2.1, Solyc06g074000.1.1	Dm_00000060-RA
OG0008991	Solyc06g068080.3.1, Solyc03g116600.3.1	Dm_00006480-RA
OG0008992	Solyc01g090530.2.1, Solyc10g019260.2.1	Dm_00016777-RA
OG0008993	Solyc10g078540.2.1	Dm_00008808-RA, Dm_00020950-RA
OG0008994	Solyc03g097100.1.1	Dm_00000234-RA
OG0008994	Solyc00g120930.2.1	Dm_00007364-RA
OG0008995	Solyc00g095450.1.1	Dm_00011469-RA
OG0008996	Solyc02g078270.3.1	Dm_00004988-RA
OG0008997	Solyc11g012360.2.1	Dm_00015066-RA
OG0008998	Solyc07g044860.3.1	Dm_00004715-RA
OG0008999	Solyc06g071630.2.1	Dm_00005441-RA
OG0009000	Solyc10g005090.3.1	Dm_00012806-RA
OG0009002	Solyc12g005410.2.1	Dm_00016882-RA
OG0009004	Solyc03g059030.3.1	Dm_00014270-RA, Dm_00016497-RA
OG0009006	Solyc07g064160.3.1	Dm_00000834-RA
OG0009007	Solyc10g006980.3.1	Dm_00009226-RA
OG0009008	Solyc03g119100.2.1, Solyc02g079290.3.1	Dm_00001925-RA
OG0009009	Solyc11g016970.2.1	Dm_00007655-RA
OG0009010	Solyc04g050270.1.1	Dm_00004896-RA
OG0009011	Solyc10g006780.3.1	Dm_00000319-RA
OG0009012	Solyc03g111400.1.1	Dm_00005987-RA
OG0009013	Solyc09g091820.3.1	Dm_00005139-RA
OG0009014	Solyc03g111550.3.1	Dm_00000324-RA
OG0009015	Solyc11g027840.2.1	Dm_00002709-RA
OG0009016	Solyc10g081990.1.1, Solyc11g039953.1.1	Dm_00017953-RA
OG0009017	Solyc05g014690.2.1	Dm_00008154-RA
OG0009018	Solyc11g013030.2.1	Dm_00014779-RA
OG0009019	Solyc09g076050.3.1	Dm_00015239-RA
OG0009020	Solyc02g082840.3.1	Dm_00004704-RA
OG0009022	Solyc06g008180.2.1	Dm_00008279-RA
OG0009023	Solyc11g022390.2.1	Dm_00013935-RA
OG0009024	Solyc04g045590.3.1	Dm_00013331-RA
OG0009025	Solyc09g090100.3.1	Dm_00017638-RA
OG0009026	Solyc08g083080.3.1, Solyc08g083140.3.1, Solyc08g083100.2.1	Dm_00001487-RA
OG0009027	Solyc10g005050.3.1	Dm_00010495-RA
OG0009029	Solyc11g072180.2.1, Solyc01g008990.3.1	Dm_00020008-RA
OG0009030	Solyc03g082685.1.1, Solyc03g082680.3.1	Dm_00003680-RA
OG0009031	Solyc12g094440.2.1	Dm_00000129-RA
OG0009034	Solyc09g064330.2.1, Solyc09g064350.1.1, Solyc09g064340.1.1	Dm_00000943-RA
OG0009035	Solyc01g058140.3.1	Dm_00016859-RA
OG0009036	Solyc03g033380.3.1	Dm_00009985-RA
OG0009039	Solyc03g007500.3.1, Solyc03g007440.3.1	Dm_00002036-RA
OG0009040	Solyc01g103110.3.1	Dm_00005944-RA
OG0009041	Solyc10g044710.2.1	Dm_00003994-RA
OG0009042	Solyc06g060390.3.1	Dm_00014135-RA
OG0009043	Solyc01g109710.3.1	Dm_00017751-RA
OG0009044	Solyc08g029200.3.1	Dm_00002108-RA
OG0009045	Solyc02g094100.3.1	Dm_00006563-RA
OG0009046	Solyc03g008010.3.1	Dm_00002058-RA
OG0009047	Solyc01g100520.3.1	Dm_00001812-RA, Dm_00001619-RA
OG0009049	Solyc08g082880.3.1	Dm_00002788-RA
OG0009050	Solyc08g076680.2.1	Dm_00007277-RA
OG0009051	Solyc05g009910.3.1	Dm_00008718-RA
OG0009052	Solyc09g042335.1.1, Solyc03g118610.3.1	Dm_00006955-RA
OG0009053	Solyc12g055850.2.1, Solyc05g050520.3.1, Solyc01g096150.3.1	Dm_00004204-RA, Dm_00009279-RA
OG0009054	Solyc09g064310.3.1	Dm_00005561-RA
OG0009055	Solyc01g107090.2.1, Solyc01g107100.3.1	Dm_00011524-RA
OG0009056	Solyc02g090890.3.1	Dm_00002650-RA
OG0009057	Solyc02g082130.2.1	Dm_00009770-RA, Dm_00005360-RA, Dm_00015113-RA
OG0009060	Solyc01g108000.3.1	Dm_00004684-RA, Dm_00005384-RA
OG0009061	Solyc12g095770.2.1	Dm_00013638-RA
OG0009062	Solyc09g091100.3.1	Dm_00006571-RA
OG0009063	Solyc01g105050.3.1, Solyc01g105030.3.1	Dm_00012941-RA
OG0009064	Solyc01g111370.3.1	Dm_00013697-RA, Dm_00006982-RA
OG0009065	Solyc06g053790.3.1	Dm_00013949-RA
OG0009066	Solyc03g112280.3.1	Dm_00002877-RA
OG0009067	Solyc04g050490.3.1	Dm_00006701-RA
OG0009068	Solyc09g074880.3.1	Dm_00015263-RA
OG0009069	Solyc11g017140.2.1, Solyc06g065440.1.1	Dm_00016062-RA
OG0009070	Solyc01g111780.3.1	Dm_00000504-RA
OG0009072	Solyc08g080930.1.1, Solyc12g056260.1.1	Dm_00017974-RA
OG0009073	Solyc09g082320.3.1	Dm_00013285-RA
OG0009074	Solyc03g019720.4.1	Dm_00000288-RA
OG0009075	Solyc12g056340.2.1	Dm_00008096-RA
OG0009076	Solyc09g065080.2.1, Solyc09g065090.2.1, Solyc02g069160.3.1	Dm_00007371-RA
OG0009078	Solyc08g065990.3.1	Dm_00014962-RA
OG0009079	Solyc06g075810.3.1	Dm_00005609-RA
OG0009080	Solyc01g066590.3.1	Dm_00018092-RA
OG0009081	Solyc01g005110.3.1	Dm_00007905-RA
OG0009082	Solyc02g090230.3.1	Dm_00001073-RA
OG0009083	Solyc04g009020.3.1	Dm_00008193-RA
OG0009084	Solyc01g097160.3.1	Dm_00003555-RA
OG0009085	Solyc02g092920.3.1	Dm_00002422-RA
OG0009086	Solyc06g049020.1.1	Dm_00000682-RA
OG0009089	Solyc08g083035.1.1	Dm_00013450-RA
OG0009090	Solyc07g043600.3.1	Dm_00001323-RA
OG0009093	Solyc01g067490.3.1	Dm_00010739-RA
OG0009094	Solyc01g091020.3.1	Dm_00003978-RA
OG0009095	Solyc09g065240.3.1	Dm_00020737-RA
OG0009096	Solyc11g013290.2.1	Dm_00007023-RA
OG0009097	Solyc06g083870.3.1	Dm_00012989-RA
OG0009098	Solyc01g090920.3.1	Dm_00007772-RA
OG0009099	Solyc05g056545.1.1	Dm_00002531-RA
OG0009100	Solyc01g107660.3.1	Dm_00006731-RA
OG0009101	Solyc02g086600.3.1	Dm_00014387-RA
OG0009102	Solyc02g088550.3.1, Solyc06g074770.3.1	Dm_00013106-RA
OG0009103	Solyc03g112230.3.1, Solyc06g071770.3.1	Dm_00002882-RA, Dm_00001418-RA, Dm_00001417-RA, Dm_00002881-RA
OG0009106	Solyc12g062860.2.1	Dm_00008904-RA, Dm_00013656-RA
OG0009107	Solyc01g010390.3.1, Solyc01g010397.1.1	Dm_00004828-RA
OG0009109	Solyc03g098230.3.1	Dm_00017332-RA
OG0009110	Solyc02g014150.3.1	Dm_00005284-RA
OG0009111	Solyc05g052020.3.1, Solyc03g093510.2.1	Dm_00017211-RA
OG0009112	Solyc03g115490.1.1	Dm_00003478-RA, Dm_00019142-RA
OG0009113	Solyc08g078130.3.1	Dm_00001496-RA
OG0009115	Solyc03g118650.3.1	Dm_00006787-RA
OG0009116	Solyc09g091170.3.1	Dm_00018390-RA
OG0009117	Solyc10g007940.1.1	Dm_00002199-RA
OG0009118	Solyc10g081530.2.1	Dm_00001675-RA
OG0009119	Solyc02g067740.3.1	Dm_00021007-RA
OG0009120	Solyc04g008350.1.1, Solyc01g005070.3.1	Dm_00001024-RA
OG0009122	Solyc02g089540.3.1, Solyc02g089520.2.1	Dm_00014046-RA
OG0009123	Solyc12g096180.1.1, Solyc08g075230.1.1	Dm_00016430-RA
OG0009124	Solyc11g071865.1.1	Dm_00005479-RA, Dm_00006852-RA
OG0009125	Solyc03g115820.3.1	Dm_00009111-RA
OG0009126	Solyc03g033950.3.1	Dm_00003681-RA
OG0009127	Solyc08g077270.3.1	Dm_00018452-RA
OG0009128	Solyc02g089110.3.1	Dm_00018245-RA
OG0009129	Solyc01g080890.2.1	Dm_00010362-RA
OG0009130	Solyc02g014730.3.1	Dm_00011697-RA
OG0009131	Solyc05g009800.3.1	Dm_00012215-RA
OG0009132	Solyc08g076510.3.1	Dm_00017838-RA
OG0009133	Solyc07g007560.3.1	Dm_00003783-RA
OG0009134	Solyc06g043140.3.1, Solyc02g036380.3.1	Dm_00005231-RA
OG0009135	Solyc06g072610.3.1, Solyc03g097630.3.1, Solyc02g094390.3.1	Dm_00008849-RA
OG0009137	Solyc12g096260.2.1, Solyc08g005910.3.1	Dm_00010174-RA
OG0009138	Solyc05g006810.3.1	Dm_00014856-RA
OG0009140	Solyc11g005140.1.1	Dm_00002395-RA
OG0009141	Solyc03g098180.3.1	Dm_00012608-RA
OG0009142	Solyc02g063170.3.1, Solyc02g086050.3.1	Dm_00016075-RA
OG0009143	Solyc05g007260.3.1	Dm_00018736-RA
OG0009144	Solyc05g012720.3.1	Dm_00002187-RA
OG0009145	Solyc03g114690.3.1	Dm_00007073-RA
OG0009146	Solyc08g077450.3.1	Dm_00017295-RA
OG0009147	Solyc06g071510.3.1	Dm_00003321-RA
OG0009148	Solyc05g008860.3.1	Dm_00002771-RA
OG0009149	Solyc03g119090.3.1	Dm_00004418-RA
OG0009150	Solyc01g008050.3.1	Dm_00005821-RA, Dm_00012071-RA
OG0009151	Solyc08g077090.3.1	Dm_00010116-RA
OG0009152	Solyc06g060910.2.1	Dm_00004177-RA
OG0009154	Solyc03g062650.3.1	Dm_00004000-RA
OG0009157	Solyc10g005660.3.1	Dm_00002899-RA, Dm_00001469-RA
OG0009158	Solyc02g070100.3.1	Dm_00007294-RA
OG0009159	Solyc10g037890.2.1	Dm_00010107-RA
OG0009160	Solyc03g093440.3.1	Dm_00019687-RA
OG0009161	Solyc04g009280.1.1, Solyc04g009300.3.1	Dm_00006746-RA
OG0009162	Solyc02g091120.3.1	Dm_00014081-RA
OG0009163	Solyc04g007230.3.1	Dm_00001711-RA
OG0009164	Solyc02g087280.3.1	Dm_00018798-RA
OG0009165	Solyc03g119850.2.1, Solyc06g069280.3.1, Solyc03g119830.3.1	Dm_00001347-RA
OG0009167	Solyc06g071200.3.1	Dm_00009797-RA
OG0009170	Solyc11g070040.2.1	Dm_00008451-RA
OG0009171	Solyc03g034200.3.1	Dm_00008486-RA
OG0009172	Solyc01g008900.3.1	Dm_00010271-RA
OG0009173	Solyc05g008450.3.1	Dm_00002822-RA
OG0009174	Solyc03g097500.3.1	Dm_00014519-RA
OG0009175	Solyc03g118690.3.1	Dm_00007158-RA
OG0009176	Solyc05g009100.3.1	Dm_00001613-RA
OG0009177	Solyc05g007790.3.1, Solyc04g005620.3.1	Dm_00001985-RA
OG0009178	Solyc08g076990.3.1, Solyc08g076970.3.1, Solyc08g076980.3.1	Dm_00017883-RA
OG0009179	Solyc02g086915.1.1	Dm_00014903-RA
OG0009180	Solyc05g051230.3.1	Dm_00009787-RA
OG0009181	Solyc08g074660.1.1, Solyc08g005930.1.1, Solyc01g081210.3.1	Dm_00017232-RA
OG0009182	Solyc08g077790.3.1	Dm_00014774-RA
OG0009185	Solyc11g013480.2.1	Dm_00009682-RA
OG0009190	Solyc03g097390.3.1	Dm_00000973-RA
OG0009191	Solyc06g071180.3.1, Solyc03g113540.3.1	Dm_00011956-RA
OG0009192	Solyc06g064430.1.1	Dm_00012859-RA
OG0009195	Solyc09g090930.3.1	Dm_00012454-RA
OG0009197	Solyc05g005300.2.1	Dm_00007620-RA, Dm_00020433-RA
OG0009198	Solyc04g054790.2.1	Dm_00011485-RA
OG0009200	Solyc03g025450.3.1	Dm_00003308-RA
OG0009201	Solyc01g060245.1.1	Dm_00017578-RA
OG0009203	Solyc06g018100.3.1	Dm_00010259-RA
OG0009204	Solyc01g107380.3.1	Dm_00003481-RA
OG0009255	Solyc01g080120.2.1, Solyc01g080130.2.1	Dm_00014156-RA
OG0009256	Solyc04g015490.3.1	Dm_00006054-RA
OG0009257	Solyc09g075280.2.1	Dm_00003811-RA
OG0009258	Solyc09g083410.3.1	Dm_00014977-RA
OG0009260	Solyc10g080080.2.1	Dm_00005798-RA
OG0009261	Solyc12g099810.2.1	Dm_00015832-RA
OG0009262	Solyc12g099360.2.1, Solyc01g060180.3.1	Dm_00018412-RA
OG0009264	Solyc01g105090.3.1	Dm_00019421-RA
OG0009265	Solyc06g074400.3.1	Dm_00003949-RA
OG0009266	Solyc11g007120.2.1	Dm_00011572-RA
OG0009267	Solyc07g054200.3.1	Dm_00003914-RA
OG0009268	Solyc10g084630.2.1	Dm_00011078-RA
OG0009269	Solyc12g100130.1.1	Dm_00015073-RA
OG0009270	Solyc01g098170.3.1	Dm_00000540-RA
OG0009271	Solyc09g091565.1.1	Dm_00002967-RA
OG0009272	Solyc06g043070.3.1	Dm_00012284-RA
OG0009273	Solyc01g006980.3.1	Dm_00004481-RA
OG0009275	Solyc12g009890.2.1	Dm_00002396-RA
OG0009276	Solyc09g031790.3.1	Dm_00020414-RA
OG0009277	Solyc09g014350.3.1	Dm_00017222-RA
OG0009278	Solyc04g015940.3.1	Dm_00005794-RA
OG0009279	Solyc11g005940.2.1	Dm_00019067-RA
OG0009280	Solyc01g098985.1.1	Dm_00000578-RA
OG0009281	Solyc01g079250.3.1	Dm_00014798-RA
OG0009284	Solyc09g060100.3.1	Dm_00016509-RA
OG0009285	Solyc02g081610.2.1	Dm_00014521-RA
OG0009286	Solyc03g033990.1.1, Solyc09g005870.1.1	Dm_00017925-RA
OG0009287	Solyc12g099960.1.1	Dm_00014603-RA
OG0009288	Solyc11g008570.2.1	Dm_00002403-RA
OG0009289	Solyc01g005430.3.1	Dm_00000393-RA
OG0009290	Solyc09g061870.2.1	Dm_00004665-RA
OG0009291	Solyc05g054493.1.1	Dm_00006663-RA, Dm_00005271-RA
OG0009293	Solyc08g077550.3.1	Dm_00018111-RA
OG0009294	Solyc09g065860.3.1	Dm_00010696-RA
OG0009295	Solyc01g005590.2.1, Solyc10g078580.1.1	Dm_00020954-RA
OG0009296	Solyc06g074250.3.1	Dm_00013143-RA, Dm_00003877-RA
OG0009298	Solyc04g064520.3.1	Dm_00010962-RA
OG0009299	Solyc09g091240.3.1	Dm_00013206-RA
OG0009300	Solyc08g082700.3.1	Dm_00012306-RA, Dm_00020393-RA
OG0009301	Solyc10g079500.2.1	Dm_00004682-RA
OG0009302	Solyc06g062930.1.1	Dm_00014710-RA
OG0009303	Solyc08g063080.3.1	Dm_00006365-RA
OG0009304	Solyc01g088080.3.1	Dm_00011862-RA
OG0009306	Solyc09g010470.3.1	Dm_00009731-RA
OG0009308	Solyc12g099820.1.1	Dm_00018347-RA, Dm_00008354-RA
OG0009310	Solyc11g066490.1.1	Dm_00001346-RA
OG0009312	Solyc12g049330.2.1	Dm_00006861-RA
OG0009313	Solyc09g010870.3.1	Dm_00017826-RA
OG0009314	Solyc04g080400.2.1	Dm_00007035-RA
OG0009315	Solyc01g028870.3.1	Dm_00003398-RA
OG0009316	Solyc06g082850.3.1	Dm_00001570-RA
OG0009321	Solyc06g083790.3.1	Dm_00001098-RA
OG0009322	Solyc09g014930.1.1	Dm_00000043-RA
OG0009323	Solyc05g056270.3.1	Dm_00016512-RA
OG0009324	Solyc02g068640.3.1	Dm_00001296-RA
OG0009325	Solyc01g100700.3.1	Dm_00006169-RA
OG0009326	Solyc06g008980.3.1	Dm_00006250-RA
OG0009327	Solyc03g051920.3.1	Dm_00013761-RA
OG0009328	Solyc01g080840.3.1	Dm_00000918-RA
OG0009329	Solyc09g025240.3.1	Dm_00002467-RA
OG0009331	Solyc06g007630.1.1, Solyc06g082995.1.1	Dm_00012570-RA
OG0009333	Solyc04g005310.3.1	Dm_00011288-RA
OG0009336	Solyc01g101250.3.1	Dm_00002616-RA
OG0009337	Solyc11g011370.2.1	Dm_00004251-RA
OG0009338	Solyc06g030570.3.1	Dm_00013021-RA
OG0009339	Solyc07g008030.2.1	Dm_00004390-RA
OG0009340	Solyc04g016420.3.1	Dm_00001183-RA, Dm_00004147-RA
OG0009341	Solyc09g066270.3.1	Dm_00008538-RA, Dm_00012317-RA
OG0009342	Solyc06g083570.3.1	Dm_00014585-RA
OG0009343	Solyc09g092440.1.1	Dm_00002553-RA
OG0009344	Solyc10g081470.2.1	Dm_00020975-RA
OG0009345	Solyc10g079740.2.1	Dm_00009405-RA, Dm_00015084-RA
OG0009346	Solyc01g101110.3.1	Dm_00000293-RA, Dm_00002611-RA
OG0009347	Solyc07g014610.3.1	Dm_00014865-RA, Dm_00014864-RA
OG0009348	Solyc12g011020.2.1, Solyc07g055980.3.1	Dm_00000220-RA
OG0009349	Solyc11g065830.2.1	Dm_00007381-RA
OG0009350	Solyc05g008320.1.1	Dm_00007792-RA
OG0009351	Solyc12g098920.2.1	Dm_00020421-RA
OG0009352	Solyc09g075730.3.1	Dm_00010842-RA
OG0009354	Solyc09g047870.3.1	Dm_00008203-RA
OG0009355	Solyc06g082950.3.1, Solyc06g082940.3.1	Dm_00001217-RA
OG0009356	Solyc10g080040.2.1	Dm_00004351-RA
OG0009357	Solyc01g067620.3.1	Dm_00012187-RA
OG0009358	Solyc01g099230.3.1	Dm_00000586-RA
OG0009359	Solyc10g077020.2.1, Solyc10g081140.2.1	Dm_00003422-RA
OG0009361	Solyc07g065350.2.1, Solyc07g065360.2.1	Dm_00002686-RA
OG0009362	Solyc10g005290.3.1	Dm_00006449-RA
OG0009363	Solyc11g007000.2.1	Dm_00001595-RA
OG0009364	Solyc04g011620.3.1	Dm_00017497-RA
OG0009365	Solyc03g053110.3.1	Dm_00012032-RA
OG0009366	Solyc09g055910.3.1	Dm_00012569-RA
OG0009368	Solyc03g033450.3.1	Dm_00015205-RA
OG0009369	Solyc01g079520.3.1	Dm_00017164-RA
OG0009370	Solyc09g010030.2.1	Dm_00003279-RA
OG0009371	Solyc01g100590.3.1	Dm_00013694-RA
OG0009373	Solyc05g016330.3.1, Solyc11g040224.1.1	Dm_00002227-RA
OG0009374	Solyc02g079260.2.1	Dm_00015303-RA
OG0009376	Solyc06g063030.3.1	Dm_00002550-RA, Dm_00011576-RA
OG0009377	Solyc04g082750.3.1	Dm_00003056-RA
OG0009384	Solyc10g044910.2.1	Dm_00018128-RA
OG0009385	Solyc10g074590.2.1	Dm_00005393-RA
OG0009386	Solyc11g027810.2.1	Dm_00007776-RA
OG0009388	Solyc01g111450.3.1	Dm_00013549-RA
OG0009389	Solyc04g009420.3.1	Dm_00018201-RA
OG0009390	Solyc04g081220.3.1	Dm_00017514-RA, Dm_00008927-RA
OG0009391	Solyc11g044800.2.1	Dm_00009583-RA
OG0009392	Solyc04g008840.3.1	Dm_00013383-RA
OG0009394	Solyc11g044870.2.1	Dm_00001722-RA
OG0009395	Solyc06g060150.3.1	Dm_00015046-RA
OG0009396	Solyc04g082930.2.1, Solyc04g082920.3.1	Dm_00003047-RA
OG0009397	Solyc01g112290.3.1	Dm_00005391-RA
OG0009398	Solyc04g063240.3.1	Dm_00012219-RA
OG0009399	Solyc01g111890.3.1	Dm_00004377-RA
OG0009401	Solyc02g062420.3.1	Dm_00011728-RA
OG0009402	Solyc04g082070.3.1	Dm_00004256-RA
OG0009403	Solyc02g082290.3.1	Dm_00009553-RA
OG0009404	Solyc01g107290.3.1	Dm_00018496-RA
OG0009405	Solyc01g111630.3.1	Dm_00018559-RA
OG0009406	Solyc01g111400.3.1	Dm_00019605-RA
OG0009407	Solyc02g062130.3.1, Solyc02g083810.3.1	Dm_00007433-RA
OG0009408	Solyc02g091880.3.1, Solyc03g043850.3.1	Dm_00018284-RA
OG0009409	Solyc02g083150.3.1, Solyc02g061810.3.1	Dm_00007679-RA
OG0009411	Solyc10g006330.3.1	Dm_00003059-RA, Dm_00000164-RA
OG0009412	Solyc01g104880.3.1	Dm_00002522-RA
OG0009413	Solyc10g047950.2.1, Solyc01g106430.3.1	Dm_00014392-RA
OG0009414	Solyc04g081730.3.1	Dm_00015698-RA
OG0009415	Solyc10g081300.1.1	Dm_00003428-RA, Dm_00003429-RA
OG0009416	Solyc04g064570.3.1	Dm_00016172-RA
OG0009417	Solyc09g091970.3.1	Dm_00003467-RA
OG0009419	Solyc02g064580.3.1	Dm_00008175-RA, Dm_00007289-RA, Dm_00010202-RA
OG0009420	Solyc05g010180.3.1, Solyc07g021640.2.1	Dm_00006623-RA
OG0009421	Solyc04g071930.3.1, Solyc12g056620.2.1	Dm_00008299-RA, Dm_00008298-RA
OG0009422	Solyc11g030710.2.1	Dm_00009844-RA
OG0009423	Solyc11g044330.2.1	Dm_00013350-RA
OG0009424	Solyc12g011270.2.1	Dm_00010008-RA, Dm_00021025-RA
OG0009425	Solyc11g071960.2.1	Dm_00005973-RA
OG0009426	Solyc01g108270.3.1	Dm_00014725-RA
OG0009427	Solyc04g082020.3.1	Dm_00013339-RA
OG0009428	Solyc04g080360.3.1	Dm_00010851-RA
OG0009429	Solyc04g054330.3.1, Solyc04g011570.3.1	Dm_00004716-RA
OG0009430	Solyc02g068630.1.1	Dm_00009735-RA
OG0009432	Solyc01g104080.3.1	Dm_00013028-RA
OG0009433	Solyc02g091900.3.1	Dm_00019468-RA
OG0009434	Solyc03g120700.3.1	Dm_00002393-RA, Dm_00002453-RA
OG0009435	Solyc02g083250.3.1	Dm_00007681-RA, Dm_00002240-RA
OG0009436	Solyc03g097990.3.1	Dm_00013019-RA
OG0009437	Solyc12g011050.2.1	Dm_00006277-RA
OG0009439	Solyc11g044360.2.1	Dm_00004680-RA
OG0009440	Solyc01g108310.3.1, Solyc10g050550.2.1	Dm_00017291-RA
OG0009441	Solyc11g012905.1.1	Dm_00006178-RA
OG0009442	Solyc02g090820.3.1	Dm_00002646-RA
OG0009446	Solyc04g074520.1.1	Dm_00005707-RA, Dm_00019348-RA
OG0009447	Solyc11g010510.2.1	Dm_00015870-RA
OG0009448	Solyc04g079110.1.1	Dm_00005296-RA
OG0009449	Solyc02g065370.3.1	Dm_00001078-RA
OG0009450	Solyc01g103695.1.1	Dm_00015144-RA
OG0009451	Solyc04g080160.3.1	Dm_00002728-RA
OG0009452	Solyc01g109230.3.1	Dm_00001740-RA
OG0009454	Solyc02g082230.3.1	Dm_00016823-RA
OG0009455	Solyc01g104910.3.1	Dm_00004860-RA
OG0009456	Solyc01g104270.3.1, Solyc10g045620.2.1	Dm_00008535-RA
OG0009457	Solyc04g009000.1.1	Dm_00012572-RA
OG0009458	Solyc04g076080.3.1	Dm_00011138-RA
OG0009459	Solyc06g053920.3.1	Dm_00015893-RA
OG0009460	Solyc06g051440.3.1	Dm_00001939-RA, Dm_00000381-RA
OG0009461	Solyc04g083160.2.1	Dm_00004652-RA
OG0009462	Solyc04g080800.3.1	Dm_00005948-RA
OG0009463	Solyc06g065520.3.1	Dm_00019780-RA
OG0009466	Solyc02g092370.1.1	Dm_00006593-RA
OG0009467	Solyc06g065200.4.1	Dm_00004674-RA, Dm_00017575-RA
OG0009468	Solyc02g078910.3.1	Dm_00001471-RA
OG0009469	Solyc07g045260.2.1, Solyc07g042710.3.1	Dm_00008957-RA
OG0009470	Solyc03g095300.3.1	Dm_00013434-RA
OG0009471	Solyc03g095290.3.1	Dm_00012582-RA
OG0009473	Solyc02g071210.3.1	Dm_00016174-RA
OG0009475	Solyc04g053080.3.1	Dm_00018905-RA
OG0009476	Solyc06g062950.1.1	Dm_00017412-RA
OG0009477	Solyc02g077780.3.1	Dm_00000723-RA
OG0009478	Solyc11g065960.2.1, Solyc10g005350.3.1, Solyc03g031800.3.1, Solyc02g080160.3.1	Dm_00005513-RA
OG0009479	Solyc04g058080.3.1	Dm_00020578-RA
OG0009481	Solyc12g015730.2.1	Dm_00006950-RA
OG0009482	Solyc07g049270.3.1	Dm_00005193-RA
OG0009485	Solyc08g006610.3.1	Dm_00006144-RA
OG0009486	Solyc12g013500.2.1	Dm_00004671-RA
OG0009488	Solyc08g075360.2.1, Solyc07g008340.3.1	Dm_00011856-RA
OG0009489	Solyc07g043250.1.1	Dm_00002226-RA
OG0009492	Solyc02g072240.3.1	Dm_00000667-RA
OG0009493	Solyc12g014320.2.1	Dm_00004444-RA
OG0009495	Solyc02g082500.1.1	Dm_00001929-RA, Dm_00012466-RA
OG0009497	Solyc01g107630.3.1	Dm_00004814-RA
OG0009498	Solyc05g054150.3.1, Solyc11g012460.2.1	Dm_00002162-RA
OG0009499	Solyc08g067470.3.1	Dm_00011910-RA
OG0009500	Solyc05g046310.3.1	Dm_00004744-RA
OG0009501	Solyc08g006700.3.1	Dm_00019909-RA
OG0009502	Solyc03g122030.1.1	Dm_00017568-RA, Dm_00016343-RA
OG0009503	Solyc10g006730.1.1	Dm_00004265-RA
