Orthogroup	S_lycopersicum.proteins	D_muscipula.proteins
OG0008419	Solyc07g014650.3.1	Dm_00001455-RA
OG0008421	Solyc02g082710.3.1, Solyc00g007080.3.1	Dm_00002236-RA
OG0008422	Solyc01g099650.3.1	Dm_00013068-RA, Dm_00000602-RA
OG0008423	Solyc09g061270.3.1	Dm_00011490-RA
OG0008424	Solyc01g005810.3.1	Dm_00016113-RA
OG0008425	Solyc03g031560.3.1	Dm_00013768-RA
OG0008426	Solyc04g079690.3.1	Dm_00002427-RA
OG0008428	Solyc11g010550.2.1	Dm_00015192-RA
OG0008429	Solyc03g111785.1.1	Dm_00001691-RA
OG0008430	Solyc04g010090.3.1	Dm_00001811-RA
OG0008431	Solyc01g103150.3.1	Dm_00009772-RA
OG0008432	Solyc01g095420.3.1	Dm_00008061-RA
OG0008433	Solyc08g078480.3.1	Dm_00000891-RA
OG0008434	Solyc01g094480.3.1	Dm_00016197-RA
OG0008435	Solyc12g056560.2.1, Solyc04g071490.3.1	Dm_00003832-RA
OG0008436	Solyc11g011850.2.1, Solyc01g020130.3.1, Solyc01g020125.1.1, Solyc01g020150.3.1	Dm_00002410-RA, Dm_00005329-RA
OG0008437	Solyc01g098900.3.1	Dm_00000575-RA
OG0008439	Solyc08g023470.3.1	Dm_00002954-RA
OG0008440	Solyc07g014660.2.1, Solyc10g084440.2.1	Dm_00005183-RA
OG0008441	Solyc01g065580.3.1	Dm_00015850-RA
OG0008442	Solyc08g016090.3.1	Dm_00003486-RA
OG0008443	Solyc01g080510.3.1	Dm_00015240-RA, Dm_00015241-RA
OG0008444	Solyc12g013950.2.1	Dm_00001325-RA
OG0008445	Solyc09g007130.3.1	Dm_00006511-RA
OG0008446	Solyc01g058280.3.1	Dm_00002579-RA
OG0008447	Solyc09g063140.3.1	Dm_00013978-RA
OG0008448	Solyc08g075160.3.1	Dm_00011523-RA
OG0008449	Solyc08g007990.3.1	Dm_00009062-RA, Dm_00016123-RA
OG0008451	Solyc04g071140.3.1	Dm_00011299-RA
OG0008452	Solyc10g078450.2.1	Dm_00002160-RA
OG0008453	Solyc03g093680.3.1	Dm_00003195-RA, Dm_00000397-RA
OG0008455	Solyc04g050550.2.1	Dm_00015342-RA
OG0008456	Solyc04g082580.3.1	Dm_00018198-RA
OG0008457	Solyc02g065685.1.1, Solyc02g065690.3.1	Dm_00009520-RA
OG0008458	Solyc06g008310.3.1	Dm_00002836-RA
OG0008459	Solyc03g113910.3.1	Dm_00003987-RA
OG0008460	Solyc03g111600.3.1, Solyc03g111593.1.1, Solyc03g111597.1.1	Dm_00001674-RA
OG0008461	Solyc01g008170.3.1, Solyc04g008550.3.1	Dm_00020933-RA
OG0008462	Solyc05g009940.3.1	Dm_00003880-RA
OG0008463	Solyc02g067820.3.1	Dm_00006821-RA
OG0008464	Solyc03g114450.3.1	Dm_00006606-RA
OG0008465	Solyc05g006560.1.1	Dm_00020265-RA
OG0008466	Solyc03g046260.2.1	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA
OG0008467	Solyc04g007560.3.1, Solyc05g008430.3.1	Dm_00002813-RA
OG0008468	Solyc03g118670.3.1	Dm_00009286-RA, Dm_00009283-RA
OG0008469	Solyc08g075380.3.1	Dm_00006491-RA
OG0008470	Solyc05g013070.3.1, Solyc01g010950.3.1	Dm_00007979-RA
OG0008471	Solyc04g009310.3.1	Dm_00016469-RA
OG0008472	Solyc03g044880.3.1, Solyc04g045650.3.1	Dm_00005381-RA
OG0008473	Solyc05g012390.3.1	Dm_00011039-RA
OG0008474	Solyc05g007120.3.1	Dm_00008724-RA
OG0008475	Solyc04g015380.1.1, Solyc04g015390.2.1, Solyc04g015400.3.1, Solyc04g015430.3.1	Dm_00014016-RA
OG0008476	Solyc05g007100.3.1	Dm_00007453-RA
OG0008477	Solyc02g087870.3.1	Dm_00018388-RA
OG0008478	Solyc04g014490.1.1, Solyc11g011010.1.1	Dm_00000392-RA, Dm_00001949-RA
OG0008479	Solyc01g088390.3.1	Dm_00017032-RA
OG0008480	Solyc05g009410.2.1, Solyc04g007240.1.1	Dm_00001713-RA
OG0008481	Solyc01g089850.3.1, Solyc03g093790.3.1	Dm_00015475-RA
OG0008482	Solyc03g093460.3.1	Dm_00018842-RA
OG0008484	Solyc01g095290.3.1	Dm_00006079-RA
OG0008485	Solyc02g086870.3.1	Dm_00013242-RA
OG0008486	Solyc03g115960.3.1	Dm_00019878-RA
OG0008487	Solyc08g005010.3.1	Dm_00017882-RA, Dm_00012957-RA
OG0008488	Solyc12g062250.2.1	Dm_00011296-RA
OG0008490	Solyc08g076230.1.1	Dm_00014471-RA, Dm_00010989-RA
OG0008491	Solyc05g018500.3.1, Solyc07g042297.1.1	Dm_00000372-RA, Dm_00008426-RA
OG0008492	Solyc03g070480.1.1, Solyc02g089060.3.1	Dm_00000367-RA
OG0008493	Solyc05g007440.3.1	Dm_00010133-RA
OG0008494	Solyc11g007740.2.1	Dm_00010761-RA
OG0008495	Solyc08g077890.3.1	Dm_00018314-RA
OG0008496	Solyc02g094320.3.1	Dm_00014518-RA
OG0008497	Solyc03g113020.3.1	Dm_00018761-RA
OG0008498	Solyc11g005110.2.1	Dm_00020355-RA
OG0008499	Solyc05g010100.3.1	Dm_00003888-RA
OG0008501	Solyc01g110520.3.1	Dm_00006499-RA
OG0008505	Solyc08g076220.3.1	Dm_00010990-RA
OG0008508	Solyc01g008130.3.1	Dm_00001102-RA
OG0008509	Solyc10g061870.1.1, Solyc01g081177.1.1, Solyc01g081190.3.1, Solyc09g075050.2.1	Dm_00007663-RA
OG0008510	Solyc02g014770.3.1	Dm_00009292-RA
OG0008511	Solyc03g113860.2.1	Dm_00006555-RA
OG0008512	Solyc03g112930.3.1, Solyc06g071480.3.1	Dm_00009849-RA
OG0008513	Solyc03g113630.3.1	Dm_00007134-RA
OG0008514	Solyc04g072210.3.1	Dm_00016650-RA, Dm_00015986-RA
OG0008515	Solyc12g096290.2.1	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA
OG0008516	Solyc02g088730.2.1	Dm_00008524-RA
OG0008517	Solyc07g005660.3.1	Dm_00021008-RA
OG0008519	Solyc03g013030.3.1	Dm_00001598-RA
OG0008520	Solyc05g010060.3.1	Dm_00011427-RA
OG0008521	Solyc06g076510.3.1	Dm_00017285-RA, Dm_00010470-RA
OG0008522	Solyc02g068530.3.1	Dm_00006760-RA
OG0008523	Solyc05g006120.3.1	Dm_00020015-RA
OG0008524	Solyc05g006920.3.1	Dm_00005967-RA
OG0008525	Solyc10g055640.2.1, Solyc07g052200.1.1	Dm_00019374-RA
OG0008526	Solyc08g076210.3.1	Dm_00003799-RA
OG0008527	Solyc11g065380.2.1	Dm_00015234-RA
OG0008528	Solyc03g114140.3.1	Dm_00002602-RA
OG0008529	Solyc06g071000.3.1	Dm_00007383-RA
OG0008530	Solyc02g094300.3.1	Dm_00016845-RA
OG0008531	Solyc08g078010.3.1	Dm_00001492-RA
OG0008532	Solyc02g086140.1.1	Dm_00013026-RA
OG0008533	Solyc07g021330.2.1, Solyc12g062670.2.1	Dm_00017823-RA
OG0008534	Solyc01g109850.3.1	Dm_00002748-RA
OG0008535	Solyc02g086150.3.1	Dm_00009674-RA
OG0008536	Solyc05g006410.3.1	Dm_00002857-RA
OG0008537	Solyc04g007370.3.1, Solyc08g022075.1.1, Solyc05g009160.3.1	Dm_00002776-RA, Dm_00013685-RA
OG0008538	Solyc03g123840.3.1	Dm_00010090-RA
OG0008541	Solyc12g007000.2.1	Dm_00001030-RA
OG0008544	Solyc03g025790.3.1	Dm_00003316-RA
OG0008545	Solyc03g033520.2.1	Dm_00012153-RA
OG0008546	Solyc05g013760.3.1	Dm_00016534-RA, Dm_00008837-RA
OG0008547	Solyc03g025150.3.1	Dm_00010710-RA
OG0008549	Solyc12g019620.2.1	Dm_00013401-RA
OG0008552	Solyc12g038605.1.1	Dm_00000342-RA
OG0008559	Solyc05g010170.1.1	Dm_00004617-RA
OG0008594	Solyc01g098450.3.1	Dm_00019888-RA
OG0008595	Solyc01g079890.3.1	Dm_00014572-RA
OG0008596	Solyc03g045090.3.1	Dm_00018932-RA
OG0008598	Solyc02g068370.3.1	Dm_00013728-RA
OG0008600	Solyc09g008650.3.1	Dm_00007885-RA
OG0008601	Solyc09g056350.3.1	Dm_00001118-RA
OG0008602	Solyc09g074090.3.1	Dm_00011660-RA
OG0008603	Solyc01g098840.3.1	Dm_00000573-RA
OG0008604	Solyc06g073390.3.1	Dm_00015794-RA
OG0008605	Solyc11g013440.2.1, Solyc05g052690.3.1	Dm_00010609-RA
OG0008606	Solyc11g008720.2.1	Dm_00009137-RA
OG0008608	Solyc05g055390.3.1, Solyc11g007530.2.1	Dm_00017155-RA, Dm_00003701-RA
OG0008610	Solyc11g056450.2.1, Solyc00g171810.3.1, Solyc10g054000.1.1, Solyc03g043610.2.1	Dm_00018676-RA
OG0008611	Solyc05g055000.3.1	Dm_00008204-RA
OG0008612	Solyc12g021170.2.1	Dm_00009742-RA
OG0008613	Solyc01g079610.3.1	Dm_00012207-RA, Dm_00002447-RA
OG0008615	Solyc09g092100.3.1	Dm_00002567-RA
OG0008617	Solyc11g072680.1.1	Dm_00020276-RA
OG0008618	Solyc01g087260.3.1, Solyc01g087250.3.1	Dm_00013090-RA
OG0008619	Solyc01g066430.3.1	Dm_00016541-RA
OG0008620	Solyc11g065340.2.1	Dm_00014030-RA
OG0008621	Solyc01g006940.3.1	Dm_00019496-RA
OG0008622	Solyc10g079720.2.1	Dm_00009407-RA
OG0008624	Solyc01g106740.3.1	Dm_00011048-RA
OG0008625	Solyc01g099860.3.1	Dm_00000621-RA
OG0008627	Solyc09g065900.3.1	Dm_00017191-RA
OG0008628	Solyc09g065890.3.1	Dm_00010368-RA
OG0008630	Solyc06g082320.3.1	Dm_00017917-RA
OG0008631	Solyc03g005315.1.1	Dm_00009427-RA
OG0008632	Solyc01g097810.3.1	Dm_00000523-RA
OG0008633	Solyc06g084260.3.1	Dm_00014684-RA
OG0008634	Solyc02g085920.3.1	Dm_00008158-RA
OG0008635	Solyc06g074380.3.1	Dm_00017411-RA
OG0008636	Solyc05g053810.3.1, Solyc12g098490.2.1	Dm_00002563-RA, Dm_00001536-RA
OG0008637	Solyc03g053023.1.1	Dm_00012171-RA
OG0008639	Solyc09g072970.3.1, Solyc06g084350.3.1	Dm_00014344-RA
OG0008640	Solyc06g007150.3.1	Dm_00011378-RA
OG0008641	Solyc09g082770.3.1, Solyc03g005270.3.1	Dm_00018343-RA
OG0008642	Solyc04g074690.3.1	Dm_00000519-RA
OG0008643	Solyc05g009850.3.1	Dm_00001301-RA
OG0008644	Solyc10g080470.1.1	Dm_00015645-RA
OG0008646	Solyc09g057670.3.1	Dm_00010019-RA
OG0008648	Solyc11g006710.2.1	Dm_00007824-RA
OG0008650	Solyc05g053790.1.1, Solyc09g092330.2.1	Dm_00001540-RA
OG0008652	Solyc09g059470.3.1, Solyc06g083370.3.1	Dm_00006918-RA
OG0008653	Solyc06g075360.3.1, Solyc11g072480.2.1	Dm_00004642-RA
OG0008654	Solyc06g083380.3.1	Dm_00006916-RA
OG0008655	Solyc09g090360.3.1	Dm_00009166-RA
OG0008656	Solyc03g098250.3.1	Dm_00018183-RA
OG0008657	Solyc11g062120.2.1	Dm_00011136-RA
OG0008658	Solyc01g068640.3.1	Dm_00015312-RA
OG0008660	Solyc06g071900.3.1	Dm_00004541-RA
OG0008661	Solyc11g072890.1.1	Dm_00009332-RA
OG0008662	Solyc03g031950.2.1	Dm_00007311-RA, Dm_00002841-RA
OG0008663	Solyc10g079840.2.1	Dm_00001173-RA, Dm_00001174-RA
OG0008664	Solyc10g086335.1.1	Dm_00018487-RA
OG0008666	Solyc01g096780.3.1	Dm_00004246-RA, Dm_00005873-RA
OG0008667	Solyc09g008240.3.1	Dm_00011482-RA
OG0008668	Solyc11g066730.2.1	Dm_00007389-RA
OG0008669	Solyc06g082370.3.1	Dm_00012964-RA
OG0008670	Solyc09g014760.3.1	Dm_00005653-RA
OG0008671	Solyc01g100310.2.1	Dm_00001627-RA
OG0008672	Solyc11g006940.2.1	Dm_00005976-RA
OG0008673	Solyc12g019470.2.1	Dm_00015543-RA, Dm_00003705-RA
OG0008674	Solyc08g077260.3.1	Dm_00006990-RA
OG0008675	Solyc10g086170.1.1	Dm_00003136-RA
OG0008677	Solyc01g087490.3.1	Dm_00005643-RA
OG0008678	Solyc09g098290.3.1	Dm_00008481-RA
OG0008680	Solyc09g098530.3.1	Dm_00017518-RA
OG0008681	Solyc09g057950.3.1	Dm_00001120-RA
OG0008682	Solyc01g081610.3.1	Dm_00007880-RA
OG0008683	Solyc01g006130.3.1	Dm_00012097-RA
OG0008684	Solyc10g080560.2.1	Dm_00012170-RA
OG0008685	Solyc03g059310.3.1	Dm_00012330-RA
OG0008686	Solyc02g081580.3.1	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA
OG0008688	Solyc11g068540.2.1	Dm_00003872-RA, Dm_00014165-RA
OG0008690	Solyc04g082380.3.1	Dm_00000152-RA
OG0008691	Solyc11g008670.2.1	Dm_00004488-RA
OG0008692	Solyc06g065475.1.1	Dm_00014028-RA, Dm_00005094-RA
OG0008693	Solyc11g005880.2.1	Dm_00009499-RA
OG0008694	Solyc02g094500.3.1	Dm_00010013-RA
OG0008695	Solyc01g080750.3.1	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA
OG0008697	Solyc06g065360.3.1	Dm_00010119-RA
OG0008699	Solyc07g006990.2.1	Dm_00016100-RA
OG0008700	Solyc02g085935.1.1, Solyc04g081940.3.1	Dm_00013693-RA, Dm_00000123-RA
OG0008701	Solyc02g083180.3.1	Dm_00004503-RA
OG0008704	Solyc02g085340.1.1	Dm_00014607-RA, Dm_00004348-RA
OG0008705	Solyc12g044750.2.1	Dm_00012206-RA, Dm_00017930-RA
OG0008708	Solyc11g069150.2.1	Dm_00007234-RA
OG0008709	Solyc10g079640.2.1	Dm_00012115-RA
OG0008711	Solyc04g078780.3.1	Dm_00005195-RA
OG0008712	Solyc11g013810.2.1	Dm_00005537-RA
OG0008713	Solyc05g009080.3.1	Dm_00001872-RA
OG0008714	Solyc02g085600.1.1	Dm_00019638-RA
OG0008715	Solyc01g106470.3.1	Dm_00018072-RA
OG0008716	Solyc02g080140.3.1	Dm_00005089-RA
OG0008717	Solyc04g082010.1.1	Dm_00000128-RA
OG0008718	Solyc02g084610.1.1	Dm_00003685-RA
OG0008719	Solyc02g092380.3.1	Dm_00006594-RA
OG0008720	Solyc03g093220.3.1	Dm_00014780-RA, Dm_00006602-RA
OG0008722	Solyc01g107550.3.1	Dm_00005945-RA
OG0008723	Solyc02g090310.1.1	Dm_00001072-RA
OG0008725	Solyc03g032050.3.1	Dm_00006444-RA
OG0008726	Solyc06g009220.3.1	Dm_00005209-RA
OG0008727	Solyc11g012730.2.1	Dm_00003480-RA
OG0008729	Solyc05g018650.3.1	Dm_00002030-RA
OG0008730	Solyc02g083460.3.1	Dm_00013410-RA
OG0008731	Solyc03g115230.3.1, Solyc06g082560.2.1	Dm_00007409-RA, Dm_00015116-RA
OG0008732	Solyc01g096900.3.1	Dm_00010531-RA
OG0008733	Solyc04g081050.2.1	Dm_00018838-RA
OG0008734	Solyc07g022790.3.1	Dm_00007862-RA
OG0008735	Solyc03g044010.3.1, Solyc02g092440.3.1	Dm_00006597-RA
OG0008736	Solyc04g051510.1.1	Dm_00003206-RA
OG0008737	Solyc10g047050.2.1	Dm_00010403-RA
OG0008738	Solyc06g060460.3.1	Dm_00013556-RA
OG0008739	Solyc02g083610.3.1	Dm_00005809-RA
OG0008740	Solyc12g096120.2.1, Solyc08g075780.3.1	Dm_00014077-RA
OG0008741	Solyc03g032000.3.1, Solyc02g082250.3.1	Dm_00019050-RA
OG0008742	Solyc02g092660.3.1	Dm_00012203-RA, Dm_00007741-RA
OG0008743	Solyc04g078630.3.1	Dm_00002385-RA
OG0008744	Solyc11g040400.1.1, Solyc11g044450.2.1, Solyc06g060240.1.1	Dm_00015955-RA
OG0008745	Solyc01g008310.3.1	Dm_00010768-RA
OG0008746	Solyc12g056830.1.1	Dm_00011000-RA
OG0008747	Solyc10g085660.2.1	Dm_00012461-RA
OG0008749	Solyc01g109260.3.1	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA
OG0008751	Solyc10g005930.2.1	Dm_00005488-RA
OG0008752	Solyc04g082090.3.1	Dm_00000131-RA
OG0008753	Solyc04g009320.3.1	Dm_00007372-RA
OG0008754	Solyc04g064820.3.1	Dm_00014501-RA
OG0008755	Solyc03g034420.1.1	Dm_00018678-RA, Dm_00020273-RA, Dm_00002483-RA, Dm_00017460-RA, Dm_00012661-RA, Dm_00013623-RA, Dm_00005024-RA
OG0008755	Solyc09g015810.2.1, Solyc04g049020.2.1	Dm_00011224-RA, Dm_00016563-RA, Dm_00017230-RA, Dm_00013819-RA
OG0008756	Solyc11g045690.2.1, Solyc11g045680.2.1	Dm_00008017-RA
OG0008757	Solyc05g012930.3.1	Dm_00002180-RA
OG0008758	Solyc04g058160.2.1	Dm_00012379-RA
OG0008760	Solyc03g120740.1.1	Dm_00007081-RA
OG0008761	Solyc01g107600.3.1	Dm_00008261-RA
OG0008762	Solyc04g049070.3.1	Dm_00005491-RA
OG0008763	Solyc09g097850.1.1, Solyc12g098615.1.1	Dm_00002005-RA
OG0008764	Solyc11g030380.2.1, Solyc11g030390.2.1	Dm_00004081-RA
OG0008765	Solyc04g057990.3.1	Dm_00011787-RA
OG0008766	Solyc01g109070.2.1	Dm_00009659-RA, Dm_00001735-RA
OG0008767	Solyc10g055240.2.1, Solyc01g111260.2.1, Solyc01g111250.3.1	Dm_00004855-RA
OG0008768	Solyc02g084820.3.1	Dm_00020459-RA
OG0008769	Solyc07g066060.3.1	Dm_00001904-RA
OG0008770	Solyc11g013450.2.1	Dm_00016243-RA
OG0008771	Solyc04g079845.1.1	Dm_00001142-RA
OG0008772	Solyc11g017130.2.1, Solyc06g065450.3.1	Dm_00016063-RA
OG0008774	Solyc05g055380.2.1	Dm_00003820-RA
OG0008775	Solyc08g078280.1.1	Dm_00013060-RA
OG0008776	Solyc12g096690.2.1	Dm_00015400-RA
OG0008777	Solyc11g005870.2.1	Dm_00016449-RA
OG0008779	Solyc07g063080.3.1	Dm_00011993-RA
OG0008780	Solyc08g076610.3.1	Dm_00010330-RA
OG0008781	Solyc07g063270.3.1	Dm_00014997-RA
OG0008782	Solyc07g049570.3.1	Dm_00004883-RA, Dm_00013457-RA
OG0008783	Solyc02g079880.3.1	Dm_00007748-RA
OG0008784	Solyc12g005180.2.1	Dm_00001980-RA
OG0008785	Solyc04g017680.3.1	Dm_00018428-RA
OG0008787	Solyc07g062450.3.1	Dm_00004436-RA
OG0008788	Solyc03g093970.3.1, Solyc04g048930.1.1, Solyc02g062810.3.1	Dm_00003256-RA
OG0008789	Solyc02g070540.3.1	Dm_00004066-RA
OG0008790	Solyc01g096530.3.1, Solyc10g006490.3.1	Dm_00000909-RA
OG0008792	Solyc07g045070.3.1	Dm_00004161-RA
OG0008793	Solyc09g009340.2.1	Dm_00008953-RA
OG0008795	Solyc07g053660.3.1	Dm_00006579-RA
OG0008796	Solyc02g069950.3.1	Dm_00008402-RA
OG0008798	Solyc06g007580.1.1, Solyc06g083160.1.1, Solyc09g057760.3.1	Dm_00017532-RA
OG0008799	Solyc07g063650.3.1	Dm_00010189-RA
OG0008800	Solyc02g069640.3.1	Dm_00014414-RA, Dm_00021098-RA
OG0008801	Solyc07g042010.3.1	Dm_00015575-RA
OG0008801	Solyc07g042015.1.1	Dm_00015577-RA
OG0008802	Solyc07g053860.3.1	Dm_00008315-RA
OG0008803	Solyc09g097920.2.1	Dm_00011532-RA
OG0008804	Solyc08g083270.2.1	Dm_00004174-RA
OG0008805	Solyc03g096850.3.1	Dm_00000215-RA
OG0008806	Solyc12g005990.2.1, Solyc07g049410.3.1	Dm_00013458-RA, Dm_00009049-RA
OG0008808	Solyc07g064500.3.1	Dm_00006044-RA
OG0008809	Solyc07g054220.1.1, Solyc12g013660.2.1	Dm_00008709-RA
OG0008810	Solyc06g066810.3.1	Dm_00005780-RA, Dm_00013425-RA
OG0008811	Solyc01g057780.3.1	Dm_00016024-RA, Dm_00016816-RA, Dm_00016815-RA
OG0008812	Solyc07g006010.3.1	Dm_00001002-RA
OG0008813	Solyc08g068300.3.1	Dm_00000642-RA
OG0008814	Solyc07g017540.3.1	Dm_00008492-RA
OG0008815	Solyc02g079050.3.1	Dm_00003514-RA, Dm_00003513-RA
OG0008816	Solyc01g091160.4.1, Solyc01g091170.3.1	Dm_00004106-RA
OG0008817	Solyc07g054540.3.1	Dm_00001466-RA
OG0008819	Solyc08g078320.3.1	Dm_00000877-RA
OG0008820	Solyc07g006070.1.1	Dm_00009479-RA
OG0008821	Solyc01g095720.3.1	Dm_00003116-RA
OG0008822	Solyc07g042620.3.1	Dm_00014533-RA
OG0008824	Solyc07g008160.3.1	Dm_00000380-RA
OG0008825	Solyc07g049610.1.1, Solyc07g044960.1.1	Dm_00016010-RA, Dm_00007178-RA
OG0008826	Solyc12g010077.1.1, Solyc12g010075.1.1	Dm_00013811-RA, Dm_00013814-RA, Dm_00013815-RA
OG0008827	Solyc07g007190.3.1	Dm_00009943-RA
OG0008828	Solyc11g071330.2.1	Dm_00011157-RA
OG0008829	Solyc03g006870.3.1	Dm_00008449-RA
OG0008830	Solyc03g026260.3.1	Dm_00003068-RA
OG0008831	Solyc04g080110.3.1, Solyc04g080060.3.1	Dm_00013392-RA
OG0008833	Solyc03g120390.3.1	Dm_00005782-RA, Dm_00007897-RA
OG0008835	Solyc05g044630.3.1	Dm_00000737-RA
OG0008836	Solyc10g079000.1.1	Dm_00007344-RA
OG0008837	Solyc01g095180.2.1, Solyc10g011880.1.1	Dm_00006509-RA
OG0008839	Solyc08g078460.3.1	Dm_00000889-RA
OG0008840	Solyc06g065720.1.1	Dm_00002159-RA
OG0008842	Solyc02g087250.3.1	Dm_00002922-RA
OG0008843	Solyc07g006190.3.1	Dm_00000993-RA
OG0008844	Solyc05g025600.1.1	Dm_00007450-RA
OG0008845	Solyc10g076800.2.1	Dm_00019710-RA
OG0008846	Solyc01g100650.3.1	Dm_00001816-RA
OG0008848	Solyc07g063250.3.1	Dm_00009864-RA
OG0008849	Solyc12g009210.2.1, Solyc07g042160.3.1	Dm_00005122-RA
OG0008851	Solyc03g121260.3.1	Dm_00012857-RA
OG0008854	Solyc07g006000.3.1	Dm_00014623-RA
OG0008855	Solyc09g090445.1.1, Solyc03g121295.1.1	Dm_00008042-RA, Dm_00018822-RA
OG0008856	Solyc12g015910.1.1, Solyc12g015820.1.1	Dm_00001515-RA
OG0008857	Solyc03g059390.3.1, Solyc07g025510.3.1	Dm_00020286-RA
OG0008858	Solyc06g074090.3.1, Solyc01g009310.3.1	Dm_00004799-RA
OG0008859	Solyc03g095840.3.1	Dm_00013280-RA, Dm_00005261-RA
OG0008861	Solyc11g067090.2.1	Dm_00017696-RA
OG0008863	Solyc08g075570.3.1	Dm_00009313-RA, Dm_00009314-RA, Dm_00008977-RA
OG0008864	Solyc03g120490.3.1	Dm_00015935-RA
OG0008865	Solyc07g009320.3.1	Dm_00002261-RA
OG0008866	Solyc08g066840.3.1	Dm_00009273-RA
OG0008867	Solyc12g006880.2.1	Dm_00000096-RA
OG0008869	Solyc06g066670.3.1	Dm_00007077-RA
OG0008872	Solyc01g079330.3.1	Dm_00017339-RA, Dm_00020103-RA, Dm_00020102-RA
OG0008874	Solyc01g096240.3.1	Dm_00016199-RA
OG0008876	Solyc04g026070.1.1, Solyc08g044480.1.1, Solyc03g117530.1.1	Dm_00009290-RA, Dm_00009291-RA
OG0008877	Solyc02g055440.3.1	Dm_00013869-RA
OG0008879	Solyc03g026330.3.1	Dm_00011887-RA
OG0008883	Solyc03g007090.1.1	Dm_00019298-RA
OG0008884	Solyc08g006150.3.1, Solyc12g096320.2.1	Dm_00015533-RA
OG0008885	Solyc08g079510.3.1	Dm_00010594-RA
OG0008887	Solyc07g020860.3.1	Dm_00006011-RA
OG0008888	Solyc06g063220.3.1, Solyc12g055760.2.1	Dm_00008928-RA, Dm_00021125-RA
OG0008889	Solyc03g121120.3.1	Dm_00002998-RA
OG0008890	Solyc01g091310.3.1	Dm_00003827-RA
OG0008891	Solyc03g116790.3.1	Dm_00002340-RA
OG0008893	Solyc12g006030.2.1	Dm_00019047-RA
OG0008895	Solyc06g011520.3.1	Dm_00014880-RA
OG0008896	Solyc07g048120.3.1	Dm_00005189-RA
OG0008897	Solyc03g097030.3.1	Dm_00000231-RA
OG0008898	Solyc07g062760.2.1	Dm_00006881-RA, Dm_00006882-RA
OG0008899	Solyc02g076850.2.1	Dm_00000675-RA
OG0008900	Solyc03g063760.3.1	Dm_00019274-RA
OG0008901	Solyc04g010120.3.1	Dm_00018029-RA
OG0008903	Solyc02g083590.3.1	Dm_00005807-RA
OG0008904	Solyc11g007060.2.1	Dm_00018158-RA
OG0008905	Solyc07g056160.3.1	Dm_00007416-RA
OG0008906	Solyc10g085220.2.1	Dm_00015440-RA
OG0008908	Solyc05g052240.3.1	Dm_00007479-RA
OG0008909	Solyc05g006200.3.1	Dm_00001038-RA
OG0008910	Solyc07g052570.3.1	Dm_00005068-RA
OG0008911	Solyc10g076860.2.1	Dm_00019699-RA
OG0008912	Solyc03g071720.3.1	Dm_00019135-RA
OG0008913	Solyc11g011900.1.1	Dm_00004742-RA
OG0008914	Solyc11g072050.1.1, Solyc06g073650.1.1	Dm_00013723-RA
OG0008915	Solyc06g076930.2.1, Solyc02g081870.3.1	Dm_00005696-RA, Dm_00018581-RA
OG0008916	Solyc03g059260.3.1	Dm_00014071-RA
OG0008917	Solyc01g005600.3.1	Dm_00006386-RA, Dm_00008087-RA
OG0008918	Solyc05g056130.3.1	Dm_00019206-RA
OG0008919	Solyc06g073560.3.1, Solyc11g069180.2.1	Dm_00015730-RA
OG0008920	Solyc05g054940.3.1	Dm_00010783-RA
OG0008921	Solyc09g008030.1.1, Solyc00g084870.3.1, Solyc10g039363.1.1	Dm_00012013-RA
OG0008922	Solyc10g078400.2.1	Dm_00001272-RA
OG0008923	Solyc08g048520.1.1, Solyc08g048540.2.1	Dm_00000330-RA
OG0008924	Solyc11g005090.2.1	Dm_00013218-RA
OG0008925	Solyc02g071750.3.1, Solyc03g005930.3.1	Dm_00015267-RA
OG0008926	Solyc09g005560.3.1	Dm_00003075-RA
OG0008927	Solyc10g006350.3.1	Dm_00000846-RA
OG0008928	Solyc12g096780.2.1, Solyc11g072645.1.1	Dm_00011395-RA
OG0008929	Solyc12g011280.2.1, Solyc10g007690.3.1	Dm_00006278-RA
OG0008930	Solyc07g048080.3.1	Dm_00004890-RA
OG0008931	Solyc12g010870.2.1, Solyc07g055050.3.1	Dm_00011166-RA
OG0008932	Solyc01g102820.3.1	Dm_00009254-RA
OG0008933	Solyc07g052440.3.1, Solyc07g052430.3.1	Dm_00011349-RA
OG0008934	Solyc01g095320.3.1	Dm_00006077-RA
OG0008935	Solyc05g005310.2.1	Dm_00004636-RA, Dm_00004632-RA, Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA
OG0008938	Solyc10g006080.2.1	Dm_00003596-RA, Dm_00002138-RA
OG0008940	Solyc09g010560.2.1	Dm_00007274-RA
OG0008941	Solyc01g087990.3.1, Solyc10g080030.2.1	Dm_00009876-RA, Dm_00005914-RA
OG0008942	Solyc09g010270.1.1, Solyc09g010260.3.1	Dm_00000817-RA
OG0008943	Solyc01g087620.3.1	Dm_00018209-RA
OG0008944	Solyc03g115630.3.1	Dm_00015885-RA
