Orthogroup	S_lycopersicum.proteins	A_coerulea.proteins
OG0012177	Solyc07g008660.3.1	Aqcoe7G295900.2.p, Aqcoe7G295900.1.p
OG0012178	Solyc08g078990.2.1	Aqcoe7G080400.1.p
OG0012179	Solyc03g007080.3.1	Aqcoe7G062700.2.p, Aqcoe7G062700.1.p
OG0012180	Solyc02g083190.1.1	Aqcoe7G098700.1.p, Aqcoe7G098600.1.p, Aqcoe3G033800.2.p, Aqcoe3G033800.1.p, Aqcoe3G033900.1.p, Aqcoe3G033300.2.p, Aqcoe3G033300.1.p
OG0012182	Solyc08g082850.3.1	Aqcoe7G005700.1.p
OG0012183	Solyc04g080830.3.1	Aqcoe7G101800.2.p, Aqcoe7G101800.1.p
OG0012184	Solyc08g066720.2.1, Solyc11g071225.1.1	Aqcoe7G413300.1.p, Aqcoe7G413100.1.p, Aqcoe7G412900.1.p
OG0012185	Solyc01g091890.3.1	Aqcoe7G051500.1.p
OG0012186	Solyc12g044610.2.1	Aqcoe7G149100.1.p
OG0012187	Solyc04g008710.3.1	Aqcoe7G399400.1.p
OG0012188	Solyc03g121110.3.1	Aqcoe7G144900.3.p, Aqcoe7G144900.2.p, Aqcoe7G144900.1.p
OG0012189	Solyc05g026130.3.1	Aqcoe7G418600.1.p, Aqcoe7G144300.1.p
OG0012190	Solyc08g029110.3.1	Aqcoe7G375500.1.p
OG0012191	Solyc08g013830.1.1	Aqcoe7G193200.1.p
OG0012192	Solyc06g065510.3.1	Aqcoe7G197600.1.p
OG0012193	Solyc02g021220.1.1	Aqcoe3G391500.1.p
OG0012193	Solyc03g123490.1.1	Aqcoe7G440000.1.p
OG0012194	Solyc02g088710.3.1	Aqcoe7G241700.2.p, Aqcoe7G241700.1.p
OG0012195	Solyc08g006580.3.1, Solyc08g068930.3.1	Aqcoe7G307900.1.p
OG0012196	Solyc08g060930.3.1	Aqcoe7G267500.1.p
OG0012197	Solyc08g079240.3.1	Aqcoe7G075100.1.p, Aqcoe7G075100.2.p
OG0012198	Solyc12g009420.2.1	Aqcoe7G388900.1.p
OG0012199	Solyc07g005010.3.1	Aqcoe7G367100.1.p
OG0012200	Solyc08g013860.3.1	Aqcoe7G095300.1.p
OG0012201	Solyc11g070080.1.1, Solyc11g070090.1.1	Aqcoe7G416900.1.p
OG0012202	Solyc08g069010.3.1	Aqcoe7G325600.2.p, Aqcoe7G325600.1.p
OG0012203	Solyc03g083570.3.1	Aqcoe7G073500.1.p
OG0012204	Solyc04g080410.2.1, Solyc04g080420.3.1	Aqcoe7G418400.1.p
OG0012205	Solyc07g063740.2.1, Solyc07g063733.1.1	Aqcoe7G112500.1.p
OG0012207	Solyc12g008860.2.1	Aqcoe7G127700.1.p
OG0012208	Solyc03g006990.1.1	Aqcoe7G059100.1.p, Aqcoe7G216800.1.p, Aqcoe5G426400.1.p
OG0012209	Solyc04g079150.1.1	Aqcoe7G192000.1.p
OG0012210	Solyc08g062620.3.1	Aqcoe7G119100.1.p
OG0012211	Solyc08g006430.3.1	Aqcoe7G301900.1.p
OG0012212	Solyc01g049810.3.1	Aqcoe7G423800.1.p
OG0012213	Solyc08g068820.3.1	Aqcoe7G343800.2.p, Aqcoe7G343800.1.p
OG0012214	Solyc08g061778.1.1	Aqcoe7G112600.1.p
OG0012216	Solyc01g099240.3.1	Aqcoe7G151500.1.p
OG0012217	Solyc06g063280.1.1	Aqcoe7G302400.1.p
OG0012218	Solyc03g120510.1.1	Aqcoe7G165700.1.p
OG0012219	Solyc08g068085.1.1, Solyc08g068090.3.1, Solyc08g068070.3.1	Aqcoe7G181900.1.p
OG0012220	Solyc03g006980.3.1, Solyc08g062280.2.1	Aqcoe7G057700.1.p, Aqcoe7G057900.1.p
OG0012221	Solyc08g060950.2.1	Aqcoe7G268600.1.p
OG0012222	Solyc10g086500.1.1	Aqcoe7G149300.1.p
OG0012223	Solyc12g008600.2.1	Aqcoe7G145300.1.p
OG0012224	Solyc08g067250.3.1	Aqcoe7G108700.1.p
OG0012225	Solyc08g006570.3.1	Aqcoe7G302800.1.p, Aqcoe7G302700.1.p
OG0012226	Solyc08g075770.3.1	Aqcoe7G096800.1.p
OG0012227	Solyc04g051230.2.1, Solyc06g035600.3.1	Aqcoe7G298300.1.p, Aqcoe7G309500.1.p
OG0012228	Solyc02g079400.3.1	Aqcoe7G312500.1.p
OG0012229	Solyc01g091465.1.1	Aqcoe7G064400.1.p
OG0012230	Solyc07g041870.3.1	Aqcoe7G436400.1.p
OG0012231	Solyc10g086470.2.1	Aqcoe7G248000.1.p
OG0012232	Solyc01g008250.3.1, Solyc01g008240.3.1	Aqcoe7G144500.1.p
OG0012233	Solyc08g075440.3.1	Aqcoe7G098100.1.p
OG0012236	Solyc08g062700.3.1	Aqcoe7G423000.1.p
OG0012237	Solyc08g078440.3.1	Aqcoe7G089500.1.p
OG0012238	Solyc07g006490.3.1	Aqcoe7G335400.2.p, Aqcoe7G335400.1.p
OG0012239	Solyc07g007500.3.1, Solyc12g009860.2.1	Aqcoe7G376000.1.p
OG0012240	Solyc07g008470.3.1	Aqcoe7G299700.1.p
OG0012241	Solyc06g063250.3.1	Aqcoe7G259900.1.p
OG0012242	Solyc03g120630.3.1	Aqcoe7G172300.1.p
OG0012243	Solyc08g008530.1.1	Aqcoe7G003500.1.p
OG0012244	Solyc10g078790.1.1	Aqcoe7G258600.1.p
OG0012246	Solyc03g097370.3.1	Aqcoe7G098800.1.p
OG0012247	Solyc01g073920.3.1	Aqcoe1G013900.1.p
OG0012248	Solyc11g067210.1.1	Aqcoe1G450100.1.p
OG0012249	Solyc10g081380.2.1	Aqcoe1G062000.1.p
OG0012250	Solyc11g069280.2.1	Aqcoe1G503500.1.p, Aqcoe1G503400.1.p
OG0012252	Solyc11g006400.2.1	Aqcoe1G074600.1.p
OG0012253	Solyc12g007020.2.1	Aqcoe1G500800.1.p
OG0012254	Solyc09g055660.2.1	Aqcoe1G019200.1.p, Aqcoe1G129000.1.p, Aqcoe1G129200.1.p
OG0012255	Solyc03g051785.1.1	Aqcoe1G030600.1.p
OG0012256	Solyc10g085080.2.1, Solyc09g014215.1.1	Aqcoe1G083600.1.p
OG0012257	Solyc07g063010.3.1	Aqcoe1G258800.1.p
OG0012258	Solyc04g082870.1.1	Aqcoe1G024800.1.p
OG0012259	Solyc09g098140.3.1	Aqcoe1G160000.1.p
OG0012260	Solyc02g077300.2.1	Aqcoe1G243500.1.p
OG0012261	Solyc05g052600.3.1	Aqcoe1G084600.1.p
OG0012262	Solyc03g115460.2.1	Aqcoe1G023200.1.p, Aqcoe1G023400.1.p, Aqcoe1G023600.1.p
OG0012264	Solyc01g081530.2.1, Solyc01g097510.3.1, Solyc01g097540.3.1	Aqcoe1G039200.2.p, Aqcoe1G039200.1.p
OG0012265	Solyc02g079140.2.1	Aqcoe1G306300.1.p
OG0012267	Solyc07g062780.3.1	Aqcoe1G250500.1.p
OG0012268	Solyc04g009610.2.1	Aqcoe1G430300.1.p
OG0012269	Solyc04g015280.3.1	Aqcoe1G380100.1.p
OG0012270	Solyc10g085690.2.1	Aqcoe1G501000.1.p
OG0012271	Solyc09g091500.3.1	Aqcoe1G043700.1.p
OG0012272	Solyc05g056150.3.1	Aqcoe1G100100.1.p, Aqcoe1G100100.2.p
OG0012273	Solyc11g068500.2.1	Aqcoe1G443700.1.p
OG0012274	Solyc11g072210.1.1, Solyc07g066160.1.1	Aqcoe1G382800.1.p
OG0012275	Solyc12g062940.2.1	Aqcoe1G069700.1.p
OG0012276	Solyc12g014395.1.1, Solyc07g062190.3.1	Aqcoe1G212200.1.p
OG0012277	Solyc02g091680.3.1	Aqcoe1G113500.1.p
OG0012278	Solyc08g023270.3.1, Solyc02g021450.2.1	Aqcoe1G185300.1.p
OG0012279	Solyc10g039380.2.1	Aqcoe1G002500.2.p, Aqcoe1G002500.1.p
OG0012280	Solyc02g083527.1.1	Aqcoe1G257300.1.p
OG0012281	Solyc09g020190.3.1	Aqcoe1G425100.1.p
OG0012282	Solyc02g079850.3.1	Aqcoe1G370600.1.p
OG0012283	Solyc07g043330.2.1	Aqcoe1G166900.1.p
OG0012284	Solyc01g087880.3.1	Aqcoe1G015000.1.p
OG0012285	Solyc09g018260.1.1, Solyc11g008260.2.1	Aqcoe1G131100.1.p
OG0012286	Solyc10g079490.2.1	Aqcoe1G061900.1.p
OG0012287	Solyc02g068760.3.1	Aqcoe1G166600.1.p
OG0012288	Solyc09g057910.3.1	Aqcoe1G149500.1.p
OG0012291	Solyc10g083795.1.1	Aqcoe1G122000.1.p
OG0012292	Solyc02g081170.3.1	Aqcoe1G338400.1.p
OG0012293	Solyc09g011350.2.1	Aqcoe1G096100.1.p
OG0012294	Solyc09g007460.3.1	Aqcoe1G493100.3.p, Aqcoe1G493100.1.p, Aqcoe1G493100.2.p
OG0012295	Solyc02g078940.3.1	Aqcoe1G332500.1.p
OG0012296	Solyc01g098480.2.1	Aqcoe1G077900.1.p
OG0012297	Solyc02g072030.1.1	Aqcoe1G216400.1.p
OG0012298	Solyc07g064950.3.1	Aqcoe1G335500.1.p
OG0012300	Solyc02g094480.3.1	Aqcoe1G293000.1.p, Aqcoe3G157800.1.p
OG0012301	Solyc02g069070.3.1	Aqcoe1G167800.1.p
OG0012302	Solyc06g084580.1.1	Aqcoe1G171800.1.p
OG0012303	Solyc12g015630.2.1	Aqcoe1G390200.3.p, Aqcoe1G390200.2.p, Aqcoe1G390200.1.p
OG0012304	Solyc02g077650.2.1	Aqcoe1G045800.1.p
OG0012305	Solyc07g049380.1.1, Solyc12g006000.1.1	Aqcoe1G338800.1.p, Aqcoe1G007100.1.p
OG0012306	Solyc10g078560.3.1	Aqcoe1G058400.1.p
OG0012307	Solyc11g012700.2.1	Aqcoe1G374100.2.p, Aqcoe1G374100.1.p
OG0012308	Solyc07g052680.1.1	Aqcoe1G367600.1.p
OG0012310	Solyc10g076590.2.1	Aqcoe1G416700.1.p
OG0012311	Solyc12g014200.2.1	Aqcoe1G284100.2.p, Aqcoe1G284100.1.p
OG0012312	Solyc01g100420.3.1	Aqcoe1G089200.1.p, Aqcoe1G089200.2.p
OG0012313	Solyc11g072040.2.1	Aqcoe1G014100.2.p, Aqcoe1G014100.1.p
OG0012315	Solyc03g095760.3.1	Aqcoe1G503000.1.p
OG0012316	Solyc09g007780.1.1	Aqcoe1G187000.1.p
OG0012317	Solyc02g005200.3.1	Aqcoe1G032200.1.p
OG0012318	Solyc02g068500.3.1	Aqcoe5G000400.1.p
OG0012320	Solyc01g097740.3.1	Aqcoe5G049600.1.p
OG0012321	Solyc01g097830.2.1	Aqcoe5G055800.1.p
OG0012323	Solyc07g032770.1.1, Solyc06g063270.3.1	Aqcoe5G424300.1.p
OG0012324	Solyc01g080415.1.1	Aqcoe5G065800.1.p, Aqcoe5G065800.2.p
OG0012326	Solyc03g080110.3.1	Aqcoe5G473800.1.p
OG0012327	Solyc01g094920.3.1	Aqcoe5G436200.1.p
OG0012328	Solyc08g006160.3.1	Aqcoe5G418400.1.p
OG0012329	Solyc06g065230.3.1	Aqcoe5G057000.1.p
OG0012330	Solyc01g005540.3.1	Aqcoe5G001800.1.p
OG0012331	Solyc04g083010.3.1	Aqcoe5G105500.1.p
OG0012333	Solyc11g071370.1.1	Aqcoe5G278600.1.p
OG0012334	Solyc09g075030.3.1	Aqcoe5G087100.1.p
OG0012335	Solyc02g092390.3.1	Aqcoe5G102100.1.p
OG0012336	Solyc08g007410.3.1	Aqcoe5G418300.1.p
OG0012337	Solyc04g054890.3.1	Aqcoe5G317400.1.p
OG0012338	Solyc04g072230.3.1, Solyc04g072235.1.1	Aqcoe5G257100.1.p
OG0012339	Solyc08g081450.3.1, Solyc08g081453.1.1, Solyc12g056190.2.1	Aqcoe5G435900.1.p
OG0012340	Solyc07g021550.3.1	Aqcoe5G370600.1.p
OG0012341	Solyc09g082120.3.1	Aqcoe5G054300.1.p
OG0012342	Solyc02g068290.2.1	Aqcoe5G112000.1.p
OG0012343	Solyc04g079760.3.1	Aqcoe5G203800.1.p
OG0012344	Solyc03g111330.3.1	Aqcoe5G359900.2.p, Aqcoe5G359900.1.p
OG0012345	Solyc03g110990.1.1, Solyc06g071930.1.1	Aqcoe5G375100.1.p
OG0012346	Solyc05g013860.3.1	Aqcoe5G389100.2.p, Aqcoe5G389100.1.p
OG0012347	Solyc09g074830.3.1	Aqcoe5G076800.2.p, Aqcoe5G076800.3.p, Aqcoe5G076800.1.p
OG0012348	Solyc12g094480.2.1	Aqcoe5G125800.1.p
OG0012349	Solyc02g093350.3.1	Aqcoe5G400900.1.p, Aqcoe5G400900.3.p, Aqcoe5G400900.2.p
OG0012350	Solyc09g064450.3.1	Aqcoe5G012700.1.p
OG0012351	Solyc07g007440.1.1	Aqcoe5G260000.1.p
OG0012352	Solyc01g102790.3.1	Aqcoe5G041800.1.p
OG0012353	Solyc03g111360.3.1	Aqcoe5G378700.1.p
OG0012354	Solyc05g013970.3.1	Aqcoe5G383600.1.p, Aqcoe5G383600.2.p
OG0012355	Solyc03g111650.3.1	Aqcoe5G382800.1.p
OG0012356	Solyc11g020230.1.1	Aqcoe5G301300.1.p
OG0012357	Solyc10g009320.3.1, Solyc01g096260.3.1	Aqcoe5G462000.1.p
OG0012358	Solyc12g056990.1.1	Aqcoe5G258000.1.p
OG0012359	Solyc03g043715.1.1, Solyc03g043720.3.1	Aqcoe5G171000.1.p
OG0012360	Solyc02g090540.3.1, Solyc02g065060.3.1	Aqcoe5G159500.1.p
OG0012361	Solyc06g083880.2.1	Aqcoe5G025600.2.p, Aqcoe5G025600.1.p
OG0012362	Solyc01g107670.2.1	Aqcoe5G141600.1.p
OG0012363	Solyc06g083720.2.1, Solyc09g064490.2.1	Aqcoe5G013600.1.p
OG0012365	Solyc09g083150.3.1	Aqcoe5G227700.1.p
OG0012366	Solyc11g042500.2.1	Aqcoe5G097100.1.p
OG0012367	Solyc02g067920.3.1	Aqcoe5G384800.1.p
OG0012368	Solyc02g094310.2.1	Aqcoe5G347600.3.p, Aqcoe5G347600.1.p, Aqcoe5G347600.2.p
OG0012369	Solyc09g064630.3.1, Solyc03g005710.2.1	Aqcoe5G016500.1.p
OG0012370	Solyc02g094170.3.1	Aqcoe5G354700.1.p
OG0012371	Solyc01g108260.3.1	Aqcoe5G152900.1.p
OG0012372	Solyc11g040130.2.1	Aqcoe5G459000.1.p
OG0012373	Solyc12g017970.1.1	Aqcoe5G396100.2.p, Aqcoe5G396100.1.p
OG0012374	Solyc01g066560.3.1	Aqcoe5G091200.1.p
OG0012375	Solyc06g083990.3.1	Aqcoe5G035600.1.p
OG0012376	Solyc10g038080.2.1	Aqcoe5G074400.1.p
OG0012377	Solyc12g014300.2.1, Solyc07g062380.1.1	Aqcoe0967s0001.1.p
OG0012379	Solyc12g095940.1.1	Aqcoe3G282700.1.p
OG0012380	Solyc03g113990.3.1	Aqcoe3G305200.1.p, Aqcoe3G305100.1.p
OG0012381	Solyc03g113880.3.1	Aqcoe3G104300.1.p, Aqcoe3G104300.2.p
OG0012382	Solyc01g005340.3.1	Aqcoe3G009500.1.p
OG0012383	Solyc12g011190.2.1	Aqcoe3G415000.1.p
OG0012384	Solyc08g077120.2.1, Solyc08g077140.1.1	Aqcoe3G236600.1.p
OG0012385	Solyc01g088610.3.1	Aqcoe3G256900.1.p
OG0012386	Solyc06g061110.2.1	Aqcoe3G229700.1.p
OG0012388	Solyc02g088490.3.1, Solyc02g088513.1.1, Solyc02g088510.3.1	Aqcoe3G357000.1.p
OG0012389	Solyc05g013710.3.1	Aqcoe3G140800.1.p
OG0012391	Solyc04g008240.3.1	Aqcoe3G419600.1.p, Aqcoe3G419600.2.p
OG0012392	Solyc09g090830.3.1, Solyc12g015830.1.1	Aqcoe3G438100.1.p
OG0012393	Solyc04g005520.3.1	Aqcoe3G353500.1.p
OG0012394	Solyc05g007760.1.1	Aqcoe3G346100.1.p
OG0012395	Solyc02g091100.3.1	Aqcoe3G020900.1.p
OG0012396	Solyc11g069370.2.1	Aqcoe3G137800.1.p, Aqcoe3G137800.2.p
OG0012397	Solyc01g010900.3.1	Aqcoe3G077800.2.p, Aqcoe3G077800.1.p
OG0012398	Solyc03g019880.3.1	Aqcoe3G442000.1.p
OG0012399	Solyc03g119340.3.1	Aqcoe3G033000.1.p
OG0012400	Solyc08g062580.1.1, Solyc06g009800.2.1, Solyc07g021440.1.1, Solyc12g062720.2.1, Solyc07g021450.2.1	Aqcoe3G337900.1.p
OG0012401	Solyc05g006970.3.1	Aqcoe3G093400.1.p
OG0012403	Solyc02g086080.3.1	Aqcoe3G034700.1.p
OG0012404	Solyc03g112600.4.1	Aqcoe3G277100.1.p
OG0012405	Solyc05g010620.2.1	Aqcoe3G380200.1.p
OG0012407	Solyc03g097910.3.1	Aqcoe3G415200.1.p, Aqcoe3G415200.2.p
OG0012408	Solyc12g036250.2.1	Aqcoe3G353300.1.p
OG0012409	Solyc03g112580.3.1	Aqcoe3G128400.1.p
OG0012410	Solyc03g034170.3.1	Aqcoe3G398100.1.p
OG0012411	Solyc08g076910.3.1	Aqcoe3G234100.1.p
OG0012412	Solyc07g005550.3.1	Aqcoe3G252400.1.p
OG0012413	Solyc05g009330.3.1	Aqcoe3G039000.1.p
OG0012414	Solyc01g010810.3.1	Aqcoe3G335400.1.p
OG0012415	Solyc04g008090.3.1	Aqcoe3G407500.1.p
OG0012416	Solyc06g072480.1.1, Solyc03g112740.2.1	Aqcoe3G415300.1.p
OG0012417	Solyc02g067960.2.1	Aqcoe3G087900.1.p
OG0012418	Solyc06g061055.1.1	Aqcoe3G238200.1.p
OG0012419	Solyc03g111130.1.1, Solyc03g111140.3.1, Solyc03g111120.3.1	Aqcoe3G189200.2.p, Aqcoe3G189200.1.p
OG0012420	Solyc01g088470.3.1	Aqcoe3G251500.1.p
OG0012421	Solyc03g097200.3.1	Aqcoe3G222500.2.p, Aqcoe3G222500.1.p
OG0012422	Solyc05g008050.2.1	Aqcoe3G016600.2.p, Aqcoe3G016600.1.p
OG0012423	Solyc03g115075.1.1, Solyc03g115080.2.1	Aqcoe3G371600.1.p
OG0012424	Solyc03g097240.3.1	Aqcoe3G234500.1.p
OG0012425	Solyc06g072250.3.1	Aqcoe3G391200.1.p
OG0012426	Solyc05g010160.3.1	Aqcoe3G052800.1.p
OG0012427	Solyc05g005580.3.1	Aqcoe3G118200.1.p
OG0012428	Solyc01g107610.3.1	Aqcoe3G286300.1.p
OG0012429	Solyc06g060860.2.1	Aqcoe3G266800.1.p
OG0012430	Solyc04g008050.3.1	Aqcoe3G009700.2.p, Aqcoe3G009700.4.p, Aqcoe3G009700.3.p, Aqcoe3G009700.1.p
OG0012431	Solyc02g089100.3.1	Aqcoe3G063600.1.p, Aqcoe3G063600.2.p
OG0012432	Solyc03g114920.1.1	Aqcoe3G367600.1.p
OG0012433	Solyc02g088660.3.1	Aqcoe3G359800.1.p
OG0012569	Solyc07g055170.1.1	Aqcoe2G096700.1.p
OG0012573	Solyc10g044543.1.1, Solyc07g021380.1.1, Solyc02g012020.2.1	Aqcoe7G229100.1.p, Aqcoe2G210300.1.p
OG0012575	Solyc01g068250.2.1	Aqcoe2G029000.1.p
OG0012576	Solyc11g017390.2.1	Aqcoe2G103500.1.p
OG0012577	Solyc02g082740.1.1	Aqcoe1G329900.1.p, Aqcoe2G027000.1.p, Aqcoe6G178200.1.p
OG0012578	Solyc09g092510.3.1	Aqcoe2G402600.1.p
OG0012579	Solyc01g068620.3.1	Aqcoe2G238300.1.p, Aqcoe6G180500.1.p
OG0012580	Solyc00g306830.1.1	Aqcoe2G119200.1.p
OG0012581	Solyc09g008920.3.1	Aqcoe2G421200.1.p
OG0012582	Solyc07g006210.1.1	Aqcoe2G216000.1.p, Aqcoe2G216100.1.p, Aqcoe6G188500.1.p, Aqcoe6G188300.1.p, Aqcoe1427s0001.1.p, Aqcoe6G188200.1.p, Aqcoe6G188400.1.p, Aqcoe6G187300.1.p, Aqcoe4G269100.1.p, Aqcoe4G269400.1.p, Aqcoe4G269300.1.p, Aqcoe4G269200.1.p
OG0012583	Solyc09g042760.2.1	Aqcoe2G438200.1.p
OG0012584	Solyc01g009245.1.1	Aqcoe2G067500.1.p
OG0012585	Solyc06g054080.3.1	Aqcoe2G348300.2.p, Aqcoe2G348300.1.p
OG0012586	Solyc04g056380.3.1	Aqcoe2G273600.1.p
OG0012587	Solyc01g097170.3.1	Aqcoe5G038200.1.p, Aqcoe2G363600.3.p, Aqcoe2G363600.4.p, Aqcoe2G363600.2.p, Aqcoe2G363600.1.p
OG0012588	Solyc06g005520.3.1	Aqcoe2G152200.2.p, Aqcoe2G152200.1.p
OG0012589	Solyc09g064790.3.1	Aqcoe2G329700.1.p
OG0012590	Solyc09g061440.3.1	Aqcoe2G386300.1.p
OG0012591	Solyc01g056670.1.1	Aqcoe6G265800.1.p, Aqcoe2G214500.1.p
OG0012592	Solyc01g068040.1.1	Aqcoe2G257900.1.p
OG0012592	Solyc08g044330.2.1	Aqcoe5G297000.1.p, Aqcoe5G080400.1.p
OG0012593	Solyc07g007280.3.1	Aqcoe2G394200.1.p, Aqcoe7G282900.1.p
OG0012594	Solyc03g098300.1.1, Solyc03g098310.1.1	Aqcoe2G227000.1.p, Aqcoe2G226800.1.p, Aqcoe5G128200.1.p, Aqcoe5G127900.1.p, Aqcoe5G127900.2.p
OG0012594	Solyc04g082030.1.1	Aqcoe6G226400.1.p
OG0012595	Solyc12g005150.2.1	Aqcoe2G160700.1.p
OG0012596	Solyc09g090430.3.1	Aqcoe2G380600.1.p
OG0012597	Solyc01g099000.1.1	Aqcoe2G340000.1.p
OG0012598	Solyc02g079380.2.1	Aqcoe2G174700.1.p
OG0012599	Solyc01g110400.2.1	Aqcoe2G342200.1.p
OG0012600	Solyc01g100940.2.1	Aqcoe2G259400.1.p
OG0012601	Solyc02g069170.2.1	Aqcoe1G168200.1.p, Aqcoe2G178100.1.p, Aqcoe2G171400.1.p
OG0012602	Solyc03g005180.1.1	Aqcoe2G345700.1.p
OG0012603	Solyc03g113510.2.1	Aqcoe2G266700.1.p, Aqcoe2G266700.2.p
OG0012604	Solyc06g051360.3.1	Aqcoe2G091000.3.p, Aqcoe2G091000.2.p, Aqcoe2G091000.1.p
OG0012605	Solyc11g006760.2.1	Aqcoe2G123300.1.p
OG0012607	Solyc09g008190.3.1	Aqcoe2G203400.1.p
OG0012610	Solyc10g085950.2.1	Aqcoe2G095500.1.p
OG0012611	Solyc09g064920.3.1	Aqcoe2G332300.2.p, Aqcoe2G332300.1.p
OG0012612	Solyc06g053370.2.1	Aqcoe2G435800.1.p
OG0012613	Solyc01g080190.3.1	Aqcoe2G328400.1.p
OG0012614	Solyc01g079670.2.1, Solyc01g079660.2.1	Aqcoe2G279800.1.p
OG0012615	Solyc11g008290.1.1	Aqcoe2G187300.1.p, Aqcoe2G187300.2.p
OG0012616	Solyc03g096040.3.1	Aqcoe2G256600.1.p
OG0012618	Solyc06g073290.1.1	Aqcoe2G429900.1.p
OG0012619	Solyc10g074950.2.1	Aqcoe2G076400.1.p
OG0012620	Solyc09g009950.3.1	Aqcoe2G160600.2.p, Aqcoe2G160600.1.p
OG0012621	Solyc10g080610.1.1	Aqcoe1G051100.1.p, Aqcoe2G050900.1.p
OG0012622	Solyc06g082170.2.1, Solyc10g018550.1.1, Solyc07g056380.1.1, Solyc11g050828.1.1	Aqcoe6G218400.1.p, Aqcoe2G114800.1.p
OG0012624	Solyc01g111070.3.1	Aqcoe6G208400.1.p
OG0012626	Solyc04g076070.1.1	Aqcoe6G155800.1.p
OG0012627	Solyc11g010220.2.1	Aqcoe3G285500.1.p, Aqcoe6G077600.1.p
OG0012628	Solyc08g080480.3.1, Solyc08g080490.3.1	Aqcoe6G301700.1.p, Aqcoe6G301600.1.p, Aqcoe6G301500.1.p, Aqcoe6G296700.1.p, Aqcoe6G307000.1.p, Aqcoe6G306900.1.p, Aqcoe6G302300.1.p, Aqcoe6G307100.1.p, Aqcoe6G302200.1.p, Aqcoe6G294500.1.p
OG0012629	Solyc11g021170.1.1, Solyc11g044610.1.1, Solyc03g117830.1.1	Aqcoe6G265000.1.p
OG0012630	Solyc02g092720.1.1	Aqcoe6G293100.1.p
OG0012631	Solyc03g083450.1.1	Aqcoe6G304500.1.p, Aqcoe7G011400.1.p
OG0012632	Solyc08g065830.3.1	Aqcoe6G233300.1.p
OG0012633	Solyc04g077660.3.1, Solyc04g077615.1.1	Aqcoe6G270800.2.p, Aqcoe6G270800.1.p
OG0012634	Solyc06g065240.3.1	Aqcoe6G017500.1.p
OG0012635	Solyc12g056150.2.1	Aqcoe6G191100.1.p
OG0012636	Solyc06g060170.3.1	Aqcoe6G039500.1.p
OG0012637	Solyc06g065390.3.1	Aqcoe6G014600.2.p, Aqcoe6G014600.1.p
OG0012638	Solyc04g063300.2.1	Aqcoe6G028900.1.p
OG0012639	Solyc10g009390.3.1	Aqcoe6G235400.1.p
OG0012641	Solyc11g011140.2.1	Aqcoe6G086200.1.p
OG0012642	Solyc07g020970.2.1, Solyc02g090730.3.1	Aqcoe6G143500.1.p
OG0012643	Solyc04g071000.1.1	Aqcoe6G041200.1.p
OG0012644	Solyc01g106375.1.1	Aqcoe6G066500.1.p
OG0012645	Solyc08g078750.3.1	Aqcoe6G230300.1.p
OG0012646	Solyc05g015570.1.1, Solyc01g056725.1.1, Solyc11g030903.1.1, Solyc11g030910.1.1	Aqcoe6G265900.1.p
OG0012647	Solyc02g087400.1.1	Aqcoe6G198100.1.p
OG0012648	Solyc07g025380.3.1	Aqcoe6G113600.1.p
OG0012649	Solyc10g055760.2.1, Solyc02g061780.3.1	Aqcoe6G193500.1.p
OG0012651	Solyc04g082270.3.1	Aqcoe6G190700.1.p
OG0012652	Solyc04g064670.3.1	Aqcoe6G036700.1.p
OG0012653	Solyc04g063340.2.1	Aqcoe6G028200.1.p
OG0012654	Solyc04g079990.3.1	Aqcoe6G111100.1.p
OG0012655	Solyc07g064940.3.1	Aqcoe6G104000.1.p
OG0012656	Solyc06g084300.1.1	Aqcoe6G064900.1.p
OG0012658	Solyc11g031960.2.1	Aqcoe6G007700.1.p
OG0012659	Solyc01g095160.3.1	Aqcoe6G012400.1.p
OG0012662	Solyc02g092130.2.1	Aqcoe6G268300.1.p, Aqcoe6G268300.2.p
OG0012663	Solyc11g040260.2.1	Aqcoe6G021500.1.p
OG0012665	Solyc04g051610.3.1	Aqcoe6G046900.1.p
OG0012666	Solyc01g112060.3.1	Aqcoe6G189900.1.p
OG0012667	Solyc04g072110.3.1, Solyc12g056760.2.1	Aqcoe6G048600.1.p
OG0012668	Solyc11g066920.1.1	Aqcoe6G128000.1.p
OG0012669	Solyc02g076640.1.1, Solyc02g076650.1.1	Aqcoe6G231200.1.p, Aqcoe1G223300.1.p
OG0012670	Solyc04g082940.3.1	Aqcoe6G327800.1.p, Aqcoe6G327800.2.p
OG0012671	Solyc03g032170.2.1, Solyc02g082810.3.1, Solyc03g032180.3.1	Aqcoe6G182500.1.p
OG0012673	Solyc12g042760.1.1	Aqcoe0768s0001.1.p
OG0012674	Solyc02g070680.3.1	Aqcoe4G011500.1.p
OG0012676	Solyc07g064020.3.1	Aqcoe4G250800.1.p
OG0012677	Solyc11g011620.2.1, Solyc11g011610.2.1	Aqcoe4G082300.3.p, Aqcoe4G082300.4.p, Aqcoe4G082300.2.p, Aqcoe4G082300.1.p
OG0012678	Solyc11g020340.1.1, Solyc05g041570.2.1, Solyc09g061900.1.1, Solyc11g021010.1.1, Solyc01g106635.1.1, Solyc08g045647.1.1	Aqcoe4G230200.2.p, Aqcoe4G230200.1.p
OG0012680	Solyc07g054145.1.1	Aqcoe1G273100.1.p, Aqcoe4G156000.1.p
