Orthogroup	S_lycopersicum.proteins	A_coerulea.proteins
OG0011706	Solyc02g069790.3.1	Aqcoe1G176000.1.p
OG0011707	Solyc02g079110.3.1	Aqcoe1G306700.1.p, Aqcoe1G306700.2.p
OG0011708	Solyc12g005240.1.1	Aqcoe1G367300.1.p
OG0011709	Solyc11g068730.2.1	Aqcoe1G437000.1.p
OG0011710	Solyc01g098030.3.1	Aqcoe1G012100.1.p
OG0011711	Solyc02g094120.3.1	Aqcoe5G359200.1.p
OG0011712	Solyc05g014250.3.1	Aqcoe5G379800.1.p, Aqcoe5G379800.2.p
OG0011713	Solyc08g083200.3.1	Aqcoe5G470300.1.p
OG0011714	Solyc01g009845.1.1, Solyc01g009850.3.1	Aqcoe5G344400.1.p
OG0011715	Solyc05g014290.3.1, Solyc02g093740.3.1	Aqcoe5G377400.1.p, Aqcoe5G377300.1.p
OG0011716	Solyc12g021340.2.1	Aqcoe5G393100.1.p
OG0011717	Solyc03g111050.3.1	Aqcoe5G372900.1.p
OG0011718	Solyc02g062530.3.1	Aqcoe5G185800.1.p
OG0011719	Solyc04g051830.3.1	Aqcoe5G317300.1.p
OG0011720	Solyc01g109450.3.1	Aqcoe5G196700.2.p, Aqcoe5G196700.1.p
OG0011722	Solyc01g009120.3.1	Aqcoe5G233700.1.p, Aqcoe5G233700.2.p
OG0011723	Solyc03g019660.3.1	Aqcoe5G353600.1.p
OG0011724	Solyc03g083580.3.1	Aqcoe5G420700.2.p, Aqcoe5G420700.1.p
OG0011725	Solyc07g064810.3.1	Aqcoe5G038000.1.p, Aqcoe5G038000.2.p
OG0011726	Solyc01g100850.3.1	Aqcoe5G298200.1.p
OG0011727	Solyc02g086470.3.1	Aqcoe5G404900.1.p
OG0011728	Solyc10g078260.2.1	Aqcoe5G275700.1.p
OG0011729	Solyc11g013550.2.1	Aqcoe5G273900.1.p
OG0011730	Solyc05g013670.3.1	Aqcoe5G397500.1.p
OG0011731	Solyc01g091780.3.1	Aqcoe5G425600.1.p, Aqcoe5G110000.1.p
OG0011732	Solyc04g081320.3.1	Aqcoe5G207600.1.p
OG0011733	Solyc02g085210.1.1	Aqcoe5G192200.2.p, Aqcoe5G192200.3.p, Aqcoe5G192200.1.p
OG0011734	Solyc08g077830.1.1	Aqcoe5G032400.1.p
OG0011735	Solyc08g006050.2.1, Solyc04g051850.3.1	Aqcoe5G142100.1.p
OG0011736	Solyc01g100730.3.1	Aqcoe5G268700.1.p
OG0011737	Solyc02g065470.1.1	Aqcoe5G202700.1.p, Aqcoe5G202800.1.p
OG0011738	Solyc11g013320.2.1	Aqcoe5G272800.1.p
OG0011739	Solyc01g109290.3.1	Aqcoe5G202200.1.p, Aqcoe5G202200.2.p, Aqcoe5G202200.3.p
OG0011740	Solyc09g090860.3.1	Aqcoe5G014100.1.p
OG0011741	Solyc02g087650.3.1	Aqcoe3G388700.1.p, Aqcoe3G388700.2.p, Aqcoe5G375000.1.p
OG0011742	Solyc02g094485.1.1	Aqcoe5G339200.1.p
OG0011743	Solyc04g081450.3.1	Aqcoe5G209300.1.p
OG0011744	Solyc04g054710.3.1	Aqcoe5G105400.1.p
OG0011745	Solyc01g111470.3.1	Aqcoe5G102500.1.p
OG0011746	Solyc07g017940.1.1	Aqcoe5G474800.1.p
OG0011747	Solyc02g085250.3.1	Aqcoe5G191700.1.p
OG0011748	Solyc08g006690.1.1	Aqcoe5G417500.1.p
OG0011749	Solyc11g008480.2.1	Aqcoe5G082500.1.p
OG0011751	Solyc06g065340.1.1, Solyc11g018710.1.1	Aqcoe5G283600.1.p
OG0011752	Solyc10g084740.2.1, Solyc08g008040.3.1	Aqcoe5G273100.1.p
OG0011753	Solyc01g080470.3.1, Solyc01g080480.3.1	Aqcoe5G066500.1.p
OG0011755	Solyc03g032140.3.1, Solyc00g007070.3.1	Aqcoe5G120500.1.p
OG0011756	Solyc03g083280.3.1	Aqcoe5G464600.1.p
OG0011757	Solyc11g006020.2.1	Aqcoe5G236000.1.p, Aqcoe5G236000.2.p
OG0011758	Solyc01g009810.3.1	Aqcoe5G343000.1.p, Aqcoe5G343000.2.p
OG0011759	Solyc00g009080.3.1	Aqcoe5G280700.1.p
OG0011760	Solyc04g071320.3.1	Aqcoe5G247300.1.p
OG0011761	Solyc04g076190.1.1, Solyc12g087940.2.1	Aqcoe5G161400.1.p
OG0011762	Solyc02g083430.1.1	Aqcoe5G133800.1.p
OG0011763	Solyc10g049850.2.1	Aqcoe5G133500.1.p
OG0011764	Solyc04g071130.1.1	Aqcoe5G245000.1.p
OG0011765	Solyc01g107640.3.1	Aqcoe5G138600.1.p
OG0011766	Solyc12g098890.2.1	Aqcoe5G289700.1.p
OG0011767	Solyc01g106560.3.1	Aqcoe5G420800.1.p
OG0011768	Solyc04g071560.3.1	Aqcoe5G251300.1.p
OG0011769	Solyc05g013345.1.1, Solyc05g013360.3.1	Aqcoe5G405400.1.p
OG0011770	Solyc10g006520.3.1	Aqcoe5G169800.1.p
OG0011772	Solyc12g035650.2.1	Aqcoe5G361000.1.p
OG0011773	Solyc12g097035.1.1	Aqcoe5G010300.1.p
OG0011774	Solyc01g088650.3.1	Aqcoe5G179000.3.p, Aqcoe5G179000.1.p
OG0011775	Solyc12g098220.2.1	Aqcoe5G006500.1.p, Aqcoe5G006500.2.p
OG0011776	Solyc06g064870.3.1	Aqcoe5G099200.1.p
OG0011777	Solyc07g066180.2.1	Aqcoe5G053600.2.p, Aqcoe5G053600.1.p
OG0011778	Solyc06g064640.3.1	Aqcoe5G098600.1.p
OG0011779	Solyc03g117990.1.1	Aqcoe5G319900.1.p
OG0011780	Solyc03g098340.3.1, Solyc03g098325.1.1	Aqcoe5G356500.1.p
OG0011782	Solyc09g066130.3.1	Aqcoe5G035700.1.p
OG0011784	Solyc08g081770.3.1	Aqcoe5G441200.1.p, Aqcoe5G441200.2.p
OG0011785	Solyc06g065270.3.1	Aqcoe5G301200.1.p
OG0011786	Solyc03g025740.3.1	Aqcoe5G428400.1.p
OG0011787	Solyc01g079090.3.1	Aqcoe5G287600.1.p
OG0011788	Solyc04g078460.3.1	Aqcoe5G141700.1.p
OG0011789	Solyc04g010190.1.1	Aqcoe5G198000.1.p
OG0011790	Solyc09g064500.3.1	Aqcoe5G013700.1.p
OG0011791	Solyc03g098410.1.1	Aqcoe3G427200.2.p, Aqcoe3G427200.1.p, Aqcoe3G427200.4.p, Aqcoe3G427200.3.p
OG0011792	Solyc11g005360.2.1	Aqcoe3G245200.1.p
OG0011793	Solyc06g069100.2.1, Solyc12g036480.2.1	Aqcoe3G037800.1.p
OG0011794	Solyc04g080180.1.1	Aqcoe3G154200.1.p
OG0011795	Solyc06g066190.3.1	Aqcoe3G209400.1.p
OG0011796	Solyc08g014510.3.1	Aqcoe3G006200.1.p
OG0011797	Solyc04g005920.1.1, Solyc05g010450.1.1	Aqcoe3G386800.1.p
OG0011798	Solyc05g006070.3.1	Aqcoe3G304100.2.p, Aqcoe3G304100.1.p, Aqcoe3G304100.3.p
OG0011799	Solyc01g089970.3.1	Aqcoe3G261600.1.p
OG0011800	Solyc08g045760.1.1, Solyc03g119200.3.1	Aqcoe3G025500.1.p, Aqcoe3G025500.2.p
OG0011801	Solyc04g005425.1.1	Aqcoe3G364600.1.p
OG0011802	Solyc05g013510.3.1	Aqcoe3G144600.1.p
OG0011803	Solyc08g076660.3.1	Aqcoe3G220800.1.p
OG0011804	Solyc04g051720.2.1, Solyc06g063300.3.1	Aqcoe3G230300.1.p
OG0011805	Solyc04g007960.3.1, Solyc04g007970.3.1	Aqcoe3G006300.1.p
OG0011806	Solyc02g088350.3.1	Aqcoe3G353400.1.p
OG0011807	Solyc06g051160.3.1	Aqcoe3G241200.2.p, Aqcoe3G241200.1.p
OG0011808	Solyc02g087260.1.1	Aqcoe3G307700.1.p
OG0011809	Solyc02g088010.3.1	Aqcoe3G341200.1.p
OG0011810	Solyc02g085740.3.1	Aqcoe3G397900.1.p
OG0011811	Solyc08g083280.3.1	Aqcoe3G057700.1.p
OG0011812	Solyc01g008020.3.1	Aqcoe3G060800.1.p
OG0011813	Solyc03g113360.3.1, Solyc02g087570.1.1	Aqcoe3G321400.1.p, Aqcoe3G098600.1.p
OG0011814	Solyc03g118790.2.1	Aqcoe3G011300.1.p
OG0011815	Solyc05g006770.3.1	Aqcoe3G098000.2.p, Aqcoe3G098000.1.p
OG0011816	Solyc08g078080.2.1	Aqcoe3G265500.1.p
OG0011817	Solyc05g014400.3.1, Solyc12g005900.2.1, Solyc05g014410.2.1	Aqcoe3G182500.1.p, Aqcoe3G182500.2.p
OG0011818	Solyc03g115980.1.1	Aqcoe3G340700.1.p
OG0011819	Solyc03g118500.3.1	Aqcoe3G009100.1.p
OG0011820	Solyc07g005340.2.1	Aqcoe3G099900.1.p
OG0011822	Solyc03g118770.3.1	Aqcoe3G000600.2.p, Aqcoe3G000600.3.p, Aqcoe3G000600.1.p
OG0011823	Solyc01g088750.3.1	Aqcoe3G366300.1.p
OG0011824	Solyc08g076940.1.1, Solyc08g005040.1.1	Aqcoe3G233600.1.p
OG0011825	Solyc03g113750.2.1	Aqcoe3G306500.1.p
OG0011826	Solyc05g054900.3.1	Aqcoe3G264400.1.p
OG0011827	Solyc12g035170.2.1	Aqcoe3G337100.1.p
OG0011828	Solyc03g119860.3.1	Aqcoe3G047200.1.p
OG0011829	Solyc05g011820.2.1	Aqcoe3G067900.1.p
OG0011830	Solyc10g081230.2.1	Aqcoe3G425700.1.p
OG0011831	Solyc10g005800.3.1	Aqcoe3G287300.1.p
OG0011832	Solyc03g097920.1.1	Aqcoe3G413900.1.p
OG0011833	Solyc05g009820.3.1	Aqcoe3G050200.1.p, Aqcoe3G396700.1.p
OG0011834	Solyc04g005350.3.1	Aqcoe3G108800.1.p
OG0011835	Solyc05g009530.3.1	Aqcoe3G041300.1.p
OG0011836	Solyc02g067710.2.1, Solyc02g086940.3.1	Aqcoe3G295300.1.p
OG0011837	Solyc04g007570.2.1	Aqcoe3G015700.1.p, Aqcoe3G019500.1.p
OG0011838	Solyc02g069340.3.1	Aqcoe3G326100.1.p
OG0011839	Solyc03g098345.1.1	Aqcoe3G429900.1.p
OG0011840	Solyc02g087430.3.1, Solyc02g087425.1.1	Aqcoe3G313600.1.p
OG0011841	Solyc05g010330.3.1	Aqcoe3G384700.1.p
OG0011842	Solyc10g008600.3.1	Aqcoe3G362800.1.p
OG0011843	Solyc01g090450.3.1	Aqcoe3G271800.1.p
OG0011844	Solyc06g069770.3.1, Solyc03g116020.3.1	Aqcoe3G339100.1.p
OG0011845	Solyc04g049460.2.1, Solyc02g077460.2.1	Aqcoe3G109400.1.p
OG0011846	Solyc03g114500.3.1	Aqcoe3G388000.1.p
OG0011847	Solyc12g096100.1.1	Aqcoe3G186500.1.p
OG0011848	Solyc05g009290.3.1	Aqcoe3G039700.3.p, Aqcoe3G039700.2.p, Aqcoe3G039700.4.p, Aqcoe3G039700.6.p, Aqcoe3G039700.5.p, Aqcoe3G039700.1.p
OG0011849	Solyc06g069190.3.1	Aqcoe3G400400.1.p
OG0011850	Solyc01g007920.2.1	Aqcoe3G036700.1.p
OG0011851	Solyc02g087170.3.1	Aqcoe3G106700.1.p
OG0011852	Solyc04g006960.3.1	Aqcoe3G390700.1.p
OG0011853	Solyc05g012080.3.1	Aqcoe3G199700.1.p
OG0011854	Solyc01g010240.3.1, Solyc05g012050.3.1	Aqcoe3G065300.1.p
OG0011855	Solyc03g113240.3.1	Aqcoe3G325900.1.p
OG0011856	Solyc08g076150.3.1	Aqcoe3G173900.2.p, Aqcoe3G173900.1.p
OG0011857	Solyc02g082020.3.1	Aqcoe3G360200.1.p
OG0011858	Solyc05g008850.3.1	Aqcoe3G024700.1.p
OG0011859	Solyc04g008490.2.1	Aqcoe3G425400.1.p
OG0011860	Solyc11g066850.2.1	Aqcoe3G349900.1.p
OG0011861	Solyc05g007650.1.1	Aqcoe3G338600.1.p
OG0011862	Solyc03g112650.3.1	Aqcoe3G277800.1.p
OG0011863	Solyc05g056050.3.1, Solyc05g056070.3.1	Aqcoe3G271900.1.p
OG0011864	Solyc03g118660.3.1	Aqcoe3G417200.1.p
OG0011865	Solyc02g081400.3.1	Aqcoe3G428900.1.p, Aqcoe3G428900.2.p
OG0011866	Solyc08g076430.3.1	Aqcoe3G170700.1.p, Aqcoe3G170700.2.p
OG0011867	Solyc03g119070.2.1	Aqcoe3G407800.2.p, Aqcoe3G407800.1.p
OG0011868	Solyc05g015640.3.1	Aqcoe3G198300.1.p
OG0011869	Solyc08g067000.3.1	Aqcoe3G389400.1.p
OG0011870	Solyc05g006700.3.1	Aqcoe3G317500.1.p
OG0011871	Solyc05g008900.3.1	Aqcoe3G026100.1.p
OG0011872	Solyc01g090390.1.1	Aqcoe3G269400.1.p
OG0011873	Solyc03g118860.3.1	Aqcoe3G412600.1.p
OG0011874	Solyc02g087730.3.1	Aqcoe3G328700.1.p, Aqcoe3G328700.2.p, Aqcoe3G328700.3.p
OG0011875	Solyc03g112760.3.1	Aqcoe3G281200.1.p
OG0011876	Solyc03g114340.3.1	Aqcoe3G290500.1.p
OG0011877	Solyc02g086710.3.1	Aqcoe3G287900.1.p
OG0011878	Solyc03g019960.3.1	Aqcoe3G441200.2.p, Aqcoe3G441200.1.p
OG0012005	Solyc01g098800.3.1	Aqcoe2G333500.2.p, Aqcoe2G333500.1.p, Aqcoe0127s0002.1.p
OG0012007	Solyc11g008940.1.1	Aqcoe1G096600.1.p, Aqcoe2G339700.1.p
OG0012008	Solyc11g071510.2.1	Aqcoe2G007000.1.p
OG0012009	Solyc02g090100.1.1	Aqcoe2G169000.1.p
OG0012012	Solyc01g097140.3.1	Aqcoe2G207600.1.p
OG0012013	Solyc07g055660.2.1	Aqcoe2G287400.1.p
OG0012014	Solyc05g050890.2.1	Aqcoe3G291600.1.p, Aqcoe5G222600.4.p, Aqcoe2G228100.1.p, Aqcoe2G227900.1.p, Aqcoe3G291500.1.p, Aqcoe3G289700.1.p, Aqcoe2G228000.1.p, Aqcoe1G271400.1.p, Aqcoe1G271400.2.p, Aqcoe5G222600.1.p, Aqcoe5G222600.3.p, Aqcoe5G222600.2.p
OG0012015	Solyc11g007680.2.1	Aqcoe2G184500.2.p, Aqcoe2G184500.1.p
OG0012016	Solyc09g018790.3.1	Aqcoe2G408000.1.p
OG0012017	Solyc05g024020.1.1	Aqcoe2G422600.1.p
OG0012018	Solyc08g006180.3.1	Aqcoe7G341700.1.p, Aqcoe5G302200.3.p, Aqcoe5G302200.2.p, Aqcoe5G302200.1.p, Aqcoe2G388900.1.p, Aqcoe2G389000.1.p, Aqcoe5G302100.1.p, Aqcoe2G389100.1.p, Aqcoe2G389700.1.p, Aqcoe7G341800.1.p
OG0012019	Solyc09g090410.3.1	Aqcoe2G380500.1.p
OG0012021	Solyc11g006980.1.1	Aqcoe2G141000.1.p
OG0012022	Solyc06g007990.3.1	Aqcoe2G395100.1.p, Aqcoe2G395100.2.p
OG0012025	Solyc12g008780.2.1	Aqcoe7G132300.1.p, Aqcoe2G245900.1.p
OG0012026	Solyc11g008850.2.1	Aqcoe2G438800.1.p
OG0012027	Solyc01g096520.3.1	Aqcoe2G045200.1.p
OG0012028	Solyc10g045490.1.1	Aqcoe2G419800.1.p
OG0012030	Solyc00g042640.1.1, Solyc01g017850.1.1, Solyc10g049400.2.1, Solyc01g028840.1.1, Solyc06g011410.1.1, Solyc01g016740.1.1, Solyc04g018290.1.1, Solyc01g065880.1.1, Solyc09g060040.1.1, Solyc07g032820.1.1, Solyc01g065860.1.1, Solyc03g083220.1.1, Solyc12g027510.1.1	Aqcoe2G177700.1.p
OG0012031	Solyc11g071660.1.1	Aqcoe2G343600.1.p
OG0012032	Solyc06g005140.3.1	Aqcoe2G337200.1.p
OG0012033	Solyc09g083210.3.1, Solyc09g083200.3.1, Solyc10g045610.1.1	Aqcoe2G358200.1.p
OG0012034	Solyc11g066960.2.1	Aqcoe2G129300.1.p, Aqcoe2G129300.2.p
OG0012035	Solyc09g065180.3.1	Aqcoe2G338300.1.p
OG0012036	Solyc01g111740.3.1	Aqcoe2G269400.1.p
OG0012037	Solyc01g079810.3.1	Aqcoe2G336100.1.p
OG0012038	Solyc01g097910.2.1	Aqcoe2G246400.1.p
OG0012039	Solyc09g090220.3.1	Aqcoe2G377500.1.p
OG0012040	Solyc11g021210.1.1, Solyc02g011725.1.1, Solyc01g017337.1.1, Solyc04g049003.1.1, Solyc08g022180.1.1, Solyc08g022215.1.1	Aqcoe7G226600.1.p, Aqcoe2G192200.1.p, Aqcoe7G220500.1.p
OG0012041	Solyc03g120190.3.1	Aqcoe2G110800.1.p
OG0012042	Solyc04g056640.1.1	Aqcoe2G335400.1.p
OG0012044	Solyc07g065870.3.1	Aqcoe2G130500.1.p
OG0012045	Solyc01g066440.3.1, Solyc05g054355.1.1	Aqcoe2G298900.1.p
OG0012046	Solyc08g006170.1.1	Aqcoe2G107000.1.p
OG0012047	Solyc06g073380.3.1	Aqcoe2G430100.1.p, Aqcoe2G430100.2.p
OG0012048	Solyc04g016295.1.1	Aqcoe2G026800.1.p
OG0012049	Solyc01g081540.3.1	Aqcoe2G057400.2.p, Aqcoe2G057400.1.p
OG0012050	Solyc11g011560.2.1	Aqcoe2G069100.1.p
OG0012051	Solyc09g064800.2.1	Aqcoe2G330100.1.p
OG0012052	Solyc03g053130.3.1	Aqcoe2G436900.1.p
OG0012053	Solyc03g111190.2.1	Aqcoe2G197500.1.p, Aqcoe3G190300.1.p
OG0012054	Solyc03g098170.3.1	Aqcoe2G037800.1.p
OG0012055	Solyc09g074620.3.1	Aqcoe2G308400.1.p
OG0012057	Solyc01g079400.3.1	Aqcoe2G274000.1.p
OG0012059	Solyc09g075820.3.1	Aqcoe2G341500.1.p
OG0012061	Solyc09g075080.3.1	Aqcoe2G294200.1.p
OG0012062	Solyc02g083780.2.1	Aqcoe2G304800.1.p
OG0012063	Solyc03g093630.2.1	Aqcoe2G041800.1.p
OG0012064	Solyc04g051120.3.1	Aqcoe2G419200.1.p
OG0012065	Solyc04g016360.3.1	Aqcoe2G026100.1.p
OG0012066	Solyc04g077450.3.1	Aqcoe2G234000.1.p
OG0012068	Solyc03g062720.3.1, Solyc02g062515.1.1	Aqcoe2G064400.1.p, Aqcoe2G064400.2.p
OG0012069	Solyc09g065280.3.1	Aqcoe2G342600.1.p
OG0012070	Solyc06g054460.1.1, Solyc01g080380.3.1	Aqcoe2G323700.1.p, Aqcoe5G065300.1.p
OG0012071	Solyc01g056360.3.1, Solyc03g044850.1.1, Solyc05g053070.3.1	Aqcoe2G065100.1.p, Aqcoe2G065100.2.p
OG0012072	Solyc01g058190.3.1	Aqcoe2G266400.1.p
OG0012073	Solyc02g021390.1.1, Solyc06g042990.1.1	Aqcoe2G214600.1.p, Aqcoe6G265700.1.p
OG0012074	Solyc07g008365.1.1, Solyc07g008367.1.1, Solyc07g008363.1.1	Aqcoe2G070300.1.p
OG0012075	Solyc04g079770.3.1	Aqcoe2G415500.1.p
OG0012077	Solyc05g053490.3.1, Solyc09g091230.3.1	Aqcoe2G393400.1.p
OG0012078	Solyc11g005590.1.1	Aqcoe2G036400.1.p
OG0012079	Solyc09g098500.3.1	Aqcoe2G428500.1.p
OG0012080	Solyc02g079360.2.1	Aqcoe2G242100.1.p
OG0012081	Solyc01g079790.3.1	Aqcoe2G336200.1.p
OG0012082	Solyc05g053370.3.1	Aqcoe2G087800.1.p
OG0012083	Solyc08g068580.3.1	Aqcoe2G392200.1.p, Aqcoe5G379000.1.p, Aqcoe5G379000.2.p
OG0012084	Solyc03g005380.3.1	Aqcoe2G361900.1.p, Aqcoe2G361900.2.p
OG0012085	Solyc03g059190.3.1	Aqcoe2G433900.1.p
OG0012086	Solyc01g098640.3.1	Aqcoe2G326400.1.p
OG0012087	Solyc01g079590.3.1	Aqcoe2G278000.1.p
OG0012088	Solyc07g040815.1.1	Aqcoe2G192000.1.p
OG0012088	Solyc02g011770.1.1, Solyc03g013600.1.1	Aqcoe7G227000.1.p, Aqcoe4G245100.1.p
OG0012088	Solyc07g026910.2.1	Aqcoe1G246300.1.p
OG0012089	Solyc09g074910.1.1	Aqcoe2G297400.1.p
OG0012090	Solyc09g082950.1.1	Aqcoe3G105400.1.p, Aqcoe2G102000.1.p
OG0012091	Solyc11g008450.2.1	Aqcoe2G143500.1.p
OG0012093	Solyc09g005020.1.1	Aqcoe2G085000.1.p
OG0012094	Solyc09g009930.2.1	Aqcoe1G443200.1.p, Aqcoe2G123500.1.p
OG0012095	Solyc07g054310.2.1	Aqcoe0603s0003.1.p, Aqcoe4G151900.1.p, Aqcoe4G157200.1.p, Aqcoe4G105300.1.p
OG0012096	Solyc04g079170.3.1, Solyc12g088895.1.1	Aqcoe6G145400.1.p
OG0012097	Solyc01g104190.2.1	Aqcoe6G019400.1.p
OG0012098	Solyc05g006140.1.1, Solyc05g006145.1.1	Aqcoe6G020700.1.p
OG0012098	Solyc04g082860.2.1	Aqcoe6G161000.2.p, Aqcoe6G161000.1.p, Aqcoe6G161200.1.p
OG0012099	Solyc02g069207.1.1	Aqcoe6G172700.1.p
OG0012100	Solyc06g060070.3.1	Aqcoe6G032200.1.p
OG0012101	Solyc03g063690.1.1	Aqcoe3G273700.1.p, Aqcoe6G289400.1.p
OG0012102	Solyc04g078480.3.1	Aqcoe6G310000.1.p
OG0012103	Solyc12g057030.2.1	Aqcoe6G084400.1.p
OG0012104	Solyc04g071700.3.1	Aqcoe6G042900.1.p
OG0012105	Solyc00g013140.2.1, Solyc03g064040.1.1, Solyc10g080120.1.1, Solyc03g061580.1.1, Solyc10g062020.1.1	Aqcoe6G264700.1.p
OG0012106	Solyc04g080340.3.1	Aqcoe6G119200.1.p
OG0012107	Solyc10g049650.2.1	Aqcoe6G288400.1.p
OG0012108	Solyc04g005830.3.1	Aqcoe6G003600.1.p
OG0012109	Solyc01g102720.3.1	Aqcoe6G001500.1.p
OG0012110	Solyc01g109080.3.1	Aqcoe6G102500.1.p
OG0012111	Solyc07g066390.1.1	Aqcoe6G129600.1.p
OG0012112	Solyc00g009050.2.1	Aqcoe6G047300.1.p
OG0012113	Solyc04g071870.1.1	Aqcoe6G043700.1.p
OG0012114	Solyc02g085470.3.1	Aqcoe6G115600.1.p
OG0012115	Solyc04g077140.3.1	Aqcoe6G162600.1.p
OG0012116	Solyc06g064650.3.1	Aqcoe6G008700.2.p, Aqcoe6G008700.1.p
OG0012117	Solyc08g008250.2.1	Aqcoe6G009400.3.p, Aqcoe6G009400.2.p, Aqcoe6G009400.1.p
OG0012118	Solyc11g017250.2.1	Aqcoe6G014100.1.p
OG0012120	Solyc04g077740.1.1	Aqcoe6G275800.1.p
OG0012121	Solyc01g103590.3.1, Solyc01g103630.3.1	Aqcoe6G248900.1.p, Aqcoe6G248900.2.p
OG0012122	Solyc07g056400.1.1	Aqcoe6G092400.1.p
OG0012123	Solyc01g102690.3.1	Aqcoe6G316800.1.p
OG0012124	Solyc11g010900.2.1	Aqcoe6G157700.1.p, Aqcoe6G157700.2.p
OG0012126	Solyc04g063390.2.1	Aqcoe6G027700.1.p, Aqcoe6G027700.3.p, Aqcoe6G027700.2.p, Aqcoe6G027700.4.p
OG0012127	Solyc10g011830.1.1, Solyc04g072490.3.1	Aqcoe6G054100.1.p, Aqcoe5G116400.1.p
OG0012128	Solyc01g110130.3.1	Aqcoe6G258000.1.p
OG0012129	Solyc01g006920.3.1	Aqcoe6G057800.2.p, Aqcoe6G057800.1.p
OG0012130	Solyc02g085080.3.1	Aqcoe6G122800.1.p
OG0012131	Solyc11g013360.2.1	Aqcoe6G030000.1.p
OG0012132	Solyc12g094670.1.1, Solyc04g082520.2.1	Aqcoe6G175200.1.p, Aqcoe5G120900.1.p
OG0012133	Solyc01g110450.3.1	Aqcoe6G245700.1.p
OG0012134	Solyc02g083280.3.1	Aqcoe6G228000.1.p
OG0012136	Solyc04g005760.1.1, Solyc04g005740.1.1, Solyc10g052480.1.1, Solyc09g059130.1.1, Solyc09g059120.1.1	Aqcoe3G330700.1.p, Aqcoe3G334200.1.p, Aqcoe6G247000.1.p, Aqcoe3G051600.1.p, Aqcoe3G330600.1.p, Aqcoe6G246900.1.p
OG0012137	Solyc02g070820.1.1	Aqcoe1G197500.1.p
OG0012137	Solyc08g016150.1.1	Aqcoe6G064100.1.p
OG0012138	Solyc04g072170.1.1	Aqcoe6G049200.1.p
OG0012139	Solyc11g010120.2.1	Aqcoe6G078600.1.p
OG0012140	Solyc05g050710.3.1	Aqcoe6G270000.2.p, Aqcoe6G270000.1.p
OG0012141	Solyc02g090690.2.1	Aqcoe6G144900.1.p
OG0012142	Solyc01g106450.3.1	Aqcoe6G065000.3.p, Aqcoe6G065000.2.p, Aqcoe6G065000.1.p
OG0012143	Solyc04g077130.1.1	Aqcoe6G160700.1.p
OG0012144	Solyc10g047630.2.1	Aqcoe6G093500.1.p
OG0012145	Solyc04g077860.3.1	Aqcoe6G281100.1.p
OG0012146	Solyc09g007050.1.1	Aqcoe6G286500.1.p
OG0012147	Solyc10g054160.1.1, Solyc10g054220.1.1	Aqcoe6G198800.1.p
OG0012148	Solyc01g111690.3.1	Aqcoe6G215200.1.p
OG0012149	Solyc09g098225.1.1	Aqcoe6G204800.1.p
OG0012150	Solyc10g074790.2.1	Aqcoe0017s0003.1.p
OG0012151	Solyc10g008570.3.1	Aqcoe4G164400.1.p, Aqcoe1G137600.1.p
OG0012152	Solyc04g074370.2.1	Aqcoe4G251100.1.p
OG0012154	Solyc10g008740.3.1	Aqcoe4G059800.1.p
OG0012156	Solyc07g055910.3.1	Aqcoe4G024300.6.p, Aqcoe4G024300.5.p, Aqcoe4G024300.2.p, Aqcoe4G024300.7.p, Aqcoe4G024300.8.p, Aqcoe4G024300.9.p, Aqcoe4G024300.1.p, Aqcoe4G024300.4.p, Aqcoe4G024300.3.p
OG0012157	Solyc04g015200.3.1	Aqcoe4G195000.1.p, Aqcoe4G195000.2.p
OG0012158	Solyc12g015680.1.1	Aqcoe4G310700.1.p
OG0012159	Solyc12g014050.2.1	Aqcoe4G072400.1.p
OG0012160	Solyc10g006370.3.1	Aqcoe4G235700.1.p
OG0012162	Solyc10g007730.3.1	Aqcoe4G014400.1.p
OG0012163	Solyc11g068930.2.1	Aqcoe4G051100.1.p
OG0012164	Solyc02g081150.1.1	Aqcoe4G225100.1.p
OG0012165	Solyc07g065470.3.1	Aqcoe4G312100.1.p
OG0012166	Solyc02g063460.1.1	Aqcoe4G271100.1.p
OG0012167	Solyc10g012300.1.1, Solyc10g054360.1.1, Solyc10g054610.1.1, Solyc02g030280.1.1, Solyc10g054370.1.1, Solyc10g050753.1.1, Solyc10g012350.2.1, Solyc10g012290.1.1, Solyc10g012340.1.1	Aqcoe4G227900.1.p
OG0012168	Solyc07g062670.1.1, Solyc07g053370.1.1	Aqcoe4G059000.1.p
OG0012169	Solyc03g110960.3.1, Solyc06g071960.3.1	Aqcoe4G207000.1.p
OG0012170	Solyc11g045670.2.1	Aqcoe5G323000.1.p, Aqcoe4G039200.1.p
OG0012171	Solyc02g070670.3.1	Aqcoe4G011200.1.p
OG0012172	Solyc10g005470.3.1, Solyc02g079240.1.1	Aqcoe4G260900.1.p, Aqcoe4G260900.2.p
OG0012173	Solyc07g024030.3.1	Aqcoe7G178000.1.p, Aqcoe7G178000.2.p
OG0012174	Solyc12g100320.2.1	Aqcoe5G387500.1.p, Aqcoe7G441100.1.p
OG0012175	Solyc08g079470.3.1	Aqcoe7G071500.1.p, Aqcoe7G071500.2.p
OG0012176	Solyc08g079770.3.1	Aqcoe7G062200.1.p, Aqcoe7G062400.1.p
